Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.327513
Total NOx (mg): 4233.793
Overall NOx (mg/km): 104.985
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.655872,3126.123,323.754,False
medium,433,14.102157,493.037,34.962,True
high,455,13.120510,437.631,33.355,True
extra_high,323,3.448975,177.001,51.320,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1032.48, False
2, 469.94, False
3, 507.79, False
4, 521.91, False
5, 330.84, False
6, 105.04, False
7, 70.15, True
8, 42.51, True
9, 29.78, True
10, 204.32, False
11, 57.65, True
12, 0.00, True
13, 0.76, True
14, 4.13, True
15, 5.20, True
16, 5.23, True
17, 5.07, True
18, 4.92, True
19, 75.07, True
20, 145.35, False
21, 0.00, True
22, 0.00, True
23, 0.00, True
24, 3.68, True
25, 10.27, True
26, 14.50, True
27, 17.41, True
28, 19.51, True
29, 21.11, True
30, 22.44, True
31, 104.51, False
32, 66.55, True
33, 57.70, True
34, 37.22, True
35, 27.46, True
36, 23.47, True
37, 22.04, True
38, 56.33, True
39, 60.72, True
40, 49.87, True
