Time,T_amb,p_amb,ICE_Speed_soll,fuel,EM2_Torque,Brake,ICE_Torque_pred,NO_out_m_pred,NO2_out_m_pred,CO_out_m_pred,CO2_out_m_pred,Car_Speed_pred,SOC_pred
373.5,298,1,2500,10,0,0,29.401236,0.0008463582,1.0996848e-06,0.00019506196,0.1467198,5.3427243,0.5175681
374.0,298,1,2500,10,0,0,29.39583,0.0008412989,1.0802476e-06,0.00019446683,0.14662772,5.3435082,0.5176066
374.5,298,1,2500,10,0,0,29.39058,0.00083642127,1.0628698e-06,0.00019407009,0.14653835,5.3442454,0.51764524
375.0,298,1,2500,10,0,0,29.385345,0.0008316128,1.0444625e-06,0.00019349222,0.14645095,5.3449726,0.5176837
375.5,298,1,2500,10,0,0,29.380468,0.00082708977,1.027471e-06,0.0001930696,0.14636661,5.3456674,0.51772225
376.0,298,1,2500,10,0,0,29.37537,0.00082261855,1.0113805e-06,0.00019256072,0.14628418,5.3463697,0.5177608
376.5,298,1,2500,10,0,0,29.370832,0.00081828574,9.951614e-07,0.00019212948,0.14620453,5.3470373,0.51779926
377.0,298,1,2500,10,0,0,29.36614,0.0008141432,9.793283e-07,0.00019174998,0.14612658,5.3476706,0.51783776
377.5,298,1,2500,10,0,0,29.361603,0.0008100872,9.643965e-07,0.00019132736,0.14605112,5.348299,0.5178763
378.0,298,1,2500,10,0,0,29.357168,0.0008061522,9.4985063e-07,0.00019093923,0.14597778,5.3489122,0.51791483
378.5,298,1,2500,10,0,0,29.352835,0.00080238155,9.3556235e-07,0.0001906201,0.14590687,5.3494983,0.51795334
379.0,298,1,2500,10,0,0,29.348738,0.0007986714,9.2191766e-07,0.00019017162,0.1458374,5.3500896,0.5179918
379.5,298,1,2500,10,0,0,29.344677,0.0007952207,9.094315e-07,0.00018987837,0.14577052,5.350646,0.5180303
380.0,298,1,2500,10,0,0,29.3407,0.00079171814,8.9604424e-07,0.00018953337,0.14570546,5.35117,0.51806873
380.5,298,1,2500,10,0,0,29.336945,0.00078847504,8.827857e-07,0.00018919699,0.14564224,5.3517046,0.51810724
381.0,298,1,2500,10,0,0,29.333223,0.00078524055,8.715868e-07,0.00018887786,0.14558113,5.3522015,0.51814574
381.5,298,1,2500,10,0,0,29.329535,0.0007821445,8.602591e-07,0.00018867086,0.1455216,5.3527036,0.5181842
382.0,298,1,2500,10,0,0,29.326,0.00077916944,8.4906014e-07,0.00018836037,0.14546382,5.353176,0.5182226
382.5,298,1,2500,10,0,0,29.322466,0.0007762377,8.383761e-07,0.00018801537,0.14540815,5.353638,0.518261
383.0,298,1,2500,10,0,0,29.319185,0.0007734789,8.280782e-07,0.00018779113,0.14535387,5.354096,0.5182995
383.5,298,1,2500,10,0,0,29.315905,0.00077074603,8.1739415e-07,0.00018749788,0.14530139,5.354519,0.5183379
384.0,298,1,2500,10,0,0,29.312727,0.0007682207,8.0799737e-07,0.00018731675,0.14525025,5.3549643,0.51837635
384.5,298,1,2500,10,0,0,29.309532,0.00076557434,7.983431e-07,0.000187058,0.14520098,5.3553696,0.51841474
385.0,298,1,2500,10,0,0,29.306643,0.0007632479,7.8881754e-07,0.00018679925,0.14515302,5.3557577,0.5184532
385.5,298,1,2500,10,0,0,29.303703,0.000760835,7.8045053e-07,0.00018662676,0.14510636,5.356141,0.51849157
386.0,298,1,2500,10,0,0,29.300848,0.0007586211,7.7156864e-07,0.00018642838,0.14506133,5.356505,0.5185301
386.5,298,1,2500,10,0,0,29.298094,0.00075645035,7.6410265e-07,0.00018619551,0.14501752,5.356866,0.51856846
387.0,298,1,2500,10,0,0,29.295341,0.00075433153,7.5586433e-07,0.00018603163,0.1449752,5.357227,0.5186068
387.5,298,1,2500,10,0,0,29.292843,0.0007522559,7.485271e-07,0.00018583325,0.14493427,5.357551,0.51864517
388.0,298,1,2500,10,0,0,29.29026,0.00075031,7.4106117e-07,0.00018565214,0.14489447,5.3578825,0.51868355
388.5,298,1,2500,10,0,0,29.287762,0.0007484593,7.3333774e-07,0.00018548826,0.14485566,5.3581963,0.518722
389.0,298,1,2500,10,0,0,29.28545,0.0007466259,7.265154e-07,0.00018532439,0.14481814,5.3585033,0.5187604
389.5,298,1,2500,10,0,0,29.283123,0.00074480975,7.199505e-07,0.00018514326,0.1447818,5.3588195,0.51879877
390.0,298,1,2500,10,0,0,29.280846,0.00074309733,7.132569e-07,0.0001850139,0.14474644,5.3590965,0.5188372
390.5,298,1,2500,10,0,0,29.278568,0.0007414455,7.07593e-07,0.00018486727,0.14471221,5.359371,0.51887554
391.0,298,1,2500,10,0,0,29.27653,0.0007398802,7.0154306e-07,0.00018474652,0.14467902,5.359648,0.5189139
391.5,298,1,2500,10,0,0,29.274422,0.0007383062,6.961366e-07,0.00018456539,0.14464673,5.3599005,0.5189523
392.0,298,1,2500,10,0,0,29.272432,0.00073687924,6.903441e-07,0.0001844274,0.1446155,5.3601503,0.5189907
392.5,298,1,2500,10,0,0,29.270342,0.0007354782,6.851952e-07,0.00018427214,0.14458509,5.3604026,0.5190291
393.0,298,1,2500,10,0,0,29.268456,0.00073410315,6.800462e-07,0.00018421176,0.14455582,5.360635,0.5190674
393.5,298,1,2500,10,0,0,29.266586,0.0007327799,6.7476856e-07,0.00018403927,0.14452735,5.36088,0.5191058
394.0,298,1,2500,10,0,0,29.264734,0.000731474,6.697483e-07,0.0001839099,0.14449969,5.3610973,0.5191442
394.5,298,1,2500,10,0,0,29.262983,0.00073025463,6.648568e-07,0.00018379778,0.14447258,5.361305,0.51918244
395.0,298,1,2500,10,0,0,29.261301,0.0007290784,6.608664e-07,0.00018371153,0.14444655,5.3615103,0.5192208
395.5,298,1,2500,10,0,0,29.259602,0.000727885,6.562324e-07,0.00018357352,0.14442113,5.361728,0.51925915
396.0,298,1,2500,10,0,0,29.257954,0.000726778,6.5237066e-07,0.00018351314,0.14439648,5.3619184,0.5192976
396.5,298,1,2500,10,0,0,29.256355,0.00072571426,6.4838025e-07,0.00018340965,0.14437254,5.362099,0.5193359
397.0,298,1,2500,10,0,0,29.254826,0.0007246765,6.4400365e-07,0.0001833234,0.1443495,5.362277,0.51937425
397.5,298,1,2500,10,0,0,29.253298,0.000723656,6.402706e-07,0.00018321989,0.14432694,5.362433,0.5194127
398.0,298,1,2500,10,0,0,29.251818,0.0007227133,6.362802e-07,0.00018312503,0.14430512,5.3626084,0.51945096
398.5,298,1,2500,10,0,0,29.250443,0.0007218139,6.3254726e-07,0.0001829784,0.14428407,5.362769,0.51948935
399.0,298,1,2500,10,0,0,29.249031,0.000720949,6.2984407e-07,0.00018299565,0.14426348,5.362925,0.51952773
399.5,298,1,2500,10,0,0,29.247688,0.000720015,6.263685e-07,0.0001828749,0.1442436,5.3630733,0.51956606
400.0,298,1,2500,10,0,0,29.246414,0.00071924535,6.2379405e-07,0.00018278864,0.14422394,5.3632293,0.5196044
400.5,298,1,2500,20,0,0,79.00354,0.0007517803,1.8680353e-06,0.0002162966,0.12238522,5.461298,0.5196714
401.0,298,1,2500,20,0,0,87.1293,0.0007945116,5.254493e-07,6.185817e-05,0.07357339,5.6361384,0.5197455
401.5,298,1,2500,20,0,0,86.36846,0.0011228706,-1.8767885e-07,8.1962935e-05,0.08332572,5.842393,0.5198128
402.0,298,1,2500,20,0,0,90.35407,0.0016773483,2.2296197e-06,0.000351165,0.081780866,6.0486526,0.51988035
402.5,298,1,2500,20,0,0,93.97248,0.0020087948,3.0510041e-06,0.00050516357,0.081487246,6.2487516,0.5199529
403.0,298,1,2500,20,0,0,94.730835,0.002027648,2.9154585e-06,0.00048695627,0.08215909,6.4433055,0.5200316
403.5,298,1,2500,20,0,0,94.31248,0.0018182293,1.6171532e-06,0.00035537398,0.08348496,6.6353297,0.5201173
404.0,298,1,2500,20,0,0,93.44589,0.0016789741,1.1435795e-06,0.0002962758,0.08391248,6.8286176,0.5202105
404.5,298,1,2500,20,0,0,92.896904,0.0015984843,7.4698244e-07,0.00027316093,0.08437407,7.0265946,0.52031195
405.0,298,1,2500,20,0,0,92.78434,0.0015934684,7.8714413e-07,0.0002924118,0.084754854,7.231462,0.5204214
405.5,298,1,2500,20,0,0,92.875435,0.0015939007,7.0115686e-07,0.00030352938,0.0853873,7.443447,0.5205379
406.0,298,1,2500,20,0,0,92.94239,0.0015959159,6.7206537e-07,0.00031292197,0.08622216,7.660853,0.52066034
406.5,298,1,2500,20,0,0,92.951515,0.0015855206,5.725621e-07,0.00031415533,0.08713244,7.8808637,0.520788
407.0,298,1,2500,20,0,0,92.93224,0.0015743729,5.2892483e-07,0.0003178468,0.08796827,8.1005125,0.5209205
407.5,298,1,2500,20,0,0,92.92182,0.0015606134,4.865748e-07,0.00032156415,0.08868013,8.317575,0.5210574
408.0,298,1,2500,20,0,0,92.9267,0.0015472431,4.7331628e-07,0.00032671326,0.08925346,8.530932,0.5211986
408.5,298,1,2500,20,0,0,92.9437,0.0015314686,4.5619606e-07,0.00033076698,0.08969338,8.740687,0.5213433
409.0,298,1,2500,20,0,0,92.966606,0.0015141114,4.4589817e-07,0.00033427734,0.090000264,8.947736,0.5214911
409.5,298,1,2500,20,0,0,92.99459,0.0014948085,4.3469925e-07,0.00033664057,0.09017623,9.153521,0.521641
410.0,298,1,2500,20,0,0,93.02721,0.0014744935,4.2800562e-07,0.00033845182,0.09023019,9.359464,0.52179223
410.5,298,1,2500,20,0,0,93.06376,0.0014534695,4.2144072e-07,0.00033956443,0.09017686,9.566712,0.5219441
411.0,298,1,2500,20,0,0,93.102394,0.001432506,4.1925242e-07,0.00034029756,0.0900361,9.775912,0.522096
411.5,298,1,2500,20,0,0,93.14119,0.0014118624,4.1745028e-07,0.00034053906,0.08982853,9.987054,0.5222475
412.0,298,1,2500,20,0,0,93.17877,0.0013920319,4.1835136e-07,0.0003404097,0.08957431,10.199819,0.5223986
412.5,298,1,2500,20,0,0,93.213905,0.0013733343,4.1950986e-07,0.00034003882,0.08929087,10.41355,0.52254933
413.0,298,1,2500,20,0,0,93.24638,0.0013561154,4.229854e-07,0.0003395472,0.08899403,10.627523,0.5227
413.5,298,1,2500,20,0,0,93.27597,0.0013404707,4.2813434e-07,0.00033892618,0.088696264,10.841153,0.52285075
414.0,298,1,2500,20,0,0,93.302826,0.0013265383,4.3328328e-07,0.0003382017,0.08840762,11.054046,0.52300155
414.5,298,1,2500,20,0,0,93.32721,0.0013143441,4.4010562e-07,0.0003373737,0.08813502,11.266151,0.5231527
415.0,298,1,2500,20,0,0,93.34942,0.0013037845,4.477003e-07,0.00033657157,0.087883726,11.477563,0.52330416
415.5,298,1,2500,20,0,0,93.37006,0.0012947817,4.5632478e-07,0.00033570908,0.08765701,11.688601,0.52345586
416.0,298,1,2500,20,0,0,93.38921,0.0012872145,4.6443435e-07,0.00033476896,0.08745581,11.899624,0.52360755
416.5,298,1,2500,20,0,0,93.40739,0.001280858,4.7318755e-07,0.00033384608,0.08728061,12.110921,0.5237592
417.0,298,1,2500,20,0,0,93.42481,0.0012755046,4.815546e-07,0.0003328887,0.08713027,12.322743,0.52391076
417.5,298,1,2500,20,0,0,93.44156,0.001271094,4.908227e-07,0.00033179336,0.0870034,12.535173,0.52406204
418.0,298,1,2500,20,0,0,93.4579,0.0012673233,4.9983333e-07,0.00033069798,0.08689787,12.748215,0.5242131
418.5,298,1,2500,20,0,0,93.47393,0.0012641235,5.0729926e-07,0.00032953362,0.086810686,12.961753,0.52436376
419.0,298,1,2500,20,0,0,93.48977,0.0012612608,5.1566633e-07,0.00032830887,0.08674011,13.175658,0.5245143
419.5,298,1,2500,20,0,0,93.50552,0.0012585626,5.23261e-07,0.00032698063,0.08668268,13.389814,0.5246646
420.0,298,1,2500,20,0,0,93.521126,0.0012560287,5.3111313e-07,0.00032563513,0.08663611,13.604124,0.52481484
420.5,298,1,2500,20,0,0,93.536835,0.0012535292,5.387078e-07,0.00032424653,0.08659822,13.818547,0.52496487
421.0,298,1,2500,20,0,0,93.552475,0.0012510904,5.457876e-07,0.00032278028,0.08656644,14.033098,0.52511483
421.5,298,1,2500,20,0,0,93.56823,0.0012485046,5.523525e-07,0.00032129677,0.086539075,14.247804,0.52526456
422.0,298,1,2500,20,0,0,93.584114,0.0012458495,5.603334e-07,0.00031983055,0.08651416,14.462722,0.5254144
422.5,298,1,2500,20,0,0,93.600044,0.0012430993,5.668983e-07,0.0003182522,0.0864908,14.677938,0.5255639
423.0,298,1,2500,20,0,0,93.616066,0.00124028,5.743642e-07,0.00031672555,0.086467534,14.893449,0.5257132
423.5,298,1,2500,20,0,0,93.63205,0.0012374001,5.808004e-07,0.0003152162,0.08644392,15.109259,0.52586234
424.0,298,1,2500,20,0,0,93.64817,0.0012343819,5.873653e-07,0.00031365507,0.086419575,15.325365,0.5260113
424.5,298,1,2500,20,0,0,93.664185,0.001231355,5.956036e-07,0.0003121457,0.08639366,15.541704,0.52616
425.0,298,1,2500,20,0,0,93.68034,0.0012283453,6.024259e-07,0.0003106536,0.0863667,15.758216,0.5263084
425.5,298,1,2500,20,0,0,93.69627,0.0012253012,6.100206e-07,0.00030914423,0.08633825,15.974854,0.5264566
426.0,298,1,2500,20,0,0,93.71224,0.0012222569,6.1761534e-07,0.00030772973,0.08630887,16.191574,0.52660465
426.5,298,1,2500,20,0,0,93.72806,0.0012193165,6.2546746e-07,0.00030634113,0.086278625,16.40832,0.52675253
427.0,298,1,2500,20,0,0,93.74365,0.001216402,6.339632e-07,0.00030490075,0.08624805,16.625074,0.5269001
427.5,298,1,2500,20,0,0,93.759094,0.0012135567,6.4091427e-07,0.0003035725,0.08621707,16.841837,0.5270475
428.0,298,1,2500,20,0,0,93.77438,0.0012108412,6.4941e-07,0.0003022184,0.08618618,17.058584,0.52719474
428.5,298,1,2500,20,0,0,93.78944,0.0012082726,6.582919e-07,0.00030092464,0.086155854,17.275309,0.5273417
429.0,298,1,2500,20,0,0,93.80425,0.0012056349,6.653717e-07,0.0002996309,0.08612641,17.49201,0.52748847
429.5,298,1,2500,20,0,0,93.81885,0.0012032567,6.739962e-07,0.00029843205,0.086098135,17.708683,0.527635
430.0,298,1,2500,20,0,0,93.83322,0.0012009129,6.8146215e-07,0.00029726766,0.08607105,17.925272,0.52778137
430.5,298,1,2500,20,0,0,93.84729,0.001198725,6.895718e-07,0.0002960429,0.08604548,18.14178,0.5279274
431.0,298,1,2500,20,0,0,93.86111,0.0011966233,6.975526e-07,0.00029494756,0.086021416,18.358171,0.5280732
431.5,298,1,2500,20,0,0,93.874756,0.0011945823,7.05276e-07,0.00029377456,0.0859992,18.574406,0.5282188
432.0,298,1,2500,20,0,0,93.888016,0.0011926797,7.132569e-07,0.00029268782,0.085978776,18.790457,0.5283643
432.5,298,1,2500,20,0,0,93.90104,0.0011907858,7.208516e-07,0.00029166145,0.08596017,19.006306,0.5285094
433.0,298,1,2500,20,0,0,93.913925,0.0011890129,7.2844625e-07,0.0002906092,0.08594304,19.221931,0.5286543
433.5,298,1,2500,20,0,0,93.92643,0.0011873092,7.3552604e-07,0.00028960008,0.08592805,19.437283,0.528799
434.0,298,1,2500,20,0,0,93.93877,0.001185666,7.423484e-07,0.0002885737,0.08591469,19.65238,0.5289435
434.5,298,1,2500,20,0,0,93.95083,0.0011840315,7.502005e-07,0.0002876422,0.085902795,19.867195,0.52908766
435.0,298,1,2500,20,0,0,93.9627,0.0011824748,7.561218e-07,0.00028675384,0.08589256,20.081705,0.5292316
435.5,298,1,2500,20,0,0,93.974365,0.0011809353,7.62558e-07,0.000285831,0.08588397,20.295904,0.52937543
436.0,298,1,2500,20,0,0,93.98573,0.0011794391,7.692516e-07,0.00028488223,0.08587637,20.509743,0.5295189
436.5,298,1,2500,20,0,0,93.99696,0.0011779863,7.7517285e-07,0.0002840801,0.08587031,20.723253,0.52966213
437.0,298,1,2500,20,0,0,94.00795,0.0011764901,7.8160906e-07,0.0002832176,0.085865214,20.936377,0.5298052
437.5,298,1,2500,20,0,0,94.01877,0.0011751064,7.8701544e-07,0.00028243274,0.085861295,21.149143,0.529948
438.0,298,1,2500,20,0,0,94.02935,0.0011737053,7.9255057e-07,0.0002815875,0.08585825,21.361444,0.5300906
438.5,298,1,2500,20,0,0,94.039734,0.0011723043,7.976995e-07,0.00028080263,0.08585646,21.573355,0.5302329
439.0,298,1,2500,20,0,0,94.04997,0.0011709206,8.0284843e-07,0.00028008677,0.08585512,21.784813,0.53037494
439.5,298,1,2500,20,0,0,94.059975,0.0011695542,8.077399e-07,0.0002793105,0.08585455,21.995829,0.53051686
440.0,298,1,2500,20,0,0,94.06981,0.0011681791,8.1237397e-07,0.0002786119,0.085854866,22.206383,0.5306584
440.5,298,1,2500,20,0,0,94.079506,0.0011667521,8.164931e-07,0.00027793052,0.085855685,22.416443,0.5307998
441.0,298,1,2500,20,0,0,94.088905,0.0011654117,8.2035484e-07,0.000277206,0.08585717,22.626017,0.530941
441.5,298,1,2500,20,0,0,94.098305,0.0011640711,8.246027e-07,0.00027662815,0.08585919,22.83509,0.5310818
442.0,298,1,2500,20,0,0,94.10741,0.0011626529,8.2743463e-07,0.00027598126,0.08586163,23.043653,0.53122246
442.5,298,1,2500,20,0,0,94.11636,0.001161321,8.316825e-07,0.00027536027,0.08586474,23.251692,0.53136295
443.0,298,1,2500,20,0,0,94.12518,0.0011599286,8.346431e-07,0.00027478242,0.08586803,23.45919,0.5315032
443.5,298,1,2500,20,0,0,94.133835,0.0011585535,8.3811864e-07,0.0002741614,0.08587205,23.666164,0.5316431
444.0,298,1,2500,20,0,0,94.1423,0.0011571179,8.409506e-07,0.0002736353,0.08587617,23.872562,0.5317828
444.5,298,1,2500,20,0,0,94.15059,0.0011557601,8.433963e-07,0.00027310054,0.08588075,24.078417,0.53192246
445.0,298,1,2500,20,0,0,94.15879,0.0011543677,8.4416865e-07,0.00027252268,0.085885756,24.283699,0.53206164
445.5,298,1,2500,20,0,0,94.16679,0.0011530186,8.4687184e-07,0.00027205693,0.085891075,24.488413,0.5322007
446.0,298,1,2500,20,0,0,94.17469,0.0011516348,8.491889e-07,0.0002715308,0.08589674,24.692543,0.53233945
446.5,298,1,2500,20,0,0,94.18241,0.0011502166,8.50991e-07,0.0002710737,0.08590245,24.896084,0.5324781
447.0,298,1,2500,20,0,0,94.189865,0.0011488155,8.526644e-07,0.00027060794,0.08590863,25.09902,0.5326164
447.5,298,1,2500,20,0,0,94.19736,0.0011473799,8.5343675e-07,0.00027018532,0.08591506,25.301373,0.5327545
448.0,298,1,2500,20,0,0,94.20464,0.0011459442,8.543378e-07,0.0002697368,0.08592174,25.503117,0.5328924
448.5,298,1,2500,20,0,0,94.21176,0.0011444914,8.548527e-07,0.00026929693,0.08592857,25.704248,0.53303015
449.0,298,1,2500,20,0,0,94.21881,0.0011431163,8.5511016e-07,0.00026889157,0.085935764,25.90477,0.53316754
449.5,298,1,2500,20,0,0,94.225746,0.0011415855,8.5472396e-07,0.00026848618,0.0859429,26.104681,0.5333048
450.0,298,1,2500,20,0,0,94.2325,0.0011401413,8.553676e-07,0.00026809808,0.08595055,26.303963,0.5334417
450.5,298,1,2500,20,0,0,94.239075,0.0011387056,8.5498147e-07,0.0002677013,0.08595818,26.502634,0.53357846
451.0,298,1,2500,20,0,0,94.24564,0.0011371749,8.5511016e-07,0.00026739083,0.085966006,26.700665,0.533715
451.5,298,1,2500,20,0,0,94.252045,0.0011357307,8.544665e-07,0.00026697683,0.08597399,26.898066,0.5338514
452.0,298,1,2500,20,0,0,94.25833,0.0011341999,8.531793e-07,0.00026667496,0.08598199,27.094847,0.53398746
452.5,298,1,2500,20,0,0,94.26452,0.0011326778,8.530506e-07,0.0002663817,0.085990384,27.290987,0.53412324
453.0,298,1,2500,20,0,0,94.27059,0.0011311297,8.518921e-07,0.0002660626,0.08599857,27.486486,0.53425896
453.5,298,1,2500,20,0,0,94.27654,0.0011295644,8.5060486e-07,0.0002657176,0.08600719,27.681347,0.53439444
454.0,298,1,2500,20,0,0,94.28243,0.001128051,8.482878e-07,0.00026540708,0.08601555,27.875572,0.5345296
454.5,298,1,2500,20,0,0,94.28818,0.0011264943,8.4738673e-07,0.00026508796,0.086024314,28.06916,0.5346647
455.0,298,1,2500,20,0,0,94.29386,0.0011249116,8.448123e-07,0.00026484646,0.086032934,28.26209,0.53479946
455.5,298,1,2500,20,0,0,94.29945,0.0011233722,8.433963e-07,0.00026453595,0.0860417,28.45438,0.53493404
456.0,298,1,2500,20,0,0,94.304825,0.0011217896,8.41208e-07,0.00026427722,0.08605038,28.646027,0.53506845
456.5,298,1,2500,20,0,0,94.31029,0.0011201377,8.386336e-07,0.00026399258,0.08605931,28.83703,0.53520256
457.0,298,1,2500,20,0,0,94.31556,0.0011184945,8.367027e-07,0.0002637166,0.08606821,29.027384,0.53533655
457.5,298,1,2500,20,0,0,94.32078,0.0011169033,8.338708e-07,0.00026348373,0.08607734,29.217087,0.5354702
458.0,298,1,2500,20,0,0,94.3259,0.0011152341,8.316825e-07,0.0002632767,0.08608621,29.40613,0.5356038
458.5,298,1,2500,20,0,0,94.330894,0.0011135996,8.279495e-07,0.00026305247,0.08609541,29.59453,0.5357371
459.0,298,1,2500,20,0,0,94.335915,0.0011119305,8.2486014e-07,0.0002628541,0.08610436,29.782265,0.53587025
459.5,298,1,2500,20,0,0,94.34075,0.00111027,8.218995e-07,0.00026263847,0.08611338,29.969349,0.5360033
460.0,298,1,2500,20,0,0,94.34555,0.0011085577,8.1868143e-07,0.00026239696,0.08612251,30.15578,0.5361359
460.5,298,1,2500,20,0,0,94.35032,0.0011069317,8.162357e-07,0.00026218998,0.086131476,30.341553,0.5362684
461.0,298,1,2500,20,0,0,94.35491,0.0011052107,8.121165e-07,0.00026200886,0.08614052,30.526678,0.53640074
461.5,298,1,2500,20,0,0,94.35964,0.0011035503,8.08641e-07,0.0002618105,0.08614979,30.711128,0.5365329
462.0,298,1,2500,20,0,0,94.36409,0.0011018378,8.052942e-07,0.0002615776,0.08615872,30.894926,0.53666466
462.5,298,1,2500,20,0,0,94.36864,0.0011000823,8.0104627e-07,0.00026138785,0.08616808,31.078054,0.5367964
463.0,298,1,2500,20,0,0,94.37294,0.0010983872,7.96541e-07,0.00026124122,0.0861771,31.260517,0.5369279
463.5,298,1,2500,20,0,0,94.377304,0.0010966402,7.933229e-07,0.0002610601,0.08618618,31.442324,0.5370592
464.0,298,1,2500,20,0,0,94.38154,0.0010949365,7.8881754e-07,0.0002608876,0.08619516,31.623465,0.5371904
464.5,298,1,2500,20,0,0,94.38582,0.001093181,7.8521333e-07,0.00026072373,0.08620435,31.803938,0.53732127
465.0,298,1,2500,20,0,0,94.389984,0.0010914339,7.813516e-07,0.00026052535,0.08621334,31.98374,0.53745204
465.5,298,1,2500,20,0,0,94.394104,0.001089661,7.76975e-07,0.0002604046,0.08622239,32.162872,0.5375825
466.0,298,1,2500,20,0,0,94.398125,0.0010878968,7.7246966e-07,0.00026019762,0.08623143,32.34134,0.53771293
466.5,298,1,2500,20,0,0,94.40214,0.0010861498,7.682218e-07,0.00026008548,0.086240426,32.519115,0.53784305
467.0,298,1,2500,20,0,0,94.406044,0.0010844029,7.639739e-07,0.00025993024,0.08624949,32.69622,0.53797305
467.5,298,1,2500,20,0,0,94.41003,0.0010826386,7.5843883e-07,0.00025975774,0.08625863,32.872646,0.5381028
468.0,298,1,2500,20,0,0,94.41382,0.0010808138,7.543197e-07,0.0002596025,0.08626736,33.04839,0.5382324
468.5,298,1,2500,20,0,0,94.4176,0.0010790323,7.498143e-07,0.00025943,0.086276434,33.223457,0.53836185
469.0,298,1,2500,20,0,0,94.421425,0.0010772594,7.4492283e-07,0.0002593696,0.086285196,33.397842,0.5384911
469.5,298,1,2500,20,0,0,94.42507,0.0010755124,7.39259e-07,0.00025926612,0.08629399,33.57153,0.53862005
470.0,298,1,2500,20,0,0,94.42874,0.001073653,7.352686e-07,0.00025907636,0.08630286,33.744526,0.5387489
470.5,298,1,2500,20,0,0,94.43232,0.0010718801,7.298622e-07,0.00025897287,0.086311735,33.916843,0.5388776
471.0,298,1,2500,20,0,0,94.435905,0.0010700726,7.247133e-07,0.00025886938,0.08632059,34.08846,0.5390061
471.5,298,1,2500,20,0,0,94.43945,0.0010682738,7.1969305e-07,0.00025868823,0.0863292,34.259373,0.53913444
472.0,298,1,2500,20,0,0,94.44296,0.0010664663,7.1570264e-07,0.00025856748,0.08633788,34.429585,0.53926253
472.5,298,1,2500,20,0,0,94.446396,0.0010646675,7.1003876e-07,0.0002584985,0.08634655,34.599094,0.5393905
473.0,298,1,2500,20,0,0,94.44982,0.0010629292,7.0476113e-07,0.00025831736,0.08635523,34.76791,0.5395183
473.5,298,1,2500,20,0,0,94.45319,0.0010610612,6.9986964e-07,0.00025823113,0.086363934,34.936005,0.53964585
474.0,298,1,2500,20,0,0,94.45652,0.0010593141,6.9510685e-07,0.00025811038,0.0863723,35.103386,0.53977334
474.5,298,1,2500,20,0,0,94.45984,0.0010575067,6.8970047e-07,0.00025798962,0.08638103,35.270058,0.53990054
475.0,298,1,2500,20,0,0,94.46307,0.0010556992,6.8365046e-07,0.00025783438,0.08638939,35.436005,0.5400276
475.5,298,1,2500,20,0,0,94.4663,0.0010538744,6.783728e-07,0.00025776538,0.08639796,35.601234,0.5401546
476.0,298,1,2500,20,0,0,94.46955,0.0010521101,6.738675e-07,0.0002576705,0.08640624,35.76575,0.54028124
476.5,298,1,2500,20,0,0,94.47273,0.0010503372,6.6923343e-07,0.00025754113,0.08641485,35.929527,0.54040784
477.0,298,1,2500,20,0,0,94.47589,0.0010484778,6.6292597e-07,0.00025745487,0.086422935,36.092575,0.5405343
477.5,298,1,2500,20,0,0,94.47898,0.0010467309,6.5764834e-07,0.00025737725,0.086431466,36.254887,0.5406605
478.0,298,1,2500,20,0,0,94.48204,0.0010448887,6.524994e-07,0.00025727376,0.08643963,36.416485,0.54078645
478.5,298,1,2500,20,0,0,94.48508,0.0010431678,6.4632064e-07,0.00025716162,0.08644782,36.577312,0.54091245
479.0,298,1,2500,20,0,0,94.4881,0.0010413256,6.4194404e-07,0.00025704087,0.086455986,36.7374,0.5410382
479.5,298,1,2500,20,0,0,94.49107,0.0010395615,6.3576533e-07,0.00025698912,0.08646406,36.896755,0.54116374
480.0,298,1,2500,20,0,0,94.49406,0.0010377712,6.3035895e-07,0.0002569029,0.08647226,37.05534,0.5412891
480.5,298,1,2500,20,0,0,94.49693,0.0010359724,6.257249e-07,0.00025675626,0.08648031,37.2132,0.5414144
481.0,298,1,2500,20,0,0,94.499825,0.0010341995,6.20576e-07,0.00025669587,0.08648825,37.370274,0.5415395
481.5,298,1,2500,20,0,0,94.50263,0.0010324524,6.1504085e-07,0.00025657512,0.08649612,37.526615,0.5416644
482.0,298,1,2500,20,0,0,94.50553,0.0010306969,6.0886214e-07,0.00025651476,0.08650412,37.682175,0.5417892
482.5,298,1,2500,20,0,0,94.50839,0.0010289067,6.0409934e-07,0.00025640262,0.08651203,37.83697,0.54191387
483.0,298,1,2500,20,0,0,94.51113,0.0010271511,5.989504e-07,0.00025635088,0.08651982,37.99099,0.5420383
483.5,298,1,2500,20,0,0,94.51386,0.0010253435,5.938015e-07,0.00025623877,0.086527616,38.14425,0.5421626
484.0,298,1,2500,20,0,0,94.516655,0.0010236831,5.8775146e-07,0.00025618702,0.08653533,38.296734,0.54228675
484.5,298,1,2500,20,0,0,94.51931,0.0010219188,5.823451e-07,0.0002560404,0.08654286,38.44843,0.54241073
485.0,298,1,2500,20,0,0,94.52204,0.0010201893,5.7732484e-07,0.00025596275,0.08655065,38.599346,0.5425346
485.5,298,1,2500,20,0,0,94.52468,0.0010184422,5.721759e-07,0.0002558679,0.08655811,38.749474,0.54265827
