Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.651806
Total NOx (mg): 5461.325
Overall NOx (mg/km): 134.344
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.777826,3227.380,330.071,False
medium,433,14.184235,956.849,67.459,True
high,455,13.181945,1047.286,79.449,True
extra_high,323,3.507800,229.810,65.514,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1162.56, False
2, 437.92, False
3, 529.34, False
4, 525.25, False
5, 325.14, False
6, 64.00, True
7, 64.92, True
8, 58.04, True
9, 38.76, True
10, 64.20, True
11, 288.15, False
12, 0.00, True
13, 3.20, True
14, 21.15, True
15, 26.47, True
16, 21.55, True
17, 14.48, True
18, 10.82, True
19, 8.85, True
20, 338.31, False
21, 4.79, True
22, 18.57, True
23, 75.83, True
24, 99.69, False
25, 100.69, False
26, 91.74, False
27, 80.03, False
28, 69.16, True
29, 60.44, True
30, 54.01, True
31, 220.82, False
32, 63.88, True
33, 93.15, False
34, 79.31, True
35, 54.24, True
36, 41.81, True
37, 22.71, True
38, 49.63, True
39, 96.73, False
40, 69.27, True
Partial (0.37 km), 32.01, True
