Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, -3.14, True
2, -1.37, True
3, -1.06, True
4, -0.92, True
5, -0.17, True
6, 61.18, True
7, 361.34, False
8, 205.62, False
9, 861.96, False
10, 132.10, False
11, 99.95, False
12, 67.54, True
13, 193.23, False
14, 357.55, False
15, 404.46, False
16, 1909.84, False
17, 13.53, True
18, 19.86, True
19, 20.56, True
20, 21.02, True
21, 65.16, True
22, 57.05, True
23, 48.95, True
24, 11.88, True
25, 6.66, True
Partial (0.21 km), 736.94, False
