Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.402663
Total NOx (mg): 4548.914
Overall NOx (mg/km): 112.589
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.739660,3107.211,319.027,False
medium,433,14.069748,496.357,35.278,True
high,455,13.106104,755.198,57.622,True
extra_high,323,3.487151,190.148,54.528,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1007.30, False
2, 485.96, False
3, 538.02, False
4, 544.73, False
5, 310.84, False
6, 68.12, True
7, 55.02, True
8, 43.95, True
9, 33.80, True
10, 113.94, False
11, 142.02, False
12, 0.00, True
13, 0.10, True
14, 3.54, True
15, 5.85, True
16, 6.29, True
17, 6.16, True
18, 5.91, True
19, 16.90, True
20, 197.19, False
21, 0.00, True
22, 0.00, True
23, 5.95, True
24, 21.84, True
25, 35.40, True
26, 46.53, True
27, 56.31, True
28, 65.27, True
29, 73.68, True
30, 81.65, False
31, 105.32, False
32, 110.13, False
33, 68.06, True
34, 39.01, True
35, 27.35, True
36, 22.85, True
37, 21.25, True
38, 32.45, True
39, 91.03, False
40, 53.76, True
Partial (0.12 km), 44.10, True
