time,ice_torque_pred,car_speed_pred,soc_pred,ice_torque_true,car_speed_true,soc_true
449.5,0.0053309086,-0.07362759,0.66077375,0.0,2.9e-05,0.6601
450.0,0.0053676222,-0.042499583,0.66075903,0.0,1.97e-05,0.6601
450.5,0.005385979,-0.02126256,0.6607454,0.0,1.34e-05,0.6601
451.0,0.0054594064,-0.007792813,0.6607335,0.0,9.15e-06,0.6601
451.5,0.0054777632,0.00044216454,0.6607233,0.0,6.23e-06,0.6601
452.0,0.0055144764,0.00580512,0.6607142,0.0,4.24e-06,0.6601
452.5,0.0055144764,0.010194567,0.66070503,0.0,2.88e-06,0.6601
453.0,0.0055144764,0.014694876,0.6606962,0.0,1.96e-06,0.6601
453.5,0.0056062606,0.019652491,0.66068727,0.0,1.34e-06,0.6601
454.0,0.0056246174,0.024811044,0.6606789,0.0,9.09e-07,0.6601
454.5,0.0056246174,0.02984488,0.6606712,0.0,6.19e-07,0.6601
455.0,0.005661331,0.03438676,0.660664,0.0,4.21e-07,0.6601
455.5,0.005734758,0.038180325,0.6606575,0.0,2.87e-07,0.6601
456.0,0.005734758,0.04131911,0.6606513,0.0,1.95e-07,0.6601
456.5,0.0058081853,0.04379965,0.66064584,0.0,1.33e-07,0.6601
457.0,0.005716401,0.045836743,0.6606407,0.0,9.04e-08,0.6601
457.5,0.005844899,0.04758282,0.66063607,0.0,6.16e-08,0.6601
458.0,0.005826542,0.049089853,0.6606317,0.0,4.19e-08,0.6601
458.5,0.005899969,0.050430592,0.6606282,0.0,2.85e-08,0.6601
459.0,0.005844899,0.051587716,0.66062504,0.0,1.94e-08,0.6601
459.5,0.0058816127,0.052561224,0.6606222,0.0,1.32e-08,0.6601
460.0,0.005918326,0.053333793,0.66062015,0.0,8.99e-09,0.6601
460.5,0.0059366827,0.053912353,0.66061884,0.0,6.12e-09,0.6601
461.0,0.0059550395,0.054310765,0.6606177,0.0,4.17e-09,0.6601
461.5,0.0059550395,0.05453942,0.66061723,0.0,2.84e-09,0.6601
462.0,0.0060651805,0.054667603,0.6606172,0.0,1.93e-09,0.6601
462.5,0.0060651805,0.054674532,0.6606173,0.0,1.31e-09,0.6601
463.0,0.0061018937,0.05461217,0.6606179,0.0,8.94e-10,0.6601
463.5,0.0060468237,0.0544632,0.6606188,0.0,6.09e-10,0.6601
464.0,0.0061386074,0.054272655,0.6606201,0.0,4.14e-10,0.6601
464.5,0.006193678,0.053998966,0.6606218,0.0,2.82e-10,0.6601
465.0,0.006156964,0.05369063,0.66062367,0.0,1.92e-10,0.6601
465.5,0.006193678,0.053319935,0.6606256,0.0,1.31e-10,0.6601
466.0,0.0062303916,0.052956168,0.66062766,0.0,8.89e-11,0.6601
466.5,0.0062487484,0.0525439,0.66063046,0.0,6.05e-11,0.6601
467.0,0.0062671048,0.052093524,0.6606327,0.0,4.12e-11,0.6601
467.5,0.0063221753,0.051650073,0.6606353,0.0,2.8e-11,0.6601
468.0,0.0064323163,0.051175445,0.66063833,0.0,1.91e-11,0.6601
468.5,0.0064323163,0.05071121,0.660641,0.0,1.3e-11,0.6601
469.0,0.0063956026,0.050260834,0.66064423,0.0,8.84e-12,0.6601
469.5,0.006505743,0.049768884,0.6606473,0.0,6.02e-12,0.6601
470.0,0.0065608136,0.049311575,0.66065055,0.0,4.1e-12,0.6601
470.5,0.0064873863,0.04884041,0.6606536,0.0,2.79e-12,0.6601
471.0,0.006542457,0.04837964,0.6606569,0.0,1.9e-12,0.6601
471.5,0.0065608136,0.047936194,0.66066015,0.0,1.29e-12,0.6601
472.0,0.0065791705,0.04747889,0.6606635,0.0,8.79e-13,0.6601
472.5,0.0065975273,0.047049295,0.66066706,0.0,5.98e-13,0.6601
473.0,0.006634241,0.046626635,0.66067034,0.0,4.07e-13,0.6601
473.5,0.006615884,0.046200506,0.66067356,0.0,2.77e-13,0.6601
474.0,0.006689311,0.045802098,0.6606769,0.0,1.89e-13,0.6601
474.5,0.006689311,0.045410614,0.66068035,0.0,1.28e-13,0.6601
475.0,0.0067627383,0.04503992,0.66068375,0.0,8.74e-14,0.6601
475.5,0.0067260247,0.04467269,0.660687,0.0,5.95e-14,0.6601
476.0,0.0067627383,0.044295065,0.66069055,0.0,4.05e-14,0.6601
476.5,0.006854522,0.043965943,0.6606938,0.0,2.76e-14,0.6601
477.0,0.006781095,0.043654144,0.6606973,0.0,1.88e-14,0.6601
477.5,0.0068361657,0.043328486,0.6607005,0.0,1.28e-14,0.6601
478.0,0.006854522,0.04302708,0.6607038,0.0,8.69e-15,0.6601
478.5,0.0069095925,0.04272221,0.66070724,0.0,5.92e-15,0.6601
479.0,0.0068912357,0.042448517,0.66071045,0.0,4.03e-15,0.6601
479.5,0.006964663,0.042157505,0.6607138,0.0,2.74e-15,0.6601
480.0,0.0070197335,0.041897673,0.66071683,0.0,1.87e-15,0.6601
480.5,0.0070197335,0.041665554,0.66072017,0.0,1.27e-15,0.6601
481.0,0.0070197335,0.041440364,0.6607234,0.0,8.64e-16,0.6601
481.5,0.00698302,0.041218642,0.66072637,0.0,5.88e-16,0.6601
482.0,0.0070013767,0.040989988,0.66072947,0.0,4e-16,0.6601
482.5,0.0070748036,0.040785585,0.66073275,0.0,2.72e-16,0.6601
483.0,0.007148231,0.04057772,0.66073585,0.0,1.85e-16,0.6601
483.5,0.007129874,0.040387176,0.66073895,0.0,1.26e-16,0.6601
484.0,0.0071849446,0.040207025,0.660742,0.0,8.59e-17,0.6601
484.5,0.0071849446,0.040037267,0.6607451,0.0,5.85e-17,0.6601
485.0,0.0072583715,0.039895225,0.66074836,0.0,3.98e-17,0.6601
485.5,0.007221658,0.03974279,0.6607513,0.0,2.71e-17,0.6601
486.0,0.0073685125,0.039590355,0.66075397,0.0,1.84e-17,0.6601
486.5,0.007295085,0.039441384,0.66075724,0.0,1.26e-17,0.6601
487.0,0.0072767283,0.03931666,0.6607601,0.0,8.54e-18,0.6601
487.5,0.0073501556,0.039191943,0.66076297,0.0,5.82e-18,0.6601
488.0,0.007331799,0.03907069,0.66076595,0.0,3.96e-18,0.6601
488.5,0.0074419393,0.03894597,0.66076875,0.0,2.69e-18,0.6601
489.0,0.0075153667,0.038859356,0.6607716,0.0,1.83e-18,0.6601
489.5,0.0075153667,0.03875889,0.66077435,0.0,1.25e-18,0.6601
490.0,0.0075153667,0.038672276,0.6607772,0.0,8.49e-19,0.6601
490.5,0.007478653,0.038599525,0.66077995,0.0,5.78e-19,0.6601
491.0,0.007478653,0.038502518,0.6607828,0.0,3.94e-19,0.6601
491.5,0.0075520803,0.03843323,0.66078544,0.0,2.68e-19,0.6601
492.0,0.007643864,0.038350083,0.66078824,0.0,1.82e-19,0.6601
492.5,0.007643864,0.038287725,0.66079104,0.0,1.24e-19,0.6601
493.0,0.007643864,0.038225364,0.6607939,0.0,8.45e-20,0.6601
493.5,0.0076071504,0.038156074,0.6607965,0.0,5.75e-20,0.6601
494.0,0.007662221,0.03812836,0.6607994,0.0,3.91e-20,0.6601
494.5,0.007662221,0.038076393,0.660802,0.0,2.66e-20,0.6601
495.0,0.007735648,0.03802789,0.6608046,0.0,1.81e-20,0.6601
495.5,0.0077172914,0.03798285,0.6608073,0.0,1.23e-20,0.6601
496.0,0.007772362,0.03795514,0.66080993,0.0,8.4e-21,0.6601
496.5,0.007754005,0.037930887,0.6608123,0.0,5.72e-21,0.6601
497.0,0.007772362,0.037892777,0.6608151,0.0,3.89e-21,0.6601
497.5,0.007754005,0.037875455,0.6608178,0.0,2.6500000000000003e-21,0.6601
498.0,0.007809075,0.03784081,0.6608204,0.0,1.8000000000000003e-21,0.6601
498.5,0.007919216,0.037813094,0.660823,0.0,1.2300000000000002e-21,0.6601
499.0,0.008011,0.037788846,0.6608255,0.0,8.35e-22,0.6601
499.5,0.008029357,0.037788846,0.6608279,0.0,5.68e-22,0.6601
500.0,0.00806607,0.037778452,0.66083044,0.0,3.87e-22,0.6601
500.5,0.008084427,0.03776113,0.660833,0.0,2.63e-22,0.6601
501.0,0.008212925,0.037750736,0.6608355,0.0,1.79e-22,0.6601
501.5,0.008157854,0.0377542,0.660838,0.0,1.22e-22,0.6601
502.0,0.008139498,0.037740342,0.6608405,0.0,8.299999999999999e-23,0.6601
502.5,0.008194568,0.037740342,0.66084296,0.0,5.649999999999999e-23,0.6601
503.0,0.008286351,0.037757665,0.6608454,0.0,3.85e-23,0.6601
503.5,0.008249639,0.0377542,0.66084796,0.0,2.6199999999999998e-23,0.6601
504.0,0.008212925,0.037750736,0.66085035,0.0,1.7799999999999998e-23,0.6601
504.5,0.008267995,0.03776113,0.66085273,0.0,1.2099999999999999e-23,0.6601
505.0,0.008341422,0.03779231,0.6608552,0.0,8.26e-24,0.6601
505.5,0.008396492,0.037788846,0.6608577,0.0,5.6199999999999995e-24,0.6601
506.0,0.008451562,0.037802704,0.66086006,0.0,3.83e-24,0.6601
506.5,0.008488276,0.037820023,0.6608623,0.0,2.6e-24,0.6601
507.0,0.008506633,0.03784081,0.6608647,0.0,1.7699999999999998e-24,0.6601
507.5,0.00846992,0.037858132,0.66086733,0.0,1.2099999999999999e-24,0.6601
508.0,0.00852499,0.037861597,0.6608696,0.0,8.21e-25,0.6601
508.5,0.008561703,0.03787892,0.66087204,0.0,5.59e-25,0.6601
509.0,0.008580061,0.03787892,0.6608743,0.0,3.8e-25,0.6601
509.5,0.008580061,0.0379101,0.66087663,0.0,2.59e-25,0.6601
510.0,0.008690201,0.03794128,0.6608791,0.0,1.76e-25,0.6601
510.5,0.008671844,0.037958603,0.6608815,0.0,1.2e-25,0.6601
511.0,0.008671844,0.037975926,0.6608838,0.0,8.16e-26,0.6601
511.5,0.008708558,0.04723291,0.660783,0.0,0.12008,0.6601
512.0,0.008745272,0.03840205,0.66069794,0.0,0.59019,0.66009
512.5,0.008837055,-0.0027000837,0.66064787,0.0,1.3895,0.66009
513.0,0.008818699,-0.011108283,0.66067684,0.0,2.5684,0.66007
513.5,0.008818699,0.18749428,0.6606723,0.0,4.2168,0.66002
514.0,0.008800342,1.072621,0.6603775,0.0,6.2528,0.65992
514.5,0.008818699,2.7981415,0.660119,0.0,8.5346,0.65975
515.0,0.008928839,5.10521,0.6600201,0.0,10.837,0.6595
515.5,0.008892125,7.747935,0.65987015,0.0,13.031,0.65921
516.0,0.008892125,10.006879,0.65974575,0.0,15.084,0.65892
516.5,0.00898391,12.29985,0.6595225,0.0,17.032,0.65863
517.0,0.008910483,14.730079,0.6590574,0.0,18.896,0.65834
517.5,0.009002266,16.410223,0.65866673,0.0,20.444,0.65812
518.0,0.009075694,17.481272,0.6583659,0.0,21.316,0.65802
518.5,0.009112407,18.218266,0.65813017,0.0,21.689,0.65797
519.0,0.009112407,18.742767,0.65801287,0.0,21.752,0.65796
519.5,0.009112407,19.052114,0.65810037,0.0,21.604,0.65795
520.0,0.009112407,19.033924,0.65838844,0.0,21.309,0.65796
520.5,0.009149121,18.628042,0.6586458,0.0,20.898,0.65797
521.0,0.009149121,17.973583,0.6586435,0.0,20.419,0.65798
521.5,0.009185835,17.243317,0.6585791,0.0,19.897,0.65799
522.0,0.009204191,16.472336,0.65861756,0.0,19.325,0.658
522.5,0.0092225475,15.653571,0.6586813,0.0,18.661,0.65802
523.0,0.009259261,14.752338,0.6586962,0.0,17.864,0.65804
523.5,0.009295975,13.765635,0.6586244,0.0,16.852,0.65807
524.0,0.009295975,12.673941,0.65848094,0.0,15.589,0.65809
524.5,0.009314332,11.440644,0.65830123,0.0,14.036,0.65812
525.0,0.009351046,9.937282,0.658087,0.0,12.241,0.65815
525.5,0.009424473,8.030554,0.6578829,0.0,10.254,0.65817
526.0,0.009406117,5.8573713,0.6577972,0.0,8.2211,0.65819
526.5,0.0094428295,3.7481847,0.65784836,0.0,6.3078,0.6582
527.0,0.0094428295,2.086694,0.6580451,0.0,4.6324,0.65821
527.5,0.009516257,1.0351356,0.65828866,0.0,3.3118,0.65821
528.0,0.009516257,0.47759965,0.65838915,0.0,2.3676,0.65822
528.5,0.009534614,0.19131209,0.6583518,0.0,1.6567,0.65822
529.0,0.009626398,-0.05537345,0.6582925,0.0,1.1154,0.65822
529.5,0.0096631115,-0.30610198,0.6582603,0.0,0.63381,0.65822
530.0,0.0096080415,-0.3779164,0.65850574,0.0,0.21337,0.65822
530.5,0.009644754,0.20243295,0.6593349,0.0,0.00083287,0.65822
531.0,0.0097732525,0.34190097,0.6595489,0.0,0.00057344,0.65822
531.5,0.009754895,-0.01317309,0.65951407,0.0,0.00039056,0.65822
532.0,0.009736539,-0.14920092,0.65947664,0.0,0.00026583,0.65822
532.5,0.0097732525,-0.17175789,0.65937555,0.0,0.0032747,0.65822
533.0,0.009809966,-0.11667674,0.65917885,0.0,0.2227,0.65822
533.5,0.009828323,-0.059922263,0.6590423,0.0,0.64632,0.65822
534.0,0.009883393,-0.035577632,0.6589515,0.0,1.2394,0.65821
534.5,0.00990175,-0.068732336,0.65889895,0.0,2.0333,0.6582
535.0,0.009975177,-0.08109693,0.6589333,0.0,2.9561,0.65818
535.5,0.010030247,0.16829434,0.65884185,0.0,3.9376,0.65815
536.0,0.009993534,0.9851784,0.6586167,0.0,5.0396,0.65811
536.5,0.010048604,2.311287,0.6586023,0.0,6.3781,0.65805
537.0,0.010030247,4.2405963,0.6586809,0.0,8.0155,0.65795
537.5,0.010085317,6.8006935,0.65858924,0.0,10.098,0.65776
538.0,0.010103675,9.631045,0.65820724,0.0,12.323,0.65748
538.5,0.010066961,12.350016,0.65771496,0.0,14.416,0.65719
539.0,0.010158745,14.593088,0.65739286,0.0,16.394,0.6569
539.5,0.010140388,16.464846,0.65719485,0.0,18.283,0.65661
540.0,0.010250528,18.185602,0.6569753,0.0,20.099,0.65632
540.5,0.010158745,19.840538,0.65668905,0.0,21.84,0.65603
541.0,0.010250528,20.95948,0.65637004,0.0,23.366,0.65578
541.5,0.010268886,21.90796,0.6560131,0.0,24.115,0.65568
542.0,0.010287242,22.83739,0.6557239,0.0,24.357,0.65564
542.5,0.010287242,23.661093,0.655601,0.0,24.375,0.65563
543.0,0.010342313,24.179062,0.655705,0.0,24.256,0.65562
543.5,0.010360669,24.194115,0.65597993,0.0,23.995,0.65562
544.0,0.010415739,23.679993,0.6561837,0.0,23.603,0.65563
544.5,0.010379027,22.862251,0.6560942,0.0,23.06,0.65565
545.0,0.010397383,21.92926,0.6559748,0.0,22.34,0.65567
545.5,0.010434097,20.975266,0.6559904,0.0,21.417,0.6557
546.0,0.010434097,20.094915,0.6560325,0.0,20.426,0.65573
546.5,0.010489167,19.3225,0.656016,0.0,19.515,0.65575
547.0,0.01052588,18.637598,0.6559379,0.0,18.732,0.65577
547.5,0.010562594,18.02119,0.6558654,0.0,18.031,0.65579
548.0,0.010544238,17.454391,0.65582836,0.0,17.418,0.6558
548.5,0.010617664,16.921078,0.65579605,0.0,16.887,0.65581
549.0,0.010672735,16.394695,0.6557457,0.0,16.423,0.65582
549.5,0.010636021,15.87101,0.6556834,0.0,15.98,0.65582
550.0,0.010654378,15.373024,0.6556237,0.0,15.553,0.65583
550.5,0.010691091,14.921957,0.6555738,0.0,15.164,0.65584
551.0,0.010764519,14.546793,0.6555414,0.0,14.83,0.65584
551.5,0.010819589,14.250976,0.6555209,0.0,14.565,0.65584
552.0,0.010782875,13.980943,0.65549743,0.0,14.34,0.65584
552.5,0.010837946,13.716804,0.6554726,0.0,14.08,0.65584
553.0,0.010837946,13.479687,0.65545565,0.0,13.807,0.65584
553.5,0.010893016,13.286021,0.65544844,0.0,13.569,0.65584
554.0,0.011003157,13.139035,0.6554461,0.0,13.392,0.65584
554.5,0.0109848,13.030276,0.6554451,0.0,13.27,0.65584
555.0,0.010966443,12.963485,0.65544564,0.0,13.185,0.65584
555.5,0.011003157,12.934852,0.65544486,0.0,13.145,0.65583
556.0,0.0110215135,12.951318,0.6554426,0.0,13.153,0.65582
556.5,0.0110215135,13.0078125,0.6554338,0.0,13.215,0.6558
557.0,0.011058227,13.121852,0.65541893,0.0,13.333,0.65579
557.5,0.011113298,13.293463,0.65539366,0.0,13.53,0.65577
558.0,0.011168368,13.522393,0.65535456,0.0,13.785,0.65574
558.5,0.011150011,13.8439865,0.6553057,0.0,14.12,0.65571
559.0,0.0111867245,14.347661,0.6552516,0.0,14.624,0.65567
559.5,0.011223438,15.0134115,0.65518993,0.0,15.338,0.65561
560.0,0.011260152,15.6453705,0.65512717,0.0,16.052,0.65554
560.5,0.011223438,16.141596,0.65507495,0.0,16.547,0.6555
561.0,0.011278509,16.481842,0.6550357,0.0,16.834,0.65547
561.5,0.011351936,16.711317,0.6550063,0.0,16.955,0.65545
562.0,0.011425363,16.881847,0.6549867,0.0,16.999,0.65543
562.5,0.011370293,16.971386,0.6549792,0.0,16.984,0.65542
563.0,0.011370293,16.828259,0.6549843,0.0,16.786,0.65542
563.5,0.011388649,16.289688,0.654991,0.0,16.189,0.65543
564.0,0.011480434,15.165736,0.65497696,0.0,14.997,0.65545
564.5,0.01149879,13.56036,0.6549186,0.0,13.055,0.65548
565.0,0.01155386,11.655935,0.65481675,0.0,10.648,0.65551
565.5,0.0115171475,9.410579,0.6547819,0.0,8.0731,0.65553
566.0,0.011535504,7.006724,0.65491974,0.0,5.5121,0.65555
566.5,0.011572218,4.815444,0.6550885,0.0,3.0654,0.65556
567.0,0.01155386,3.4178746,0.6552968,0.0,1.0368,0.65556
567.5,0.011590574,2.725984,0.65596414,0.0,0.039236,0.65556
568.0,0.011645645,2.2224483,0.6565648,0.0,-0.00064833,0.65556
568.5,0.011737429,0.7366948,0.65678996,0.0,-0.0004394,0.65556
569.0,0.011700715,-0.11792394,0.6568123,0.0,-0.00029904,0.65556
569.5,0.011682359,-0.29614866,0.65678436,0.0,-0.00020354,0.65556
570.0,0.011700715,-0.28238443,0.65672106,0.0,-0.00013854,0.65556
570.5,0.011719072,-0.21947019,0.6566768,0.0,-9.43e-05,0.65556
571.0,0.011774142,-0.14935336,0.6566542,0.0,-6.42e-05,0.65556
571.5,0.011755785,-0.088763736,0.6566455,0.0,-4.37e-05,0.65556
572.0,0.011755785,-0.042205106,0.65663767,0.0,-2.97e-05,0.65556
572.5,0.011810856,-0.009272129,0.656628,0.0,-2.02e-05,0.65556
573.0,0.011865926,0.012176228,0.65661687,0.0,-1.38e-05,0.65556
573.5,0.011920996,0.024953088,0.656606,0.0,-9.38e-06,0.65556
574.0,0.01190264,0.03203441,0.6565953,0.0,-6.38e-06,0.65556
574.5,0.011939353,0.036118984,0.65658486,0.0,-4.34e-06,0.65556
575.0,0.01195771,0.039385952,0.65657413,0.0,-2.96e-06,0.65556
575.5,0.011976067,0.042902358,0.6565631,0.0,-2.01e-06,0.65556
576.0,0.012067851,0.047066618,0.6565524,0.0,-1.37e-06,0.65556
576.5,0.012031137,0.05162582,0.6565423,0.0,-9.32e-07,0.65556
577.0,0.012159634,0.05613999,0.656532,0.0,-6.35e-07,0.65556
577.5,0.012104564,0.0602211,0.65652263,0.0,-4.32e-07,0.65556
578.0,0.012214705,0.063647434,0.65651333,0.0,-2.94e-07,0.65556
578.5,0.012233062,0.06641552,0.6565048,0.0,-2e-07,0.65556
579.0,0.012233062,0.0685808,0.65649664,0.0,-1.36e-07,0.65556
579.5,0.012233062,0.07035805,0.6564887,0.0,-9.27e-08,0.65556
580.0,0.012288133,0.071861625,0.6564813,0.0,-6.31e-08,0.65556
580.5,0.012324845,0.07318158,0.65647405,0.0,-4.29e-08,0.65556
581.0,0.012398273,0.07437681,0.6564678,0.0,-2.92e-08,0.65556
581.5,0.012324845,0.07540228,0.65646195,0.0,-1.99e-08,0.65556
582.0,0.012398273,0.076264925,0.6564568,0.0,-1.35e-08,0.65556
582.5,0.012453344,0.07692317,0.65645224,0.0,-9.22e-09,0.65556
583.0,0.012434986,0.07741512,0.65644836,0.0,-6.27e-09,0.65556
583.5,0.012379916,0.07770267,0.6564453,0.0,-4.27e-09,0.65556
584.0,0.012434986,0.0778551,0.65644246,0.0,-2.91e-09,0.65556
584.5,0.0124717,0.077879354,0.6564403,0.0,-1.98e-09,0.65556
585.0,0.012490056,0.07779275,0.65643895,0.0,-1.35e-09,0.65556
585.5,0.0124717,0.07764724,0.65643775,0.0,-9.17e-10,0.65556
586.0,0.012545127,0.077401266,0.656437,0.0,-6.24e-10,0.65556
586.5,0.012691981,0.077089466,0.6564367,0.0,-4.25e-10,0.65556
587.0,0.012691981,0.07672916,0.6564365,0.0,-2.89e-10,0.65556
587.5,0.012747052,0.07629957,0.656437,0.0,-1.97e-10,0.65556
588.0,0.012783766,0.075852655,0.6564379,0.0,-1.34e-10,0.65556
588.5,0.012783766,0.07536071,0.6564388,0.0,-9.11e-11,0.65556
589.0,0.012820479,0.07481333,0.65643996,0.0,-6.2e-11,0.65556
589.5,0.012802122,0.07429019,0.6564416,0.0,-4.22e-11,0.65556
590.0,0.012802122,0.07372896,0.6564432,0.0,-2.87e-11,0.65556
590.5,0.012820479,0.0731504,0.65644515,0.0,-1.96e-11,0.65556
591.0,0.0128755495,0.0725649,0.65644693,0.0,-1.33e-11,0.65556
591.5,0.012893906,0.07197248,0.65644896,0.0,-9.06e-12,0.65556
592.0,0.012912263,0.071404316,0.6564513,0.0,-6.17e-12,0.65556
592.5,0.0129306195,0.07082922,0.6564535,0.0,-4.2e-12,0.65556
593.0,0.013004047,0.070254125,0.6564561,0.0,-2.86e-12,0.65556
593.5,0.012967333,0.06967556,0.65645844,0.0,-1.94e-12,0.65556
594.0,0.012948977,0.06913164,0.656461,0.0,-1.32e-12,0.65556
594.5,0.013077474,0.068570405,0.6564638,0.0,-9.01e-13,0.65556
595.0,0.013077474,0.06802648,0.65646654,0.0,-6.13e-13,0.65556
595.5,0.0130407605,0.067534536,0.656469,0.0,-4.17e-13,0.65556
596.0,0.013114188,0.06699754,0.6564717,0.0,-2.84e-13,0.65556
596.5,0.0131509015,0.06649174,0.65647453,0.0,-1.93e-13,0.65556
597.0,0.013224329,0.06601364,0.6564774,0.0,-1.32e-13,0.65556
597.5,0.013279399,0.065528624,0.6564801,0.0,-8.96e-14,0.65556
598.0,0.013224329,0.065095566,0.656483,0.0,-6.1e-14,0.65556
598.5,0.013279399,0.0646348,0.6564857,0.0,-4.15e-14,0.65556
599.0,0.013205972,0.06420867,0.6564885,0.0,-2.83e-14,0.65556
599.5,0.013242685,0.0637964,0.65649116,0.0,-1.92e-14,0.65556
600.0,0.013224329,0.06764539,0.65647537,0.0,0.0061409,0.65556
600.5,0.013297755,0.069651306,0.65636253,0.0,0.34763,0.65556
601.0,0.013316113,0.047600143,0.6563172,0.0,0.87213,0.65556
601.5,0.013426254,-0.010328784,0.65633494,0.0,1.4183,0.65555
602.0,0.01338954,-0.018920599,0.6564196,0.0,2.136,0.65554
602.5,0.013426254,0.2132247,0.6563172,0.0,3.2401,0.65551
603.0,0.013462966,1.0990858,0.65596026,0.0,4.6914,0.65547
603.5,0.013518037,2.6395705,0.6557959,0.0,6.5278,0.65538
604.0,0.013536394,4.7157407,0.65577537,0.0,8.6601,0.65522
604.5,0.013518037,7.178695,0.6556893,0.0,10.946,0.65497
605.0,0.013554751,9.745418,0.6554848,0.0,13.127,0.65467
605.5,0.013554751,12.409057,0.6551162,0.0,15.17,0.65438
606.0,0.013591465,14.806411,0.6547795,0.0,17.109,0.65409
606.5,0.013609821,16.731962,0.65453124,0.0,18.966,0.6538
607.0,0.013628177,18.376562,0.6542783,0.0,20.753,0.65351
607.5,0.013683248,19.923231,0.6539803,0.0,22.461,0.65322
608.0,0.013775032,21.484436,0.65363765,0.0,24.096,0.65293
608.5,0.013793389,23.103117,0.6532618,0.0,25.667,0.65264
609.0,0.013830102,24.75946,0.6528757,0.0,27.181,0.65235
609.5,0.013848459,26.410336,0.65250653,0.0,28.645,0.65206
610.0,0.013793389,28.019829,0.6521668,0.0,30.064,0.65177
610.5,0.013866816,29.564285,0.65185523,0.0,31.438,0.65148
611.0,0.013903529,31.0284,0.65156186,0.0,32.768,0.65119
611.5,0.013921887,32.40496,0.6512748,0.0,34.058,0.6509
612.0,0.013976957,33.69689,0.6509858,0.0,35.309,0.65061
612.5,0.013940243,34.915756,0.6506882,0.0,36.526,0.65032
613.0,0.01401367,36.07682,0.65038145,0.0,37.71,0.65003
613.5,0.014105454,37.19425,0.6500678,0.0,38.865,0.64974
614.0,0.014105454,38.278656,0.64975095,0.0,39.991,0.64945
614.5,0.014105454,39.336853,0.6494352,0.0,41.09,0.64916
615.0,0.014142168,40.372963,0.6491227,0.0,42.162,0.64887
615.5,0.014197238,41.389656,0.64881325,0.0,43.208,0.64858
616.0,0.014197238,42.38875,0.64850676,0.0,44.229,0.64829
616.5,0.014215595,43.371624,0.6482028,0.0,45.228,0.648
617.0,0.014233951,44.242496,0.647899,0.0,46.204,0.64771
617.5,0.014252309,44.818512,0.64757997,0.0,47.118,0.64744
618.0,0.014344092,45.471413,0.6472435,0.0,47.517,0.64733
618.5,0.014344092,46.156723,0.6469407,0.0,47.406,0.64731
619.0,0.0143991625,46.685764,0.6466705,0.0,47.038,0.64732
619.5,0.014454233,46.965736,0.6464739,0.0,46.569,0.64733
620.0,0.01447259,47.03153,0.6464776,0.0,46.055,0.64736
620.5,0.014454233,46.81469,0.6467581,0.0,45.546,0.64738
621.0,0.014490947,46.337418,0.6471012,0.0,45.087,0.64739
621.5,0.014435876,45.81165,0.6471242,0.0,44.749,0.6474
622.0,0.0145093035,45.428368,0.64698523,0.0,44.561,0.64739
622.5,0.014527661,45.203392,0.6469326,0.0,44.465,0.64737
623.0,0.014582731,45.09219,0.64691705,0.0,44.433,0.64735
623.5,0.014711228,45.07036,0.64688396,0.0,44.48,0.64731
624.0,0.0146745145,45.143284,0.6468227,0.0,44.61,0.64726
624.5,0.014711228,45.303967,0.64673734,0.0,44.825,0.64719
625.0,0.014692872,45.525776,0.64663655,0.0,45.093,0.64712
625.5,0.014711228,45.779755,0.6465299,0.0,45.378,0.64704
626.0,0.014766298,46.020065,0.64642775,0.0,45.64,0.64697
626.5,0.014766298,46.23416,0.6463359,0.0,45.841,0.6469
627.0,0.014803012,46.395416,0.64625967,0.0,45.978,0.64685
627.5,0.014858083,46.509113,0.6461996,0.0,46.035,0.64681
628.0,0.014858083,46.59181,0.64615405,0.0,46.055,0.64677
628.5,0.014894797,46.655247,0.6461192,0.0,46.063,0.64674
629.0,0.01493151,46.711353,0.64609116,0.0,46.079,0.64671
629.5,0.014894797,46.78016,0.6460651,0.0,46.12,0.64667
630.0,0.01493151,46.901833,0.6460371,0.0,46.228,0.64662
630.5,0.014949867,47.09058,0.6460033,0.0,46.435,0.64655
631.0,0.01498658,47.363365,0.64595836,0.0,46.745,0.64647
631.5,0.015023294,47.700703,0.64589715,0.0,47.162,0.64636
632.0,0.015004937,48.090385,0.645817,0.0,47.652,0.64623
632.5,0.015078364,48.514774,0.6457187,0.0,48.212,0.64609
633.0,0.015096721,48.971607,0.6456037,0.0,48.821,0.64593
633.5,0.015078364,49.453487,0.64547366,0.0,49.476,0.64575
634.0,0.015133435,49.947124,0.64533114,0.0,50.147,0.64557
634.5,0.015206861,50.44439,0.6451785,0.0,50.805,0.64538
635.0,0.015225219,50.9326,0.64501935,0.0,51.422,0.64521
635.5,0.015170148,51.406673,0.6448573,0.0,51.974,0.64505
636.0,0.015261932,51.821022,0.6447038,0.0,52.426,0.64491
636.5,0.015243575,52.181435,0.6445676,0.0,52.74,0.64481
637.0,0.015225219,52.46191,0.64446235,0.0,52.939,0.64474
637.5,0.015243575,52.66946,0.6443915,0.0,53.019,0.64468
638.0,0.015298646,52.810505,0.6443535,0.0,53.036,0.64464
638.5,0.015335359,52.884975,0.64434177,0.0,53.012,0.6446
639.0,0.015372072,52.89454,0.6443472,0.0,52.96,0.64457
