step,em2_torque,soc,vel
170,50,0.4979023337364197,28.649951934814453
171,50,0.49787965416908264,28.800304412841797
172,50,0.4978567063808441,28.950273513793945
173,50,0.49783363938331604,29.09986686706543
174,50,0.497810423374176,29.249059677124023
175,50,0.4977869987487793,29.39786720275879
176,50,0.49776339530944824,29.54627799987793
177,50,0.49773967266082764,29.69428825378418
178,50,0.4977157413959503,29.84189796447754
179,50,0.49769169092178345,29.989112854003906
180,50,0.4976674020290375,30.13591957092285
181,50,0.4976429045200348,30.28231430053711
182,50,0.49761834740638733,30.42829704284668
183,50,0.49759358167648315,30.573863983154297
184,50,0.49756860733032227,30.719013214111328
185,50,0.49754345417022705,30.863744735717773
186,50,0.4975181519985199,31.008054733276367
187,50,0.4974926710128784,31.151939392089844
188,50,0.497467041015625,31.29539680480957
189,50,0.49744120240211487,31.43842315673828
190,50,0.4974152445793152,31.581005096435547
191,50,0.4973890781402588,31.723161697387695
192,50,0.49736276268959045,31.86487579345703
193,50,0.4973362684249878,32.00614547729492
194,50,0.4973095953464508,32.14698028564453
195,50,0.4972827136516571,32.287357330322266
196,50,0.49725568294525146,32.42729187011719
197,50,0.4972284734249115,32.566768646240234
198,50,0.4972011148929596,32.70579147338867
199,50,0.49717360734939575,32.844356536865234
200,50,0.4971458911895752,32.982460021972656
201,50,0.4971179962158203,33.12009811401367
202,50,0.49709001183509827,33.25727844238281
203,50,0.49706175923347473,33.39397430419922
204,50,0.49703335762023926,33.530216217041016
205,50,0.49700480699539185,33.665977478027344
206,50,0.4969760775566101,33.801265716552734
207,50,0.49694719910621643,33.93606948852539
208,50,0.49691808223724365,34.07039260864258
209,50,0.4968889057636261,34.2042350769043
210,50,0.49685949087142944,34.33758544921875
211,50,0.4968298673629761,34.47045135498047
212,50,0.49680012464523315,34.60282897949219
213,50,0.4967702031135559,34.734710693359375
214,50,0.49674007296562195,34.8661003112793
215,50,0.4967098534107208,34.99698257446289
216,50,0.4966793954372406,35.127376556396484
217,50,0.49664875864982605,35.25725555419922
218,50,0.4966179430484772,35.386634826660156
219,50,0.49658703804016113,35.51551055908203
220,50,0.4965558648109436,35.643882751464844
221,50,0.4965245723724365,35.77172088623047
222,50,0.4964931309223175,35.89906692504883
223,50,0.4964614808559418,36.02588653564453
224,50,0.4964296519756317,36.15219497680664
225,50,0.4963977038860321,36.27797317504883
226,50,0.4963655173778534,36.40323257446289
227,50,0.49633318185806274,36.527984619140625
228,50,0.49630069732666016,36.652191162109375
229,50,0.49626803398132324,36.77587890625
230,50,0.4962352216243744,36.89904022216797
231,50,0.4962022304534912,37.02165985107422
232,50,0.49616900086402893,37.14374923706055
233,50,0.4961356222629547,37.26531219482422
234,50,0.49610215425491333,37.386329650878906
235,50,0.49606847763061523,37.506805419921875
236,50,0.49603456258773804,37.626747131347656
237,50,0.49600058794021606,37.74614334106445
238,50,0.495966374874115,37.86500549316406
239,50,0.495932012796402,37.98331069946289
240,50,0.49589744210243225,38.101078033447266
241,50,0.495862752199173,38.218292236328125
242,50,0.49582788348197937,38.334964752197266
243,50,0.49579283595085144,38.451080322265625
244,50,0.49575766921043396,38.566654205322266
245,50,0.49572229385375977,38.68165969848633
246,50,0.49568673968315125,38.796119689941406
247,50,0.4956510066986084,38.9100227355957
248,50,0.4956151247024536,39.023372650146484
249,50,0.4955790042877197,39.13615798950195
250,50,0.49554285407066345,39.248382568359375
251,50,0.49550649523735046,39.36005783081055
252,50,0.4954698979854584,39.47117233276367
253,50,0.4954332411289215,39.58172607421875
254,50,0.49539631605148315,39.691715240478516
255,50,0.49535927176475525,39.80112838745117
256,50,0.4953221082687378,39.90999221801758
257,50,0.49528467655181885,40.018287658691406
258,50,0.49524715542793274,40.12602615356445
259,50,0.4952094554901123,40.233184814453125
260,50,0.49517157673835754,40.339786529541016
261,50,0.49513357877731323,40.44582748413086
262,50,0.4950953423976898,40.55128860473633
263,50,0.49505695700645447,40.656185150146484
264,50,0.49501848220825195,40.76051330566406
265,50,0.49497973918914795,40.864280700683594
266,50,0.4949408769607544,40.96747970581055
267,50,0.4949018657207489,41.07010269165039
268,50,0.4948626756668091,41.172149658203125
269,50,0.4948233366012573,41.273643493652344
270,50,0.49478381872177124,41.37456130981445
271,50,0.4947441518306732,41.474910736083984
272,50,0.49470433592796326,41.57468795776367
273,50,0.49466434121131897,41.673892974853516
274,50,0.49462416768074036,41.772552490234375
275,50,0.4945838451385498,41.87062454223633
276,50,0.4945434033870697,41.96812057495117
277,50,0.49450281262397766,42.06505584716797
278,50,0.4944620430469513,42.16142654418945
279,50,0.4944210946559906,42.25723648071289
280,50,0.4943799674510956,42.35246276855469
281,50,0.4943387508392334,42.44713592529297
282,50,0.4942972958087921,42.54124069213867
283,50,0.4942557215690613,42.63477325439453
284,50,0.4942140281200409,42.72774887084961
285,50,0.4941721260547638,42.82015609741211
286,50,0.4941301643848419,42.912010192871094
287,50,0.49408793449401855,43.003292083740234
288,50,0.4940456449985504,43.09401321411133
289,50,0.49400314688682556,43.18416976928711
290,50,0.493960440158844,43.273773193359375
291,50,0.49391770362854004,43.362815856933594
292,50,0.493874728679657,43.45130157470703
293,50,0.493831604719162,43.53922653198242
294,50,0.49378833174705505,43.6265983581543
295,50,0.49374499917030334,43.71340560913086
296,50,0.4937014579772949,43.799659729003906
297,50,0.49365776777267456,43.885379791259766
298,50,0.4936138987541199,43.970516204833984
299,50,0.49356991052627563,44.05513000488281
300,50,0.49352577328681946,44.13918685913086
301,50,0.49348151683807373,44.222694396972656
302,50,0.4934370815753937,44.30564880371094
303,50,0.4933924376964569,44.388057708740234
304,50,0.49334776401519775,44.46994400024414
305,50,0.4933029115200043,44.551265716552734
306,50,0.49325791001319885,44.63204574584961
307,50,0.4932127892971039,44.71229934692383
308,50,0.4931674897670746,44.7920036315918
309,50,0.49312207102775574,44.87117385864258
310,50,0.4930765628814697,44.94981002807617
311,50,0.493030846118927,45.02791976928711
312,50,0.49298498034477234,45.10550308227539
313,50,0.4929390251636505,45.18253707885742
314,50,0.49289292097091675,45.2590446472168
315,50,0.49284660816192627,45.33504867553711
316,50,0.49280020594596863,45.41050338745117
317,50,0.4927537143230438,45.485450744628906
318,50,0.4927070736885071,45.55986785888672
319,50,0.492660254240036,45.63376235961914
320,50,0.4926133453845978,45.7071533203125
321,50,0.49256631731987,45.780025482177734
322,50,0.4925191104412079,45.85237503051758
323,50,0.4924717843532562,45.92422866821289
324,50,0.49242427945137024,45.99555969238281
325,50,0.49237674474716187,46.06638717651367
326,50,0.49232903122901917,46.13670349121094
327,50,0.49228113889694214,46.20652770996094
328,50,0.49223315715789795,46.275840759277344
329,50,0.492185115814209,46.34465789794922
330,50,0.49213680624961853,46.4129753112793
331,50,0.4920884966850281,46.48080062866211
332,50,0.4920399487018585,46.548126220703125
333,50,0.49199140071868896,46.6149787902832
334,50,0.4919426441192627,46.68133544921875
335,50,0.49189379811286926,46.747188568115234
336,50,0.49184471368789673,46.81257629394531
337,50,0.49179571866989136,46.877471923828125
338,50,0.4917464554309845,46.941898345947266
339,50,0.49169713258743286,47.005828857421875
340,50,0.4916476905345917,47.06930160522461
341,50,0.49159806966781616,47.13229751586914
342,50,0.4915483295917511,47.19482421875
343,50,0.49149855971336365,47.25687026977539
344,50,0.4914485812187195,47.31846618652344
345,50,0.49139851331710815,47.37958526611328
346,50,0.4913482964038849,47.440250396728516
347,50,0.49129801988601685,47.50044250488281
348,50,0.49124762415885925,47.56018829345703
349,50,0.4911971390247345,47.61949157714844
350,50,0.4911465048789978,47.678321838378906
351,50,0.49109575152397156,47.73671340942383
352,50,0.491044819355011,47.79465103149414
353,50,0.4909939169883728,47.852142333984375
354,50,0.4909428358078003,47.909202575683594
355,50,0.49089163541793823,47.965816497802734
356,50,0.4908403158187866,48.02198791503906
357,50,0.49078890681266785,48.077735900878906
358,50,0.4907373785972595,48.133033752441406
359,50,0.4906857907772064,48.18790817260742
360,50,0.4906340539455414,48.24235916137695
361,50,0.4905821681022644,48.296390533447266
362,50,0.4905302822589874,48.349979400634766
363,50,0.4904782176017761,48.40316390991211
364,50,0.4904261529445648,48.455909729003906
365,50,0.4903738498687744,48.50825119018555
366,50,0.4903215169906616,48.5601806640625
367,50,0.4902690351009369,48.61170196533203
368,50,0.49021652340888977,48.662811279296875
369,50,0.4901638329029083,48.7135009765625
370,50,0.4901111125946045,48.7638053894043
371,50,0.4900582730770111,48.8137092590332
372,50,0.49000534415245056,48.86320114135742
373,50,0.48995229601860046,48.91230773925781
374,50,0.4898991882801056,48.961002349853516
375,50,0.4898459315299988,49.00931167602539
376,50,0.4897926151752472,49.057247161865234
377,50,0.48973917961120605,49.104766845703125
378,50,0.48968565464019775,49.15192794799805
379,50,0.4896320402622223,49.198699951171875
380,50,0.48957833647727966,49.245094299316406
381,50,0.48952457308769226,49.291099548339844
382,50,0.48947063088417053,49.33674240112305
383,50,0.4894166886806488,49.38201141357422
384,50,0.48936259746551514,49.42690658569336
385,50,0.4893084764480591,49.47141647338867
386,50,0.4892542064189911,49.51558303833008
387,50,0.4891998767852783,49.55939483642578
388,50,0.4891454577445984,49.602813720703125
389,50,0.4890909790992737,49.64590072631836
390,50,0.48903635144233704,49.68862533569336
391,50,0.488981693983078,49.730995178222656
392,50,0.4889269173145294,49.77302169799805
393,50,0.4888720214366913,49.81468963623047
394,50,0.48881715536117554,49.85601043701172
395,50,0.48876211047172546,49.89699172973633
396,50,0.488707035779953,49.937644958496094
397,50,0.4886518716812134,49.977935791015625
398,50,0.4885965585708618,50.01789474487305
399,50,0.48854127526283264,50.05752182006836
400,50,0.48848584294319153,50.0968132019043
401,50,0.48843035101890564,50.13578414916992
402,50,0.4883747398853302,50.174415588378906
403,50,0.48831906914711,50.212730407714844
404,50,0.488263338804245,50.250736236572266
405,50,0.48820748925209045,50.28838348388672
406,50,0.4881516396999359,50.32573699951172
407,50,0.4880956709384918,50.362770080566406
408,50,0.48803967237472534,50.39949417114258
409,50,0.4879835546016693,50.43589782714844
410,50,0.4879273474216461,50.47199630737305
411,50,0.48787111043930054,50.50779724121094
412,50,0.4878147542476654,50.54328155517578
413,50,0.4877583980560303,50.578453063964844
414,50,0.4877019226551056,50.61334228515625
415,50,0.48764535784721375,50.647926330566406
416,50,0.4875887334346771,50.68221664428711
417,50,0.4875320494174957,50.7161979675293
418,50,0.48747530579566956,50.749900817871094
419,50,0.4874184727668762,50.783329010009766
420,50,0.4873615801334381,50.81643295288086
421,50,0.48730453848838806,50.84927749633789
422,50,0.4872475862503052,50.881839752197266
423,50,0.48719045519828796,50.914119720458984
424,50,0.48713329434394836,50.94609832763672
425,50,0.4870761036872864,50.97781753540039
426,50,0.4870188236236572,51.00927734375
427,50,0.4869614243507385,51.04043960571289
428,50,0.48690399527549744,51.071353912353516
429,50,0.4868464767932892,51.10197067260742
430,50,0.48678895831108093,51.13234329223633
431,50,0.4867313504219055,51.16244125366211
432,50,0.4866736829280853,51.1922721862793
433,50,0.486615926027298,51.22185134887695
434,50,0.48655807971954346,51.25117111206055
435,50,0.48650026321411133,51.28023147583008
436,50,0.48644229769706726,51.30903625488281
437,50,0.4863843619823456,51.33759689331055
438,50,0.48632627725601196,51.365909576416016
439,50,0.48626816272735596,51.39395523071289
440,50,0.48621001839637756,51.421783447265625
441,50,0.4861518144607544,51.449337005615234
442,50,0.48609355092048645,51.47665786743164
443,50,0.48603519797325134,51.50373840332031
444,50,0.48597681522369385,51.530582427978516
445,50,0.48591840267181396,51.557193756103516
446,50,0.48585987091064453,51.58356475830078
447,50,0.4858013689517975,51.60969161987305
448,50,0.4857426881790161,51.63560104370117
449,50,0.4856840968132019,51.66127395629883
450,50,0.48562535643577576,51.686737060546875
451,50,0.48556655645370483,51.71196365356445
452,50,0.4855077564716339,51.73695373535156
453,50,0.4854488670825958,51.761722564697266
454,50,0.48538994789123535,51.78630065917969
455,50,0.4853309392929077,51.81063461303711
456,50,0.48527199029922485,51.834739685058594
457,50,0.48521286249160767,51.858646392822266
458,50,0.4851537048816681,51.882354736328125
459,50,0.4850945472717285,51.90583038330078
460,50,0.4850353002548218,51.92910385131836
461,50,0.48497599363327026,51.95217514038086
462,50,0.48491668701171875,51.97501754760742
463,50,0.4848572909832001,51.997684478759766
464,50,0.484797865152359,52.0201301574707
465,50,0.48473837971687317,52.042388916015625
466,50,0.48467886447906494,52.064430236816406
467,50,0.48461928963661194,52.086280822753906
468,50,0.4845596253871918,52.10792541503906
469,50,0.484499990940094,52.1294059753418
470,50,0.48444029688835144,52.150672912597656
471,50,0.4843805134296417,52.17172622680664
472,50,0.4843207597732544,52.192626953125
473,50,0.4842608869075775,52.21332550048828
474,50,0.48420098423957825,52.233829498291016
475,50,0.4841410517692566,52.254150390625
476,50,0.48408108949661255,52.27431106567383
477,50,0.4840210974216461,52.29426956176758
478,50,0.4839610159397125,52.31406021118164
479,50,0.48390093445777893,52.33364486694336
480,50,0.48384079337120056,52.35308837890625
481,50,0.4837806224822998,52.37232971191406
482,50,0.4837203919887543,52.39139175415039
483,50,0.48366010189056396,52.41030502319336
484,50,0.48359981179237366,52.42903137207031
485,50,0.48353949189186096,52.447601318359375
486,50,0.4834790825843811,52.46599197387695
487,50,0.48341864347457886,52.48422622680664
488,50,0.4833581745624542,52.502288818359375
489,50,0.4832976460456848,52.52018356323242
490,50,0.4832371473312378,52.53790283203125
491,50,0.4831765294075012,52.55548095703125
492,50,0.48311588168144226,52.572898864746094
493,50,0.4830552339553833,52.59015655517578
494,50,0.48299452662467957,52.607234954833984
495,50,0.48293375968933105,52.62419509887695
496,50,0.48287302255630493,52.64098358154297
497,50,0.48281219601631165,52.65763473510742
498,50,0.48275136947631836,52.674102783203125
499,50,0.4826904833316803,52.690425872802734
500,50,0.48262956738471985,52.706600189208984
501,50,0.4825685918331146,52.72265625
502,50,0.4825076460838318,52.7385368347168
503,50,0.4824466109275818,52.7542839050293
504,50,0.482385516166687,52.7698860168457
505,50,0.4823244512081146,52.78532791137695
506,50,0.48226332664489746,52.800636291503906
507,50,0.4822021424770355,52.815826416015625
508,50,0.4821409583091736,52.830867767333984
509,50,0.48207974433898926,52.845767974853516
510,50,0.48201850056648254,52.86052322387695
511,50,0.48195719718933105,52.87516403198242
512,50,0.4818958342075348,52.889644622802734
513,50,0.4818345308303833,52.90401077270508
514,50,0.48177316784858704,52.918251037597656
515,50,0.481711745262146,52.9323616027832
516,50,0.48165029287338257,52.94630432128906
517,50,0.48158878087997437,52.96015167236328
518,50,0.48152729868888855,52.973880767822266
519,50,0.48146575689315796,52.987464904785156
520,50,0.481404185295105,53.00094223022461
521,50,0.4813425838947296,53.01427459716797
522,50,0.48128095269203186,53.02750015258789
523,50,0.48121926188468933,53.04059600830078
524,50,0.4811576008796692,53.053565979003906
525,50,0.4810958504676819,53.066429138183594
526,50,0.4810341000556946,53.07917785644531
527,50,0.4809723496437073,53.091800689697266
528,50,0.4809104800224304,53.104305267333984
529,50,0.4808486998081207,53.1167106628418
530,50,0.48078683018684387,53.12896728515625
531,50,0.48072490096092224,53.141136169433594
532,50,0.4806629717350006,53.1531867980957
533,50,0.48060107231140137,53.1651496887207
534,50,0.48053908348083496,53.17698287963867
535,50,0.48047706484794617,53.1887092590332
536,50,0.480415016412735,53.200313568115234
537,50,0.4803529381752014,53.211849212646484
538,50,0.48029085993766785,53.2232551574707
539,50,0.4802287220954895,53.23454666137695
540,50,0.48016661405563354,53.24574279785156
541,50,0.4801044166088104,53.256832122802734
542,50,0.4800422191619873,53.2678337097168
543,50,0.4799800515174866,53.27871322631836
544,50,0.4799177944660187,53.289527893066406
545,50,0.4798555076122284,53.30022048950195
546,50,0.4797932505607605,53.31080627441406
547,50,0.47973090410232544,53.3213005065918
548,50,0.479668527841568,53.331687927246094
549,50,0.4796062111854553,53.342018127441406
550,50,0.4795437455177307,53.35220718383789
551,50,0.47948136925697327,53.362335205078125
552,50,0.4794189929962158,53.37234878540039
553,50,0.4793564975261688,53.382293701171875
554,50,0.4792940318584442,53.39212417602539
555,50,0.4792315661907196,53.401878356933594
556,50,0.47916898131370544,53.41154479980469
557,50,0.47910651564598083,53.42112731933594
558,50,0.4790439009666443,53.43058776855469
559,50,0.4789813160896301,53.43999099731445
560,50,0.4789187014102936,53.44931411743164
561,50,0.47885605692863464,53.45853805541992
562,50,0.4787933826446533,53.467674255371094
563,50,0.4787307679653168,53.47672653198242
564,50,0.4786680042743683,53.48571014404297
565,50,0.4786053001880646,53.49460220336914
566,50,0.4785425662994385,53.5034065246582
567,50,0.4784797728061676,53.51213073730469
568,50,0.47841697931289673,53.52079772949219
569,50,0.47835415601730347,53.52936935424805
570,50,0.4782913327217102,53.53786087036133
571,50,0.47822850942611694,53.54627990722656
572,50,0.4781655967235565,53.55461120605469
573,50,0.47810274362564087,53.562870025634766
574,50,0.47803983092308044,53.5710563659668
575,50,0.47797685861587524,53.57916259765625
576,50,0.47791391611099243,53.587215423583984
577,50,0.4778509736061096,53.595176696777344
578,50,0.4777880012989044,53.60307312011719
579,50,0.47772496938705444,53.61087417602539
580,50,0.47766196727752686,53.61863708496094
581,50,0.47759896516799927,53.626312255859375
582,50,0.4775359034538269,53.633914947509766
583,50,0.47747284173965454,53.64146041870117
584,50,0.4774097204208374,53.64893341064453
585,50,0.47734662890434265,53.65632629394531
586,50,0.4772834777832031,53.663665771484375
587,50,0.477220356464386,53.67094039916992
588,50,0.47715720534324646,53.67813491821289
589,50,0.47709399461746216,53.685272216796875
590,50,0.47703081369400024,53.69235610961914
591,50,0.47696757316589355,53.6993522644043
592,50,0.47690436244010925,53.706295013427734
593,50,0.4768410921096802,53.71318054199219
594,50,0.4767777919769287,53.72000503540039
595,50,0.47671449184417725,53.726741790771484
596,50,0.47665122151374817,53.733455657958984
597,50,0.4765878915786743,53.740089416503906
598,50,0.47652456164360046,53.746673583984375
599,50,0.47646117210388184,53.7531852722168
600,50,0.476397842168808,53.75963592529297
601,50,0.4763343930244446,53.766056060791016
602,50,0.47627103328704834,53.77238845825195
603,50,0.47620755434036255,53.778648376464844
604,50,0.47614413499832153,53.78489685058594
605,50,0.47608068585395813,53.791053771972656
606,50,0.47601717710494995,53.79718780517578
607,50,0.47595369815826416,53.803253173828125
608,50,0.475890189409256,53.80924987792969
609,50,0.4758266508579254,53.81520462036133
610,50,0.47576314210891724,53.82109832763672
611,50,0.4756995439529419,53.826961517333984
612,50,0.47563600540161133,53.8327522277832
613,50,0.475572407245636,53.8384895324707
614,50,0.47550877928733826,53.84417724609375
615,50,0.47544512152671814,53.84982681274414
616,50,0.4753815531730652,53.85540771484375
617,50,0.4753178656101227,53.86094665527344
618,50,0.47525420784950256,53.86644744873047
619,50,0.47519052028656006,53.87187957763672
620,50,0.47512686252593994,53.877288818359375
621,50,0.47506314516067505,53.882625579833984
622,50,0.47499948740005493,53.887939453125
623,50,0.47493574023246765,53.8931770324707
624,50,0.47487199306488037,53.89838409423828
625,50,0.4748082756996155,53.9035530090332
626,50,0.4747444689273834,53.90864944458008
627,50,0.47468072175979614,53.913734436035156
628,50,0.4746169447898865,53.91875457763672
629,50,0.47455307841300964,53.92372512817383
630,50,0.4744893014431,53.92866897583008
631,50,0.47442543506622314,53.93355941772461
632,50,0.4743615984916687,53.93839645385742
633,50,0.47429773211479187,53.943214416503906
634,50,0.47423380613327026,53.94796371459961
635,50,0.4741699695587158,53.952701568603516
636,50,0.4741060733795166,53.9573860168457
637,50,0.474042147397995,53.96202850341797
638,50,0.4739781618118286,53.96662139892578
639,50,0.4739142060279846,53.971195220947266
640,50,0.4738502502441406,53.9757080078125
641,50,0.473786324262619,53.98018264770508
642,50,0.47372230887413025,53.98463439941406
643,50,0.4736582934856415,53.98903274536133
644,50,0.4735943078994751,53.99341583251953
645,50,0.47353029251098633,53.997718811035156
646,50,0.47346624732017517,54.002037048339844
647,50,0.473402202129364,54.00627899169922
648,50,0.47333818674087524,54.010494232177734
649,50,0.4732740819454193,54.01466751098633
650,50,0.473209947347641,54.01882553100586
651,50,0.47314584255218506,54.022918701171875
652,50,0.4730817675590515,54.02699661254883
653,50,0.4730176329612732,54.03105163574219
654,50,0.4729534983634949,54.03504180908203
655,50,0.47288936376571655,54.03902816772461
656,50,0.47282513976097107,54.04296112060547
657,50,0.472760945558548,54.04685974121094
658,50,0.47269678115844727,54.05074691772461
659,50,0.47263261675834656,54.05457305908203
660,50,0.47256842255592346,54.05837631225586
661,50,0.472504198551178,54.06215286254883
662,50,0.4724399745464325,54.0659065246582
663,50,0.4723757803440094,54.06961441040039
664,50,0.47231152653694153,54.07330322265625
665,50,0.47224727272987366,54.07693862915039
666,50,0.4721830189228058,54.08057403564453
