Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 41.033690
Total NOx (mg): 3514.475
Overall NOx (mg/km): 85.649
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.821582,2165.607,220.495,False
medium,433,14.280341,441.563,30.921,True
high,455,13.409518,596.700,44.498,True
extra_high,323,3.522248,310.605,88.184,False

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 884.84, False
2, 348.11, False
3, 284.28, False
4, 224.06, False
5, 162.46, False
6, 81.21, False
7, 60.39, True
8, 48.81, True
9, 41.99, True
10, 41.26, True
11, 105.27, False
12, 26.83, True
13, 21.87, True
14, 21.36, True
15, 21.20, True
16, 20.30, True
17, 19.47, True
18, 18.99, True
19, 18.78, True
20, 78.96, True
21, 8.31, True
22, 17.08, True
23, 25.16, True
24, 28.37, True
25, 27.73, True
26, 26.87, True
27, 26.20, True
28, 22.81, True
29, 9.53, True
30, 7.07, True
31, 12.31, True
32, 58.28, True
33, 2.49, True
34, 2.61, True
35, 78.75, True
36, 181.37, False
37, 119.46, False
38, 75.88, True
39, 132.15, False
40, 73.93, True
Partial (0.78 km), 61.24, True
