Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 41.061666
Total NOx (mg): 62049.069
Overall NOx (mg/km): 1511.119
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.807039,22780.785,2322.901,False
medium,433,14.472487,24637.616,1702.376,False
high,455,13.260626,14615.688,1102.187,False
extra_high,323,3.521514,14.981,4.254,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 2093.83, False
2, 1528.32, False
3, 3974.36, False
4, 4334.58, False
5, 3992.52, False
6, 3617.58, False
7, 3173.30, False
8, 41.71, True
9, 15.85, True
10, 21.60, True
11, 2877.39, False
12, 1541.90, False
13, 1389.13, False
14, 1369.33, False
15, 1355.47, False
16, 1340.84, False
17, 1328.11, False
18, 1318.45, False
19, 1311.59, False
20, 2218.66, False
21, 2009.59, False
22, 2036.18, False
23, 2073.32, False
24, 2086.09, False
25, 2089.87, False
26, 2089.10, False
27, 2085.87, False
28, 2081.37, False
29, 2076.33, False
30, 2071.16, False
31, 2066.08, False
32, 383.66, False
33, 16.63, True
34, 7.49, True
35, 5.71, True
36, 5.02, True
37, 4.46, True
38, 4.19, True
39, 6.66, True
40, 4.01, True
Partial (0.92 km), 1.92, True
