Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.795015
Total NOx (mg): 17063.723
Overall NOx (mg/km): 418.280
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,10.043912,2764.964,275.288,False
medium,433,14.274650,849.952,59.543,True
high,455,13.154726,170.358,12.950,True
extra_high,323,3.321727,13278.448,3997.454,False

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1209.78, False
2, 624.31, False
3, 196.47, False
4, 158.72, False
5, 133.47, False
6, 98.15, False
7, 94.04, False
8, 87.66, False
9, 82.07, False
10, 81.65, False
11, 185.15, False
12, 64.15, True
13, 72.17, True
14, 64.72, True
15, 57.93, True
16, 55.66, True
17, 51.26, True
18, 49.31, True
19, 45.13, True
20, 166.25, False
21, 18.83, True
22, 8.12, True
23, 0.59, True
24, 7.99, True
25, 10.85, True
26, 6.08, True
27, 0.36, True
28, 0.00, True
29, 0.00, True
30, 0.50, True
31, 9.68, True
32, 11.47, True
33, 4.07, True
34, 20.28, True
35, 29.48, True
36, 33.82, True
37, 37.01, True
38, 1079.54, False
39, 9000.71, False
40, 3153.77, False
Partial (0.54 km), 97.57, False
