ICE_ICE_Torque_Nm,ICE_NOx_gps,ICE_CO_gps,ICE_THC_gps,ICE_CO2_gps,DRV_Car_Speed_kmph,DRV_SOC_1
-2.5630908,8.9362984e-05,-2.5260697e-06,5.369034e-05,0.1617224,-0.40053427,0.6958452
-2.562479,8.935433e-05,-2.5322486e-06,5.3802465e-05,0.16174403,-0.4016942,0.69586366
-2.561799,8.9406225e-05,-2.5381698e-06,5.3923213e-05,0.16176508,-0.40277746,0.69588196
-2.5612893,8.9440815e-05,-2.5438337e-06,5.404396e-05,0.16178624,-0.40377414,0.6959002
-2.5606775,8.942352e-05,-2.5500124e-06,5.4112963e-05,0.16180718,-0.40466696,0.695918
-2.5600657,8.9440815e-05,-2.556706e-06,5.4250962e-05,0.16182806,-0.405446,0.6959359
-2.559522,8.948406e-05,-2.5626273e-06,5.435446e-05,0.16184893,-0.40616816,0.6959535
-2.558859,8.946676e-05,-2.5685486e-06,5.444071e-05,0.16186953,-0.40682107,0.695971
-2.5582473,8.946676e-05,-2.5749846e-06,5.4570086e-05,0.16189002,-0.40741464,0.6959885
-2.5576525,8.953595e-05,-2.5801337e-06,5.4673583e-05,0.16191043,-0.40796864,0.6960058
-2.5569897,8.953595e-05,-2.5870847e-06,5.4768458e-05,0.1619307,-0.4084509,0.6960232
-2.5565307,8.950136e-05,-2.5922336e-06,5.4871958e-05,0.16195077,-0.4088911,0.69604033
-2.555868,8.951e-05,-2.5978975e-06,5.4992706e-05,0.16197085,-0.4092695,0.6960573
-2.555375,8.9527304e-05,-2.6038188e-06,5.5078955e-05,0.16199072,-0.40962565,0.69607437
-2.5546615,8.951865e-05,-2.6099974e-06,5.517383e-05,0.16201068,-0.40992737,0.69609135
-2.5541005,8.947541e-05,-2.6159187e-06,5.5294582e-05,0.16203015,-0.41020933,0.6961081
-2.5536246,8.951e-05,-2.6213252e-06,5.5389453e-05,0.16204971,-0.410422,0.696125
-2.55303,8.947541e-05,-2.6275038e-06,5.551883e-05,0.16206928,-0.4106149,0.69614166
-2.55252,8.942352e-05,-2.633425e-06,5.5622328e-05,0.1620884,-0.41078556,0.69615835
-2.5518403,8.947541e-05,-2.6385742e-06,5.5708577e-05,0.16210763,-0.41090924,0.69617504
-2.5513644,8.9440815e-05,-2.6439805e-06,5.5812077e-05,0.16212657,-0.41101557,0.6961915
-2.5507696,8.9414876e-05,-2.6504167e-06,5.5906952e-05,0.16214551,-0.41109717,0.6962081
-2.5502088,8.9414876e-05,-2.655823e-06,5.6010453e-05,0.16216423,-0.41115406,0.6962247
-2.549614,8.9371635e-05,-2.6617442e-06,5.611395e-05,0.16218306,-0.41117632,0.69624126
-2.5490022,8.932839e-05,-2.6666357e-06,5.618295e-05,0.16220161,-0.41117632,0.6962577
-2.5484414,8.931974e-05,-2.672557e-06,5.6277826e-05,0.1622201,-0.41113922,0.69627416
-2.5479314,8.930245e-05,-2.6782209e-06,5.6381326e-05,0.1622383,-0.4111046,0.69629055
-2.5473876,8.9285146e-05,-2.68337e-06,5.645895e-05,0.16225669,-0.41104278,0.696307
-2.5468438,8.9241905e-05,-2.6892913e-06,5.6536574e-05,0.16227466,-0.4109463,0.6963234
-2.546266,8.921596e-05,-2.6946975e-06,5.6665947e-05,0.16229269,-0.41084492,0.6963397
