speed_actual,speed_target,soc,ice_torque,nox,co,fuel,ice_speed_rpm,em2_torque_nm,brake_perc
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9898353,0.0,0.70081884,-3.3949337,0.00041929347,0.00054623483,3.0,900.0,352.244140625,0.08160781860351562
1.5098196,0.0,0.6998512,1.7850215,0.00045667417,0.007892852,3.0,1704.43115234375,-421.0,0.0
0.41336203,0.0,0.70021784,2.6503606,-0.0010116976,0.020007703,3.0,900.0,-421.0,0.0
0.30824047,0.0,0.7006387,0.6532521,0.0008392466,0.027179262,3.0,900.0,-29.821502685546875,0.05812478065490723
0.18868259,0.0,0.7000147,1.6795068,0.00075946783,0.02716264,3.0,900.0,108.034912109375,0.04517143964767456
0.28431156,0.0,0.6997714,3.2652028,0.0012675954,0.026845854,3.0,900.0,137.54107666015625,0.06345176696777344
0.50973237,0.0,0.69965595,3.3220906,0.0011007916,0.026560968,3.0,900.0,41.19012451171875,0.07716125249862671
0.49206024,0.0,0.69956875,3.4050448,0.00092241366,0.02632736,3.0,900.0,-94.38864135742188,0.06382924318313599
0.23081021,0.0,0.6995156,3.3707545,0.00068429665,0.026002718,3.0,900.0,-84.23513793945312,0.06635850667953491
0.22537795,0.0,0.6995204,3.2874513,0.0005549134,0.02572421,3.0,900.0,71.53591918945312,0.08235174417495728
0.41522935,0.0,0.69949985,3.0271337,0.00047416514,0.02549638,3.0,900.0,75.89364624023438,0.08144783973693848
0.3857816,0.0,0.6994037,2.6803372,0.0004544653,0.025323793,3.0,900.0,-35.3018798828125,0.06460434198379517
0.3293424,0.0,0.699321,2.277681,0.00045647428,0.02515909,3.0,900.0,-12.968536376953125,0.06078284978866577
0.39931023,0.0,0.69927514,1.864378,0.00047023717,0.024971025,3.0,900.0,29.73687744140625,0.05868256092071533
0.42105654,0.0,0.6992258,1.4595741,0.00047962234,0.024742933,3.0,900.0,-4.896820068359375,0.04725086688995361
0.42712623,0.0,0.6991849,1.0937417,0.00048329044,0.024487326,3.0,900.0,-6.165252685546875,0.040243566036224365
0.47129783,0.0,0.69915694,0.78859675,0.00048092165,0.02423083,3.0,900.0,5.03466796875,0.03593355417251587
0.49012363,0.0,0.6991269,0.5576316,0.00047655392,0.024004554,3.0,900.0,-9.180694580078125,0.029657483100891113
0.4985803,0.0,0.6991033,0.3991391,0.00047279586,0.023832558,3.0,900.0,-8.823394775390625,0.02705979347229004
0.51419455,0.0,0.69908684,0.3035553,0.00047162647,0.023728242,3.0,900.0,-5.00872802734375,0.026230573654174805
