step,mf,torque
1119,20,94.73799133300781
1120,20,94.7385025024414
1121,20,94.73904418945312
1122,20,94.73961639404297
1123,20,94.74011993408203
1124,20,94.74066162109375
1125,20,94.74114990234375
1126,20,94.74169158935547
1127,20,94.74212646484375
1128,20,94.74263000488281
1129,20,94.74307250976562
1130,20,94.74357604980469
1131,20,94.74397277832031
1132,20,94.74443054199219
1133,20,94.74488067626953
1134,20,94.74531555175781
1135,20,94.74579620361328
1136,20,94.74614715576172
1137,20,94.74654388427734
1138,20,94.74693298339844
1139,20,94.74734497070312
1140,20,94.74772644042969
1141,20,94.74813079833984
1142,20,94.74845123291016
1143,20,94.74881744384766
1144,20,94.74917602539062
1145,20,94.74951934814453
1146,20,94.7498550415039
1147,20,94.75018310546875
1148,20,94.75048065185547
1149,20,94.7507553100586
1150,20,94.75106048583984
1151,20,94.7513656616211
1152,20,94.7516098022461
1153,20,94.75192260742188
1154,20,94.7521743774414
1155,20,94.75242614746094
1156,20,94.75269317626953
1157,20,94.7529067993164
1158,20,94.7531509399414
1159,20,94.75337219238281
1160,20,94.75359344482422
1161,20,94.75376892089844
1162,20,94.75397491455078
1163,20,94.7541732788086
1164,20,94.75439453125
1165,20,94.75454711914062
1166,20,94.75474548339844
1167,20,94.75491333007812
1168,20,94.75502014160156
1169,20,94.75518035888672
1170,20,94.7552719116211
1171,20,94.75544738769531
1172,20,94.75552368164062
1173,20,94.75568389892578
1174,20,94.75576782226562
1175,20,94.75585174560547
1176,20,94.75596618652344
1177,20,94.75605010986328
1178,20,94.756103515625
1179,20,94.75616455078125
1180,20,94.75624084472656
1181,20,94.75630187988281
1182,20,94.75631713867188
1183,20,94.75638580322266
1184,20,94.75639343261719
1185,20,94.7563705444336
1186,20,94.75640869140625
1187,20,94.75643920898438
1188,20,94.75643920898438
1189,20,94.75638580322266
1190,20,94.75641632080078
1191,20,94.75636291503906
1192,20,94.75627899169922
1193,20,94.75629425048828
1194,20,94.75619506835938
1195,20,94.75618743896484
1196,20,94.7560806274414
1197,20,94.75596618652344
1198,20,94.75592803955078
1199,20,94.75584411621094
1200,30,140.03384399414062
1201,30,148.03016662597656
1202,30,150.58413696289062
1203,30,156.28265380859375
1204,30,158.8569793701172
1205,30,157.7849578857422
1206,30,156.79806518554688
1207,30,156.43878173828125
1208,30,156.6411895751953
1209,30,156.8665008544922
1210,30,156.94732666015625
1211,30,156.9696502685547
1212,30,157.03457641601562
1213,30,157.13465881347656
1214,30,157.2313232421875
1215,30,157.30831909179688
1216,30,157.37379455566406
1217,30,157.43716430664062
1218,30,157.50067138671875
1219,30,157.5631866455078
1220,30,157.6243896484375
1221,30,157.68475341796875
1222,30,157.7443389892578
1223,30,157.8027801513672
1224,30,157.85922241210938
1225,30,157.9130859375
1226,30,157.96385192871094
1227,30,158.01136779785156
1228,30,158.055419921875
1229,30,158.0959930419922
1230,30,158.13319396972656
1231,30,158.16720581054688
1232,30,158.19825744628906
1233,30,158.2266845703125
1234,30,158.252685546875
1235,30,158.27667236328125
1236,30,158.298828125
1237,30,158.3195343017578
1238,30,158.33901977539062
1239,30,158.35748291015625
1240,30,158.37521362304688
1241,30,158.3923797607422
1242,30,158.4090118408203
1243,30,158.42538452148438
1244,30,158.4415283203125
1245,30,158.4574737548828
1246,30,158.47325134277344
1247,30,158.4889373779297
1248,30,158.50454711914062
1249,30,158.52000427246094
1250,30,158.53536987304688
1251,30,158.55059814453125
1252,30,158.56561279296875
1253,30,158.58047485351562
1254,30,158.59512329101562
1255,30,158.6094970703125
1256,30,158.62367248535156
1257,30,158.63760375976562
1258,30,158.65130615234375
1259,30,158.66470336914062
1260,30,158.67782592773438
1261,30,158.6907501220703
1262,30,158.70338439941406
1263,30,158.7158203125
1264,30,158.7279815673828
1265,30,158.7399139404297
1266,30,158.7516632080078
1267,30,158.76319885253906
1268,30,158.77452087402344
1269,30,158.78570556640625
1270,30,158.7966766357422
1271,30,158.80747985839844
1272,30,158.81813049316406
1273,30,158.82859802246094
1274,30,158.83892822265625
1275,30,158.84909057617188
1276,30,158.85916137695312
1277,30,158.8690643310547
1278,30,158.87879943847656
1279,30,158.8884735107422
1280,30,158.8979034423828
1281,30,158.9072723388672
1282,30,158.91651916503906
1283,30,158.9255828857422
1284,30,158.93453979492188
1285,30,158.94337463378906
1286,30,158.95205688476562
1287,30,158.96060180664062
1288,30,158.9690704345703
1289,30,158.97738647460938
1290,30,158.9855499267578
1291,30,158.99356079101562
1292,30,159.0015411376953
1293,30,159.00933837890625
1294,30,159.01699829101562
1295,30,159.0245819091797
1296,30,159.031982421875
1297,30,159.03927612304688
1298,30,159.04649353027344
1299,30,159.05357360839844
1300,30,159.0605010986328
1301,30,159.06736755371094
1302,30,159.07403564453125
1303,30,159.08067321777344
1304,30,159.08714294433594
1305,30,159.093505859375
1306,30,159.0997772216797
1307,30,159.10592651367188
1308,30,159.1119842529297
1309,30,159.1178741455078
1310,30,159.1237030029297
1311,30,159.12940979003906
1312,30,159.135009765625
1313,30,159.1405029296875
1314,30,159.14588928222656
1315,30,159.15118408203125
1316,30,159.15635681152344
1317,30,159.1614227294922
1318,30,159.16639709472656
1319,30,159.17127990722656
1320,30,159.17605590820312
1321,30,159.18072509765625
1322,30,159.18533325195312
1323,30,159.18980407714844
1324,30,159.1942138671875
1325,30,159.19850158691406
1326,30,159.20269775390625
1327,30,159.2068328857422
1328,30,159.21083068847656
1329,30,159.21475219726562
1330,30,159.21865844726562
1331,30,159.2223663330078
1332,30,159.22607421875
1333,30,159.22962951660156
1334,30,159.233154296875
1335,30,159.2366180419922
1336,30,159.23992919921875
1337,30,159.24322509765625
1338,30,159.2463836669922
1339,30,159.24952697753906
1340,30,159.25254821777344
1341,30,159.2555694580078
1342,30,159.25843811035156
1343,30,159.2612762451172
1344,30,159.2639923095703
1345,30,159.26673889160156
1346,30,159.26931762695312
1347,30,159.2718505859375
1348,30,159.2743682861328
1349,30,159.27676391601562
1350,30,159.27914428710938
1351,30,159.28143310546875
1352,30,159.28367614746094
1353,30,159.28587341308594
1354,30,159.2879638671875
1355,30,159.29000854492188
1356,30,159.29205322265625
1357,30,159.29400634765625
1358,30,159.29591369628906
1359,30,159.29774475097656
1360,30,159.2995147705078
1361,30,159.30130004882812
1362,30,159.30299377441406
1363,30,159.30462646484375
1364,30,159.30621337890625
1365,30,159.30776977539062
1366,30,159.3092803955078
1367,30,159.31076049804688
1368,30,159.31216430664062
1369,30,159.3135528564453
1370,30,159.3148956298828
1371,30,159.31622314453125
1372,30,159.3174591064453
1373,30,159.3186798095703
1374,30,159.3198699951172
1375,30,159.3209991455078
1376,30,159.32211303710938
1377,30,159.32318115234375
1378,30,159.32421875
1379,30,159.3252410888672
1380,30,159.32620239257812
1381,30,159.3271484375
1382,30,159.32806396484375
1383,30,159.32894897460938
1384,30,159.32981872558594
1385,30,159.3306121826172
1386,30,159.3314666748047
1387,30,159.33216857910156
1388,30,159.3329620361328
1389,30,159.33363342285156
1390,30,159.3343505859375
1391,30,159.3350372314453
1392,30,159.33567810058594
1393,30,159.33627319335938
1394,30,159.33688354492188
1395,30,159.33749389648438
1396,30,159.33802795410156
1397,30,159.33859252929688
1398,30,159.3390655517578
1399,30,159.33956909179688
1400,30,159.34005737304688
1401,30,159.34054565429688
1402,30,159.3409423828125
1403,30,159.34140014648438
1404,30,159.34178161621094
1405,30,159.3422088623047
1406,30,159.3425750732422
1407,30,159.34292602539062
1408,30,159.34327697753906
1409,30,159.34359741210938
1410,30,159.3439178466797
1411,30,159.34423828125
1412,30,159.34454345703125
1413,30,159.34481811523438
1414,30,159.34510803222656
1415,30,159.34535217285156
1416,30,159.34561157226562
1417,30,159.34585571289062
1418,30,159.34608459472656
1419,30,159.34628295898438
1420,30,159.34654235839844
1421,30,159.34669494628906
1422,30,159.346923828125
1423,30,159.34707641601562
1424,30,159.34727478027344
1425,30,159.34742736816406
1426,30,159.3476104736328
1427,30,159.3477783203125
1428,30,159.34791564941406
1429,30,159.34805297851562
1430,30,159.3481903076172
1431,30,159.3483123779297
1432,30,159.3484649658203
1433,30,159.34860229492188
1434,30,159.3486785888672
1435,30,159.34881591796875
1436,30,159.348876953125
1437,30,159.34902954101562
1438,30,159.34913635253906
1439,30,159.34921264648438
1440,30,159.3493194580078
1441,30,159.3494415283203
1442,30,159.34950256347656
1443,30,159.34957885742188
1444,30,159.3496551513672
1445,30,159.34976196289062
1446,30,159.34982299804688
1447,30,159.34991455078125
1448,30,159.34999084472656
1449,30,159.35006713867188
1450,30,159.35015869140625
1451,30,159.35020446777344
1452,30,159.3502960205078
1453,30,159.35035705566406
1454,30,159.35043334960938
1455,30,159.35049438476562
1456,30,159.3505859375
1457,30,159.3506317138672
1458,30,159.35072326660156
1459,30,159.3507843017578
1460,30,159.3508758544922
1461,30,159.35092163085938
1462,30,159.35101318359375
1463,30,159.35108947753906
1464,30,159.35118103027344
1465,30,159.35121154785156
1466,30,159.351318359375
1467,30,159.35137939453125
1468,30,159.3514404296875
1469,30,159.35154724121094
1470,30,159.35162353515625
1471,30,159.35171508789062
1472,30,159.35179138183594
1473,30,159.35189819335938
1474,30,159.35195922851562
1475,30,159.35205078125
1476,30,159.35215759277344
1477,30,159.35223388671875
1478,30,159.35235595703125
1479,30,159.3524169921875
1480,30,159.3525390625
1481,30,159.3526611328125
1482,30,159.3527374267578
1483,30,159.35284423828125
1484,30,159.35296630859375
1485,30,159.35305786132812
1486,30,159.3531951904297
1487,30,159.35328674316406
1488,30,159.35342407226562
1489,30,159.35353088378906
1490,30,159.35365295410156
1491,30,159.35377502441406
1492,30,159.3538818359375
1493,30,159.35403442382812
1494,30,159.35418701171875
1495,30,159.35430908203125
1496,30,159.3544464111328
1497,30,159.3546142578125
1498,30,159.35475158691406
1499,30,159.35487365722656
1500,30,159.3550262451172
1501,30,159.35519409179688
1502,30,159.35533142089844
1503,30,159.3555145263672
1504,30,159.3556365966797
1505,30,159.35581970214844
1506,30,159.35597229003906
1507,30,159.35614013671875
1508,30,159.35630798339844
1509,30,159.35647583007812
1510,30,159.35667419433594
1511,30,159.3568572998047
1512,30,159.35702514648438
1513,30,159.35719299316406
1514,30,159.35736083984375
1515,30,159.3575439453125
1516,30,159.3577423095703
1517,30,159.35794067382812
1518,30,159.35813903808594
1519,30,159.3583221435547
1520,30,159.3585662841797
1521,30,159.3587188720703
1522,30,159.35894775390625
1523,30,159.35916137695312
1524,30,159.3593292236328
1525,30,159.35955810546875
1526,30,159.35975646972656
1527,30,159.3599853515625
1528,30,159.3601837158203
1529,30,159.36044311523438
1530,30,159.36065673828125
1531,30,159.36087036132812
1532,30,159.36109924316406
1533,30,159.36131286621094
1534,30,159.3615264892578
1535,30,159.36178588867188
1536,30,159.3619842529297
1537,30,159.3622283935547
1538,30,159.36251831054688
1539,30,159.3627166748047
1540,30,159.3629608154297
1541,30,159.3632049560547
1542,30,159.3634490966797
1543,30,159.3636932373047
1544,30,159.3639373779297
1545,30,159.3641815185547
1546,30,159.36444091796875
1547,30,159.3647003173828
1548,30,159.3649444580078
1549,30,159.36521911621094
1550,30,159.36544799804688
1551,30,159.36572265625
1552,30,159.365966796875
1553,30,159.36627197265625
1554,30,159.3665008544922
1555,30,159.36676025390625
1556,30,159.36705017089844
1557,30,159.36729431152344
1558,30,159.36753845214844
1559,30,159.3677978515625
1560,30,159.36810302734375
1561,30,159.36834716796875
1562,30,159.36865234375
1563,30,159.36888122558594
1564,30,159.36917114257812
1565,30,159.3694610595703
1566,30,159.3697509765625
1567,30,159.37001037597656
1568,30,159.37030029296875
1569,30,159.3705596923828
1570,30,159.37081909179688
1571,30,159.37112426757812
1572,30,159.37135314941406
1573,30,159.37168884277344
1574,30,159.3719482421875
1575,30,159.3722381591797
1576,30,159.3725128173828
1577,30,159.372802734375
1578,30,159.37307739257812
1579,30,159.37338256835938
1580,30,159.37364196777344
1581,30,159.37393188476562
1582,30,159.37420654296875
1583,30,159.37449645996094
1584,30,159.3748016357422
1585,30,159.37506103515625
1586,30,159.37538146972656
1587,30,159.37564086914062
1588,30,159.37594604492188
1589,30,159.37620544433594
1590,30,159.37649536132812
1591,30,159.3767852783203
1592,30,159.3770751953125
1593,30,159.37738037109375
1594,30,159.37767028808594
1595,30,159.37796020507812
1596,30,159.3782196044922
1597,30,159.37852478027344
1598,30,159.37879943847656
1599,30,159.37908935546875
1600,40,193.6990966796875
1601,40,212.7288360595703
1602,40,213.82882690429688
1603,40,220.2437744140625
1604,40,219.38296508789062
1605,40,217.8912811279297
1606,40,217.3826141357422
1607,40,217.5725555419922
1608,40,217.6943817138672
1609,40,217.6968536376953
1610,40,217.7286834716797
1611,40,217.84671020507812
1612,40,217.9928436279297
1613,40,218.12535095214844
1614,40,218.242919921875
1615,40,218.35533142089844
1616,40,218.46388244628906
1617,40,218.5657958984375
1618,40,218.6604766845703
1619,40,218.74960327148438
1620,40,218.8349609375
1621,40,218.91781616210938
1622,40,218.99916076660156
1623,40,219.0797576904297
1624,40,219.1604461669922
1625,40,219.24179077148438
1626,40,219.32415771484375
1627,40,219.40762329101562
1628,40,219.49212646484375
1629,40,219.577392578125
1630,40,219.66302490234375
1631,40,219.74853515625
1632,40,219.83331298828125
1633,40,219.916748046875
1634,40,219.99830627441406
1635,40,220.0773468017578
1636,40,220.15350341796875
1637,40,220.22634887695312
1638,40,220.2956085205078
1639,40,220.3611297607422
1640,40,220.42274475097656
1641,40,220.4805450439453
1642,40,220.53456115722656
1643,40,220.58482360839844
1644,40,220.63157653808594
1645,40,220.67495727539062
1646,40,220.71511840820312
1647,40,220.7523193359375
1648,40,220.7867431640625
1649,40,220.81861877441406
1650,40,220.84805297851562
1651,40,220.8752899169922
1652,40,220.90040588378906
1653,40,220.92367553710938
1654,40,220.94512939453125
1655,40,220.96493530273438
1656,40,220.9832305908203
1657,40,221.00006103515625
1658,40,221.01551818847656
1659,40,221.0297393798828
1660,40,221.0428009033203
1661,40,221.0547332763672
1662,40,221.0655975341797
1663,40,221.07554626464844
1664,40,221.0845184326172
1665,40,221.09263610839844
1666,40,221.09994506835938
1667,40,221.10647583007812
1668,40,221.11228942871094
1669,40,221.11741638183594
1670,40,221.12191772460938
1671,40,221.1258544921875
1672,40,221.12918090820312
1673,40,221.1320037841797
1674,40,221.13433837890625
1675,40,221.13619995117188
1676,40,221.13760375976562
1677,40,221.13864135742188
1678,40,221.1392822265625
1679,40,221.13961791992188
1680,40,221.1395721435547
1681,40,221.1392364501953
1682,40,221.13861083984375
1683,40,221.13771057128906
1684,40,221.13658142089844
1685,40,221.1351776123047
1686,40,221.1336212158203
1687,40,221.1318359375
1688,40,221.1298370361328
1689,40,221.12771606445312
1690,40,221.1254119873047
1691,40,221.12295532226562
1692,40,221.12037658691406
1693,40,221.11767578125
1694,40,221.1148681640625
1695,40,221.11195373535156
1696,40,221.10894775390625
1697,40,221.1058807373047
1698,40,221.10267639160156
1699,40,221.09945678710938
1700,40,221.09616088867188
1701,40,221.09278869628906
1702,40,221.08941650390625
1703,40,221.0859832763672
1704,40,221.08253479003906
1705,40,221.07901000976562
1706,40,221.0755157470703
1707,40,221.07196044921875
1708,40,221.06842041015625
1709,40,221.0648956298828
1710,40,221.06134033203125
1711,40,221.05775451660156
1712,40,221.05419921875
1713,40,221.05064392089844
1714,40,221.04713439941406
1715,40,221.04359436035156
1716,40,221.04006958007812
1717,40,221.0365753173828
1718,40,221.03311157226562
1719,40,221.02964782714844
1720,40,221.02622985839844
1721,40,221.02279663085938
1722,40,221.01939392089844
1723,40,221.01608276367188
1724,40,221.0127410888672
1725,40,221.00946044921875
1726,40,221.0061798095703
1727,40,221.00294494628906
1728,40,220.9997100830078
1729,40,220.99656677246094
1730,40,220.99343872070312
1731,40,220.99034118652344
1732,40,220.9872589111328
1733,40,220.98422241210938
1734,40,220.9812469482422
1735,40,220.97825622558594
1736,40,220.97532653808594
1737,40,220.97242736816406
1738,40,220.9695281982422
1739,40,220.9667205810547
1740,40,220.9639434814453
1741,40,220.96116638183594
1742,40,220.95843505859375
1743,40,220.95571899414062
1744,40,220.9530792236328
1745,40,220.950439453125
1746,40,220.94784545898438
1747,40,220.9452667236328
1748,40,220.9427490234375
1749,40,220.94020080566406
1750,40,220.93775939941406
1751,40,220.93528747558594
1752,40,220.93289184570312
1753,40,220.93052673339844
1754,40,220.92813110351562
1755,40,220.92581176757812
1756,40,220.92355346679688
1757,40,220.9212646484375
1758,40,220.91900634765625
1759,40,220.91677856445312
1760,40,220.91461181640625
1761,40,220.91244506835938
1762,40,220.91029357910156
1763,40,220.90818786621094
1764,40,220.90611267089844
1765,40,220.90403747558594
1766,40,220.90199279785156
1767,40,220.8999786376953
1768,40,220.89797973632812
1769,40,220.89599609375
1770,40,220.89407348632812
1771,40,220.8921356201172
1772,40,220.89027404785156
1773,40,220.88836669921875
1774,40,220.8865203857422
1775,40,220.88467407226562
1776,40,220.8828582763672
1777,40,220.88104248046875
1778,40,220.87928771972656
1779,40,220.87753295898438
1780,40,220.87579345703125
1781,40,220.8740997314453
1782,40,220.8723907470703
1783,40,220.87069702148438
1784,40,220.8690643310547
1785,40,220.867431640625
1786,40,220.86578369140625
1787,40,220.86419677734375
1788,40,220.86260986328125
1789,40,220.86105346679688
1790,40,220.85948181152344
1791,40,220.85797119140625
1792,40,220.85641479492188
1793,40,220.85494995117188
1794,40,220.85348510742188
1795,40,220.8520050048828
1796,40,220.8505859375
1797,40,220.84912109375
1798,40,220.84771728515625
1799,40,220.84634399414062
1800,40,220.84494018554688
1801,40,220.84359741210938
1802,40,220.84225463867188
1803,40,220.84091186523438
1804,40,220.83963012695312
1805,40,220.8383026123047
1806,40,220.83705139160156
1807,40,220.8357696533203
1808,40,220.8345489501953
1809,40,220.83328247070312
1810,40,220.83204650878906
1811,40,220.83087158203125
1812,40,220.82969665527344
1813,40,220.82850646972656
1814,40,220.8273162841797
1815,40,220.82620239257812
1816,40,220.82505798339844
1817,40,220.82395935058594
1818,40,220.8228302001953
1819,40,220.82174682617188
1820,40,220.82069396972656
1821,40,220.81961059570312
1822,40,220.818603515625
1823,40,220.81756591796875
1824,40,220.81654357910156
1825,40,220.8155517578125
1826,40,220.81455993652344
1827,40,220.81356811523438
1828,40,220.81263732910156
1829,40,220.8116912841797
1830,40,220.81076049804688
1831,40,220.8098602294922
1832,40,220.80892944335938
1833,40,220.80804443359375
1834,40,220.80714416503906
1835,40,220.80630493164062
1836,40,220.80545043945312
1837,40,220.80459594726562
1838,40,220.8037872314453
1839,40,220.80294799804688
1840,40,220.8021697998047
1841,40,220.80137634277344
1842,40,220.8006134033203
1843,40,220.79981994628906
1844,40,220.79910278320312
1845,40,220.79832458496094
1846,40,220.79762268066406
1847,40,220.79690551757812
1848,40,220.7961883544922
1849,40,220.79551696777344
1850,40,220.7947998046875
1851,40,220.7941436767578
1852,40,220.7935028076172
1853,40,220.79286193847656
1854,40,220.79220581054688
1855,40,220.79156494140625
1856,40,220.79095458984375
1857,40,220.7903594970703
1858,40,220.78976440429688
1859,40,220.78916931152344
1860,40,220.7886505126953
1861,40,220.78805541992188
1862,40,220.7875213623047
1863,40,220.78697204589844
1864,40,220.7864532470703
1865,40,220.78591918945312
1866,40,220.785400390625
1867,40,220.78494262695312
1868,40,220.784423828125
1869,40,220.78396606445312
1870,40,220.78347778320312
1871,40,220.78302001953125
1872,40,220.78257751464844
1873,40,220.78211975097656
1874,40,220.78170776367188
1875,40,220.78126525878906
1876,40,220.78089904785156
1877,40,220.78048706054688
1878,40,220.78005981445312
1879,40,220.77969360351562
1880,40,220.779296875
1881,40,220.7789306640625
1882,40,220.778564453125
1883,40,220.77821350097656
1884,40,220.77786254882812
1885,40,220.77752685546875
1886,40,220.77719116210938
1887,40,220.77688598632812
1888,40,220.77658081054688
1889,40,220.77627563476562
1890,40,220.77597045898438
1891,40,220.7756805419922
1892,40,220.775390625
1893,40,220.77511596679688
1894,40,220.7748260498047
1895,40,220.7746124267578
1896,40,220.7743377685547
1897,40,220.77407836914062
1898,40,220.77381896972656
1899,40,220.77359008789062
1900,40,220.77334594726562
1901,40,220.7731475830078
1902,40,220.77293395996094
1903,40,220.77273559570312
1904,40,220.7725372314453
1905,40,220.77232360839844
1906,40,220.77212524414062
1907,40,220.77195739746094
1908,40,220.77178955078125
1909,40,220.77162170410156
1910,40,220.7714385986328
1911,40,220.77127075195312
1912,40,220.7711181640625
1913,40,220.77096557617188
1914,40,220.7708282470703
1915,40,220.77069091796875
1916,40,220.77053833007812
1917,40,220.7704315185547
1918,40,220.77029418945312
1919,40,220.7701873779297
1920,40,220.7700653076172
1921,40,220.7699737548828
1922,40,220.76988220214844
1923,40,220.769775390625
1924,40,220.76968383789062
1925,40,220.76959228515625
1926,40,220.7694854736328
1927,40,220.7694091796875
1928,40,220.76934814453125
1929,40,220.76925659179688
1930,40,220.76919555664062
1931,40,220.76913452148438
1932,40,220.7690887451172
1933,40,220.7689971923828
1934,40,220.7689666748047
1935,40,220.76889038085938
1936,40,220.7688751220703
1937,40,220.7688446044922
1938,40,220.768798828125
1939,40,220.7687530517578
1940,40,220.76873779296875
1941,40,220.76870727539062
1942,40,220.76869201660156
1943,40,220.76866149902344
1944,40,220.76866149902344
1945,40,220.76864624023438
1946,40,220.7686309814453
1947,40,220.7686309814453
1948,40,220.7686309814453
1949,40,220.7686309814453
1950,40,220.7686004638672
1951,40,220.7686309814453
1952,40,220.76864624023438
1953,40,220.76864624023438
1954,40,220.7686767578125
1955,40,220.76866149902344
1956,40,220.76869201660156
1957,40,220.76870727539062
1958,40,220.7687530517578
1959,40,220.76878356933594
1960,40,220.768798828125
1961,40,220.76882934570312
1962,40,220.76885986328125
1963,40,220.76885986328125
1964,40,220.7689208984375
1965,40,220.7689666748047
1966,40,220.7689971923828
1967,40,220.76902770996094
1968,40,220.7690887451172
1969,40,220.76913452148438
1970,40,220.76922607421875
1971,40,220.76922607421875
1972,40,220.769287109375
1973,40,220.76934814453125
1974,40,220.7694091796875
1975,40,220.76947021484375
1976,40,220.76953125
1977,40,220.76959228515625
1978,40,220.76963806152344
1979,40,220.76971435546875
1980,40,220.769775390625
1981,40,220.7698516845703
1982,40,220.7698974609375
1983,40,220.76998901367188
1984,40,220.77005004882812
1985,40,220.7701416015625
1986,40,220.7701873779297
1987,40,220.77029418945312
1988,40,220.77035522460938
1989,40,220.7704620361328
1990,40,220.77052307128906
1991,40,220.77056884765625
1992,40,220.77069091796875
1993,40,220.77073669433594
1994,40,220.7708282470703
1995,40,220.7709503173828
1996,40,220.77099609375
1997,40,220.77110290527344
1998,40,220.7711639404297
1999,40,220.77127075195312
2000,50,255.3972930908203
2001,50,275.98779296875
2002,50,276.5164489746094
2003,50,280.0203552246094
2004,50,279.2423095703125
2005,50,278.7342224121094
2006,50,278.4920349121094
2007,50,278.6941833496094
2008,50,278.9193420410156
2009,50,279.083740234375
2010,50,279.23114013671875
2011,50,279.3947448730469
2012,50,279.5591125488281
2013,50,279.7017517089844
2014,50,279.8204040527344
2015,50,279.92230224609375
2016,50,280.01312255859375
2017,50,280.0938415527344
2018,50,280.1642150878906
2019,50,280.2247009277344
2020,50,280.2763671875
2021,50,280.3207092285156
2022,50,280.3592224121094
2023,50,280.39324951171875
2024,50,280.4242858886719
2025,50,280.45361328125
2026,50,280.4823913574219
2027,50,280.5115661621094
2028,50,280.5415954589844
2029,50,280.5727844238281
2030,50,280.6052551269531
2031,50,280.63885498046875
2032,50,280.67327880859375
2033,50,280.7082824707031
2034,50,280.7433166503906
2035,50,280.7781982421875
2036,50,280.81243896484375
2037,50,280.845703125
2038,50,280.87786865234375
2039,50,280.9087219238281
2040,50,280.9380798339844
2041,50,280.96600341796875
2042,50,280.992431640625
2043,50,281.01739501953125
2044,50,281.04095458984375
2045,50,281.06317138671875
2046,50,281.08416748046875
2047,50,281.10406494140625
2048,50,281.1228942871094
2049,50,281.1408386230469
2050,50,281.15789794921875
2051,50,281.17425537109375
2052,50,281.1898498535156
2053,50,281.2049255371094
2054,50,281.2193603515625
2055,50,281.2332763671875
2056,50,281.2466735839844
2057,50,281.2596435546875
2058,50,281.27215576171875
2059,50,281.28424072265625
2060,50,281.2959899902344
2061,50,281.30731201171875
2062,50,281.31829833984375
2063,50,281.328857421875
2064,50,281.3392028808594
2065,50,281.34912109375
2066,50,281.3587646484375
2067,50,281.3681945800781
2068,50,281.3772888183594
2069,50,281.3861999511719
2070,50,281.3948669433594
2071,50,281.4031982421875
2072,50,281.411376953125
2073,50,281.4194030761719
2074,50,281.4272155761719
2075,50,281.4348449707031
2076,50,281.4422912597656
2077,50,281.4495849609375
2078,50,281.4567565917969
2079,50,281.4637756347656
2080,50,281.47064208984375
2081,50,281.4774169921875
2082,50,281.48406982421875
2083,50,281.4905700683594
2084,50,281.4969787597656
2085,50,281.5033264160156
2086,50,281.509521484375
2087,50,281.5156555175781
2088,50,281.5216979980469
2089,50,281.5276184082031
2090,50,281.533447265625
2091,50,281.53924560546875
2092,50,281.544921875
2093,50,281.550537109375
2094,50,281.5560302734375
2095,50,281.5615234375
2096,50,281.5668640136719
2097,50,281.5721435546875
2098,50,281.577392578125
2099,50,281.58251953125
2100,50,281.5876159667969
2101,50,281.5926208496094
2102,50,281.59759521484375
2103,50,281.6024475097656
2104,50,281.6072998046875
2105,50,281.6120300292969
2106,50,281.61676025390625
2107,50,281.6213684082031
2108,50,281.6259765625
2109,50,281.6304626464844
2110,50,281.6349182128906
2111,50,281.6392822265625
2112,50,281.6436767578125
2113,50,281.64794921875
2114,50,281.65216064453125
2115,50,281.6563415527344
2116,50,281.66046142578125
2117,50,281.66455078125
2118,50,281.6685791015625
2119,50,281.6724853515625
2120,50,281.6763916015625
2121,50,281.6802673339844
2122,50,281.68408203125
2123,50,281.6877746582031
2124,50,281.6914978027344
2125,50,281.6951904296875
2126,50,281.69879150390625
2127,50,281.70233154296875
2128,50,281.70587158203125
2129,50,281.70928955078125
2130,50,281.7127380371094
2131,50,281.716064453125
2132,50,281.7193908691406
2133,50,281.72271728515625
2134,50,281.7259521484375
2135,50,281.72906494140625
2136,50,281.7322082519531
2137,50,281.7353820800781
2138,50,281.7383728027344
2139,50,281.7414855957031
2140,50,281.7444152832031
2141,50,281.7473449707031
2142,50,281.7502746582031
2143,50,281.75311279296875
2144,50,281.7559509277344
2145,50,281.7586975097656
2146,50,281.761474609375
2147,50,281.7641296386719
2148,50,281.7668151855469
2149,50,281.7694396972656
2150,50,281.7720031738281
2151,50,281.77459716796875
2152,50,281.777099609375
2153,50,281.77960205078125
2154,50,281.78204345703125
2155,50,281.78448486328125
2156,50,281.7868347167969
2157,50,281.7891845703125
2158,50,281.79150390625
2159,50,281.7937927246094
2160,50,281.7960510253906
2161,50,281.79827880859375
2162,50,281.8004455566406
2163,50,281.8025817871094
2164,50,281.80474853515625
2165,50,281.80682373046875
2166,50,281.8088684082031
2167,50,281.8109436035156
2168,50,281.81292724609375
2169,50,281.8149108886719
2170,50,281.8168640136719
2171,50,281.8187561035156
2172,50,281.8206481933594
2173,50,281.822509765625
2174,50,281.82440185546875
2175,50,281.826171875
2176,50,281.8280029296875
2177,50,281.82977294921875
2178,50,281.83148193359375
2179,50,281.8332214355469
2180,50,281.8348693847656
2181,50,281.8365478515625
2182,50,281.8381652832031
2183,50,281.8398132324219
2184,50,281.8413391113281
2185,50,281.84295654296875
2186,50,281.844482421875
2187,50,281.8460388183594
2188,50,281.8475036621094
2189,50,281.8489685058594
2190,50,281.8504638671875
2191,50,281.85186767578125
2192,50,281.8533020019531
2193,50,281.8547058105469
2194,50,281.8560791015625
2195,50,281.857421875
2196,50,281.8587646484375
2197,50,281.8600158691406
2198,50,281.861328125
2199,50,281.8626403808594
2200,50,281.8638610839844
2201,50,281.86505126953125
