step,mf,torque
303,3,-6.426149368286133
304,3,-6.421611785888672
305,3,-6.415782451629639
306,3,-6.4089508056640625
307,3,-6.401166915893555
308,3,-6.393060684204102
309,3,-6.384665489196777
310,3,-6.376389026641846
311,3,-6.368401527404785
312,3,-6.361059665679932
313,3,-6.354347229003906
314,3,-6.348535060882568
315,3,-6.343861103057861
316,3,-6.340173721313477
317,3,-6.3381853103637695
318,3,-6.337114334106445
319,3,-6.337879180908203
320,3,-6.340173721313477
321,3,-6.344099044799805
322,3,-6.349775314331055
323,3,-6.3570661544799805
324,3,-6.366209030151367
325,3,-6.377102851867676
326,3,-6.389780521392822
327,3,-6.404191970825195
328,3,-6.42048978805542
329,3,-6.43840217590332
330,3,-6.458218097686768
331,3,-6.479648113250732
332,3,-6.502676010131836
333,3,-6.527402877807617
334,3,-6.553574562072754
335,3,-6.581207752227783
336,3,-6.610217571258545
337,3,-6.640417098999023
338,3,-6.671976089477539
339,3,-6.704384803771973
340,3,-6.737728118896484
341,3,-6.771836280822754
342,3,-6.806437015533447
343,3,-6.841632843017578
344,3,-6.877066612243652
345,3,-6.912415504455566
346,3,-6.947900295257568
347,3,-6.982789993286133
348,3,-7.017306327819824
349,3,-7.050921440124512
350,3,-7.0836358070373535
351,3,-7.115262985229492
352,3,-7.145445346832275
353,3,-7.174200057983398
354,3,-7.201119899749756
355,3,-7.2260847091674805
356,3,-7.248874664306641
357,3,-7.269183158874512
358,3,-7.2874860763549805
359,3,-7.302832126617432
360,3,-7.315816402435303
361,3,-7.325791835784912
362,3,-7.33311653137207
363,3,-7.337399482727051
364,3,-7.338826656341553
365,3,-7.337127208709717
366,3,-7.332657814025879
367,3,-7.325112342834473
368,3,-7.314626693725586
369,3,-7.301319599151611
370,3,-7.285243034362793
371,3,-7.266412734985352
372,3,-7.244914531707764
373,3,-7.220850467681885
374,3,-7.194525718688965
375,3,-7.165855884552002
376,3,-7.135044574737549
377,3,-7.102313041687012
378,3,-7.067695140838623
379,3,-7.031462669372559
380,3,-6.993870735168457
381,3,-6.954969882965088
382,3,-6.914760589599609
383,3,-6.873854637145996
384,3,-6.832183837890625
385,3,-6.789986610412598
386,3,-6.747517108917236
387,3,-6.7048773765563965
388,3,-6.662322998046875
389,3,-6.619955539703369
390,3,-6.578080654144287
391,3,-6.53685188293457
392,3,-6.496285915374756
393,3,-6.456671237945557
394,3,-6.417940616607666
395,3,-6.3804168701171875
396,3,-6.3437933921813965
397,3,-6.308529376983643
398,3,-6.27421760559082
399,3,-6.241264820098877
400,10,19.320781707763672
401,10,34.34690856933594
402,10,31.560016632080078
403,10,34.82075119018555
404,10,31.613550186157227
405,10,35.39795684814453
406,10,34.747657775878906
407,10,36.2490119934082
408,10,36.47488784790039
409,10,36.715972900390625
410,10,37.11677169799805
411,10,37.01308822631836
412,10,37.22431564331055
413,10,37.08694839477539
414,10,37.10749435424805
415,10,36.996246337890625
416,10,36.91871643066406
417,10,36.818485260009766
418,10,36.7093620300293
419,10,36.611488342285156
420,10,36.505428314208984
421,10,36.41513442993164
422,10,36.32536697387695
423,10,36.247703552246094
424,10,36.175392150878906
425,10,36.110591888427734
426,10,36.05075454711914
427,10,35.994449615478516
428,10,35.94055938720703
429,10,35.886600494384766
430,10,35.83165740966797
431,10,35.774166107177734
432,10,35.71318817138672
433,10,35.64799880981445
434,10,35.57842254638672
435,10,35.50473403930664
436,10,35.42747497558594
437,10,35.3475341796875
438,10,35.26573944091797
439,10,35.183162689208984
440,10,35.100975036621094
441,10,35.01950454711914
442,10,34.939884185791016
443,10,34.862491607666016
444,10,34.7879524230957
445,10,34.71652603149414
446,10,34.648868560791016
447,10,34.58518981933594
448,10,34.525962829589844
449,10,34.471343994140625
450,10,34.42151641845703
451,10,34.376258850097656
452,10,34.33567428588867
453,10,34.2986946105957
454,10,34.264774322509766
455,10,34.23253631591797
456,10,34.20063781738281
457,10,34.16719055175781
458,10,34.13059997558594
459,10,34.08869171142578
460,10,34.03950881958008
461,10,33.98130416870117
462,10,33.9122200012207
463,10,33.830970764160156
464,10,33.736412048339844
465,10,33.627716064453125
466,10,33.50504684448242
467,10,33.36824035644531
468,10,33.21889114379883
469,10,33.05866622924805
470,10,32.890811920166016
471,10,32.71915054321289
472,10,32.548439025878906
473,10,32.384033203125
474,10,32.230674743652344
475,10,32.09174346923828
476,10,31.969449996948242
477,10,31.863914489746094
478,10,31.773807525634766
479,10,31.696619033813477
480,10,31.629405975341797
481,10,31.568870544433594
482,10,31.51249885559082
483,10,31.458303451538086
484,10,31.40487289428711
485,10,31.351882934570312
486,10,31.299148559570312
487,10,31.247400283813477
488,10,31.196672439575195
489,10,31.14822006225586
490,10,31.10216522216797
491,10,31.058931350708008
492,10,31.01877212524414
493,10,30.981809616088867
494,10,30.948007583618164
495,10,30.917110443115234
496,10,30.889070510864258
497,10,30.863544464111328
498,10,30.840312957763672
499,10,30.819204330444336
500,10,30.8001708984375
501,10,30.78280258178711
502,10,30.76694679260254
503,10,30.752620697021484
504,10,30.73944854736328
505,10,30.72738265991211
506,10,30.716354370117188
507,10,30.706207275390625
508,10,30.696928024291992
509,10,30.68838119506836
510,10,30.68035888671875
511,10,30.67286491394043
512,10,30.66584587097168
513,10,30.659183502197266
514,10,30.652828216552734
515,10,30.646591186523438
516,10,30.64031982421875
517,10,30.634065628051758
518,10,30.627744674682617
519,10,30.62113380432129
520,10,30.614164352416992
521,10,30.606840133666992
522,10,30.599225997924805
523,10,30.591154098510742
524,10,30.58257293701172
525,10,30.573854446411133
526,10,30.564693450927734
527,10,30.55553436279297
528,10,30.546186447143555
529,10,30.536754608154297
530,10,30.527475357055664
531,10,30.518178939819336
532,10,30.50908660888672
533,10,30.50014877319336
534,10,30.491531372070312
535,10,30.48318862915039
536,10,30.475013732910156
537,10,30.467161178588867
538,10,30.459598541259766
539,10,30.45225715637207
540,10,30.445188522338867
541,10,30.438373565673828
542,10,30.431659698486328
543,10,30.42525291442871
544,10,30.418880462646484
545,10,30.412677764892578
546,10,30.4066104888916
547,10,30.40062713623047
548,10,30.39474868774414
549,10,30.38890266418457
550,10,30.38322639465332
551,10,30.37755012512207
552,10,30.371822357177734
553,10,30.36623191833496
554,10,30.360708236694336
555,10,30.35511589050293
556,10,30.349729537963867
557,10,30.344274520874023
558,10,30.3389892578125
559,10,30.333703994750977
560,10,30.328519821166992
561,10,30.32343864440918
562,10,30.318391799926758
563,10,30.31349754333496
564,10,30.308618545532227
565,10,30.304048538208008
566,10,30.299341201782227
567,10,30.295005798339844
568,10,30.29051971435547
569,10,30.286508560180664
570,10,30.282312393188477
571,10,30.278505325317383
572,10,30.274612426757812
573,10,30.270856857299805
574,10,30.267271041870117
575,10,30.263736724853516
576,10,30.260303497314453
577,10,30.256990432739258
578,10,30.253623962402344
579,10,30.250276565551758
580,10,30.246843338012695
581,10,30.243478775024414
582,10,30.23987579345703
583,10,30.23617172241211
584,10,30.232261657714844
585,10,30.228099822998047
586,10,30.22361183166504
587,10,30.218700408935547
588,10,30.213552474975586
589,10,30.20799446105957
590,10,30.20207977294922
591,10,30.195825576782227
592,10,30.189231872558594
593,10,30.182537078857422
594,10,30.175382614135742
595,10,30.16805648803711
596,10,30.160409927368164
597,10,30.152048110961914
598,10,30.14322853088379
599,10,30.133506774902344
600,10,30.12257957458496
601,10,30.110565185546875
602,10,30.097240447998047
603,10,30.08267593383789
604,10,30.06695556640625
605,10,30.05028533935547
606,10,30.03272819519043
607,10,30.014612197875977
608,10,29.996021270751953
609,10,29.977344512939453
610,10,29.95849609375
611,10,29.939701080322266
612,10,29.921260833740234
613,10,29.903095245361328
614,10,29.885419845581055
615,10,29.86830711364746
616,10,29.851804733276367
617,10,29.836084365844727
618,10,29.820907592773438
619,10,29.806854248046875
620,10,29.79351234436035
621,10,29.781158447265625
622,10,29.76961898803711
623,10,29.75909996032715
624,10,29.74946403503418
625,10,29.740541458129883
626,10,29.7326717376709
627,10,29.72551727294922
628,10,29.719127655029297
629,10,29.713468551635742
630,10,29.708471298217773
631,10,29.704105377197266
632,10,29.700281143188477
633,10,29.69713592529297
634,10,29.694366455078125
635,10,29.692140579223633
636,10,29.69035530090332
637,10,29.68887710571289
638,10,29.687654495239258
639,10,29.686838150024414
640,10,29.686277389526367
641,10,29.68598747253418
642,10,29.685768127441406
643,10,29.685937881469727
644,10,29.68609046936035
645,10,29.686378479003906
646,10,29.686973571777344
647,10,29.687551498413086
648,10,29.688215255737305
649,10,29.688928604125977
650,10,29.68988037109375
651,10,29.690542221069336
652,10,29.691545486450195
653,10,29.692598342895508
654,10,29.693449020385742
655,10,29.694366455078125
656,10,29.6953182220459
657,10,29.69620132446289
658,10,29.69723892211914
659,10,29.698122024536133
660,10,29.699073791503906
661,10,29.69995880126953
662,10,29.700908660888672
663,10,29.70167350769043
664,10,29.702455520629883
665,10,29.703340530395508
666,10,29.70408821105957
667,10,29.704801559448242
668,10,29.70549774169922
669,10,29.706144332885742
670,10,29.706771850585938
671,10,29.70734977722168
672,10,29.707860946655273
673,10,29.70831871032715
674,10,29.708778381347656
675,10,29.709117889404297
676,10,29.7093563079834
677,10,29.709577560424805
678,10,29.709747314453125
679,10,29.70986557006836
680,10,29.70983123779297
681,10,29.709712982177734
682,10,29.70956039428711
683,10,29.70939064025879
684,10,29.708999633789062
685,10,29.70859146118164
686,10,29.70787811279297
687,10,29.707265853881836
688,10,29.706382751464844
689,10,29.705413818359375
690,10,29.70425796508789
691,10,29.702932357788086
692,10,29.7015380859375
693,10,29.70002555847168
694,10,29.698087692260742
695,10,29.696134567260742
696,10,29.69400978088379
697,10,29.69169807434082
698,10,29.68904685974121
699,10,29.686328887939453
700,10,29.683303833007812
701,10,29.68004035949707
702,10,29.676658630371094
703,10,29.672903060913086
704,10,29.669078826904297
705,10,29.664915084838867
706,10,29.660581588745117
707,10,29.655925750732422
708,10,29.6512508392334
709,10,29.646135330200195
710,10,29.641036987304688
711,10,29.635581970214844
712,10,29.62999153137207
713,10,29.624162673950195
714,10,29.618162155151367
715,10,29.611907958984375
716,10,29.60573959350586
717,10,29.599231719970703
718,10,29.592636108398438
719,10,29.585906982421875
720,10,29.57907485961914
721,10,29.572242736816406
722,10,29.56522560119629
723,10,29.55820655822754
724,10,29.551101684570312
725,10,29.544082641601562
726,10,29.53701400756836
727,10,29.529739379882812
728,10,29.52263641357422
729,10,29.515533447265625
730,10,29.50846290588379
731,10,29.501375198364258
732,10,29.49445915222168
733,10,29.48744010925293
734,10,29.480558395385742
735,10,29.47381019592285
736,10,29.46708106994629
737,10,29.460487365722656
738,10,29.454011917114258
739,10,29.4475040435791
740,10,29.44121551513672
741,10,29.434978485107422
742,10,29.42889404296875
743,10,29.422996520996094
744,10,29.417116165161133
745,10,29.411373138427734
746,10,29.405662536621094
747,10,29.400259017944336
748,10,29.394989013671875
749,10,29.389720916748047
750,10,29.38459014892578
751,10,29.379592895507812
752,10,29.374732971191406
753,10,29.370075225830078
754,10,29.365402221679688
755,10,29.360881805419922
756,10,29.356531143188477
757,10,29.352214813232422
758,10,29.348051071166992
759,10,29.343955993652344
760,10,29.34008026123047
761,10,29.336273193359375
762,10,29.332517623901367
763,10,29.32893180847168
764,10,29.325294494628906
765,10,29.32198143005371
766,10,29.318531036376953
767,10,29.315353393554688
768,10,29.312294006347656
769,10,29.30908203125
770,10,29.306108474731445
771,10,29.303184509277344
772,10,29.300432205200195
773,10,29.29755973815918
774,10,29.29497718811035
775,10,29.292360305786133
776,10,29.289878845214844
777,10,29.2874813079834
778,10,29.284984588623047
779,10,29.282690048217773
780,10,29.280412673950195
781,10,29.27821922302246
782,10,29.27609634399414
783,10,29.27405548095703
784,10,29.272085189819336
785,10,29.270063400268555
786,10,29.268091201782227
787,10,29.266305923461914
788,10,29.264419555664062
789,10,29.262653350830078
790,10,29.261005401611328
791,10,29.259424209594727
792,10,29.2576904296875
793,10,29.256093978881836
794,10,29.25456428527832
795,10,29.253101348876953
796,10,29.251588821411133
797,10,29.25023078918457
798,10,29.248836517333984
799,10,29.247425079345703
800,20,79.00514221191406
801,20,87.13166809082031
802,20,86.36953735351562
803,20,90.3575439453125
804,20,93.97505950927734
805,20,94.7333755493164
806,20,94.31440734863281
807,20,93.44769287109375
808,20,92.89868927001953
809,20,92.78607940673828
810,20,92.87720489501953
811,20,92.94400024414062
812,20,92.95316314697266
813,20,92.93372344970703
814,20,92.9233169555664
815,20,92.9281234741211
816,20,92.94505310058594
817,20,92.96796417236328
818,20,92.9959945678711
819,20,93.02850341796875
820,20,93.0650405883789
821,20,93.10363006591797
822,20,93.14250183105469
823,20,93.17993927001953
824,20,93.21513366699219
825,20,93.24748992919922
826,20,93.277099609375
827,20,93.30390167236328
828,20,93.32833099365234
829,20,93.35050201416016
830,20,93.37110900878906
831,20,93.39025115966797
832,20,93.40841674804688
833,20,93.42574310302734
834,20,93.4426040649414
835,20,93.4588851928711
836,20,93.47488403320312
837,20,93.49072265625
838,20,93.5064468383789
839,20,93.5219955444336
840,20,93.53776550292969
841,20,93.55340576171875
842,20,93.56914520263672
843,20,93.5849380493164
844,20,93.60089111328125
845,20,93.61681365966797
846,20,93.63284301757812
847,20,93.64892578125
848,20,93.6650161743164
849,20,93.6810531616211
850,20,93.69703674316406
851,20,93.7130126953125
852,20,93.728759765625
853,20,93.74440002441406
854,20,93.75985717773438
855,20,93.77517700195312
856,20,93.79013061523438
857,20,93.80497741699219
858,20,93.819580078125
859,20,93.83387756347656
860,20,93.84799194335938
861,20,93.86177062988281
862,20,93.8753433227539
863,20,93.88866424560547
864,20,93.90166473388672
865,20,93.91452026367188
866,20,93.92700958251953
867,20,93.93938446044922
868,20,93.95147705078125
869,20,93.9632797241211
870,20,93.97496032714844
871,20,93.9863052368164
872,20,93.99754333496094
873,20,94.00852966308594
874,20,94.01930236816406
875,20,94.0299301147461
876,20,94.04032135009766
877,20,94.05046081542969
878,20,94.0605697631836
879,20,94.07032012939453
880,20,94.08001708984375
881,20,94.0894546508789
882,20,94.09881591796875
883,20,94.10796356201172
884,20,94.11687469482422
885,20,94.12571716308594
886,20,94.13429260253906
887,20,94.14282989501953
888,20,94.15116119384766
889,20,94.15926361083984
890,20,94.16728973388672
891,20,94.1751480102539
892,20,94.18281555175781
893,20,94.19041442871094
894,20,94.19786834716797
895,20,94.2051010131836
896,20,94.21227264404297
897,20,94.21928405761719
898,20,94.22621154785156
899,20,94.23294830322266
900,20,94.2396240234375
901,20,94.24607849121094
902,20,94.25255584716797
903,20,94.25881958007812
904,20,94.26499938964844
905,20,94.27105712890625
906,20,94.27696228027344
907,20,94.28288269042969
908,20,94.28856658935547
909,20,94.29431915283203
910,20,94.29986572265625
911,20,94.30531311035156
912,20,94.3106918334961
913,20,94.3159408569336
914,20,94.3211669921875
915,20,94.32626342773438
916,20,94.3313217163086
917,20,94.33628845214844
918,20,94.34117889404297
919,20,94.34599304199219
920,20,94.35071563720703
921,20,94.35537719726562
922,20,94.3600082397461
923,20,94.36451721191406
924,20,94.36897277832031
925,20,94.37336730957031
926,20,94.37765502929688
927,20,94.38199615478516
928,20,94.38616943359375
929,20,94.39032745361328
930,20,94.39445495605469
931,20,94.39852142333984
932,20,94.40251922607422
933,20,94.40642547607422
934,20,94.41036224365234
935,20,94.41417694091797
936,20,94.41796112060547
937,20,94.42172241210938
938,20,94.42544555664062
939,20,94.42906951904297
940,20,94.43269348144531
941,20,94.43629455566406
942,20,94.43982696533203
943,20,94.4432601928711
944,20,94.4468002319336
945,20,94.45015716552734
946,20,94.45355987548828
947,20,94.45692443847656
948,20,94.46016693115234
949,20,94.46347045898438
950,20,94.4666748046875
951,20,94.46990966796875
952,20,94.47308349609375
953,20,94.47618865966797
954,20,94.47930908203125
955,20,94.48236083984375
956,20,94.4853744506836
957,20,94.48835754394531
958,20,94.49138641357422
959,20,94.49432373046875
960,20,94.49726104736328
961,20,94.50013732910156
962,20,94.50304412841797
963,20,94.50582122802734
964,20,94.50871276855469
965,20,94.51142883300781
966,20,94.51420593261719
967,20,94.51693725585938
968,20,94.5196762084961
969,20,94.52228546142578
970,20,94.52499389648438
971,20,94.52759552001953
972,20,94.53022766113281
973,20,94.53280639648438
974,20,94.53533935546875
975,20,94.5379409790039
976,20,94.54039764404297
977,20,94.54290771484375
978,20,94.54542541503906
979,20,94.5478515625
980,20,94.5503158569336
981,20,94.55268859863281
982,20,94.5550537109375
983,20,94.55745697021484
984,20,94.55973815917969
985,20,94.56214141845703
986,20,94.56441497802734
987,20,94.5666732788086
988,20,94.5689697265625
989,20,94.57112121582031
990,20,94.57349395751953
991,20,94.57559204101562
992,20,94.57781982421875
993,20,94.5799789428711
994,20,94.58212280273438
995,20,94.58425903320312
996,20,94.58635711669922
997,20,94.58845520019531
998,20,94.59051513671875
999,20,94.59262084960938
1000,20,94.59464263916016
1001,20,94.59658813476562
1002,20,94.59862518310547
1003,20,94.60062408447266
1004,20,94.60259246826172
1005,20,94.60452270507812
1006,20,94.60645294189453
1007,20,94.60836029052734
1008,20,94.61031341552734
1009,20,94.61214447021484
1010,20,94.61408233642578
1011,20,94.61590576171875
1012,20,94.61778259277344
1013,20,94.61956787109375
1014,20,94.62133026123047
1015,20,94.62318420410156
1016,20,94.62486267089844
1017,20,94.6266860961914
1018,20,94.62837982177734
1019,20,94.6301040649414
1020,20,94.63182830810547
1021,20,94.63350677490234
1022,20,94.63519287109375
1023,20,94.63687133789062
1024,20,94.63847351074219
1025,20,94.64012145996094
1026,20,94.64171600341797
1027,20,94.64334106445312
1028,20,94.64497375488281
1029,20,94.64649200439453
1030,20,94.64807891845703
1031,20,94.64957427978516
1032,20,94.6511459350586
1033,20,94.65260314941406
1034,20,94.65415954589844
1035,20,94.65557098388672
1036,20,94.65714263916016
1037,20,94.65852355957031
1038,20,94.65997314453125
1039,20,94.66139221191406
1040,20,94.66282653808594
1041,20,94.66426086425781
1042,20,94.66560363769531
1043,20,94.66703796386719
1044,20,94.66839599609375
1045,20,94.66974639892578
1046,20,94.6709976196289
1047,20,94.6723861694336
1048,20,94.67367553710938
1049,20,94.67499542236328
1050,20,94.67622375488281
1051,20,94.67758178710938
1052,20,94.67877197265625
1053,20,94.68006896972656
1054,20,94.68128967285156
1055,20,94.6825180053711
1056,20,94.68372344970703
1057,20,94.68492126464844
1058,20,94.6860580444336
1059,20,94.6872787475586
1060,20,94.68840789794922
1061,20,94.68960571289062
1062,20,94.69076538085938
1063,20,94.69184875488281
1064,20,94.69300842285156
1065,20,94.6941146850586
1066,20,94.69512939453125
1067,20,94.69619750976562
1068,20,94.69731903076172
1069,20,94.6983642578125
1070,20,94.69935607910156
1071,20,94.70047760009766
1072,20,94.70146942138672
1073,20,94.70248413085938
1074,20,94.7034683227539
1075,20,94.7044677734375
1076,20,94.70545959472656
1077,20,94.70636749267578
1078,20,94.70738220214844
1079,20,94.70832824707031
1080,20,94.70927429199219
1081,20,94.71015167236328
1082,20,94.7110824584961
1083,20,94.71199035644531
1084,20,94.71290588378906
1085,20,94.71377563476562
1086,20,94.71463775634766
1087,20,94.71548461914062
1088,20,94.71636962890625
1089,20,94.71722412109375
1090,20,94.71802520751953
1091,20,94.71881866455078
1092,20,94.71968841552734
1093,20,94.72049713134766
1094,20,94.7213134765625
1095,20,94.72209167480469
1096,20,94.72283172607422
1097,20,94.7236557006836
1098,20,94.724365234375
1099,20,94.72511291503906
1100,20,94.7258071899414
1101,20,94.72653198242188
1102,20,94.727294921875
1103,20,94.72798156738281
1104,20,94.72867584228516
1105,20,94.72931671142578
1106,20,94.7300796508789
1107,20,94.73066711425781
1108,20,94.73136901855469
1109,20,94.73202514648438
1110,20,94.73267364501953
1111,20,94.73326110839844
1112,20,94.73387145996094
1113,20,94.73452758789062
1114,20,94.73512268066406
1115,20,94.73570251464844
1116,20,94.73631286621094
1117,20,94.73684692382812
1118,20,94.73743438720703
