speed_actual,speed_target,soc,ice_torque,nox,fuel,fuel_tot_gps,co2_tp_gps,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc,em1_torque_ist_nm,em2_torque_ist_nm,sun_speed_rpm,ring_speed_rpm
1.6875305,50.0,0.7011519,-2.0917206,0.0,0.0,-0.003335476,-0.0005452633,False,0.0,289.003173828125,1.9043177,-0.05957397073507309,7.520312309265137,-37.76473617553711,20.648204803466797
2.8636894,50.0,0.6996982,36.300476,0.00955829,24.462968826293945,1.9326372,0.007952571,True,3590.54296875,391.443603515625,0.0618428,4.994032859802246,-4.922093391418457,676.2222900390625,-70.5447769165039
3.2423096,50.0,0.69976497,135.50601,0.027010888,62.10484313964844,4.631007,-0.008787513,True,3770.57568359375,373.6129150390625,0.120577216,-6.177783489227295,21.53337287902832,2366.6953125,-54.2793083190918
4.6449623,50.0,0.698686,225.37671,0.056135055,69.81074523925781,6.4221826,-0.022695422,True,3975.895751953125,415.79644775390625,0.050970912,-42.82357406616211,140.4461212158203,5271.41845703125,-45.721622467041016
6.905407,50.0,0.6977929,273.06915,0.0827806,69.82527160644531,7.5189285,-0.013123572,True,3976.695556640625,417.19732666015625,0.045493245,-87.25272369384766,311.3501281738281,7455.8203125,-8.230084419250488
10.378941,50.0,0.6976428,290.48026,0.09739044,69.79995727539062,8.165861,-0.0061683655,True,3970.607666015625,417.76214599609375,0.04736781,-109.21770477294922,396.1327819824219,8525.4345703125,106.44772338867188
14.179779,50.0,0.6977665,300.0,0.10058868,69.8283920288086,8.48779,-0.0015141368,True,3959.8388671875,419.34210205078125,0.04067123,-123.91999816894531,404.71826171875,8720.244140625,212.16476440429688
17.89112,50.0,0.69808733,300.0,0.09675281,69.76475524902344,8.699637,-0.0015277267,True,3960.999267578125,419.11517333984375,0.04121661,-132.01577758789062,408.4116516113281,8819.798828125,276.5395812988281
21.634768,50.0,0.6985924,300.0,0.08962102,69.77203369140625,8.829409,-0.0057828426,True,3964.300048828125,418.83392333984375,0.03787279,-133.68165588378906,404.0390930175781,8894.103515625,313.02996826171875
25.22547,50.0,0.69914293,300.0,0.08164427,69.77543640136719,8.886777,-0.011493862,True,3968.77099609375,418.567626953125,0.035846233,-133.77903747558594,405.62579345703125,8943.455078125,345.0715026855469
28.707214,50.0,0.69967145,300.0,0.07441347,69.7738265991211,8.905132,-0.016772866,True,3972.13818359375,418.40252685546875,0.034809113,-134.47940063476562,411.2511291503906,8914.423828125,396.4648742675781
32.08217,50.0,0.70017785,300.0,0.06867058,69.77789306640625,8.912466,-0.02103889,True,3976.52294921875,418.267822265625,0.0338912,-135.31224060058594,411.6720275878906,8859.4921875,457.6095275878906
35.33738,50.0,0.7006743,300.0,0.064567216,69.82115173339844,8.909092,-0.023999453,True,3978.358154296875,417.28265380859375,0.036787987,-136.84646606445312,407.49273681640625,8797.3095703125,517.80078125
38.49909,50.0,0.7011516,300.0,0.06211066,69.6897964477539,8.84381,-0.024101257,True,3952.365966796875,412.607177734375,0.059360266,-139.65625,400.09130859375,8674.4765625,575.4276733398438
41.580715,50.0,0.70160633,300.0,0.061399795,69.52725219726562,8.738338,-0.019965887,True,3899.275390625,400.99169921875,0.09252727,-142.21875,387.3070373535156,8483.251953125,631.5745849609375
44.56535,50.0,0.7020513,300.0,0.062364668,69.17584228515625,8.455637,-0.009042144,True,3736.12451171875,372.302734375,0.15827417,-150.5855255126953,361.1452331542969,8050.72119140625,687.1693725585938
47.132942,50.0,0.7025721,300.0,0.066350415,65.30814361572266,7.9097633,0.0015150905,True,3582.9228515625,224.16156005859375,0.29507875,-148.11770629882812,215.9888458251953,7604.443359375,745.973876953125
49.013096,50.0,0.7032051,300.0,0.071372524,56.62151336669922,6.951067,0.013472348,True,3526.04150390625,-23.48516845703125,0.40041804,-132.6753387451172,-39.17000198364258,7427.498046875,780.10400390625
50.150734,50.0,0.7038749,296.11472,0.07173188,52.395633697509766,6.2342043,0.02479133,True,3447.536376953125,-185.87167358398438,0.45866668,-123.56312561035156,-190.73765563964844,7290.3759765625,780.4863891601562
50.26231,50.0,0.7045097,261.1747,0.06964526,46.16027069091797,5.403377,0.027446121,True,3420.097412109375,-240.10061645507812,0.5679816,-107.90657043457031,-243.26548767089844,7149.47509765625,778.4411010742188
49.501568,50.0,0.70504403,253.31274,0.07058268,46.62154769897461,5.3820267,0.029863894,True,3405.291015625,-226.26783752441406,0.5453855,-105.53252410888672,-227.392822265625,7117.6298828125,772.9423828125
48.540493,50.0,0.7054526,270.24948,0.08170104,52.13350296020508,6.105151,0.0253568,True,3461.77001953125,-163.7755126953125,0.48144162,-110.66597747802734,-163.6958770751953,7258.8564453125,764.4146118164062
47.886925,50.0,0.7058036,287.06326,0.09985365,53.816646575927734,6.2944217,0.023548722,True,3487.841552734375,-99.05313110351562,0.44976473,-119.53893280029297,-98.17817687988281,7306.42626953125,763.4209594726562
47.53985,50.0,0.70615745,282.00198,0.114889495,52.40504455566406,6.156682,0.029445946,True,3505.76611328125,-73.03036499023438,0.42416155,-116.82465362548828,-72.02384185791016,7319.9267578125,770.0496215820312
47.40445,50.0,0.70656437,275.85324,0.12075999,51.553428649902344,6.0659523,0.03299856,True,3516.806884765625,-52.88330078125,0.40869713,-114.47217559814453,-52.567359924316406,7353.52294921875,777.323486328125
47.402912,50.0,0.7070247,271.63385,0.12374171,50.74057388305664,6.0126343,0.03259772,True,3526.456787109375,-44.47430419921875,0.4022628,-112.60174560546875,-44.9449577331543,7363.7021484375,785.8657836914062
47.53367,50.0,0.7075043,268.5493,0.12828031,50.10932159423828,5.9399834,0.034856558,True,3529.2294921875,-47.104705810546875,0.40114522,-111.59304809570312,-47.72868728637695,7364.05029296875,792.9721069335938
47.76365,50.0,0.70798,262.10422,0.1316001,48.714759826660156,5.7520866,0.04012832,True,3527.821533203125,-67.10739135742188,0.40428936,-108.92713165283203,-68.46607208251953,7342.892578125,800.2276000976562
48.03336,50.0,0.7084442,255.42383,0.13101009,47.66153335571289,5.602087,0.046641946,True,3520.593505859375,-90.36520385742188,0.4115075,-106.30309295654297,-91.81928253173828,7315.72265625,805.91162109375
48.263336,50.0,0.70890045,251.1023,0.12889872,46.93312072753906,5.5046716,0.051732004,True,3511.85400390625,-111.83038330078125,0.4213035,-104.45763397216797,-113.25303649902344,7288.71484375,810.4575805664062
48.40255,50.0,0.70935243,248.40051,0.12785931,46.46050262451172,5.4380736,0.057169616,True,3504.13525390625,-128.09075927734375,0.43019056,-103.33392333984375,-129.20045471191406,7269.76904296875,812.6173095703125
48.442604,50.0,0.70979804,245.84125,0.1278116,46.04142761230469,5.377483,0.06380382,True,3499.849365234375,-137.3140869140625,0.43547153,-102.19047546386719,-138.15310668945312,7259.35888671875,812.5880126953125
48.409733,50.0,0.7102341,243.79147,0.12771666,45.776710510253906,5.342861,0.07109797,True,3499.484619140625,-138.0751953125,0.436756,-101.26895141601562,-138.66253662109375,7259.767578125,811.1312866210938
48.338757,50.0,0.71066,242.54068,0.1275329,45.62624740600586,5.3305407,0.07783651,True,3502.51220703125,-132.69186401367188,0.435251,-100.68389892578125,-133.11358642578125,7267.71728515625,809.5289916992188
48.25843,50.0,0.7110788,241.77661,0.12764539,45.53184509277344,5.327147,0.08423942,True,3507.236572265625,-124.60791015625,0.4322946,-100.34929656982422,-124.95211791992188,7279.1884765625,808.4927978515625
48.186794,50.0,0.71149266,240.97903,0.12795141,45.41703796386719,5.3199816,0.09072164,True,3512.22802734375,-116.60861206054688,0.4288733,-100.02500915527344,-116.96595764160156,7290.12109375,808.2908935546875
48.133263,50.0,0.71190345,240.17639,0.12804176,45.307952880859375,5.3121333,0.09723255,True,3516.528076171875,-109.68890380859375,0.4257202,-99.7183837890625,-110.09285736083984,7298.98388671875,808.8327026367188
48.102116,50.0,0.7123131,239.55737,0.12780537,45.225040435791016,5.3064837,0.10344696,True,3519.80078125,-104.26849365234375,0.4232794,-99.491455078125,-104.7228775024414,7304.97509765625,810.0045166015625
48.093468,50.0,0.7127229,239.11752,0.12736924,45.15941619873047,5.3011146,0.1094456,True,3521.90966796875,-100.78958129882812,0.42172372,-99.34192657470703,-101.28883361816406,7307.79296875,811.6691284179688
