ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,10.0,298.0,1.0,2500.0,0.0,NaN,0.0
3992.6226,11.139175,298.0,1.0,3992.6226,0.0,NaN,0.6291777
4415.7515,4.544199,298.0,1.0,4415.7515,0.0,NaN,7.437429
4093.3687,3.0,298.0,1.0,4093.3687,0.0,NaN,0.0
4368.6665,10.390773,298.0,1.0,4368.6665,0.0,NaN,0.0
4378.7764,16.100525,298.0,1.0,4378.7764,0.0,NaN,7.3206573
4257.345,9.609221,298.0,1.0,4257.345,0.0,NaN,0.3142327
4349.1963,8.983512,298.0,1.0,4349.1963,0.0,NaN,6.972325
3790.0454,12.221057,298.0,1.0,3790.0454,0.0,NaN,12.595025
4163.0635,7.5595837,298.0,1.0,4163.0635,0.0,NaN,0.0
4143.881,8.631081,298.0,1.0,4143.881,0.0,NaN,0.0
4019.9082,3.8260899,298.0,1.0,4019.9082,0.0,NaN,0.8219421
3905.206,9.0422325,298.0,1.0,3905.206,0.0,NaN,1.4114738
4262.2544,9.70513,298.0,1.0,4262.2544,0.0,NaN,11.101139
4482.5312,7.9490547,298.0,1.0,4482.5312,0.0,NaN,7.3869348
4326.6797,17.39774,298.0,1.0,4326.6797,0.0,NaN,11.011609
4227.3306,13.517512,298.0,1.0,4227.3306,0.0,NaN,0.017386675
4323.6816,11.78615,298.0,1.0,4323.6816,0.0,NaN,8.689162
3963.638,10.651759,298.0,1.0,3963.638,0.0,NaN,4.92422
4255.824,8.778405,298.0,1.0,4255.824,0.0,NaN,14.052788
4338.305,8.533557,298.0,1.0,4338.305,0.0,NaN,0.9228051
4391.3027,13.306268,298.0,1.0,4391.3027,0.0,NaN,0.0
4165.679,7.5487013,298.0,1.0,4165.679,0.0,NaN,0.0
4287.3687,12.786565,298.0,1.0,4287.3687,0.0,NaN,19.903664
3895.89,13.54984,298.0,1.0,3895.89,0.0,NaN,3.6817284
4250.3984,9.658373,298.0,1.0,4250.3984,0.0,NaN,11.046505
3911.9407,7.3674436,298.0,1.0,3911.9407,0.0,NaN,7.46257
3585.9578,11.0073595,298.0,1.0,3585.9578,0.0,NaN,11.106652
3455.4546,11.229326,298.0,1.0,3455.4546,0.0,NaN,4.373917
3874.1692,11.140511,298.0,1.0,3874.1692,0.0,NaN,8.531398
3864.5356,12.027352,298.0,1.0,3864.5356,0.0,NaN,0.0
4062.346,3.179001,298.0,1.0,4062.346,0.0,NaN,12.55917
4114.8945,3.0,298.0,1.0,4114.8945,0.0,NaN,8.233237
4500.0,9.919096,298.0,1.0,4500.0,0.0,NaN,4.3751774
4500.0,14.9287615,298.0,1.0,4500.0,0.0,NaN,11.182806
4500.0,11.09069,298.0,1.0,4500.0,0.0,NaN,18.972973
3609.9265,9.886168,298.0,1.0,3609.9265,0.0,NaN,12.3547945
4194.021,4.0078664,298.0,1.0,4194.021,0.0,NaN,14.210632
4142.997,4.9556065,298.0,1.0,4142.997,0.0,NaN,21.757608
3832.153,14.648557,298.0,1.0,3832.153,0.0,NaN,9.416684
3901.0518,15.813203,298.0,1.0,3901.0518,0.0,NaN,5.538538
3943.7598,17.037607,298.0,1.0,3943.7598,0.0,NaN,9.99262
4187.6343,12.50143,298.0,1.0,4187.6343,0.0,NaN,4.610446
4263.6616,6.6690645,298.0,1.0,4263.6616,0.0,NaN,0.0
4372.7046,3.0,298.0,1.0,4372.7046,0.0,NaN,5.215201
4127.3267,3.0,298.0,1.0,4127.3267,0.0,NaN,14.980972
4202.082,10.965962,298.0,1.0,4202.082,0.0,NaN,8.9998665
4398.8623,12.905929,298.0,1.0,4398.8623,0.0,NaN,7.3621154
4322.326,12.055736,298.0,1.0,4322.326,0.0,NaN,8.721122
4219.4834,12.360221,298.0,1.0,4219.4834,0.0,NaN,4.0267377
4358.584,11.341235,298.0,1.0,4358.584,0.0,NaN,0.0
4424.758,8.795221,298.0,1.0,4424.758,0.0,NaN,6.247914
4500.0,10.244335,298.0,1.0,4500.0,0.0,NaN,9.610918
4174.9595,15.46081,298.0,1.0,4174.9595,0.0,NaN,10.303497
