ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,50.0,298.0,1.0,2500.0,0.0,NaN,0.0
3052.0623,43.320465,298.0,1.0,3052.0623,0.0,NaN,12.2605
3472.4536,33.000206,298.0,1.0,3472.4536,0.0,NaN,9.611514
3765.0588,21.927252,298.0,1.0,3765.0588,0.0,NaN,15.225399
4208.7437,11.406581,298.0,1.0,4208.7437,0.0,NaN,7.4545116
3815.0554,9.241241,298.0,1.0,3815.0554,0.0,NaN,4.8478274
4058.8384,8.2388,298.0,1.0,4058.8384,0.0,NaN,4.9615803
4221.5054,8.419971,298.0,1.0,4221.5054,0.0,NaN,4.3818474
4500.0,12.372779,298.0,1.0,4500.0,0.0,NaN,8.348974
4180.907,13.039663,298.0,1.0,4180.907,0.0,NaN,13.95784
3963.503,15.259858,298.0,1.0,3963.503,0.0,NaN,5.0161095
4143.0093,11.27312,298.0,1.0,4143.0093,0.0,NaN,12.216246
3860.7944,7.842352,298.0,1.0,3860.7944,0.0,NaN,9.289896
4075.7026,9.495859,298.0,1.0,4075.7026,0.0,NaN,8.05794
3831.3118,12.212441,298.0,1.0,3831.3118,0.0,NaN,0.28935075
4332.543,12.451403,298.0,1.0,4332.543,0.0,NaN,3.246519
4428.6274,18.828566,298.0,1.0,4428.6274,0.0,NaN,1.787132
4453.0327,6.8191566,298.0,1.0,4453.0327,0.0,NaN,9.646738
3972.3596,12.65504,298.0,1.0,3972.3596,0.0,NaN,9.3435135
4177.649,12.691393,298.0,1.0,4177.649,0.0,NaN,13.578638
3990.435,13.807506,298.0,1.0,3990.435,0.0,NaN,0.0
4159.168,10.798864,298.0,1.0,4159.168,0.0,NaN,3.3760846
4304.731,12.831997,298.0,1.0,4304.731,0.0,NaN,13.436419
3862.369,16.107786,298.0,1.0,3862.369,0.0,NaN,7.087448
4015.6843,14.856942,298.0,1.0,4015.6843,0.0,NaN,11.618978
3613.6348,12.396708,298.0,1.0,3613.6348,0.0,NaN,12.023574
4178.9663,10.111241,298.0,1.0,4178.9663,0.0,NaN,8.045199
4500.0,14.92691,298.0,1.0,4500.0,0.0,NaN,5.5781336
4251.7876,17.000072,298.0,1.0,4251.7876,0.0,NaN,9.842118
3897.1387,15.1267185,298.0,1.0,3897.1387,0.0,NaN,12.42629
3959.201,15.287715,298.0,1.0,3959.201,0.0,NaN,10.922157
4042.0803,11.838229,298.0,1.0,4042.0803,0.0,NaN,11.732888
3945.086,8.202271,298.0,1.0,3945.086,0.0,NaN,19.05048
3973.5105,6.160231,298.0,1.0,3973.5105,0.0,NaN,18.7507
3955.887,10.730764,298.0,1.0,3955.887,0.0,NaN,2.8058858
4038.6335,13.200506,298.0,1.0,4038.6335,0.0,NaN,10.139545
4472.3926,3.0,298.0,1.0,4472.3926,0.0,NaN,12.170303
4319.2812,4.6663823,298.0,1.0,4319.2812,0.0,NaN,8.78121
4412.6104,3.7757716,298.0,1.0,4412.6104,0.0,NaN,8.884162
4478.6475,7.6794386,298.0,1.0,4478.6475,0.0,NaN,12.224934
4438.0054,5.353466,298.0,1.0,4438.0054,0.0,NaN,7.3955326
3836.542,11.963261,298.0,1.0,3836.542,0.0,NaN,8.6566925
3964.105,9.367844,298.0,1.0,3964.105,0.0,NaN,6.780368
4034.5884,12.399833,298.0,1.0,4034.5884,0.0,NaN,3.2534628
4367.16,6.741305,298.0,1.0,4367.16,0.0,NaN,15.083999
4248.4893,10.447308,298.0,1.0,4248.4893,0.0,NaN,7.5972023
4211.112,11.873458,298.0,1.0,4211.112,0.0,NaN,13.296202
4497.405,14.419319,298.0,1.0,4497.405,0.0,NaN,11.940956
3771.38,15.443458,298.0,1.0,3771.38,0.0,NaN,10.61235
4003.394,10.424385,298.0,1.0,4003.394,0.0,NaN,14.64417
3950.1565,11.0687275,298.0,1.0,3950.1565,0.0,NaN,15.562689
3871.1106,12.228527,298.0,1.0,3871.1106,0.0,NaN,5.337271
4190.413,6.116904,298.0,1.0,4190.413,0.0,NaN,4.6311083
4176.9023,6.6305947,298.0,1.0,4176.9023,0.0,NaN,5.851269
4302.769,13.221957,298.0,1.0,4302.769,0.0,NaN,5.8000565
4067.7783,11.481325,298.0,1.0,4067.7783,0.0,NaN,7.816619
3826.24,13.14111,298.0,1.0,3826.24,0.0,NaN,3.7687182
3997.2856,12.054706,298.0,1.0,3997.2856,0.0,NaN,4.83337
