ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,60.0,298.0,1.0,2500.0,0.0,NaN,0.0
2753.3003,45.6529,298.0,1.0,2753.3003,0.0,NaN,4.983404
2835.208,37.49222,298.0,1.0,2835.208,0.0,NaN,9.065562
3209.2864,32.105446,298.0,1.0,3209.2864,0.0,NaN,8.696503
3923.0046,23.672861,298.0,1.0,3923.0046,0.0,NaN,3.836149
3873.438,22.100697,298.0,1.0,3873.438,0.0,NaN,2.8392644
3849.238,15.532613,298.0,1.0,3849.238,0.0,NaN,9.06322
3983.1619,14.236023,298.0,1.0,3983.1619,0.0,NaN,4.472771
3974.699,7.466814,298.0,1.0,3974.699,0.0,NaN,0.0
4086.9329,13.7097845,298.0,1.0,4086.9329,0.0,NaN,11.102334
4495.599,11.915029,298.0,1.0,4495.599,0.0,NaN,4.485905
4206.8384,8.643924,298.0,1.0,4206.8384,0.0,NaN,6.2214494
4039.6262,8.278743,298.0,1.0,4039.6262,0.0,NaN,2.3780107
4194.233,7.932178,298.0,1.0,4194.233,0.0,NaN,0.0
3994.3206,7.4265656,298.0,1.0,3994.3206,0.0,NaN,11.9708805
3735.954,12.31776,298.0,1.0,3735.954,0.0,NaN,9.662032
4346.174,14.145938,298.0,1.0,4346.174,0.0,NaN,11.138201
4318.022,10.939989,298.0,1.0,4318.022,0.0,NaN,19.660069
4312.79,9.542344,298.0,1.0,4312.79,0.0,NaN,15.241993
3941.473,10.143343,298.0,1.0,3941.473,0.0,NaN,14.87945
3887.4888,6.218862,298.0,1.0,3887.4888,0.0,NaN,5.141273
3903.902,3.760788,298.0,1.0,3903.902,0.0,NaN,2.2943945
4127.441,8.737204,298.0,1.0,4127.441,0.0,NaN,1.9771993
4280.075,13.45145,298.0,1.0,4280.075,0.0,NaN,0.0
3913.7944,6.8051553,298.0,1.0,3913.7944,0.0,NaN,11.073878
3755.4946,5.950019,298.0,1.0,3755.4946,0.0,NaN,18.270227
4172.8555,3.0,298.0,1.0,4172.8555,0.0,NaN,10.172057
4447.135,12.829473,298.0,1.0,4447.135,0.0,NaN,3.2756805
4209.211,8.823536,298.0,1.0,4209.211,0.0,NaN,6.4365654
4080.2104,13.416004,298.0,1.0,4080.2104,0.0,NaN,11.509216
3972.5698,10.502076,298.0,1.0,3972.5698,0.0,NaN,7.617214
3866.2324,7.061139,298.0,1.0,3866.2324,0.0,NaN,6.9235744
3726.2686,7.4572716,298.0,1.0,3726.2686,0.0,NaN,4.0854096
4051.782,10.711849,298.0,1.0,4051.782,0.0,NaN,7.7499003
4291.898,10.329375,298.0,1.0,4291.898,0.0,NaN,8.120889
4433.861,11.391062,298.0,1.0,4433.861,0.0,NaN,0.0
4350.885,10.032052,298.0,1.0,4350.885,0.0,NaN,9.266722
4278.923,14.00538,298.0,1.0,4278.923,0.0,NaN,12.32503
4203.0103,13.802829,298.0,1.0,4203.0103,0.0,NaN,9.440491
3973.4592,12.575489,298.0,1.0,3973.4592,0.0,NaN,10.580099
4243.4014,10.984059,298.0,1.0,4243.4014,0.0,NaN,15.532526
4228.1343,14.515451,298.0,1.0,4228.1343,0.0,NaN,14.83421
4217.436,15.924622,298.0,1.0,4217.436,0.0,NaN,10.849312
3904.32,18.422382,298.0,1.0,3904.32,0.0,NaN,8.528936
3710.6565,14.291475,298.0,1.0,3710.6565,0.0,NaN,0.0
4039.5916,17.366402,298.0,1.0,4039.5916,0.0,NaN,13.628655
4443.3374,13.58675,298.0,1.0,4443.3374,0.0,NaN,18.350962
3966.4727,17.001408,298.0,1.0,3966.4727,0.0,NaN,15.291265
4176.218,11.958011,298.0,1.0,4176.218,0.0,NaN,11.922881
4026.6316,7.2598605,298.0,1.0,4026.6316,0.0,NaN,9.733781
4416.586,12.9536705,298.0,1.0,4416.586,0.0,NaN,13.470965
4271.313,11.751592,298.0,1.0,4271.313,0.0,NaN,2.7923822
4427.753,15.901727,298.0,1.0,4427.753,0.0,NaN,0.07439852
4316.982,5.94929,298.0,1.0,4316.982,0.0,NaN,1.381427
4193.318,15.000553,298.0,1.0,4193.318,0.0,NaN,0.7336199
4369.009,16.157137,298.0,1.0,4369.009,0.0,NaN,14.4517
4500.0,13.223281,298.0,1.0,4500.0,0.0,NaN,6.1220975
4423.977,12.32883,298.0,1.0,4423.977,0.0,NaN,4.298529
4264.3794,9.92672,298.0,1.0,4264.3794,0.0,NaN,6.264582
4407.5654,12.061277,298.0,1.0,4407.5654,0.0,NaN,6.0198364
4500.0,7.5995264,298.0,1.0,4500.0,0.0,NaN,6.5144777
4100.716,15.941954,298.0,1.0,4100.716,0.0,NaN,12.162569
4133.8506,24.183584,298.0,1.0,4133.8506,0.0,NaN,7.7679186
4358.327,15.839552,298.0,1.0,4358.327,0.0,NaN,3.949192
3956.2593,15.445562,298.0,1.0,3956.2593,0.0,NaN,4.9390135
4324.425,13.404405,298.0,1.0,4324.425,0.0,NaN,6.617242
4358.896,9.690773,298.0,1.0,4358.896,0.0,NaN,5.132681
3774.833,7.5170465,298.0,1.0,3774.833,0.0,NaN,0.76829493
3907.673,10.977779,298.0,1.0,3907.673,0.0,NaN,4.9185333
4089.538,11.515915,298.0,1.0,4089.538,0.0,NaN,14.163506
4050.9155,12.884361,298.0,1.0,4050.9155,0.0,NaN,15.373468
4087.1938,7.566251,298.0,1.0,4087.1938,0.0,NaN,7.2597084
4064.5122,9.431773,298.0,1.0,4064.5122,0.0,NaN,18.175953
4500.0,7.5862103,298.0,1.0,4500.0,0.0,NaN,8.093983
4263.501,7.6824217,298.0,1.0,4263.501,0.0,NaN,3.902814
4243.2866,4.2458577,298.0,1.0,4243.2866,0.0,NaN,6.0802193
4098.4463,9.128818,298.0,1.0,4098.4463,0.0,NaN,5.8731766
4423.1494,9.855892,298.0,1.0,4423.1494,0.0,NaN,0.87721944
4078.785,13.606859,298.0,1.0,4078.785,0.0,NaN,0.0
3656.7947,13.928808,298.0,1.0,3656.7947,0.0,NaN,5.740538
4007.3323,6.2693877,298.0,1.0,4007.3323,0.0,NaN,2.5464475
4432.5996,5.1944504,298.0,1.0,4432.5996,0.0,NaN,8.168933
4295.545,8.384942,298.0,1.0,4295.545,0.0,NaN,15.171364
4251.372,12.376946,298.0,1.0,4251.372,0.0,NaN,16.245377
4405.5767,12.594259,298.0,1.0,4405.5767,0.0,NaN,13.03624
4332.568,11.109435,298.0,1.0,4332.568,0.0,NaN,12.015337
4500.0,12.725164,298.0,1.0,4500.0,0.0,NaN,3.1021981
4429.204,11.350905,298.0,1.0,4429.204,0.0,NaN,9.4370575
4276.2036,13.4014435,298.0,1.0,4276.2036,0.0,NaN,10.725382
4110.994,11.635377,298.0,1.0,4110.994,0.0,NaN,18.564045
4113.7427,11.06006,298.0,1.0,4113.7427,0.0,NaN,9.381005
4434.787,10.273718,298.0,1.0,4434.787,0.0,NaN,2.9639988
4403.035,8.632436,298.0,1.0,4403.035,0.0,NaN,4.6323357
4284.246,6.820606,298.0,1.0,4284.246,0.0,NaN,4.593587
3782.351,7.817928,298.0,1.0,3782.351,0.0,NaN,12.096235
4053.1558,3.0,298.0,1.0,4053.1558,0.0,NaN,14.640218
4205.3027,8.381095,298.0,1.0,4205.3027,0.0,NaN,9.958971
4500.0,13.155533,298.0,1.0,4500.0,0.0,NaN,12.531135
4500.0,15.778565,298.0,1.0,4500.0,0.0,NaN,8.782774
4152.0527,11.942732,298.0,1.0,4152.0527,0.0,NaN,6.9040775
4295.476,8.025155,298.0,1.0,4295.476,0.0,NaN,10.707024
3939.6453,13.00203,298.0,1.0,3939.6453,0.0,NaN,9.036043
4484.78,11.807519,298.0,1.0,4484.78,0.0,NaN,2.5213242
4272.607,7.3582687,298.0,1.0,4272.607,0.0,NaN,7.9770117
4224.2754,8.8523245,298.0,1.0,4224.2754,0.0,NaN,2.3705096
4137.125,8.796859,298.0,1.0,4137.125,0.0,NaN,0.0
4380.8804,8.704699,298.0,1.0,4380.8804,0.0,NaN,10.437736
4338.3213,7.756104,298.0,1.0,4338.3213,0.0,NaN,5.665845
4413.4214,13.973921,298.0,1.0,4413.4214,0.0,NaN,10.161316
3849.759,12.394688,298.0,1.0,3849.759,0.0,NaN,11.199909
4060.3647,13.060154,298.0,1.0,4060.3647,0.0,NaN,8.400404
4008.4294,15.050812,298.0,1.0,4008.4294,0.0,NaN,11.108759
4125.635,12.755621,298.0,1.0,4125.635,0.0,NaN,7.0005713
4121.375,16.208944,298.0,1.0,4121.375,0.0,NaN,9.064489
3916.1157,17.919924,298.0,1.0,3916.1157,0.0,NaN,5.613881
3794.802,9.350645,298.0,1.0,3794.802,0.0,NaN,6.86017
4183.593,8.151571,298.0,1.0,4183.593,0.0,NaN,12.010592
4071.9067,7.058751,298.0,1.0,4071.9067,0.0,NaN,12.766597
4324.456,13.128525,298.0,1.0,4324.456,0.0,NaN,11.003166
4217.256,9.412582,298.0,1.0,4217.256,0.0,NaN,12.2474165
3985.7178,8.646062,298.0,1.0,3985.7178,0.0,NaN,10.975909
4500.0,12.527797,298.0,1.0,4500.0,0.0,NaN,3.5752745
3915.5286,11.5616865,298.0,1.0,3915.5286,0.0,NaN,14.006519
4246.01,8.282297,298.0,1.0,4246.01,0.0,NaN,18.731907
4321.4272,12.514145,298.0,1.0,4321.4272,0.0,NaN,8.915433
4163.2285,15.160367,298.0,1.0,4163.2285,0.0,NaN,10.722476
4207.6426,7.476956,298.0,1.0,4207.6426,0.0,NaN,8.749163
4306.4683,3.5418875,298.0,1.0,4306.4683,0.0,NaN,0.0
4285.4487,10.758286,298.0,1.0,4285.4487,0.0,NaN,4.0765285
4132.2417,3.808676,298.0,1.0,4132.2417,0.0,NaN,0.0
4500.0,4.9629464,298.0,1.0,4500.0,0.0,NaN,0.0
4429.1606,9.70239,298.0,1.0,4429.1606,0.0,NaN,9.645781
4500.0,8.619426,298.0,1.0,4500.0,0.0,NaN,15.357908
4331.8613,15.078371,298.0,1.0,4331.8613,0.0,NaN,15.436896
4006.3245,20.10442,298.0,1.0,4006.3245,0.0,NaN,1.4551044
3804.5027,10.361419,298.0,1.0,3804.5027,0.0,NaN,8.418208
3995.6155,5.8633456,298.0,1.0,3995.6155,0.0,NaN,14.342541
3548.574,9.163838,298.0,1.0,3548.574,0.0,NaN,14.914647
4178.142,4.5985265,298.0,1.0,4178.142,0.0,NaN,2.175376
4396.9966,7.543651,298.0,1.0,4396.9966,0.0,NaN,0.675413
4496.0356,5.189858,298.0,1.0,4496.0356,0.0,NaN,9.092275
4137.993,4.765256,298.0,1.0,4137.993,0.0,NaN,4.7471166
3982.4912,12.551931,298.0,1.0,3982.4912,0.0,NaN,8.987069
4394.4478,10.813694,298.0,1.0,4394.4478,0.0,NaN,9.887674
4149.292,7.86934,298.0,1.0,4149.292,0.0,NaN,0.0
3857.0815,10.314946,298.0,1.0,3857.0815,0.0,NaN,1.6501606
3774.3984,12.31173,298.0,1.0,3774.3984,0.0,NaN,14.750955
4428.942,11.2100525,298.0,1.0,4428.942,0.0,NaN,5.14991
4259.8735,10.104928,298.0,1.0,4259.8735,0.0,NaN,12.419727
3927.7566,11.51395,298.0,1.0,3927.7566,0.0,NaN,5.771023
4061.3352,12.688492,298.0,1.0,4061.3352,0.0,NaN,10.175404
4361.696,10.732102,298.0,1.0,4361.696,0.0,NaN,7.546234
4366.6997,7.904313,298.0,1.0,4366.6997,0.0,NaN,4.82924
3921.669,12.437316,298.0,1.0,3921.669,0.0,NaN,5.682749
4241.3613,12.056526,298.0,1.0,4241.3613,0.0,NaN,6.256351
4141.558,11.508167,298.0,1.0,4141.558,0.0,NaN,10.440925
4010.0881,9.15685,298.0,1.0,4010.0881,0.0,NaN,0.0
3754.5825,6.7815375,298.0,1.0,3754.5825,0.0,NaN,0.0
4141.0874,10.31389,298.0,1.0,4141.0874,0.0,NaN,10.886291
4500.0,4.7855268,298.0,1.0,4500.0,0.0,NaN,11.148429
4142.5645,7.8651648,298.0,1.0,4142.5645,0.0,NaN,8.221507
4247.3423,12.807896,298.0,1.0,4247.3423,0.0,NaN,7.1717796
4380.774,10.997567,298.0,1.0,4380.774,0.0,NaN,7.0586386
4328.309,10.249852,298.0,1.0,4328.309,0.0,NaN,8.745638
4092.3499,14.092048,298.0,1.0,4092.3499,0.0,NaN,6.957057
4001.5999,3.1787636,298.0,1.0,4001.5999,0.0,NaN,2.7069628
4463.1694,8.565,298.0,1.0,4463.1694,0.0,NaN,6.8979473
4404.5415,7.334603,298.0,1.0,4404.5415,0.0,NaN,0.0
4174.9126,12.121455,298.0,1.0,4174.9126,0.0,NaN,6.2705784
3750.078,14.01184,298.0,1.0,3750.078,0.0,NaN,7.6930466
3580.6418,13.065034,298.0,1.0,3580.6418,0.0,NaN,10.479223
3937.2056,12.970899,298.0,1.0,3937.2056,0.0,NaN,18.22027
3657.481,11.449968,298.0,1.0,3657.481,0.0,NaN,11.409298
3956.6584,10.342921,298.0,1.0,3956.6584,0.0,NaN,4.7445865
4246.2686,9.579725,298.0,1.0,4246.2686,0.0,NaN,0.76473355
4275.767,12.246276,298.0,1.0,4275.767,0.0,NaN,1.0379761
4106.8433,10.332665,298.0,1.0,4106.8433,0.0,NaN,6.0887337
4017.2332,13.018326,298.0,1.0,4017.2332,0.0,NaN,5.785486
3873.637,14.745511,298.0,1.0,3873.637,0.0,NaN,2.8383493
4038.7178,9.09803,298.0,1.0,4038.7178,0.0,NaN,6.2805533
3974.14,13.668097,298.0,1.0,3974.14,0.0,NaN,5.029339
4224.5444,9.655622,298.0,1.0,4224.5444,0.0,NaN,4.6388297
3987.716,13.197513,298.0,1.0,3987.716,0.0,NaN,4.224858
4101.3306,7.071293,298.0,1.0,4101.3306,0.0,NaN,2.5143743
4054.5815,4.6367407,298.0,1.0,4054.5815,0.0,NaN,2.439165
4009.601,9.721906,298.0,1.0,4009.601,0.0,NaN,11.573336
4282.924,13.163164,298.0,1.0,4282.924,0.0,NaN,3.3429086
4107.5117,9.600364,298.0,1.0,4107.5117,0.0,NaN,12.307843
4500.0,12.569254,298.0,1.0,4500.0,0.0,NaN,8.261093
4253.409,4.9389796,298.0,1.0,4253.409,0.0,NaN,10.958287
4311.0176,10.889219,298.0,1.0,4311.0176,0.0,NaN,11.20919
4190.5586,7.5892973,298.0,1.0,4190.5586,0.0,NaN,0.0
4186.3325,9.886291,298.0,1.0,4186.3325,0.0,NaN,1.3633013
4432.396,6.5243974,298.0,1.0,4432.396,0.0,NaN,1.0811448
4298.702,7.1037703,298.0,1.0,4298.702,0.0,NaN,0.014415383
3823.3582,8.560735,298.0,1.0,3823.3582,0.0,NaN,5.105689
3957.5696,6.0416617,298.0,1.0,3957.5696,0.0,NaN,14.394742
3905.927,4.6965456,298.0,1.0,3905.927,0.0,NaN,7.0516768
4391.93,7.8206635,298.0,1.0,4391.93,0.0,NaN,9.143186
4375.8438,10.418608,298.0,1.0,4375.8438,0.0,NaN,10.149527
4231.7124,14.461076,298.0,1.0,4231.7124,0.0,NaN,5.076936
4086.886,12.02992,298.0,1.0,4086.886,0.0,NaN,9.074408
3812.581,12.976424,298.0,1.0,3812.581,0.0,NaN,11.525026
4128.6636,8.354126,298.0,1.0,4128.6636,0.0,NaN,9.872517
4130.467,11.518271,298.0,1.0,4130.467,0.0,NaN,8.345663
4015.678,13.01935,298.0,1.0,4015.678,0.0,NaN,4.0518284
4500.0,13.8013735,298.0,1.0,4500.0,0.0,NaN,5.8370233
4341.0547,10.506899,298.0,1.0,4341.0547,0.0,NaN,1.5307754
4114.5083,18.68213,298.0,1.0,4114.5083,0.0,NaN,9.050706
4343.8345,12.009944,298.0,1.0,4343.8345,0.0,NaN,0.0
4196.561,9.461645,298.0,1.0,4196.561,0.0,NaN,1.0754347
4079.9465,14.353858,298.0,1.0,4079.9465,0.0,NaN,9.305236
3987.35,15.542303,298.0,1.0,3987.35,0.0,NaN,3.0470014
4154.3364,8.404001,298.0,1.0,4154.3364,0.0,NaN,9.032377
4050.5918,7.708012,298.0,1.0,4050.5918,0.0,NaN,0.0
4071.0278,6.3482337,298.0,1.0,4071.0278,0.0,NaN,0.16923547
3991.1045,6.9533706,298.0,1.0,3991.1045,0.0,NaN,8.981034
3935.3186,7.6290407,298.0,1.0,3935.3186,0.0,NaN,4.32806
4130.104,3.0,298.0,1.0,4130.104,0.0,NaN,1.8693179
4041.5781,4.17062,298.0,1.0,4041.5781,0.0,NaN,1.2632936
3948.6372,8.382796,298.0,1.0,3948.6372,0.0,NaN,12.026551
3962.8376,13.268174,298.0,1.0,3962.8376,0.0,NaN,3.6548047
4166.201,11.544772,298.0,1.0,4166.201,0.0,NaN,6.951928
4372.5776,7.112318,298.0,1.0,4372.5776,0.0,NaN,9.198874
3932.1653,3.4305224,298.0,1.0,3932.1653,0.0,NaN,13.528705
4168.3916,18.693737,298.0,1.0,4168.3916,0.0,NaN,8.714184
4443.9883,13.183432,298.0,1.0,4443.9883,0.0,NaN,1.4837176
4372.369,11.191357,298.0,1.0,4372.369,0.0,NaN,9.971783
4500.0,10.570689,298.0,1.0,4500.0,0.0,NaN,4.1694045
4157.4517,16.401768,298.0,1.0,4157.4517,0.0,NaN,8.127231
4037.76,14.454349,298.0,1.0,4037.76,0.0,NaN,16.036219
3840.0564,15.088484,298.0,1.0,3840.0564,0.0,NaN,10.797053
4283.895,17.09924,298.0,1.0,4283.895,0.0,NaN,11.690155
4017.848,10.230687,298.0,1.0,4017.848,0.0,NaN,13.894701
4378.7803,14.968357,298.0,1.0,4378.7803,0.0,NaN,5.2462726
4420.0737,12.207394,298.0,1.0,4420.0737,0.0,NaN,3.414005
4448.9146,15.846336,298.0,1.0,4448.9146,0.0,NaN,16.80985
4080.5242,16.151476,298.0,1.0,4080.5242,0.0,NaN,4.097092
4209.8467,15.887061,298.0,1.0,4209.8467,0.0,NaN,10.5695095
3829.627,11.8564,298.0,1.0,3829.627,0.0,NaN,10.9446945
3549.907,12.148501,298.0,1.0,3549.907,0.0,NaN,3.9263515
4287.5073,10.210648,298.0,1.0,4287.5073,0.0,NaN,16.76462
4122.974,11.6415825,298.0,1.0,4122.974,0.0,NaN,27.64811
4056.8071,10.544048,298.0,1.0,4056.8071,0.0,NaN,16.461042
4295.824,15.004409,298.0,1.0,4295.824,0.0,NaN,18.708754
4117.835,13.48732,298.0,1.0,4117.835,0.0,NaN,9.973515
4500.0,13.621526,298.0,1.0,4500.0,0.0,NaN,8.934301
4217.7896,11.947208,298.0,1.0,4217.7896,0.0,NaN,17.565567
4059.4734,9.071826,298.0,1.0,4059.4734,0.0,NaN,8.432209
4025.3887,14.317541,298.0,1.0,4025.3887,0.0,NaN,12.1502695
4497.5093,13.493222,298.0,1.0,4497.5093,0.0,NaN,1.4068425
4248.4766,9.197959,298.0,1.0,4248.4766,0.0,NaN,0.0
4481.679,10.897157,298.0,1.0,4481.679,0.0,NaN,16.418007
3988.1157,8.785166,298.0,1.0,3988.1157,0.0,NaN,8.486835
4107.7837,5.591,298.0,1.0,4107.7837,0.0,NaN,4.3133883
4004.2136,12.375666,298.0,1.0,4004.2136,0.0,NaN,5.5045815
4500.0,13.96754,298.0,1.0,4500.0,0.0,NaN,9.675744
3889.1316,11.648166,298.0,1.0,3889.1316,0.0,NaN,8.037707
4319.878,14.601967,298.0,1.0,4319.878,0.0,NaN,2.2243202
4399.8076,20.131575,298.0,1.0,4399.8076,0.0,NaN,6.4352694
3984.0305,8.960018,298.0,1.0,3984.0305,0.0,NaN,0.0
3848.4583,7.573377,298.0,1.0,3848.4583,0.0,NaN,0.7119268
3863.2231,10.3481865,298.0,1.0,3863.2231,0.0,NaN,5.2934527
4426.329,9.031298,298.0,1.0,4426.329,0.0,NaN,6.542215
4074.4436,7.1781454,298.0,1.0,4074.4436,0.0,NaN,0.0
4123.78,8.188819,298.0,1.0,4123.78,0.0,NaN,9.4682455
4250.671,8.563029,298.0,1.0,4250.671,0.0,NaN,13.627765
4210.3647,13.222762,298.0,1.0,4210.3647,0.0,NaN,13.761833
4451.7935,17.00905,298.0,1.0,4451.7935,0.0,NaN,5.4289193
4163.5254,15.442503,298.0,1.0,4163.5254,0.0,NaN,3.3228607
4123.313,16.59574,298.0,1.0,4123.313,0.0,NaN,5.3118944
4085.4702,7.166504,298.0,1.0,4085.4702,0.0,NaN,12.348437
3886.0955,7.381265,298.0,1.0,3886.0955,0.0,NaN,7.445306
3974.4282,7.2531075,298.0,1.0,3974.4282,0.0,NaN,18.180058
3869.2659,8.068748,298.0,1.0,3869.2659,0.0,NaN,11.758849
3864.107,9.194337,298.0,1.0,3864.107,0.0,NaN,5.4067283
3991.0393,9.546483,298.0,1.0,3991.0393,0.0,NaN,9.343349
3929.252,5.948102,298.0,1.0,3929.252,0.0,NaN,5.6046934
4154.0015,7.722866,298.0,1.0,4154.0015,0.0,NaN,7.1260333
4096.3506,9.587912,298.0,1.0,4096.3506,0.0,NaN,13.556057
4181.337,9.877008,298.0,1.0,4181.337,0.0,NaN,9.199876
4462.0083,9.06454,298.0,1.0,4462.0083,0.0,NaN,3.6689878
4500.0,15.696834,298.0,1.0,4500.0,0.0,NaN,3.93959
4500.0,14.097466,298.0,1.0,4500.0,0.0,NaN,2.714467
4323.2646,9.165342,298.0,1.0,4323.2646,0.0,NaN,4.733819
4405.783,7.551199,298.0,1.0,4405.783,0.0,NaN,10.508055
4019.576,10.825243,298.0,1.0,4019.576,0.0,NaN,17.924109
4198.825,6.037293,298.0,1.0,4198.825,0.0,NaN,6.7123623
4101.1357,5.463789,298.0,1.0,4101.1357,0.0,NaN,0.0
4033.6665,11.227993,298.0,1.0,4033.6665,0.0,NaN,10.456523
4357.212,15.168173,298.0,1.0,4357.212,0.0,NaN,13.868898
4313.856,11.152616,298.0,1.0,4313.856,0.0,NaN,12.682337
4411.6367,10.823576,298.0,1.0,4411.6367,0.0,NaN,11.179739
3909.473,12.77698,298.0,1.0,3909.473,0.0,NaN,11.242622
4187.1206,13.944649,298.0,1.0,4187.1206,0.0,NaN,6.674841
4154.5615,12.053096,298.0,1.0,4154.5615,0.0,NaN,15.982267
4443.28,16.48853,298.0,1.0,4443.28,0.0,NaN,10.691992
4259.5254,15.584736,298.0,1.0,4259.5254,0.0,NaN,7.7106805
4263.582,15.760177,298.0,1.0,4263.582,0.0,NaN,4.6686172
4500.0,16.322575,298.0,1.0,4500.0,0.0,NaN,8.501619
