ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,50.0,298.0,1.0,2500.0,0.0,NaN,0.0
2775.7488,36.322186,298.0,1.0,2775.7488,0.0,NaN,9.504843
3325.494,21.966434,298.0,1.0,3325.494,0.0,NaN,7.3287635
4003.7761,16.602232,298.0,1.0,4003.7761,0.0,NaN,0.0
4237.847,10.892474,298.0,1.0,4237.847,0.0,NaN,10.758617
4030.6055,5.551191,298.0,1.0,4030.6055,0.0,NaN,5.04725
4147.3047,8.242134,298.0,1.0,4147.3047,0.0,NaN,8.36682
4126.082,9.801381,298.0,1.0,4126.082,0.0,NaN,3.4918456
4278.1025,11.986384,298.0,1.0,4278.1025,0.0,NaN,4.2696385
3671.562,10.205043,298.0,1.0,3671.562,0.0,NaN,6.237948
4025.543,6.801617,298.0,1.0,4025.543,0.0,NaN,6.0016394
4210.4756,11.902517,298.0,1.0,4210.4756,0.0,NaN,5.895191
4275.5815,9.39119,298.0,1.0,4275.5815,0.0,NaN,6.87595
4020.242,16.825373,298.0,1.0,4020.242,0.0,NaN,8.859703
4316.667,10.641879,298.0,1.0,4316.667,0.0,NaN,3.142974
4381.642,8.9922695,298.0,1.0,4381.642,0.0,NaN,2.6275902
4192.8403,7.3177843,298.0,1.0,4192.8403,0.0,NaN,3.8917959
3845.3596,10.126682,298.0,1.0,3845.3596,0.0,NaN,11.720583
4058.167,3.565665,298.0,1.0,4058.167,0.0,NaN,4.1334777
3867.8857,6.4460087,298.0,1.0,3867.8857,0.0,NaN,15.892389
4026.8618,12.871372,298.0,1.0,4026.8618,0.0,NaN,6.9864154
4399.365,12.379333,298.0,1.0,4399.365,0.0,NaN,1.4360964
4500.0,15.386393,298.0,1.0,4500.0,0.0,NaN,9.742075
4173.0054,14.792649,298.0,1.0,4173.0054,0.0,NaN,5.963969
3930.6182,11.211099,298.0,1.0,3930.6182,0.0,NaN,7.314825
4500.0,9.847885,298.0,1.0,4500.0,0.0,NaN,3.1865268
4446.0605,9.836937,298.0,1.0,4446.0605,0.0,NaN,3.1034322
4339.6265,7.2740436,298.0,1.0,4339.6265,0.0,NaN,2.7586012
4142.4067,10.235368,298.0,1.0,4142.4067,0.0,NaN,5.5969357
