ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,30.0,298.0,1.0,2500.0,0.0,NaN,0.0
3395.0415,17.426405,298.0,1.0,3395.0415,0.0,NaN,5.093968
4026.3403,8.848943,298.0,1.0,4026.3403,0.0,NaN,5.766961
4349.5244,8.824756,298.0,1.0,4349.5244,0.0,NaN,4.0582952
4500.0,6.6178675,298.0,1.0,4500.0,0.0,NaN,7.149282
4500.0,8.857972,298.0,1.0,4500.0,0.0,NaN,9.505564
4500.0,3.0,298.0,1.0,4500.0,0.0,NaN,7.178646
4067.0818,11.731856,298.0,1.0,4067.0818,0.0,NaN,14.019248
4170.2026,13.569432,298.0,1.0,4170.2026,0.0,NaN,7.574195
4391.4253,10.590171,298.0,1.0,4391.4253,0.0,NaN,14.453257
4256.203,11.667703,298.0,1.0,4256.203,0.0,NaN,5.7445345
4204.5557,10.6202545,298.0,1.0,4204.5557,0.0,NaN,11.741913
4067.962,16.800964,298.0,1.0,4067.962,0.0,NaN,17.51304
4391.145,11.465851,298.0,1.0,4391.145,0.0,NaN,11.908308
4188.119,14.574915,298.0,1.0,4188.119,0.0,NaN,16.499842
4335.3906,13.005129,298.0,1.0,4335.3906,0.0,NaN,0.0
3952.5166,15.363655,298.0,1.0,3952.5166,0.0,NaN,0.010114908
4066.9048,15.206509,298.0,1.0,4066.9048,0.0,NaN,0.0
3999.556,11.156447,298.0,1.0,3999.556,0.0,NaN,0.578928
4289.7666,10.050193,298.0,1.0,4289.7666,0.0,NaN,9.86073
4241.3013,15.578596,298.0,1.0,4241.3013,0.0,NaN,4.8877897
4191.634,11.270228,298.0,1.0,4191.634,0.0,NaN,9.6421
4272.947,13.864808,298.0,1.0,4272.947,0.0,NaN,0.0
4325.387,14.46196,298.0,1.0,4325.387,0.0,NaN,8.888799
4164.9395,12.537434,298.0,1.0,4164.9395,0.0,NaN,8.206547
3989.192,4.253787,298.0,1.0,3989.192,0.0,NaN,8.779627
3724.0642,8.727258,298.0,1.0,3724.0642,0.0,NaN,0.0
4092.305,12.255647,298.0,1.0,4092.305,0.0,NaN,0.0
4231.231,7.493551,298.0,1.0,4231.231,0.0,NaN,6.509781
4500.0,10.531145,298.0,1.0,4500.0,0.0,NaN,1.8457055
4373.2563,11.128017,298.0,1.0,4373.2563,0.0,NaN,13.156327
4370.408,8.908925,298.0,1.0,4370.408,0.0,NaN,14.874545
3984.47,5.622247,298.0,1.0,3984.47,0.0,NaN,14.071835
3861.7915,9.162016,298.0,1.0,3861.7915,0.0,NaN,14.096189
4404.6084,8.319784,298.0,1.0,4404.6084,0.0,NaN,5.646959
4264.6567,6.345434,298.0,1.0,4264.6567,0.0,NaN,11.177731
4399.343,6.8973637,298.0,1.0,4399.343,0.0,NaN,7.7340484
4500.0,10.686229,298.0,1.0,4500.0,0.0,NaN,5.110398
4387.481,3.0790236,298.0,1.0,4387.481,0.0,NaN,3.7819414
4498.2188,3.0638783,298.0,1.0,4498.2188,0.0,NaN,3.5154998
4134.7173,9.735046,298.0,1.0,4134.7173,0.0,NaN,11.818215
4499.0996,12.089755,298.0,1.0,4499.0996,0.0,NaN,0.2563089
4428.338,8.38982,298.0,1.0,4428.338,0.0,NaN,12.809878
4486.1826,8.5241585,298.0,1.0,4486.1826,0.0,NaN,3.2310872
