ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,60.0,298.0,1.0,2500.0,0.0,NaN,0.0
1834.6316,50.970917,298.0,1.0,1834.6316,0.0,NaN,4.689512
1545.7269,45.136982,298.0,1.0,1545.7269,0.0,NaN,7.954657
990.3083,41.243576,298.0,1.0,990.3083,0.0,NaN,16.282288
620.04,3.0,298.0,1.0,620.04,0.0,NaN,14.681482
763.6738,3.0,298.0,1.0,763.6738,0.0,NaN,8.915511
482.84213,3.0,298.0,1.0,482.84213,0.0,NaN,2.5334418
557.64026,3.0,298.0,1.0,557.64026,0.0,NaN,3.349957
180.08646,3.0,298.0,1.0,180.08646,0.0,NaN,4.2426734
419.7696,3.0,298.0,1.0,419.7696,0.0,NaN,10.089767
134.12721,3.0,298.0,1.0,134.12721,0.0,NaN,14.595667
231.01706,3.0,298.0,1.0,231.01706,0.0,NaN,12.711525
65.171776,3.0,298.0,1.0,65.171776,0.0,NaN,7.506144
308.59714,3.0,298.0,1.0,308.59714,0.0,NaN,11.288059
560.40076,3.0,298.0,1.0,560.40076,0.0,NaN,15.45009
263.6307,3.0,298.0,1.0,263.6307,0.0,NaN,11.362949
79.16124,3.0,298.0,1.0,79.16124,0.0,NaN,9.746361
0.0,3.0,298.0,1.0,0.0,0.0,NaN,3.0822873
364.0655,3.0,298.0,1.0,364.0655,0.0,NaN,8.241045
308.70724,3.0,298.0,1.0,308.70724,0.0,NaN,7.498214
0.0,3.0,298.0,1.0,0.0,0.0,NaN,0.0
440.41162,3.0,298.0,1.0,440.41162,0.0,NaN,6.4330697
348.8725,3.0,298.0,1.0,348.8725,0.0,NaN,3.8914204
251.9234,3.0,298.0,1.0,251.9234,0.0,NaN,15.825764
559.7789,3.0,298.0,1.0,559.7789,0.0,NaN,20.083002
294.00458,3.0,298.0,1.0,294.00458,0.0,NaN,15.382231
390.09604,3.0,298.0,1.0,390.09604,0.0,NaN,14.333823
100.69093,3.0,298.0,1.0,100.69093,0.0,NaN,21.954468
196.97916,3.0,298.0,1.0,196.97916,0.0,NaN,11.252975
426.79364,3.0,298.0,1.0,426.79364,0.0,NaN,11.041185
221.38443,3.0,298.0,1.0,221.38443,0.0,NaN,6.035572
659.2277,3.0,298.0,1.0,659.2277,0.0,NaN,12.016403
353.1446,3.0,298.0,1.0,353.1446,0.0,NaN,2.5459437
395.4854,3.0,298.0,1.0,395.4854,0.0,NaN,4.0897846
0.0,3.0,298.0,1.0,0.0,0.0,NaN,16.054169
486.08453,3.0,298.0,1.0,486.08453,0.0,NaN,15.57267
406.05292,3.0,298.0,1.0,406.05292,0.0,NaN,12.219829
389.96985,3.0,298.0,1.0,389.96985,0.0,NaN,3.9464087
271.40427,3.0,298.0,1.0,271.40427,0.0,NaN,11.361265
884.67285,3.0,298.0,1.0,884.67285,0.0,NaN,25.565048
514.64325,3.0,298.0,1.0,514.64325,0.0,NaN,23.832771
0.0,3.0,298.0,1.0,0.0,0.0,NaN,23.45153
284.35184,3.0,298.0,1.0,284.35184,0.0,NaN,24.807873
571.9907,3.0,298.0,1.0,571.9907,0.0,NaN,21.572128
101.0132,3.0,298.0,1.0,101.0132,0.0,NaN,20.697992
458.76074,3.0,298.0,1.0,458.76074,0.0,NaN,15.475416
118.90139,3.0,298.0,1.0,118.90139,0.0,NaN,16.084885
135.86542,3.0,298.0,1.0,135.86542,0.0,NaN,21.405315
172.85443,3.0,298.0,1.0,172.85443,0.0,NaN,10.7042675
122.681694,3.0,298.0,1.0,122.681694,0.0,NaN,10.982048
191.10605,3.0,298.0,1.0,191.10605,0.0,NaN,17.521667
0.0,3.0,298.0,1.0,0.0,0.0,NaN,6.1078014
223.34084,3.0,298.0,1.0,223.34084,0.0,NaN,13.890579
60.23544,3.0,298.0,1.0,60.23544,0.0,NaN,7.362941
333.93286,3.0,298.0,1.0,333.93286,0.0,NaN,3.3804357
0.0,3.0,298.0,1.0,0.0,0.0,NaN,8.373586
714.333,3.0,298.0,1.0,714.333,0.0,NaN,12.548256
599.4423,3.0,298.0,1.0,599.4423,0.0,NaN,6.2418966
431.31772,3.0,298.0,1.0,431.31772,0.0,NaN,10.5284395
125.952644,3.0,298.0,1.0,125.952644,0.0,NaN,16.865292
179.91092,3.0,298.0,1.0,179.91092,0.0,NaN,10.487241
443.60492,3.0,298.0,1.0,443.60492,0.0,NaN,8.690971
0.0,3.0,298.0,1.0,0.0,0.0,NaN,5.636373
496.17487,3.0,298.0,1.0,496.17487,0.0,NaN,8.750346
3.0165462,3.0,298.0,1.0,3.0165462,0.0,NaN,7.8850775
258.55676,3.0,298.0,1.0,258.55676,0.0,NaN,17.908848
378.86444,3.0,298.0,1.0,378.86444,0.0,NaN,16.379875
331.53204,3.0,298.0,1.0,331.53204,0.0,NaN,23.73208
405.16296,3.0,298.0,1.0,405.16296,0.0,NaN,9.459665
127.94701,3.0,298.0,1.0,127.94701,0.0,NaN,11.206934
292.42328,3.0,298.0,1.0,292.42328,0.0,NaN,11.587885
502.83856,3.0,298.0,1.0,502.83856,0.0,NaN,10.996932
316.92178,3.0,298.0,1.0,316.92178,0.0,NaN,10.125483
223.89082,3.0,298.0,1.0,223.89082,0.0,NaN,18.86769
613.6794,3.0,298.0,1.0,613.6794,0.0,NaN,16.842443
185.13545,3.0,298.0,1.0,185.13545,0.0,NaN,22.635988
0.0,3.0,298.0,1.0,0.0,0.0,NaN,23.365093
238.89632,3.0,298.0,1.0,238.89632,0.0,NaN,15.172085
297.97263,3.0,298.0,1.0,297.97263,0.0,NaN,7.6111407
82.24028,3.0,298.0,1.0,82.24028,0.0,NaN,5.4296465
192.23285,3.0,298.0,1.0,192.23285,0.0,NaN,7.292399
507.62228,3.0,298.0,1.0,507.62228,0.0,NaN,11.077038
24.440289,3.0,298.0,1.0,24.440289,0.0,NaN,0.0
215.65591,3.0,298.0,1.0,215.65591,0.0,NaN,0.456357
333.51486,3.0,298.0,1.0,333.51486,0.0,NaN,6.509283
281.9832,3.0,298.0,1.0,281.9832,0.0,NaN,0.0
159.72783,3.0,298.0,1.0,159.72783,0.0,NaN,6.538844
682.1598,3.0,298.0,1.0,682.1598,0.0,NaN,2.5406451
0.0,3.0,298.0,1.0,0.0,0.0,NaN,11.691827
341.501,3.0,298.0,1.0,341.501,0.0,NaN,18.49136
210.44156,3.0,298.0,1.0,210.44156,0.0,NaN,8.601671
226.2493,3.0,298.0,1.0,226.2493,0.0,NaN,10.887077
54.90093,3.0,298.0,1.0,54.90093,0.0,NaN,10.363287
230.06982,3.0,298.0,1.0,230.06982,0.0,NaN,10.357988
158.74065,3.0,298.0,1.0,158.74065,0.0,NaN,17.810598
385.40796,3.0,298.0,1.0,385.40796,0.0,NaN,18.119122
123.93107,3.0,298.0,1.0,123.93107,0.0,NaN,16.611109
0.0,3.0,298.0,1.0,0.0,0.0,NaN,14.310744
238.80324,3.0,298.0,1.0,238.80324,0.0,NaN,7.095185
137.25131,3.0,298.0,1.0,137.25131,0.0,NaN,2.5104225
607.48773,3.0,298.0,1.0,607.48773,0.0,NaN,11.606044
420.27292,3.0,298.0,1.0,420.27292,0.0,NaN,15.689838
295.74237,3.0,298.0,1.0,295.74237,0.0,NaN,10.552078
142.91574,3.0,298.0,1.0,142.91574,0.0,NaN,15.736911
230.86873,3.0,298.0,1.0,230.86873,0.0,NaN,17.784086
48.711864,3.0,298.0,1.0,48.711864,0.0,NaN,12.6409
86.839066,3.0,298.0,1.0,86.839066,0.0,NaN,4.1645975
0.0,3.0,298.0,1.0,0.0,0.0,NaN,15.325162
76.58525,3.0,298.0,1.0,76.58525,0.0,NaN,24.09448
236.96419,3.0,298.0,1.0,236.96419,0.0,NaN,16.170565
288.99622,3.0,298.0,1.0,288.99622,0.0,NaN,6.5311966
287.58377,3.0,298.0,1.0,287.58377,0.0,NaN,16.286055
659.70056,3.0,298.0,1.0,659.70056,0.0,NaN,21.814388
425.71808,3.0,298.0,1.0,425.71808,0.0,NaN,18.08336
583.2961,3.0,298.0,1.0,583.2961,0.0,NaN,15.260288
14.338151,3.0,298.0,1.0,14.338151,0.0,NaN,19.93869
0.0,3.0,298.0,1.0,0.0,0.0,NaN,12.545359
464.8999,3.0,298.0,1.0,464.8999,0.0,NaN,12.471426
262.86398,3.0,298.0,1.0,262.86398,0.0,NaN,12.383458
116.06388,3.0,298.0,1.0,116.06388,0.0,NaN,7.557979
0.0,3.0,298.0,1.0,0.0,0.0,NaN,4.423648
348.08408,3.0,298.0,1.0,348.08408,0.0,NaN,11.671943
253.548,3.0,298.0,1.0,253.548,0.0,NaN,15.993256
197.90103,3.0,298.0,1.0,197.90103,0.0,NaN,13.374951
437.61166,3.0,298.0,1.0,437.61166,0.0,NaN,10.616025
122.844635,3.0,298.0,1.0,122.844635,0.0,NaN,16.559864
90.22763,3.0,298.0,1.0,90.22763,0.0,NaN,18.049213
215.59207,3.0,298.0,1.0,215.59207,0.0,NaN,11.033773
179.37715,3.0,298.0,1.0,179.37715,0.0,NaN,15.3202715
95.06956,3.0,298.0,1.0,95.06956,0.0,NaN,14.925447
413.71344,3.0,298.0,1.0,413.71344,0.0,NaN,21.82771
249.20297,3.0,298.0,1.0,249.20297,0.0,NaN,21.307608
486.6584,3.0,298.0,1.0,486.6584,0.0,NaN,13.882041
496.49365,3.0,298.0,1.0,496.49365,0.0,NaN,9.64418
648.5612,3.0,298.0,1.0,648.5612,0.0,NaN,4.76554
144.48256,3.0,298.0,1.0,144.48256,0.0,NaN,20.824123
247.66136,3.0,298.0,1.0,247.66136,0.0,NaN,19.156065
259.51498,3.0,298.0,1.0,259.51498,0.0,NaN,15.188045
16.889467,3.0,298.0,1.0,16.889467,0.0,NaN,15.724966
315.6763,3.0,298.0,1.0,315.6763,0.0,NaN,17.860233
697.11835,3.0,298.0,1.0,697.11835,0.0,NaN,17.389282
337.4231,3.0,298.0,1.0,337.4231,0.0,NaN,14.658085
85.415886,3.0,298.0,1.0,85.415886,0.0,NaN,13.118073
173.94394,3.0,298.0,1.0,173.94394,0.0,NaN,19.111526
0.0,3.0,298.0,1.0,0.0,0.0,NaN,9.769956
0.0,3.0,298.0,1.0,0.0,0.0,NaN,10.898301
327.24695,3.0,298.0,1.0,327.24695,0.0,NaN,14.332691
460.67703,3.0,298.0,1.0,460.67703,0.0,NaN,10.977491
0.0,3.0,298.0,1.0,0.0,0.0,NaN,20.250338
432.24323,3.0,298.0,1.0,432.24323,0.0,NaN,13.7840805
206.12294,3.0,298.0,1.0,206.12294,0.0,NaN,9.847411
53.780304,3.0,298.0,1.0,53.780304,0.0,NaN,12.391639
150.3393,3.0,298.0,1.0,150.3393,0.0,NaN,17.418402
225.02219,3.0,298.0,1.0,225.02219,0.0,NaN,12.271774
163.84608,3.0,298.0,1.0,163.84608,0.0,NaN,9.862563
335.51968,3.0,298.0,1.0,335.51968,0.0,NaN,6.5299034
