speed_actual,speed_target,soc,ice_torque,nox,co,fuel
22.409668,23.73,0.7013781,162.77197,0.03820647,0.01143388,32.00713348388672
24.048689,25.36,0.70133346,163.97403,0.038703613,0.011197187,32.046810150146484
25.633335,26.727,0.70128536,162.57358,0.039032083,0.011144917,31.905168533325195
27.003448,27.471,0.70126647,148.84221,0.039507598,0.010045892,28.083667755126953
27.74418,27.88,0.7013221,94.05338,0.036817268,0.008472181,17.893552780151367
28.042587,28.114,0.70139873,128.333,0.030532952,0.013357485,41.98711013793945
28.243448,28.299,0.7014231,159.80038,0.031633087,0.0071963635,18.5769100189209
28.065483,28.503,0.7013936,32.716614,0.027254146,0.014566457,9.375325202941895
28.081724,28.711,0.70135874,87.34275,0.019435095,0.025026923,48.774410247802734
28.50151,28.915,0.7013572,158.35551,0.02101109,0.016702471,54.560630798339844
28.942596,29.247,0.7014169,127.06278,0.02676252,0.010989467,16.941028594970703
29.239016,29.844,0.70151657,102.83542,0.025443042,0.01197423,27.351604461669922
29.773558,30.54,0.70156056,152.26709,0.020338308,0.0140810795,50.48734664916992
30.584265,31.172,0.70156133,171.70784,0.026613258,0.01173724,26.85784339904785
31.153854,31.877,0.70161194,80.46761,0.028647097,0.012474648,19.695873260498047
31.74426,32.792,0.70165205,121.261024,0.021267937,0.019007916,57.62007141113281
32.775772,33.861,0.7016068,194.31393,0.019051772,0.013879691,55.16880798339844
33.88101,35.03,0.70155054,134.32681,0.025083767,0.016157715,27.775182723999023
35.057842,36.25,0.70149237,155.8467,0.020987552,0.020649457,54.658721923828125
36.362675,37.478,0.70139724,178.65555,0.021143463,0.019633928,42.42257308959961
37.53753,38.678,0.701334,141.74005,0.026360588,0.021749768,33.652557373046875
38.734524,39.839,0.7012688,170.6432,0.021649541,0.02147043,56.86175537109375
39.943527,40.862,0.7011959,182.85211,0.0222296,0.020430282,41.31114959716797
40.940937,41.631,0.70117134,144.33621,0.026209205,0.022356411,33.13460159301758
41.781303,42.245,0.7011918,166.05124,0.023347713,0.022810219,51.756103515625
42.457607,42.734,0.70124805,190.8639,0.023132214,0.020276848,42.16371154785156
42.791054,43.143,0.70131445,120.45296,0.02691615,0.019789364,22.977527618408203
43.042282,43.491,0.70137644,133.17375,0.023957668,0.02252278,52.49444580078125
43.41578,43.796,0.70144325,185.51437,0.023640143,0.015917027,52.61405563354492
43.792675,44.066,0.701532,196.39845,0.027830439,0.01195749,31.482500076293945
43.94447,44.276,0.70162183,102.07243,0.0283324,0.012174858,22.837703704833984
44.137955,44.402,0.70172507,138.04887,0.020559583,0.016951023,51.20692443847656
44.41895,44.44,0.7018577,190.16875,0.021723922,0.0141323935,49.050819396972656
44.5169,44.35,0.7020236,168.15955,0.02629798,0.011013033,24.18135643005371
44.379013,44.081,0.7021734,135.94464,0.022981413,0.013239594,33.07300567626953
44.121048,43.514,0.70230323,156.59088,0.024037018,0.014329227,39.19776153564453
43.679104,42.671,0.7024067,194.7013,0.026453659,0.009920593,26.690261840820312
42.660492,41.53,0.70241237,21.540249,0.02077801,0.025116917,3.0
41.567493,40.209,0.70231146,72.50171,0.012274502,0.03451962,27.431814193725586
40.165684,38.817,0.70222855,43.777573,0.011262065,0.03017601,12.93385124206543
38.699654,37.44,0.7021578,98.61139,0.008489166,0.035279833,15.510061264038086
37.257763,36.148,0.7021878,67.35369,0.008040308,0.031135103,22.792293548583984
35.866802,34.945,0.7022734,75.69709,0.008465539,0.025196636,16.76211166381836
34.58422,33.763,0.7023582,132.44519,0.00935406,0.02058675,24.309127807617188
33.47121,32.486,0.70249194,127.73298,0.011752721,0.013429902,18.25567626953125
32.21041,30.991,0.70266163,60.77537,0.012668938,0.014015115,14.693307876586914
30.622204,29.324,0.70283663,15.878005,0.009054994,0.021013264,14.89919376373291
29.161804,27.522,0.7029279,151.67955,0.00714568,0.018693969,23.92009162902832
27.460314,25.731,0.7031443,26.227692,0.011508117,0.0294155,3.0
25.35285,24.103,0.7033656,-12.175078,0.0055428576,0.06610958,5.954387664794922
23.483555,22.756,0.7035809,65.35568,0.00551889,0.06250318,24.021604537963867
22.067427,21.767,0.7037842,142.18222,0.0068724114,0.02852571,28.4859561920166
21.319056,21.109,0.7040296,72.65532,0.01220051,0.02173134,3.0
20.758661,20.688,0.70418936,76.23645,0.007289576,0.026601829,33.906524658203125
20.517092,20.394,0.704322,186.49423,0.010030201,0.015112378,33.983795166015625
20.211224,20.023,0.7045185,49.677334,0.015949413,0.018560203,5.126600742340088
19.656876,19.578,0.7046252,90.405594,0.010780163,0.02593025,38.0138053894043
19.30793,19.085,0.7047554,156.68636,0.011804194,0.012607891,16.004318237304688
18.758812,18.603,0.70492566,-2.576423,0.013621526,0.030692646,3.394954204559326
18.369762,18.206,0.70498925,76.79149,0.008176228,0.040434223,41.04376983642578
18.086477,17.949,0.7050744,179.08255,0.011199577,0.018133128,22.43307876586914
17.644978,17.852,0.7052347,2.259306,0.0149249425,0.02988557,3.6242456436157227
17.532358,17.776,0.7052982,80.20842,0.009083609,0.038958885,44.19709396362305
17.726934,17.611,0.70540655,182.94519,0.011517272,0.017542912,24.14580726623535
17.488728,17.273,0.7055702,1.1165959,0.015679613,0.03283818,3.1092264652252197
17.255453,16.627,0.70561576,77.58004,0.009428651,0.04193528,37.292076110839844
16.65848,15.742,0.7057,111.46983,0.010563725,0.029112507,5.464427947998047
15.545418,14.658,0.7057258,-39.299232,0.009575665,0.06109595,3.0
14.800258,13.588,0.7056804,77.41457,0.011973717,0.05637291,65.45101928710938
13.79705,12.768,0.70564836,136.91359,0.008370438,0.027209958,3.0
12.666718,12.281,0.70563734,-40.434307,0.013011041,0.07105085,3.0
12.217331,12.109,0.70564747,79.252945,0.009961706,0.06544986,70.0
12.119065,12.041,0.7057147,146.42194,0.009124608,0.032193433,4.569769382476807
11.989686,12.014,0.705897,-38.72848,0.012247725,0.0700151,3.0
12.297958,12.005,0.70604056,79.20331,0.009961476,0.06609128,70.0
12.292755,12.008,0.70615804,134.18141,0.008692531,0.03520808,3.0
11.889979,12.045,0.706313,-42.810318,0.0121849775,0.07488629,3.0
12.017242,12.138,0.7064137,77.099,0.009655574,0.06865858,70.0
12.252096,12.266,0.7065758,149.65436,0.008750891,0.032826383,9.517837524414062
12.136405,12.438,0.70670325,-34.348557,0.0128820175,0.0688187,3.0
12.68757,12.806,0.70673543,77.84221,0.009766847,0.065575525,70.0
13.110814,13.518,0.70688075,148.39204,0.008680797,0.031723827,9.942595481872559
13.380839,14.289,0.7069671,-10.018853,0.013610592,0.047541615,10.625605583190918
14.324304,14.797,0.7069855,87.33932,0.006832302,0.04723385,67.92833709716797
15.270816,15.17,0.7071079,158.28778,0.009368742,0.025202041,17.450040817260742
15.316003,15.49,0.70723957,-26.499083,0.01340124,0.059982024,3.0
15.782437,15.76,0.70725346,82.44659,0.0110578295,0.059955474,70.0
16.019897,15.984,0.70744264,149.98732,0.008233878,0.027843447,10.730774879455566
15.818793,16.235,0.70749927,-19.850418,0.014456235,0.05770975,5.925314903259277
16.275888,16.574,0.7074477,82.42392,0.0074213077,0.056485876,68.08629608154297
16.866367,16.959,0.70752895,163.16852,0.009574736,0.028979344,19.2458438873291
16.966843,17.331,0.7076026,-10.241539,0.014155431,0.0479865,8.278926849365234
17.347195,17.648,0.7076213,82.31637,0.008102666,0.050432816,54.46644973754883
17.908388,17.868,0.70770764,168.5136,0.009068967,0.025204118,22.87013053894043
17.87852,18.043,0.7077962,-2.432634,0.014713882,0.041470762,6.178140163421631
18.072437,18.235,0.70781004,78.583435,0.008179217,0.046473227,46.69779968261719
18.420658,18.594,0.70790374,182.00075,0.009467411,0.02241387,26.716733932495117
18.497465,19.263,0.7079525,20.725353,0.015633738,0.025447657,9.688847541809082
18.962046,20.23,0.7079532,92.766426,0.0075355787,0.031900857,54.74924087524414
20.269354,21.455,0.7079287,187.08891,0.010187489,0.020971559,40.169960021972656
21.56813,22.868,0.707989,107.20801,0.014906263,0.01840473,29.292388916015625
23.058968,24.414,0.7080246,163.11708,0.0145108765,0.01933393,38.83495330810547
