Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,32.07059,418.48062,56.401554,56.401554,2.4717245,2.4717245,3.7867155,3.7867155,0.54487115,51.541622,51.541622,0.0029409018,0.0029409018,0.008880794,0.008880794,0.35872507,2093.6401,0.0,0.028369084,0.10005054,0.0,418.48062,174.45102,0.54487115,0.0,0.0
0.5,32.0752864,3722.56079,24.57960862,24.57960862,6.196143185,6.196143185,7.030733846,7.030733846,2.646495305,51.541622,51.541622,0.01428426257,0.01428426257,0.0427593053,0.0427593053,0.358661895,2093.6401,0.0,0.1377915631,0.1319276004,0.0,3722.56079,1550.530315,2.646495305,0.0,0.0
1.0,32.374356,4983.62509,-12.3780925,-12.3780925,-6.46361072,-6.46361072,-5.92208471,-5.92208471,7.90101236,51.541622,51.541622,0.0426451296,0.0426451296,0.125776933,0.125776933,0.358665293,2093.6401,0.0,0.411371533,0.151906255,0.0,4983.62509,2078.3365,7.90101236,0.0,0.0
1.5,32.8370055,5006.54751,-13.68562875,-13.68562875,-7.17514977,-7.17514977,-6.61288385,-6.61288385,13.1313415,51.4441818,51.4441818,0.070717364,0.070717364,0.205375468,0.205375468,0.358713532,2093.6401,0.0,0.68369214,0.151596648,0.0,5006.54751,2090.92861,13.1313415,0.0,0.0
2.0,33.005257,4999.53444,-13.7759221,-13.7759221,-7.21238579,-7.21238579,-6.64947302,-6.64947302,18.114208,45.124155,45.124155,0.0852080244,0.0852080244,0.244624602,0.244624602,0.358762867,2093.6401,0.0,0.943128446,0.13150064,0.0,4999.53444,2090.91996,18.114208,0.0,0.0
2.5,33.005257,4993.75601,-13.7616091,-13.7616091,-7.19656382,-7.19656382,-6.63432991,-6.63432991,22.1071662,35.4133434,35.4133434,0.0817184551,0.0817184551,0.234483176,0.234483176,0.35881211,2093.6401,0.0,1.15102454,0.1000497259,0.0,4993.75601,2090.84698,22.1071662,0.0,0.0
3.0,33.005257,4989.02156,-13.7629844,-13.7629844,-7.19045844,-7.19045844,-6.6286051,-6.6286051,25.5217119,37.5795016,37.5795016,0.1007236791,0.1007236791,0.285144564,0.285144564,0.35886121,2093.6401,0.0,1.32880513,0.1070428051,0.0,4989.02156,2090.87059,25.5217119,0.0,0.0
3.5,33.005257,4983.15254,-13.7715331,-13.7715331,-7.18646106,-7.18646106,-6.62498833,-6.62498833,29.7253608,46.4886209,46.4886209,0.145056912,0.145056912,0.402617891,0.402617891,0.358909643,2093.6401,0.0,1.54767094,0.135872432,0.0,4983.15254,2090.88304,29.7253608,0.0,0.0
4.0,33.005257,4976.18765,-13.7746654,-13.7746654,-7.17804933,-7.17804933,-6.61712273,-6.61712273,34.6834897,49.74336,49.74336,0.180670186,0.180670186,0.493620078,0.493620078,0.358957216,2093.6401,0.0,1.80581928,0.146399963,0.0,4976.18765,2090.87992,34.6834897,0.0,0.0
4.5,33.005257,4969.09424,-13.77442755,-13.77442755,-7.16769327,-7.16769327,-6.60736961,-6.60736961,39.7445,49.74336,49.74336,0.207033558,0.207033558,0.557796438,0.557796438,0.359004196,2093.6401,0.0,2.0693242,0.146383296,0.0,4969.09424,2090.88332,39.7445,0.0,0.0
5.0,33.005257,4962.0098,-13.7744151,-13.7744151,-7.15746749,-7.15746749,-6.59774341,-6.59774341,44.8049055,49.74336,49.74336,0.233393774,0.233393774,0.620205046,0.620205046,0.359050655,2093.6401,0.0,2.33279752,0.146364815,0.0,4962.0098,2090.89004,44.8049055,0.0,0.0
5.5,33.1867788,4955.214809999999,-13.804985,-13.804985,-7.16352747,-7.16352747,-6.60398853,-6.60398853,49.8650614,49.74336,49.74336,0.259752704,0.259752704,0.68092208,0.68092208,0.359096594,2093.6401,0.0,2.59625801,0.146608228,0.0,4955.214809999999,2091.01732,49.8650614,0.0,0.0
6.0,44.7642445,4970.04162,-18.4501017,-18.4501017,-9.603552,-9.603552,-8.9938429,-8.9938429,55.2093792,49.74336,49.74336,0.287591845,0.287591845,0.743269749,0.743269749,0.359148237,2093.6401,0.0,2.87451352,0.168149561,0.0,4970.04162,2100.30734,55.2093792,0.0,0.0
6.5,62.6734151,4968.14878,-26.1735972,-26.1735972,-13.6164795,-13.6164795,-12.89209875,-12.89209875,61.6210837,49.547273,49.547273,0.319659878,0.319659878,0.812647221,0.812647221,0.359223699,2093.6401,0.0,3.20834332,0.201788923,0.0,4968.14878,2103.26352,61.6210837,0.0,0.0
7.0,69.18675,4936.50612,-29.0610449,-29.0610449,-15.0232656,-15.0232656,-14.24984585,-14.24984585,68.3741733,36.8223157,36.8223157,0.262621766,0.262621766,0.67812214,0.67812214,0.359318544,2093.6401,0.0,3.5599475,0.173209838,0.0,4936.50612,2094.03982,68.3741733,0.0,0.0
7.5,68.8912766,4921.801219999999,-28.7819843,-28.7819843,-14.83455145,-14.83455145,-14.06729015,-14.06729015,73.2374976,17.0908123,17.0908123,0.130463526,0.130463526,0.376212653,0.376212653,0.359416398,2093.6026,0.0,3.81315958,0.1085116076,0.0,4921.801219999999,2090.76066,73.2374976,0.0,0.0
8.0,49.9901637,4875.89992,-21.2688837,-21.2688837,-10.86548226,-10.86548226,-10.22356016,-10.22356016,75.9624362,9.888177,9.888177,0.0786581493,0.0786581493,0.237933295,0.237933295,0.35950648,2091.20296,0.0,3.95503549,0.0500957485,0.0,4875.89992,2073.25185,75.9624362,0.0,0.0
8.5,20.7532699,4854.07464,-8.64918585,-8.64918585,-4.39726775,-4.39726775,-3.89626133,-3.89626133,76.7143475,9.888177,9.888177,0.0794367442,0.0794367442,0.240288462,0.240288462,0.359557951,2087.49086,0.0,3.99418421,-0.00593157845,0.0,4854.07464,2064.60925,76.7143475,0.0,0.0
9.0,10.120317,4887.76178,-3.83372843,-3.83372843,-1.96261041,-1.96261041,-1.55844819,-1.55844819,75.9918751,9.888177,9.888177,0.0786886326,0.0786886326,0.238025496,0.238025496,0.359573609,2086.1409,0.0,3.95656821,-0.0267028608,0.0,4887.76178,2078.20488,75.9918751,0.0,0.0
9.5,11.3773012,4903.32299,-4.40461971,-4.40461971,-2.2620812,-2.2620812,-1.82116725,-1.82116725,75.0871561,9.888177,9.888177,0.0777518074,0.0777518074,0.235191694,0.235191694,0.359585324,2086.1409,0.0,3.90946337,-0.0242432239,0.0,4903.32299,2084.15171,75.0871561,0.0,0.0
10.0,91.5212045,5056.54113,-36.5709381,-36.5709381,-19.43658934,-19.43658934,-18.4402459,-18.4402459,76.16163,9.888177,9.888177,0.0788644111,0.0788644111,0.238557213,0.238557213,0.359639037,2086.1409,0.0,3.96540662,0.1250545476,0.0,5056.54113,2148.53436,76.16163,0.0,0.0
10.5,215.500309,5093.72065,-90.0371148,-90.0371148,-48.0164267,-48.0164267,-45.1911618,-45.1911618,84.6383195,9.888177,9.888177,0.0876419184,0.0876419184,0.265108316,0.265108316,0.359837299,2086.1409,0.0,4.40675112,0.362474969,0.0,5093.72065,2168.95452,84.6383195,0.0,0.0
