Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,422.07486,1376.0619,-109.12908,-109.12908,-15.725746,-15.725746,-12.747464,-12.747464,-2.2512548,-382.4428,-382.4428,0.09016122,0.09016122,0.27211165,0.27211165,0.5343256,130.6456,0.0,-0.1172131,-0.5308142,0.0,1376.0619,571.275,-2.2512548,0.0,0.0
0.5,422.07486,932.505533,-187.249051,-187.249051,-18.398788,-18.398788,-13.77524595,-13.77524595,-9.17779498,-382.4428,-382.4428,0.367564429,0.367564429,1.100292604,1.100292604,0.534389254,130.6456,0.0,-0.477848078,-0.349010004,0.0,932.505533,382.663585,-9.17779498,0.0,0.0
1.0,422.07486,361.741373,-176.194732,-176.194732,-6.67548724,-6.67548724,-3.50248437,-3.50248437,-21.4270265,-382.4428,-382.4428,0.858137789,0.858137789,2.53943756,2.53943756,0.534422237,130.6456,0.0,-1.11561259,-0.362083721,0.0,361.741373,138.012178,-21.4270265,0.0,0.0
1.5,422.07486,361.455198,-175.540223,-175.540223,-6.64445509,-6.64445509,-3.48346444,-3.48346444,-33.9745345,-382.4428,-382.4428,1.36065689,1.36065689,3.97817224,3.97817224,0.534423527,130.6456,0.0,-1.76890705,-0.363193029,0.0,361.455198,130.566694,-33.9745345,0.0,0.0
2.0,422.07486,378.698597,-175.527752,-175.527752,-6.96094329,-6.96094329,-3.70947366,-3.70947366,-46.5305949,-382.4428,-382.4428,1.86351855,1.86351855,5.3831043,5.3831043,0.534414796,130.6456,0.0,-2.42264678,-0.363171126,0.0,378.698597,130.410413,-46.5305949,0.0,0.0
2.5,422.07486,396.268746,-175.52754,-175.52754,-7.28389551,-7.28389551,-3.94560797,-3.94560797,-59.0850959,-382.4428,-382.4428,2.36631775,2.36631775,6.75431196,6.75431196,0.534396502,130.6456,0.0,-3.07630536,-0.363114273,0.0,396.268746,130.391002,-59.0850959,0.0,0.0
3.0,422.07486,413.841863,-175.527554,-175.527554,-7.60691104,-7.60691104,-4.18746708,-4.18746708,-71.637388,-382.4428,-382.4428,2.86902845,2.86902845,8.0929266,8.0929266,0.534368751,130.6456,0.0,-3.72984877,-0.363043444,0.0,413.841863,130.374113,-71.637388,0.0,0.0
3.5,422.07486,431.411328,-175.527576,-175.527576,-7.92986005,-7.92986005,-4.43495544,-4.43495544,-84.1869915,-382.4428,-382.4428,3.37163156,3.37163156,9.4000479,9.4000479,0.534331583,130.6456,0.0,-4.38325244,-0.362959016,0.0,431.411328,130.357273,-84.1869915,0.0,0.0
4.0,422.07486,448.976373,-175.527604,-175.527604,-8.2527279,-8.2527279,-4.68805874,-4.68805874,-96.7334469,-382.4428,-382.4428,3.87410838,3.87410838,10.6767271,10.6767271,0.534285039,130.6456,0.0,-5.03649193,-0.362861021,0.0,448.976373,130.340439,-96.7334469,0.0,0.0
4.5,422.07486,468.490383,-175.222136,-175.222136,-8.59578495,-8.59578495,-4.96727344,-4.96727344,-109.2773695,-382.4428,-382.4428,4.37648398,4.37648398,11.92407535,11.92407535,0.53422916,132.588244,0.0,-5.68959994,-0.363279576,0.0,468.490383,131.136059,-109.2773695,0.0,0.0
5.0,422.07486,674.281637,-173.184631,-173.184631,-12.23706615,-12.23706615,-8.21248545,-8.21248545,-121.9215965,-382.4428,-382.4428,4.88287678,4.88287678,13.1529482,13.1529482,0.534174453,211.115271,0.0,-6.34793029,-0.366699842,0.0,674.281637,209.384451,-121.9215965,0.0,0.0
5.5,422.07486,774.372198,-175.689446,-175.689446,-14.2470198,-14.2470198,-9.95426085,-9.95426085,-134.501986,-382.4428,-382.4428,5.38671266,5.38671266,14.3483038,14.3483038,0.534138924,241.81871,0.0,-7.00293655,-0.362202539,0.0,774.372198,243.687277,-134.501986,0.0,0.0
6.0,422.07486,786.342239,-175.532841,-175.532841,-14.45434905,-14.45434905,-10.1427098,-10.1427098,-147.027952,-382.4428,-382.4428,5.88836914,5.88836914,15.5122306,15.5122306,0.53409756,241.81871,0.0,-7.65510963,-0.362322844,0.0,786.342239,241.354271,-147.027952,0.0,0.0
6.5,422.07486,803.739719,-175.527894,-175.527894,-14.7737307,-14.7737307,-10.43143565,-10.43143565,-159.551472,-382.4428,-382.4428,6.38992752,6.38992752,16.6506243,16.6506243,0.534048096,241.81871,0.0,-8.30715505,-0.362165782,0.0,803.739719,241.281098,-159.551472,0.0,0.0
7.0,413.520765,801.204798,-172.900942,-172.900942,-14.5187276,-14.5187276,-10.2476471,-10.2476471,-172.136569,-382.4428,-382.4428,6.89395202,6.89395202,17.7698975,17.7698975,0.53399024,241.81871,0.0,-8.96240645,-0.376509997,0.0,801.204798,232.877959,-172.136569,0.0,0.0
7.5,334.68286,700.64768,-139.6336606,-139.6336606,-10.2527529,-10.2527529,-6.97512392,-6.97512392,-187.400221,-382.4428,-382.4428,7.50525093,7.50525093,19.0875172,19.0875172,0.533901092,241.81871,0.0,-9.7571189,-0.525989317,0.0,700.64768,182.123069,-187.400221,0.0,0.0
8.0,240.3875,715.682254,-99.842496,-99.842496,-7.47154879,-7.47154879,-5.25641333,-5.25641333,-208.683145,-382.4428,-382.4428,8.35761746,8.35761746,20.4938214,20.4938214,0.533765399,241.81871,0.0,-10.8652285,-0.70472256,0.0,715.682254,175.952121,-208.683145,0.0,0.0
8.5,146.0921486,753.793325,-60.5449396,-60.5449396,-4.76474801,-4.76474801,-3.65500489,-3.65500489,-236.120205,-382.4428,-382.4428,9.4564531,9.4564531,21.9536496,21.9536496,0.533586948,241.81871,0.0,-12.2937577,-0.882433569,0.0,753.793325,175.790119,-236.120205,0.0,0.0
9.0,72.170768,847.728336,-28.5300784,-28.5300784,-2.5136864,-2.5136864,-2.05381205,-2.05381205,-269.219169,-382.4428,-376.35812,10.78204375,10.60627675,23.3731168,22.9977084,0.533345603,241.81871,0.0,-14.0170775,-1.00384468,0.0,847.728336,195.55093,-269.219169,0.0,0.0
