Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,0.0,0.564947,0.03743128,0.03743128,2.214571e-06,2.214571e-06,6.330768e-06,6.330768e-06,-0.7273122,-65.23759,-65.23759,0.0049687526,0.0049687526,0.014992346,0.014992346,0.8619161,0.0,0.0,-0.037868,-0.20305943,0.0,0.564947,-0.1895936,-0.7273122,0.0,0.0
0.5,0.0,5.59094802,0.0512146303,0.0512146303,2.8099053e-05,2.8099053e-05,8.0326422e-05,8.0326422e-05,-4.11732188,-65.23759,-65.23759,0.0281281612,0.0281281612,0.0837083018,0.0837083018,0.861915894,0.0,0.0,-0.214371137,-0.165370528,0.0,5.59094802,-0.077639095725,-4.11732188,0.0,0.0
1.0,0.0,12.7774047,0.0369684828,0.0369684828,4.9473833e-05,4.9473833e-05,0.000141430246,0.000141430246,-9.1128231,-65.23759,-65.23759,0.0622557504,0.0622557504,0.182457688,0.182457688,0.861914905,0.0,0.0,-0.474465282,-0.134220519,0.0,12.7774047,-0.00413776629,-9.1128231,0.0,0.0
1.5,0.0,19.2548007,0.0372847809,0.0372847809,7.5183347e-05,7.5183347e-05,0.000214925724,0.000214925724,-13.75298995,-65.23759,-65.23759,0.0939558112,0.0939558112,0.271213239,0.271213239,0.861913231,0.0,0.0,-0.716058693,-0.13421649,0.0,19.2548007,-0.0182044816,-13.75298995,0.0,0.0
2.0,0.0,25.7501861,0.0373048742,0.0373048742,0.000100594539,0.000100594539,0.000287568392,0.000287568392,-18.3929763,-65.23759,-65.23759,0.125654643,0.125654643,0.357291254,0.357291254,0.861910919,0.0,0.0,-0.957642695,-0.134210088,0.0,25.7501861,-0.0246807151,-18.3929763,0.0,0.0
2.5,0.0,32.2458008,0.0373029874,0.0373029874,0.00012596356,0.00012596356,0.000360090488,0.000360090488,-23.0327085,-65.23759,-65.23759,0.157351736,0.157351736,0.440809779,0.440809779,0.861907975,0.0,0.0,-1.19921347,-0.134201792,0.0,32.2458008,-0.0309123717,-23.0327085,0.0,0.0
3.0,0.0,38.7409817,0.0373001719,0.0373001719,0.000151324614,0.000151324614,0.000432589842,0.000432589842,-27.6721213,-65.23759,-65.23759,0.189046647,0.189046647,0.521880206,0.521880206,0.861904411,0.0,0.0,-1.44076764,-0.134191633,0.0,38.7409817,-0.0371389984,-27.6721213,0.0,0.0
3.5,0.0,45.2356253,0.0372968322,0.0372968322,0.000176677265,0.000176677265,0.000505065161,0.000505065161,-32.3111511,-65.23759,-65.23759,0.220738946,0.220738946,0.600607524,0.600607524,0.861900255,0.0,0.0,-1.68230188,-0.134179619,0.0,45.2356253,-0.043365026,-32.3111511,0.0,0.0
4.0,0.0,51.7296422,0.0372929773,0.0372929773,0.000202020131,0.000202020131,0.000577512511,0.000577512511,-36.9497333,-65.23759,-65.23759,0.25242818,0.25242818,0.677090825,0.677090825,0.861895541,0.0,0.0,-1.92381277,-0.134165751,0.0,51.7296422,-0.0495904522,-36.9497333,0.0,0.0
4.5,0.0,58.2229444,0.0372886058,0.0372886058,0.000227351817,0.000227351817,0.000649927879,0.000649927879,-41.5878038,-65.23759,-65.23759,0.284113922,0.284113922,0.751423697,0.751423697,0.861890227,0.0,0.0,-2.16529707,-0.134150024,0.0,58.2229444,-0.0558151914,-41.5878038,0.0,0.0
5.0,0.0,64.7154384,0.0372837178,0.0372837178,0.000252670911,0.000252670911,0.000722307256,0.000722307256,-46.2252994,-65.23759,-65.23759,0.315795735,0.315795735,0.823694594,0.823694594,0.861884396,0.0,0.0,-2.40675136,-0.134132445,0.0,64.7154384,-0.0620391595,-46.2252994,0.0,0.0
5.5,0.0,71.207037,0.0372782839,0.0372782839,0.000277975768,0.000277975768,0.000794645955,0.000794645955,-50.8621535,-65.236061,-65.236061,0.347464689,0.347464689,0.893965731,0.893965731,0.861878042,0.0,0.0,-2.64817231,-0.134108185,0.0,71.207037,-0.0682620481,-50.8621535,0.0,0.0
6.0,0.0,77.635815,0.036248011,0.036248011,0.000294581025,0.000294581025,0.000842115205,0.000842115205,-55.450388,-64.0228861,-64.0228861,0.371680173,0.371680173,0.943989708,0.943989708,0.8618712,0.0,0.0,-2.8870618,-0.13016144,0.0,77.635815,-0.0722364566,-55.450388,0.0,0.0
6.5,0.0,83.766799,0.0342138067,0.0342138067,0.000300023133,0.000300023133,0.000857672497,0.000857672497,-59.827852,-61.8421314,-61.8421314,0.38737056,0.38737056,0.973885095,0.973885095,0.861864074,0.0,0.0,-3.11497745,-0.1230806166,0.0,83.766799,-0.0770575873,-59.827852,0.0,0.0
7.0,0.0,89.552595,0.0322431539,0.0322431539,0.000302278431,0.000302278431,0.000864119683,0.000864119683,-63.9605169,-59.6613771,-59.6613771,0.399532153,0.399532153,0.995825161,0.995825161,0.86185677,0.0,0.0,-3.33014742,-0.115999603,0.0,89.552595,-0.0825775384,-63.9605169,0.0,0.0
7.5,0.0,94.9956015,0.0302748449,0.0302748449,0.00030108197,0.00030108197,0.000860699383,0.000860699383,-67.8483775,-57.4806234,-57.4806234,0.408332653,0.408332653,1.01012949,1.01012949,0.861849318,0.0,0.0,-3.53257148,-0.1089185536,0.0,94.9956015,-0.087795631,-67.8483775,0.0,0.0
