Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,258.99274,1410.1093,50.698837,50.698837,7.4865117,7.4865117,8.596541,8.596541,1.6805372,72.25421,72.25421,0.012715689,0.012715689,0.03824022,0.03824022,0.62097526,3877.4126,0.0,0.08749831,0.42873737,0.0,1410.1093,587.73816,1.6805372,0.0,0.0
0.5,258.99274,7210.8675,-44.24992892,-44.24992892,-43.42077523,-43.42077523,-41.36004075,-41.36004075,11.04471917,72.25421,72.25421,0.083569237,0.083569237,0.241310653,0.241310653,0.621007167,3877.4126,0.0,0.575050729,0.543290433,0.0,7210.8675,3006.94411,11.04471917,0.0,0.0
1.0,258.99274,9213.488500000001,-106.2059035,-106.2059035,-102.4784701,-102.4784701,-98.703374,-98.703374,32.2783965,72.25421,72.25421,0.244232652,0.244232652,0.661846597,0.661846597,0.621399406,3877.4126,0.0,1.68059647,0.643356989,0.0,9213.488500000001,3852.64769,32.2783965,0.0,0.0
1.5,258.99274,9228.47795,-107.9159212,-107.9159212,-104.2903485,-104.2903485,-100.4660154,-100.4660154,54.5990399,72.452521,72.452521,0.414463386,0.414463386,1.051540896,1.051540896,0.621870014,3877.4126,0.0,2.84273578,0.646890434,0.0,9228.47795,3871.91782,54.5990399,0.0,0.0
2.0,258.99274,9197.31905,-107.95903,-107.95903,-103.9797605,-103.9797605,-100.156877,-100.156877,77.506753,85.3325999,85.3325999,0.696749547,0.696749547,1.65160879,1.65160879,0.62233969,3877.4126,0.0,4.03544138,0.688495224,0.0,9197.31905,3872.32798,77.506753,0.0,0.0
2.5,258.99274,9162.4545,-107.9780805,-107.9780805,-103.6038831,-103.6038831,-99.7834823,-99.7834823,102.4328424,105.0702115,105.0702115,1.13105955,1.13105955,2.52066493,2.52066493,0.622805582,3877.4126,0.0,5.3332349,0.752195611,0.0,9162.4545,3872.37476,102.4328424,0.0,0.0
3.0,258.99274,9126.0326,-107.9716362,-107.9716362,-103.185898,-103.185898,-99.3689308,-99.3689308,128.364663,96.898649,96.898649,1.29729495,1.29729495,2.70898683,2.70898683,0.623267868,3877.4126,0.0,6.68339262,0.725511746,0.0,9126.0326,3872.36075,128.364663,0.0,0.0
3.5,258.99274,9092.7815,-107.9487014,-107.9487014,-102.788098,-102.788098,-98.9748422,-98.9748422,152.087812,72.9215885,72.9215885,1.15696051,1.15696051,2.29031424,2.29031424,0.623729459,3877.4126,0.0,7.91855467,0.647609091,0.0,9092.7815,3872.37659,152.087812,0.0,0.0
4.0,258.99274,9062.4904,-107.940188,-107.940188,-102.4375892,-102.4375892,-98.6274291,-98.6274291,173.769703,64.1699,64.1699,1.16770737,1.16770737,2.20793994,2.20793994,0.624190874,3877.4126,0.0,9.04743655,0.61896243,0.0,9062.4904,3872.4321,173.769703,0.0,0.0
4.5,258.99274,9013.7311,-111.0766714,-111.0766714,-104.786936,-104.786936,-100.8731236,-100.8731236,195.173084,64.1699,64.1699,1.31153499,1.31153499,2.3758368,2.3758368,0.624651254,3857.98181,0.0,10.16181815,0.624069416,0.0,9013.7311,3864.64025,195.173084,0.0,0.0
