Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,412.73468,1744.8076,-23.639801,-23.639801,-4.3195357,-4.3195357,-3.8683636,-3.8683636,5.4491563,342.73538,342.73538,0.19557656,0.19557656,0.5874211,0.5874211,0.60532445,2812.81,0.0,0.283714,1.5703486,0.0,1744.8076,729.20905,5.4491563,0.0,0.0
0.5,412.73468,5560.48429,-133.6922617,-133.6922617,-81.8279152,-81.8279152,-77.2224632,-77.2224632,37.7547913,342.73538,342.73538,1.355063503,1.355063503,3.86909659,3.86909659,0.605476784,2812.81,0.0,1.965728624,1.7453636,0.0,5560.48429,2335.80338,37.7547913,0.0,0.0
1.0,412.73468,6587.73656,-171.379659,-171.379659,-118.2291245,-118.2291245,-112.1296879,-112.1296879,99.7844096,342.73538,342.73538,3.58137873,3.58137873,9.5529365,9.5529365,0.605934817,2812.81,0.0,5.19534254,1.81058685,0.0,6587.73656,2799.46924,99.7844096,0.0,0.0
1.5,412.73468,6522.94364,-172.229422,-172.229422,-117.646619,-117.646619,-111.5186075,-111.5186075,162.407467,342.73538,342.73538,5.82899334,5.82899334,14.52184665,14.52184665,0.606408028,2812.81,0.0,8.4558543,1.81135767,0.0,6522.94364,2809.0735,162.407467,0.0,0.0
2.0,412.73468,6435.71734,-172.244857,-172.244857,-116.0838608,-116.0838608,-109.9584018,-109.9584018,225.012763,342.73538,342.73538,8.0759704,8.0759704,18.2973181,18.2973181,0.606861287,2812.81,0.0,11.71544125,1.81033794,0.0,6435.71734,2809.33284,225.012763,0.0,0.0
2.5,412.73468,6348.13587,-172.24476,-172.24476,-114.5040511,-114.5040511,-108.381111,-108.381111,287.576253,342.73538,342.73538,10.3214472,10.3214472,20.8947656,20.8947656,0.607298171,2812.81,0.0,14.9728519,1.80895393,0.0,6348.13587,2809.41985,287.576253,0.0,0.0
3.0,412.73468,6254.24975,-172.776925,-172.776925,-113.1561264,-113.1561264,-107.0193576,-107.0193576,350.089639,342.73538,342.73538,12.5651252,12.5651252,22.9872189,22.9872189,0.607440086,2808.43159,0.0,18.227653,1.80815847,0.0,6254.24975,2806.85423,350.089639,0.0,0.0
3.5,412.73468,5986.341490000001,-174.626396,-174.626396,-109.4722201,-109.4722201,-103.2896847,-103.2896847,412.635261,342.73538,342.73538,14.8099607,14.8099607,25.1170763,25.1170763,0.607160602,2733.00275,0.0,21.4841335,1.80931796,0.0,5986.341490000001,2731.89561,412.635261,0.0,0.0
4.0,412.73468,5653.33905,-174.493331,-174.493331,-103.3029333,-103.3029333,-97.151162,-97.151162,475.140413,342.73538,342.73538,17.0533428,17.0533428,27.5479281,27.5479281,0.606877316,2632.67579,0.0,24.7385057,1.80669187,0.0,5653.33905,2629.82703,475.140413,0.0,0.0
4.5,412.73468,5325.05985,-174.488358,-174.488358,-97.30151,-97.30151,-91.1762709,-91.1762709,537.554379,342.73538,342.73538,19.2934533,19.2934533,29.7591215,29.7591215,0.606594066,2532.3487,0.0,27.988131,1.80395571,0.0,5325.05985,2529.67077,537.554379,0.0,0.0
