Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,47.136517,184.3031,-5.731628,-5.731628,-0.11062588,-0.11062588,-0.04307894,-0.04307894,1.1289636,84.091415,84.091415,0.009941691,0.009941691,0.029953593,0.029953593,0.16692212,224.34973,0.0,0.05878025,0.32441172,0.0,184.3031,77.349075,1.1289636,0.0,0.0
0.5,46.900087,461.059071,-17.0628234,-17.0628234,-0.842681209,-0.842681209,-0.581835739,-0.581835739,6.88943423,84.091415,84.091415,0.0606685844,0.0606685844,0.1784413244,0.1784413244,0.16692367,224.34973,0.0,0.35870304,0.293576807,0.0,461.059071,195.872771,6.88943423,0.0,0.0
1.0,31.817148,484.852578,-13.55697835,-13.55697835,-0.691703124,-0.691703124,-0.462253583,-0.462253583,16.389267,84.091415,84.091415,0.1443244224,0.1443244224,0.412239645,0.412239645,0.166926407,224.34973,0.0,0.85331824,0.255814061,0.0,484.852578,211.320309,16.389267,0.0,0.0
1.5,8.6479210758,465.770952,-3.5655270586,-3.5655270586,-0.17454561218,-0.17454561218,-0.08330155656,-0.08330155656,24.4535294,84.091415,84.091415,0.215338585,0.215338585,0.599423719,0.599423719,0.166924146,224.34973,0.0,1.27318948,0.211420042,0.0,465.770952,208.088966,24.4535294,0.0,0.0
2.0,10.50545049,504.590294,-3.940856034,-3.940856034,-0.2109063792,-0.2109063792,-0.1059406362,-0.1059406362,31.5983961,84.091415,84.091415,0.278256502,0.278256502,0.757127797,0.757127797,0.166918529,224.34973,0.0,1.64519175,0.214205844,0.0,504.590294,228.413818,31.5983961,0.0,0.0
2.5,26.5056174,520.9498,-9.1928661,-9.1928661,-0.484619639,-0.484619639,-0.272008347,-0.272008347,39.5452328,84.091415,84.091415,0.348236611,0.348236611,0.924275215,0.924275215,0.166913134,236.316891,0.0,2.05894919,0.241968198,0.0,520.9498,239.861227,39.5452328,0.0,0.0
3.0,32.324463,2255.801534,14.7654573,14.7654573,3.4423899,3.4423899,3.86683989,3.86683989,47.3177933,84.091415,84.091415,0.416682031,0.416682031,1.08018694,1.08018694,0.166889667,1000.093533,0.0,2.46363273,0.207048009,0.0,2255.801534,966.28416,47.3177933,0.0,0.0
3.5,32.517492,5166.40005,9.9511952,9.9511952,4.98988572,4.98988572,5.61453317,5.61453317,54.5386031,84.091415,84.091415,0.480268731,0.480268731,1.2185099,1.2185099,0.166819134,2173.10336,0.0,2.83958914,0.215606287,0.0,5166.40005,2181.62195,54.5386031,0.0,0.0
4.0,44.8147091,5033.71135,-40.3379588,-40.3379588,-21.1630711,-21.1630711,-20.1410362,-20.1410362,63.7793199,84.091415,84.091415,0.561642771,0.561642771,1.38687749,1.38687749,0.166859535,2064.26061,0.0,3.32071321,0.317361255,0.0,5033.71135,2131.80473,63.7793199,0.0,0.0
4.5,63.8377002,2873.07662,-44.3241458,-44.3241458,-13.32913155,-13.32913155,-12.39014688,-12.39014688,75.280607,84.091415,84.091415,0.662923484,0.662923484,1.58460442,1.58460442,0.16697015,1231.174867,0.0,3.91953546,0.346400436,0.0,2873.07662,1239.46417,75.280607,0.0,0.0
