Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,262.17004,1288.4623,21.861986,21.861986,2.9497898,2.9497898,3.4050004,3.4050004,2.2838843,119.28437,119.28437,0.028528983,0.028528983,0.08563547,0.08563547,0.5614424,2968.1875,0.0,0.11891198,0.62808406,0.0,1288.4623,537.47217,2.2838843,0.0,0.0
0.5,262.168186,5618.67638,-62.7690423,-62.7690423,-42.39227947,-42.39227947,-40.31694743,-40.31694743,15.3313952,119.28437,119.28437,0.1915110591,0.1915110591,0.544894429,0.544894429,0.561511962,2968.1875,0.0,0.798239448,0.726789902,0.0,5618.67638,2346.92458,15.3313952,0.0,0.0
1.0,262.049306,7031.274240000001,-108.0493785,-108.0493785,-79.561167,-79.561167,-75.817721,-75.817721,42.3379594,119.28437,119.28437,0.528861664,0.528861664,1.39381273,1.39381273,0.561849834,2968.1875,0.0,2.2043544,0.802252143,0.0,7031.274240000001,2950.48594,42.3379594,0.0,0.0
1.5,261.863539,7024.56651,-109.164203,-109.164203,-80.3023779,-80.3023779,-76.5052345,-76.5052345,70.1200254,119.28437,119.28437,0.875899402,0.875899402,2.13702695,2.13702695,0.562232965,2968.1875,0.0,3.65084633,0.803841711,0.0,7024.56651,2963.91656,70.1200254,0.0,0.0
2.0,261.677777,6986.266659999999,-109.108936,-109.108936,-79.8241366,-79.8241366,-76.0298951,-76.0298951,97.901857,119.28437,119.28437,1.2229342,1.2229342,2.77513429,2.77513429,0.562612685,2968.1875,0.0,5.09732607,0.803327693,0.0,6986.266659999999,2964.20128,97.901857,0.0,0.0
2.5,261.492011,6947.410709999999,-109.0318716,-109.0318716,-79.32411,-79.32411,-75.5341071,-75.5341071,125.6637622,119.28437,119.28437,1.56972012,1.56972012,3.32858532,3.32858532,0.562988248,2968.1875,0.0,6.54276858,0.80270937,0.0,6947.410709999999,2964.24302,125.6637622,0.0,0.0
3.0,261.306248,6908.57568,-108.9543909,-108.9543909,-78.8246446,-78.8246446,-75.0391734,-75.0391734,153.403124,119.28437,119.28437,1.91622441,1.91622441,3.81314031,3.81314031,0.563359892,2968.1875,0.0,7.98703712,0.802024065,0.0,6908.57568,2964.28036,153.403124,0.0,0.0
3.5,261.12048,6869.7754,-108.8768841,-108.8768841,-78.3261859,-78.3261859,-74.5455169,-74.5455169,181.11765,119.28437,119.28437,2.26241852,2.26241852,4.24088808,4.24088808,0.56372789,2968.1875,0.0,9.4300126,0.801272713,0.0,6869.7754,2964.3175,181.11765,0.0,0.0
4.0,260.934711,6831.01281,-108.7993571,-108.7993571,-77.8287759,-77.8287759,-74.0531748,-74.0531748,208.805066,119.28437,119.28437,2.60827389,2.60827389,4.6601156,4.6601156,0.564092318,2968.1875,0.0,10.8715766,0.800455528,0.0,6831.01281,2964.35463,208.805066,0.0,0.0
4.5,260.748944,6792.291569999999,-108.7218113,-108.7218113,-77.332451,-77.332451,-73.5621826,-73.5621826,236.463092,119.28437,119.28437,2.95376225,2.95376225,5.07406588,5.07406588,0.564453154,2968.1875,0.0,12.3116103,0.799572713,0.0,6792.291569999999,2964.39176,236.463092,0.0,0.0
