speed_actual,speed_target,soc,ice_torque,nox,fuel,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc
-0.7854843,50.0,0.7014551,-2.0916748,0.0,0.0,False,0.0,52.2138671875,12.110556
0.15092468,50.0,0.6991964,55.82242,0.018133864,69.99581909179688,True,3987.70361328125,420.99078369140625,0.097349286
0.50704575,50.0,0.69982845,112.697754,0.03182207,69.91636657714844,True,3989.865966796875,416.144287109375,0.017800927
1.7977943,50.0,0.6988598,219.5661,0.054539748,69.92332458496094,True,3990.663818359375,416.37286376953125,0.016748905
3.782261,50.0,0.69798607,263.31732,0.075934246,69.9351806640625,True,3992.861083984375,417.0283203125,0.0143408775
6.9823837,50.0,0.6978717,281.13873,0.09095865,69.8662338256836,True,3987.68896484375,415.491943359375,0.02272129
10.741756,50.0,0.6980144,300.0,0.0953148,69.83435821533203,True,3986.564208984375,416.72021484375,0.02669394
14.484352,50.0,0.6983524,300.0,0.092941344,69.9014892578125,True,3990.093017578125,419.17620849609375,0.022748113
18.279697,50.0,0.6989075,300.0,0.087118216,69.88996887207031,True,3987.857421875,418.93377685546875,0.023588538
21.946085,50.0,0.69951016,300.0,0.08002292,69.87423706054688,True,3985.294921875,418.610107421875,0.023782253
25.478724,50.0,0.70007414,300.0,0.07338577,69.86202239990234,True,3982.833740234375,418.34698486328125,0.023719668
28.921143,50.0,0.70059156,300.0,0.068286344,69.8674087524414,True,3981.28857421875,418.42926025390625,0.022765994
32.2493,50.0,0.7010876,300.0,0.06491983,69.88627624511719,True,3982.271728515625,419.203125,0.017225742
35.47596,50.0,0.7015643,300.0,0.06323636,69.7852554321289,True,3976.734619140625,418.31243896484375,0.02490282
38.625183,50.0,0.7020154,300.0,0.06329471,69.37494659423828,True,3961.056884765625,415.1175537109375,0.052061677
41.708622,50.0,0.7024426,300.0,0.06523369,68.2842025756836,True,3936.45751953125,408.7044677734375,0.10514259
44.70052,50.0,0.7028578,300.0,0.06869422,67.24785614013672,True,3886.8359375,387.22021484375,0.22792518
47.293106,50.0,0.70333964,300.0,0.07452901,61.045204162597656,True,3810.654296875,256.7091064453125,0.50745606
48.7456,50.0,0.7040193,296.35364,0.07439862,49.49399948120117,True,3568.1083984375,-165.1691436767578,1.0007709
49.453663,50.0,0.7046853,258.4336,0.07172426,48.90690231323242,True,3561.055419921875,-233.25865173339844,1.2711197
49.082447,50.0,0.70531666,265.0635,0.07635004,47.45268249511719,True,3510.71044921875,-263.187744140625,1.4794171
47.972717,50.0,0.7058448,261.60718,0.08520022,48.75116729736328,True,3495.193359375,-212.32257080078125,1.3863176
47.31204,50.0,0.70623565,269.63885,0.09679803,49.821937561035156,True,3488.624267578125,-20.245849609375,1.1841029
47.00869,50.0,0.706525,258.35086,0.10379273,47.056976318359375,True,3486.25537109375,43.86126708984375,1.1450708
46.975883,50.0,0.7067758,249.97684,0.105019666,46.20035934448242,True,3470.009765625,95.6192626953125,1.1123896
47.06869,50.0,0.7069934,243.5149,0.105074935,44.747093200683594,True,3452.625,101.6773681640625,1.1083543
47.35662,50.0,0.70719784,235.6568,0.105369344,43.60203170776367,True,3443.585205078125,94.35552978515625,1.1201262
47.78734,50.0,0.70744354,225.15137,0.104124784,41.63134002685547,True,3439.67724609375,58.46099853515625,1.1601508
48.18996,50.0,0.7077597,212.16663,0.09990426,39.630863189697266,True,3445.49609375,2.439453125,1.2253284
48.461266,50.0,0.70813894,203.53136,0.094590425,38.39164352416992,True,3455.152099609375,-43.0462646484375,1.2829274
48.572155,50.0,0.70855,199.2367,0.09077986,37.759483337402344,True,3457.37255859375,-71.32342529296875,1.3178676
48.563347,50.0,0.70894927,196.14737,0.0890219,37.40523147583008,True,3458.245849609375,-77.59060668945312,1.3265073
48.49836,50.0,0.7093225,193.03217,0.08812379,36.97096252441406,True,3465.09912109375,-67.09176635742188,1.3140023
48.41588,50.0,0.7096723,190.31963,0.08685858,36.50559616088867,True,3469.699951171875,-52.556732177734375,1.2997746
48.343513,50.0,0.710001,188.73718,0.0852064,36.25946044921875,True,3467.203857421875,-36.772064208984375,1.2823194
48.286556,50.0,0.71031547,187.06638,0.08385617,36.00840377807617,True,3466.438720703125,-25.15802001953125,1.2700021
48.25453,50.0,0.7106226,185.77847,0.08274236,35.82537841796875,True,3465.885498046875,-15.1785888671875,1.2590766
48.246773,50.0,0.7109288,184.2566,0.08157346,35.583335876464844,True,3466.253173828125,-10.185791015625,1.2536049
48.264126,50.0,0.71123683,182.738,0.080071755,35.361602783203125,True,3467.773681640625,-8.400482177734375,1.2516886
48.296333,50.0,0.71154886,181.19992,0.07831809,35.133338928222656,True,3470.8916015625,-11.421356201171875,1.2556881
48.331734,50.0,0.711864,179.91637,0.07644314,34.975791931152344,True,3474.77880859375,-16.43402099609375,1.2622267
48.35706,50.0,0.71218115,179.02277,0.07456381,34.87757110595703,True,3478.818603515625,-22.12518310546875,1.2695879
48.364815,50.0,0.71249807,178.62138,0.07271133,34.868927001953125,True,3482.19775390625,-26.31671142578125,1.2752801
48.354424,50.0,0.7128136,178.74559,0.07092392,34.94114685058594,True,3484.66748046875,-28.29510498046875,1.2784243
48.330444,50.0,0.71312696,179.31433,0.06922991,35.08357620239258,True,3486.197021484375,-28.2684326171875,1.2793154
48.30104,50.0,0.7134382,180.50334,0.06762124,35.313751220703125,True,3485.2939453125,-26.6943359375,1.2774557
48.2705,50.0,0.7137483,181.7739,0.066124976,35.56077575683594,True,3484.13720703125,-25.340362548828125,1.2756884
48.243744,50.0,0.71405774,183.27292,0.06466827,35.84395980834961,True,3482.892333984375,-23.839202880859375,1.2735188
48.222595,50.0,0.71436787,184.66133,0.06324848,36.127315521240234,True,3483.481201171875,-22.894134521484375,1.2701958
48.208603,50.0,0.7146791,186.10248,0.061843075,36.42144012451172,True,3486.0419921875,-22.332366943359375,1.2654722
48.19891,50.0,0.714993,187.73857,0.060442716,36.73112487792969,True,3488.4609375,-23.398040771484375,1.2621284
48.191666,50.0,0.7153099,189.4848,0.059066813,37.07619857788086,True,3490.8076171875,-25.0528564453125,1.2590706
48.18498,50.0,0.7156304,191.43689,0.057742752,37.443992614746094,True,3493.1357421875,-27.13336181640625,1.2560934
48.17695,50.0,0.71595496,193.50977,0.056481,37.835723876953125,True,3495.432861328125,-29.47283935546875,1.253131
48.167183,50.0,0.7162827,195.75137,0.055276424,38.25237274169922,True,3497.71826171875,-31.625823974609375,1.2497574
48.155178,50.0,0.71661395,198.11505,0.05412919,38.68680191040039,True,3500.017578125,-33.73553466796875,1.2461394
48.14159,50.0,0.7169491,200.60408,0.05303789,39.14229202270508,True,3502.329833984375,-35.61041259765625,1.242122
48.12694,50.0,0.7172875,203.20166,0.05200502,39.612789154052734,True,3504.657470703125,-37.43280029296875,1.2378693
48.111965,50.0,0.7176296,205.89456,0.051028635,40.098854064941406,True,3506.982666015625,-39.2222900390625,1.2334228
48.097107,50.0,0.7179758,208.67526,0.050107658,40.59750747680664,True,3509.297119140625,-41.097808837890625,1.2288898
48.082626,50.0,0.7183263,211.53357,0.049241953,41.10873031616211,True,3511.591796875,-43.09014892578125,1.2243062
48.068623,50.0,0.71868074,214.46606,0.04843303,41.63129806518555,True,3513.8623046875,-45.229888916015625,1.2196988
48.054974,50.0,0.7190403,217.4661,0.04768283,42.16470718383789,True,3516.10400390625,-47.512939453125,1.2150735
48.04146,50.0,0.71940416,220.53156,0.046993703,42.70873260498047,True,3518.31787109375,-49.9088134765625,1.2103975
48.027912,50.0,0.7197728,223.65863,0.04636825,43.26261901855469,True,3520.504150390625,-52.383270263671875,1.205647
48.0142,50.0,0.72014624,226.84286,0.04580932,43.825801849365234,True,3522.664794921875,-54.899139404296875,1.2007922
48.000214,50.0,0.7205244,230.07849,0.04531926,44.39702224731445,True,3524.800048828125,-57.45391845703125,1.1958331
47.985954,50.0,0.720907,233.36102,0.044899493,44.97584533691406,True,3526.90869140625,-60.000274658203125,1.1907369
47.969215,50.0,0.7212948,236.64914,0.044589415,45.607017517089844,True,3531.376220703125,-63.73248291015625,1.1752695
47.95174,50.0,0.721688,240.41196,0.044413067,46.28179931640625,True,3535.95654296875,-67.13204956054688,1.1574119
47.931965,50.0,0.7220873,244.17712,0.044361092,46.959564208984375,True,3540.486083984375,-71.18218994140625,1.1397958
47.911854,50.0,0.7224924,248.08224,0.04440449,47.66053771972656,True,3544.923583984375,-74.56149291992188,1.121676
47.891056,50.0,0.72290325,251.98395,0.044531457,48.35749435424805,True,3549.355224609375,-78.27243041992188,1.1038363
47.870514,50.0,0.72331977,255.91788,0.044729583,49.065589904785156,True,3553.74609375,-81.76296997070312,1.0858893
47.850216,50.0,0.72374165,259.83868,0.044976532,49.770870208740234,True,3558.10009765625,-85.4052734375,1.0682195
47.83304,50.0,0.724168,262.67456,0.045112282,50.224937438964844,True,3563.38330078125,-87.255126953125,1.0526985
47.82245,50.0,0.7245958,263.39282,0.04480645,50.28359603881836,True,3570.484130859375,-86.6912841796875,1.0406494
47.81854,50.0,0.7250222,263.3807,0.044023685,50.3227424621582,True,3578.188232421875,-86.35958862304688,1.0290772
47.821014,50.0,0.7254484,263.3184,0.043037973,50.338619232177734,True,3585.879638671875,-86.44061279296875,1.0183185
47.826477,50.0,0.72587425,263.1825,0.04193996,50.33591842651367,True,3593.26123046875,-87.63189697265625,1.0089397
47.833084,50.0,0.7263008,263.02457,0.040706202,50.32826614379883,True,3600.240234375,-88.9036865234375,1.0002941
47.838768,50.0,0.7267281,262.83237,0.03934528,50.31513977050781,True,3607.001220703125,-90.3836669921875,0.99202394
47.84277,50.0,0.72715604,262.64737,0.037914142,50.30231857299805,True,3613.631103515625,-91.64810180664062,0.9836137
47.844936,50.0,0.72758424,262.4907,0.0364528,50.29151153564453,True,3620.014404296875,-92.76953125,0.9749353
47.845524,50.0,0.72801304,262.5253,0.0349686,50.30131530761719,True,3624.85400390625,-93.87380981445312,0.9639263
47.844887,50.0,0.7284422,262.50854,0.033480942,50.31385040283203,True,3629.519287109375,-94.85211181640625,0.953117
47.84957,50.0,0.72887117,262.871,0.032222107,50.5556755065918,True,3641.4599609375,-93.075439453125,0.9724349
47.857635,50.0,0.7293012,264.15527,0.031230688,50.842567443847656,True,3655.384033203125,-92.589111328125,1.0044307
47.864094,50.0,0.72973406,265.4137,0.030290544,51.131378173828125,True,3668.933837890625,-93.24124145507812,1.0389686
47.86821,50.0,0.73017055,266.75314,0.029362768,51.43550491333008,True,3681.91162109375,-93.34500122070312,1.072374
47.850037,50.0,0.7306128,268.63538,0.028388351,51.74472427368164,True,3687.38134765625,-101.38348388671875,1.0607243
