time_s,ice_torque_nm,em1_speed_rpm,em1_torque_nm,em1_torque_ist_nm,em1_power_kw,em1_power_ist_kw,em1_elpower_kw,em1_elpower_ist_kw,em2_speed_rpm,em2_torque_nm,em2_torque_ist_nm,em2_power_kw,em2_power_ist_kw,em2_elpower_kw,em2_elpower_ist_kw,soc_1,ice_speed_soll_rpm,brake_perc,car_speed_kmph,car_acc_mpsh2,grade_perc,sun_speed_rpm,carrier_speed_rpm,ring_speed_rpm,brake_trq_nm,brake_pwr_kw
0.0,0.0,2.830371,0.1883955,0.1883955,5.5845187e-05,5.5845187e-05,0.00015964397,0.00015964397,-3.6284962,-330.18454,-330.18454,0.12546195,0.12546195,0.3775822,0.3775822,0.93785536,0.0,0.0,-0.1889201,-1.0283201,0.0,2.830371,-0.94091386,-3.6284962,0.0,0.0
0.5,0.0,30.48660455,0.298986717,0.298986717,0.000939953539,0.000939953539,0.002687033755,0.002687033755,-22.5472758,-330.18454,-330.18454,0.779613638,0.779613638,2.272730415,2.272730415,0.937848912,0.0,0.0,-1.17393911,-0.99185179,0.0,30.48660455,-0.479486458,-22.5472758,0.0,0.0
1.0,0.0,79.5378585,0.276787477,0.276787477,0.00230389861,0.00230389861,0.00658612693,0.00658612693,-56.8347191,-330.18454,-330.18454,1.96516521,1.96516521,5.4928956,5.4928956,0.93781958,0.0,0.0,-2.95913798,-0.991695719,0.0,79.5378585,-0.0890831136,-56.8347191,0.0,0.0
1.5,0.0,127.561762,0.275614768,0.275614768,0.00368166742,0.00368166742,0.0105247381,0.0105247381,-91.1157755,-330.18454,-330.18454,3.15049595,3.15049595,8.43698731,8.43698731,0.937765775,0.0,0.0,-4.74400431,-0.991474835,0.0,127.561762,-0.1224379586,-91.1157755,0.0,0.0
2.0,0.0,175.542846,0.27550454,0.27550454,0.0050645026,0.0050645026,0.0144778323,0.0144778323,-125.387493,-330.18454,-330.18454,4.33550372,4.33550372,11.1388315,11.1388315,0.937688326,0.0,0.0,-6.52838421,-0.991154461,0.0,175.542846,-0.168156736,-125.387493,0.0,0.0
2.5,0.0,223.505415,0.275386966,0.275386966,0.00644549648,0.00644549648,0.018425663,0.018425663,-159.646381,-330.18454,-330.18454,5.52006791,5.52006791,13.6269056,13.6269056,0.937587868,0.0,0.0,-8.31209644,-0.990732874,0.0,223.505415,-0.214090641,-159.646381,0.0,0.0
3.0,0.0,271.445127,0.275241671,0.275241671,0.00782386191,0.00782386191,0.0223659798,0.0223659798,-193.888946,-330.18454,-330.18454,6.70406794,6.70406794,15.8598143,15.8598143,0.937465007,0.0,0.0,-10.0949589,-0.990210222,0.0,271.445127,-0.260006986,-193.888946,0.0,0.0
3.5,0.0,319.357094,0.275068352,0.275068352,0.0091990323,0.0091990323,0.0261291827,0.0261291827,-228.111705,-330.18454,-330.18454,7.88738261,7.88738261,17.5243167,17.5243167,0.937322768,0.0,0.0,-11.87678955,-0.989586705,0.0,319.357094,-0.305896913,-228.111705,0.0,0.0
4.0,0.0,367.236433,0.274867067,0.274867067,0.0105704493,0.0105704493,0.0284453694,0.0284453694,-262.311164,-330.18454,-330.18454,9.0698922,9.0698922,18.9355503,18.9355503,0.937164636,0.0,0.0,-13.65740725,-0.988862605,0.0,367.236433,-0.3517557,-262.311164,0.0,0.0
4.5,0.0,415.078321,0.274637894,0.274637894,0.01193755765,0.01193755765,0.0302373717,0.0302373717,-296.483845,-330.18454,-330.18454,10.2514759,10.2514759,20.1848387,20.1848387,0.936991954,0.0,0.0,-15.4366318,-0.98803817,0.0,415.078321,-0.397578689,-296.483845,0.0,0.0
