time_s,ice_torque_nm,em1_speed_rpm,em1_torque_nm,em1_torque_ist_nm,em1_power_kw,em1_power_ist_kw,em1_elpower_kw,em1_elpower_ist_kw,em2_speed_rpm,em2_torque_nm,em2_torque_ist_nm,em2_power_kw,em2_power_ist_kw,em2_elpower_kw,em2_elpower_ist_kw,soc_1,ice_speed_soll_rpm,brake_perc,car_speed_kmph,car_acc_mpsh2,grade_perc,sun_speed_rpm,carrier_speed_rpm,ring_speed_rpm,brake_trq_nm,brake_pwr_kw
0.0,174.17038,1052.5886,54.547417,54.547417,6.0128136,6.0128136,7.227509,7.227509,1.1106728,51.88791,51.88791,0.006035051,0.006035051,0.018192004,0.018192004,0.2821536,3264.9336,0.0,0.057827927,0.26368552,0.0,1052.5886,438.63843,1.1106728,0.0,0.0
0.5,174.17038,5989.75176,-19.14846868,-20.17424488,-19.96829017,-20.34890847,-18.5673509,-18.9727463,6.81441071,51.737513,50.6615793,0.03682880595,0.03653115345,0.1085206777,0.1076272924,0.28213024,3248.53356,0.0,0.3547968886,0.342250554,0.0,5989.75176,2496.35881,6.81441071,0.0,0.0
1.0,174.17038,5334.760029999999,-110.0402365,-110.0402365,-61.4143166,-61.4143166,-57.6654439,-57.6654439,21.3594304,41.9426086,41.9426086,0.0917327365,0.0917327365,0.261576225,0.261576225,0.282404575,2203.83012,0.0,1.112093138,0.453147945,0.0,5334.760029999999,2232.30464,21.3594304,0.0,0.0
1.5,174.17038,1339.065564,-106.5670452,-106.5670452,-15.40554208,-15.40554208,-12.72513509,-12.72513509,36.1438137,26.7457656,26.7457656,0.0994909272,0.0994909272,0.285598482,0.285598482,0.282613453,587.733530046,0.0,1.88185201,0.397911954,0.0,1339.065564,578.299191998,36.1438137,0.0,0.0
2.0,174.17038,-183.7057915,-70.1470922,-70.1470922,1.343067194,1.343067194,2.67386546,2.67386546,48.2542109,21.194723,21.194723,0.107100517,0.107100517,0.310139991,0.310139991,0.282616758,0.0,0.0,2.51238809,0.31654504,0.0,-183.7057915,-48.26605807,48.2542109,0.0,0.0
2.5,174.17038,-86.3785621,-72.4385139,-72.4385139,0.655253635,0.655253635,1.59433948,1.59433948,59.2788087,21.194723,21.194723,0.131569681,0.131569681,0.377343316,0.377343316,0.282597234,0.0,0.0,3.08639113,0.320477702,0.0,-86.3785621,-1.3302980045,59.2788087,0.0,0.0
3.0,174.17038,-98.571705,-72.56033,-72.56033,0.748998103,0.748998103,1.7848795,1.7848795,70.3628341,21.194723,21.194723,0.156170738,0.156170738,0.443619254,0.443619254,0.282578998,0.0,0.0,3.66348834,0.320627729,0.0,-98.571705,0.06792504018,70.3628341,0.0,0.0
3.5,173.297267,-102.20155395,-70.2121612,-70.2121612,0.7759247847,0.7759247847,1.8052855086,1.8052855086,81.436888,21.194723,21.194723,0.180749674,0.180749674,0.508579913,0.508579913,0.282558228,13.643280994,0.0,4.24006651,0.315460714,0.0,-102.20155395,5.0235779115,81.436888,0.0,0.0
4.0,117.565004,1791.175554,-17.57579957,-17.57579957,-2.22459777,-2.22459777,-1.864701357,-1.864701357,90.0153313,21.194723,21.194723,0.199789577,0.199789577,0.558096978,0.558096978,0.282554018,884.518783,0.0,4.68670883,0.1589187074,0.0,1791.175554,797.880663,90.0153313,0.0,0.0
4.5,31.3542197426,5094.42972,16.20810886,15.12068926,9.396198683,8.691527183,10.0671576,9.3253718,92.6896251,21.194723,20.5389961,0.20572519,0.199371365,0.577049622,0.558433413,0.282520533,2231.65343,0.0,4.82594787,-0.0005573796,0.0,5094.42972,2173.95055,92.6896251,0.0,0.0
