time_s,ice_speed_rpm,ice_torque_nm,ice_power_kw,fuel_soll_mg,vtg_1,p_amb_bar,t_amb_k,no_eo_gps,no2_eo_gps,co_eo_gps,nh3_eo_gps,co2_eo_gps,propylene_eo_gps2,diesel_vap_eo_gps,diesel_vap_ads_eo_gps,o2_eo_gps,n2_eo_gps,no_tp_gps,no2_tp_gps,co_tp_gps,nh3_tp_gps,co2_tp_gps,propylene_tp_gps,diesel_vap_tp_gps,diesel_vap_ads_tp_gps,t_wall_scr1_k,t_gas_eo_k,t_wall_doc_k,t_avg_doc_k,t_wall_dpf_k,t_sub_dpf_k,t_wall_scr2_k,t_avg_scr2_k,t_wall_scr3_k,t_avg_scr3_k,t_gas_tp_k,ice_bsfc_bar,ice_imep_720_bar,ice_bmep_bar,cyl_pmax_bar,cyl_tmax_k,cyl_10_90_ca,mfb50_ca,cyl_lambda_1,combeff_perc,turb_speed_rpm,turb_power_kw,turb_torque_nm,turb_brake_power_kw,fuel_mf_c1_gps,fuel_mf_c2_gps,fuel_mf_c3_gps,fuel_mf_c4_gps,thc_tp_gps,thc_eo_gps,nox_eo_gps,nox_tp_gps,fuel_tot_gps
0.0,3281.7097,-44.397755,-15.257725,69.424805,0.58,0.93029314,268.2931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0157307,0.0,0.0,0.0,6e-12,0.0,0.0,0.0,0.0,268.2931,276.03802,268.2931,271.0772,268.2931,268.29364,268.2931,268.75244,268.2931,268.53207,268.30524,-1025.921,-1.3665619,-2.8343115,33.878445,643.7754,0.0,0.0,1.0206902,0.0,15364.569,0.12272454,0.07574418,0.061543554,1.0889722,1.0765738,1.1212358,1.0690589,0.0,0.0,0.0,0.0,4.3558407
0.5,3281.7097,92.306982615385,31.722202769231,69.424805,0.362205685385,0.93029314,268.2931,0.005591727195,0.000451053201,0.003342106515,0.0,0.0,0.004541629862,0.010033554792,0.010033554792,0.452583052846,19.9803565,0.0,0.0,0.000110350146,1.11e-10,6.86e-10,0.000149884538,0.000331134031,0.000159815682,282.724404615385,389.335336153846,268.28864,266.024405384615,268.2931,268.295595384615,268.299782307692,268.294133076923,268.296659230769,268.29793,268.166364615385,88.801510769231,7.421804146154,5.892792215385,66.693469230769,1973.099833846154,14.510936538462,8.490393146154,1.236658523077,120.401442,46106.36992307693,0.749657733846,0.155090434615,-0.078298999415,0.700025747692,0.676057780769,0.696783489231,0.696579565385,0.000640834251,0.024608739446,0.006042780396,0.0,2.769446583077
1.0,3281.7097,159.218826428571,54.717116285714,69.424805,0.23,0.93029314,268.2931,0.047750133429,0.003851734743,0.011828644436,0.0,0.0,0.015956474929,0.035251700071,0.035251700071,3.961840892857,58.172458285714,0.011940124218,0.000430062811,0.014524101179,3.33e-10,5.6785e-08,0.019007841571,0.0419925995,0.021412772071,319.11189,455.925351428571,267.604092857143,260.573911428571,268.2931,268.250356428571,268.298828571429,268.291999285714,268.298919285714,268.320053571429,268.117917857143,255.394078571429,11.8541165,10.164382485714,98.59091,2065.093578571429,24.5681085,6.312669278571,1.37194575,99.868076571429,87109.10764285714,2.192284221429,0.238752887143,1.791176858571,0.956668719286,0.96596911,0.952645812857,0.960372491429,0.082413213143,0.086459875071,0.051601868171,0.012370187029,3.835656133571
1.5,3281.7097,193.745897857143,66.582684928571,69.424805,0.23,0.93029314,268.2931,0.079160415357,0.006385425643,0.005321051921,0.0,0.0,0.010077104893,0.022262754643,0.022262754643,4.126198721429,69.965846785714,0.059649376929,0.000814365939,0.005409138736,3.93e-10,1.615e-08,0.010490424321,0.023175908,0.013869561786,359.924391428572,500.711319285714,267.296956428571,265.782851428571,268.2931,268.199634285714,268.292055,268.252807142857,268.306171428571,268.315531428571,268.062873571429,233.990052857143,14.122565785714,12.368558714286,111.455613571429,2100.720685714286,26.875199785714,7.544734607143,1.3004001,99.870635857143,98068.86142857144,3.080527521429,0.299607202857,2.816404735714,1.083518178571,1.085566042857,1.076993828571,1.080955364286,0.047535894107,0.054602614179,0.085545841,0.060463742868,4.327033414286
2.0,3281.7097,211.137620769231,72.559520307692,69.424805,0.23,0.93029314,268.2931,0.083151678385,0.006707378392,0.005711646731,0.0,0.0,0.007014030377,0.015495683462,0.015495683462,4.647189646154,75.337225692308,0.080727564231,0.000541968436,0.005713206492,4.21e-10,1.144e-08,0.007743175246,0.017106554308,0.010882684462,396.171789230769,531.812643076923,267.642792307692,272.505541538462,268.2931,268.214408461538,268.284717692308,268.256358461538,268.312103846154,268.31797,268.030174615385,232.824964615385,15.256656307692,13.478830346154,116.557581384615,2118.156407692308,28.455214230769,8.507698884615,1.315458553846,99.912164153846,106593.9386153846,3.791557953846,0.339432933846,3.544091569231,1.174525007692,1.177760592308,1.168594838462,1.171595753846,0.035732414015,0.0380053973,0.089859056777,0.081269532667,4.692476192308
2.5,3281.7097,228.359433571429,78.477965428571,69.424805,0.23,0.93029314,268.2931,0.092088233214,0.007428240093,0.006058655214,0.0,0.0,0.006626228007,0.014638934571,0.014638934571,5.320836771429,79.881871,0.084533329429,0.000445195592,0.00606111605,4.93e-10,1.0703e-08,0.006667128107,0.014729310179,0.00987459,431.322393571429,562.361964285714,268.595705714286,280.504762857143,268.2931,268.318382857143,268.285892857143,268.317443571429,268.31622,268.326374285714,267.998047857143,231.367843571429,16.377681928571,14.578254964286,121.1646175,2141.919042857143,29.738229142857,9.398163607143,1.333314471429,99.910743,114350.3592857143,4.545073235714,0.379304557857,4.303793628571,1.26203,1.2659051,1.256471264286,1.259140492857,0.031271028286,0.03590409715,0.099516473307,0.084978525021,5.043546857143
3.0,3281.7097,245.795112857143,84.469910285714,69.424805,0.23,0.93029314,268.2931,0.106803983214,0.008615276786,0.006471298207,0.0,0.0,0.007290275586,0.016105976143,0.016105976143,5.800683064286,85.092530357143,0.094613219643,0.000397060784,0.006451454357,1.089e-09,1.1961e-08,0.007211995729,0.0159330475,0.011053143893,467.029392142857,593.196045714286,270.270658571429,290.075704285714,268.29306,268.547895,268.307094285714,268.465622857143,268.322022857143,268.350205,267.95998,230.640646428571,17.515308214286,15.691332607143,126.457939,2165.870378571429,30.6962515,10.058377035714,1.343899628571,99.911202714286,121725.41471428573,5.482628292857,0.429809673571,5.224266978571,1.353560642857,1.358956321429,1.34870365,1.350524028571,0.034198187121,0.039502227871,0.11541926,0.095010280427,5.411744642857
3.5,3281.7097,263.986561538462,90.721580846154,69.424805,0.23,0.93029314,268.2931,0.128129008846,0.010335447154,0.007009891792,0.0,0.0,0.008227234185,0.018175943077,0.018175943077,6.661298107692,90.620029153846,0.110088311231,0.000395584342,0.006972109485,5.092e-09,1.4709e-08,0.008089605208,0.017871883154,0.012792337192,501.082718461538,623.337629230769,272.609992307692,300.428156153846,268.293069230769,268.921140769231,268.360078461538,268.719938461538,268.332457692308,268.398786153846,267.915498461538,230.891408461538,18.705197846154,16.852658,132.633753846154,2191.868007692308,31.492743615385,10.605972769231,1.366346669231,99.911415615385,129627.99915384616,6.634665330769,0.488425951538,6.318625446154,1.454805646154,1.461898023077,1.450352907692,1.451526684615,0.038753825554,0.044579120338,0.138464456,0.110483895572,5.818583261538
4.0,3281.7097,284.438133571428,97.749961785714,69.424805,0.23,0.93029314,268.2931,0.149754967143,0.012079891393,0.0077194553,0.0,0.0,0.00930033125,0.020546674071,0.020546674071,7.37407845,96.687005642857,0.130476100714,0.000434249608,0.0076317134,2.6726e-08,1.9548e-08,0.009178317714,0.020277103286,0.014971835964,535.147097857143,653.829440714286,275.741267142857,312.011703571429,268.293108571429,269.487437857143,268.462431428571,269.121983571429,268.352380714286,268.488188571429,267.870968571429,230.603201428571,20.039697,18.158267142857,138.664918571429,2202.044121428572,32.165825214286,11.345586857143,1.381639842857,99.909906785714,137926.68,7.994648685714,0.553140516429,7.671524571429,1.565439571429,1.573922057143,1.560518292857,1.561638314286,0.044427256964,0.050393679393,0.161834858536,0.130910350322,6.261518235714
4.5,3281.7097,305.35345,104.937716785714,69.424805,0.23,0.93029314,268.2931,0.162214195,0.013084907,0.008873135821,0.0,0.0,0.010285365679,0.022722852571,0.022722852571,8.135497892857,103.175453214286,0.143185690714,0.000503182498,0.008672796714,1.18338e-07,3.1694e-08,0.010183490643,0.022497762,0.017219953286,570.362386428571,685.016207857143,279.890074285714,325.314016428571,268.293195,270.320235714286,268.640927857143,269.733561428571,268.389458571429,268.644915714286,267.831011428571,230.793427142857,21.404657642857,19.493481357143,145.107255714286,2199.725742857143,32.839342428571,12.199343964286,1.3933794,99.910807714286,146628.38714285713,9.63430975,0.627030398571,9.262869178571,1.681838557143,1.691527378571,1.6771627,1.677033571429,0.049901205929,0.055731070821,0.175299102,0.143688873212,6.727562207143
