time_s,ice_torque_nm,em1_speed_rpm,em1_torque_nm,em1_torque_ist_nm,em1_power_kw,em1_power_ist_kw,em1_elpower_kw,em1_elpower_ist_kw,em2_speed_rpm,em2_torque_nm,em2_torque_ist_nm,em2_power_kw,em2_power_ist_kw,em2_elpower_kw,em2_elpower_ist_kw,soc_1,ice_speed_soll_rpm,brake_perc,car_speed_kmph,car_acc_mpsh2,grade_perc,sun_speed_rpm,carrier_speed_rpm,ring_speed_rpm,brake_trq_nm,brake_pwr_kw
0.0,311.92172,1569.7789,33.97675,33.97675,5.5854897,5.5854897,6.272812,6.272812,1.5218184,34.867126,34.867126,0.0055565806,0.0055565806,0.016746597,0.016746597,0.07896556,3797.4421,0.0,0.0792345,0.40034252,0.0,1569.7789,654.0852,1.5218184,0.0,0.0
0.5,311.92172,7140.76568,-72.64304907,-72.64304907,-63.8740876,-63.8740876,-61.24130034,-61.24130034,10.64455749,34.867126,34.867126,0.0388662283,0.0388662283,0.1139152715,0.1139152715,0.0790526161,3778.39768,0.0,0.554216062,0.534240942,0.0,7140.76568,2977.54061,10.64455749,0.0,0.0
1.0,311.92172,6197.70877,-173.680664,-173.680664,-112.659333,-112.659333,-106.5700666,-106.5700666,32.8092131,34.867126,34.867126,0.1197955237,0.1197955237,0.334744095,0.334744095,0.0795535167,2563.27347,0.0,1.70823376,0.701438097,0.0,6197.70877,2598.06943,32.8092131,0.0,0.0
1.5,311.92172,1536.641294,-169.515015,-169.515015,-27.90415039,-27.90415039,-23.21503059,-23.21503059,57.0251277,34.9730114,34.9730114,0.208966511,0.208966511,0.554263318,0.554263318,0.0799016991,683.587512597,0.0,2.96905169,0.694452388,0.0,1536.641294,672.704327186,57.0251277,0.0,0.0
2.0,311.92172,-246.871905,-127.1620285,-127.1620285,3.27915416,3.27915416,6.81147401,6.81147401,79.9266151,41.8700329,41.8700329,0.352519743,0.352519743,0.864563354,0.864563354,0.0798722687,0.0,0.0,4.16143314,0.64294884,0.0,-246.871905,-56.05666006,79.9266151,0.0,0.0
2.5,311.92172,-147.872065,-129.838771,-129.838771,2.01064139,2.01064139,4.7763906,4.7763906,102.8510859,52.5680605,52.5680605,0.568269848,0.568269848,1.29427503,1.29427503,0.0797999406,0.0,0.0,5.35501115,0.682035487,0.0,-147.872065,-1.4766691967,102.8510859,0.0,0.0
3.0,311.92172,-177.508389,-129.983598,-129.983598,2.41621993,2.41621993,5.55085072,5.55085072,126.7461959,56.476326,56.476326,0.749600714,0.749600714,1.6038362,1.6038362,0.0797237395,0.0,0.0,6.59912611,0.694702114,0.0,-177.508389,0.1436158665,126.7461959,0.0,0.0
3.5,311.92172,-211.063595,-129.985938,-129.985938,2.87301788,2.87301788,6.36507317,6.36507317,150.758826,56.5349991,56.5349991,0.892608592,0.892608592,1.80954322,1.80954322,0.0796320502,0.0,0.0,7.84936004,0.694608057,0.0,-211.063595,0.201845722,150.758826,0.0,0.0
4.0,311.92172,-244.883761,-129.989191,-129.989191,3.33346626,3.33346626,7.12893017,7.12893017,174.928196,60.3530489,60.3530489,1.10683604,1.10683604,2.10678598,2.10678598,0.0795238084,0.0,0.0,9.1077543,0.706623006,0.0,-244.883761,0.24134041,174.928196,0.0,0.0
4.5,311.92172,-279.538417,-129.994596,-129.994596,3.80535866,3.80535866,7.85857367,7.85857367,199.685116,66.2761766,66.2761766,1.38712626,1.38712626,2.49177076,2.49177076,0.0793955128,0.0,0.0,10.3967401,0.725395926,0.0,-279.538417,0.27666728,199.685116,0.0,0.0
5.0,311.92172,-314.895679,-129.996549,-129.996549,4.28673975,4.28673975,8.55245835,8.55245835,224.928975,68.439926,68.439926,1.61206876,1.61206876,2.79152841,2.79152841,0.0792437995,0.0,0.0,11.7110789,0.731940955,0.0,-314.895679,0.30395233,224.928975,0.0,0.0
5.5,311.92172,-326.044176,-126.016869,-125.964512,4.38671978,4.38474158,8.52194412,8.51816822,250.210678,68.439926,68.4115324,1.79326305,1.79249273,3.00031869,2.99904464,0.0790678071,24.83127958,0.0,13.0273875,0.724327739,0.0,-326.044176,10.426779895,250.210678,0.0,0.0
6.0,311.92172,3304.522336,-70.8798064,-70.8798064,-24.78262997,-24.78262997,-23.03827107,-23.03827107,273.431985,68.439926,68.439926,1.9596904,1.9596904,3.18007786,3.18007786,0.07902848,1609.87601,0.0,14.2364205,0.628071849,0.0,3304.522336,1534.691035,273.431985,0.0,0.0
