time_s,ice_torque_nm,em1_speed_rpm,em1_torque_nm,em1_torque_ist_nm,em1_power_kw,em1_power_ist_kw,em1_elpower_kw,em1_elpower_ist_kw,em2_speed_rpm,em2_torque_nm,em2_torque_ist_nm,em2_power_kw,em2_power_ist_kw,em2_elpower_kw,em2_elpower_ist_kw,soc_1,ice_speed_soll_rpm,brake_perc,car_speed_kmph,car_acc_mpsh2,grade_perc,sun_speed_rpm,carrier_speed_rpm,ring_speed_rpm,brake_trq_nm,brake_pwr_kw
0.0,10.111223,394.06277,71.295876,71.295876,2.9421446,2.9421446,4.7923865,4.7923865,-1.8527898,-154.4049,-154.4049,0.029958213,0.029958213,0.09010715,0.09010715,0.1873251,2379.907,0.0,-0.09646675,-0.5911094,0.0,394.06277,162.8906,-1.8527898,0.0,0.0
0.5,10.111223,3846.88742,123.0197724,42.242825,49.6660138,14.5217052,52.9034082,15.6417623,-6.99749539,-154.405506,-56.2342219,0.1131447624,0.0368390837,0.335526678,0.109328207,0.187210316,2379.907,0.0,-0.364329315,-0.1725810026,0.0,3846.88742,1596.632426,-6.99749539,0.0,0.0
1.0,10.111223,6035.79407,-1.86826274,-4.49162094,-1.19366855,-2.83202475,-0.43854206,-2.16687626,-14.9875519,-154.444935,-146.1113015,0.242407382,0.2344784386,0.698832594,0.675582112,0.187078847,2379.907,0.0,-0.780336993,-0.376192374,0.0,6035.79407,2502.78727,-14.9875519,0.0,0.0
1.5,10.111223,5766.710730000001,-4.62737493,-4.62737493,-2.79495216,-2.79495216,-2.26794255,-2.26794255,-28.7447713,-154.50666,-154.50666,0.465094936,0.465094936,1.29073961,1.29073961,0.187099579,2379.907,0.0,-1.49661587,-0.403108429,0.0,5766.710730000001,2382.78706,-28.7447713,0.0,0.0
2.0,10.111223,5771.84705,-4.10542152,-4.10542152,-2.48141982,-2.48141982,-1.98840966,-1.98840966,-42.7076218,-154.568382,-154.568382,0.691288522,0.691288522,1.84670985,1.84670985,0.187103779,2379.907,0.0,-2.22360111,-0.404173618,0.0,5771.84705,2376.77151,-42.7076218,0.0,0.0
2.5,10.111223,5791.13868,-4.09515747,-4.09515747,-2.48349428,-2.48349428,-1.98973533,-1.98973533,-56.6835272,-154.630106,-154.630106,0.917873987,0.917873987,2.36300023,2.36300023,0.187102716,2379.907,0.0,-2.95126604,-0.404331236,0.0,5791.13868,2376.63845,-56.6835272,0.0,0.0
3.0,10.111223,5810.70642,-4.09493499,-4.09493499,-2.49175051,-2.49175051,-1.99643572,-1.99643572,-70.6641251,-154.691833,-154.691833,1.14471618,1.14471618,2.84349965,2.84349965,0.187097267,2379.907,0.0,-3.67917541,-0.4044545,0.0,5810.70642,2376.61759,-70.6641251,0.0,0.0
3.5,10.111223,5830.28483,-4.09490195,-4.09490195,-2.50012598,-2.50012598,-2.00320279,-2.00320279,-84.6486849,-154.753559,-154.753559,1.3718033,1.3718033,3.29184784,3.29184784,0.187087669,2379.907,0.0,-4.40729085,-0.404560534,0.0,5830.28483,2376.5988,-84.6486849,0.0,0.0
4.0,10.111223,5849.86791,-4.09487713,-4.09487713,-2.50850834,-2.50850834,-2.00997409,-2.00997409,-98.6366185,-154.815284,-154.815284,1.59912589,1.59912589,3.71121154,3.71121154,0.187074154,2379.907,0.0,-5.13558214,-0.404649647,0.0,5849.86791,2376.58001,-98.6366185,0.0,0.0
4.5,10.111223,5869.45488,-4.09485712,-4.09485712,-2.51689523,-2.51689523,-2.01674955,-2.01674955,-112.6273401,-154.877012,-154.877012,1.82667452,1.82667452,4.1043548,4.1043548,0.187056923,2379.907,0.0,-5.8640183,-0.404721843,0.0,5869.45488,2376.56124,-112.6273401,0.0,0.0
5.0,10.111223,5889.04505,-4.09484169,-4.09484169,-2.5252862,-2.5252862,-2.02352884,-2.02352884,-126.6202655,-154.938734,-154.938734,2.05443979,2.05443979,4.47370125,4.47370125,0.187036166,2379.907,0.0,-6.59256929,-0.404777108,0.0,5889.04505,2376.54248,-126.6202655,0.0,0.0
5.5,10.111223,5908.63735,-4.0948311,-4.0948311,-2.5336811,-2.5336811,-2.03031184,-2.03031184,-140.614808,-155.000466,-155.000466,2.28241222,2.28241222,4.82138421,4.82138421,0.187012046,2379.907,0.0,-7.32120468,-0.404815443,0.0,5908.63735,2376.52369,-140.614808,0.0,0.0
6.0,10.111223,5928.23128,-4.09482523,-4.09482523,-2.54207944,-2.54207944,-2.03709822,-2.03709822,-154.610386,-155.062188,-155.062188,2.51058233,2.51058233,5.14929017,5.14929017,0.186984727,2379.907,0.0,-8.04989355,-0.404836857,0.0,5928.23128,2376.50494,-154.610386,0.0,0.0
6.5,10.111223,5947.82564,-4.09482398,-4.09482398,-2.55048092,-2.55048092,-2.04388775,-2.04388775,-168.606404,-155.123916,-155.123916,2.73894064,2.73894064,5.45909215,5.45909215,0.186954355,2379.907,0.0,-8.77860615,-0.404841356,0.0,5947.82564,2376.48611,-168.606404,0.0,0.0
