time_s,ice_speed_rpm,ice_torque_nm,ice_power_kw,fuel_mg,p_amb_bar,t_amb_k,no_eo_gps,no2_eo_gps,co_eo_gps,nh3_eo_gps,co2_eo_gps,propylene_eo_gps,diesel_vap_eo_gps,diesel_vap_ads_eo_gps,o2_eo_gps,n2_eo_gps,no_tp_gps,no2_tp_gps,co_tp_gps,nh3_tp_gps,co2_tp_gps,propylene_tp_gps,diesel_vap_tp_gps,diesel_vap_ads_tp_gps,t_wall_scr1_k,t_gas_eo_k,t_wall_doc_k,t_avg_doc_k,t_wall_dpf_k,t_sub_dpf_k,t_wall_scr2_k,t_avg_scr2_k,t_wall_scr3_k,t_avg_scr3_k,t_gas_tp_k,ice_bsfc_gpkwh,ice_imep_720_bar,ice_bmep_bar,cyl_pmax_bar,cyl_tmax_k,cyl_10_90_kw,mfb50_kw,cyl_lambda_1,combeff_1,turb_speed_rpm,turb_power_rpm,turb_torque_nm,turb_brake_power_kw,fuel_mf_c1_gps,fuel_mf_c2_gps,fuel_mf_c3_gps,fuel_mf_c4_gps,thc_tp_gps,thc_eo_gps,nox_eo_gps,nox_tp_gps,fuel_tot_gps,em1_speed_rpm,em1_torque_nm,em1_torque_ist_nm,em1_power_kw,em1_power_ist_kw,em1_elpower_kw,em1_elpower_ist_kw,em2_speed_rpm,em2_torque_nm,em2_torque_ist_nm,em2_power_kw,em2_power_ist_kw,em2_elpower_kw,em2_elpower_ist_kw,soc_1,brake_perc,car_speed_kmph,car_acc_mps2,grade_perc,sun_speed_rpm,carrier_speed_rpm,ring_speed_rpm
141.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338.49,-0.35557,-0.33741,0.012603,0.011948,0.035156,0.033342,241.77,421.0,399.55,10.659,10.106,24.922,23.644,0.69037,0.0,12.588,1.2137,0,-338.49,0.32192,241.77
142.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.38,-0.35366,-0.31764,0.014642,0.013145,0.038004,0.034125,282.41,420.01,377.28,12.42,11.151,26.319,23.638,0.69007,0.0,14.704,1.1408,0,-395.38,0.3756,282.41
142.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-448.16,-0.27865,-0.27522,0.013024,0.012871,0.03177,0.031387,319.86,331.3,327.33,11.059,10.932,21.011,20.755,0.68979,0.0,16.654,0.97821,0,-448.16,0.27895,319.86
143.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-486.76,-0.17358,-0.17358,0.0088275,0.0088275,0.020579,0.020579,347.41,219.77,219.77,7.9799,7.9799,13.014,13.014,0.68963,0.0,18.088,0.62928,0,-486.76,0.30765,347.41
143.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-511.38,-0.11415,-0.11415,0.0061057,0.0061057,0.013841,0.013841,365.11,153.8,153.8,5.8749,5.8749,8.7872,8.7872,0.68953,0.0,19.01,0.41518,0,-511.38,0.39661,365.11
144.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-528.55,-0.086517,-0.086517,0.0047866,0.0047866,0.010645,0.010645,377.46,122.78,122.78,4.8515,4.8515,6.9836,6.9836,0.68947,0.0,19.653,0.31434,0,-528.55,0.46399,377.46
144.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-542.75,-0.078562,-0.078562,0.004465,0.004465,0.0097783,0.0097783,387.66,114.04,114.04,4.6294,4.6294,6.5565,6.5565,0.68941,0.0,20.184,0.28569,0,-542.75,0.50923,387.66
145.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-558.61,-0.11024,-0.11024,0.0064566,0.0064566,0.013895,0.013895,399.11,149.47,149.47,6.2525,6.2525,9.0052,9.0052,0.68935,0.0,20.78,0.39998,0,-558.61,0.59607,399.11
145.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-580.85,-0.14119,-0.14119,0.0085925,0.0085925,0.018079,0.018079,414.97,182.49,182.49,7.9339,7.9339,11.612,11.612,0.68926,0.0,21.606,0.50632,0,-580.85,0.6023,414.97
146.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-607.82,-0.17012,-0.17012,0.010836,0.010836,0.022185,0.022185,434.24,215.35,215.35,9.7986,9.7986,14.577,14.577,0.68914,0.0,22.609,0.61198,0,-607.82,0.63338,434.24
146.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-639.24,-0.18766,-0.18766,0.012565,0.012565,0.024971,0.024971,456.65,234.41,234.41,11.211,11.211,16.709,16.709,0.68899,0.0,23.776,0.67281,0,-639.24,0.63787,456.65
147.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-672.01,-0.18673,-0.18673,0.013139,0.013139,0.025583,0.025583,480.0,233.86,233.86,11.754,11.754,17.247,17.247,0.68882,0.0,24.992,0.67011,0,-672.01,0.64075,480.0
147.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-703.58,-0.17489,-0.17489,0.012882,0.012882,0.024674,0.024674,502.52,221.17,221.17,11.636,11.636,16.66,16.66,0.68865,0.0,26.164,0.62806,0,-703.58,0.65391,502.52
148.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.16,-0.15166,-0.15166,0.011622,0.011622,0.021937,0.021937,522.9,195.66,195.66,10.71,10.71,14.855,14.855,0.6885,0.0,27.225,0.54462,0,-732.16,0.66141,522.9
148.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756.19,-0.12445,-0.12445,0.0098501,0.0098501,0.018367,0.018367,540.06,165.88,165.88,9.3778,9.3778,12.616,12.616,0.68838,0.0,28.118,0.44743,0,-756.19,0.68004,540.06
149.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-774.97,-0.089875,-0.089875,0.007289,0.007289,0.013464,0.013464,553.45,127.62,127.62,7.393,7.393,9.6663,9.6663,0.68828,0.0,28.816,0.32295,0,-774.97,0.68363,553.45
149.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.92,-0.060589,-0.060589,0.0049971,0.0049971,0.0091706,0.0091706,562.72,95.414,95.414,5.6207,5.6207,7.241,7.241,0.68821,0.0,29.298,0.21825,0,-787.92,0.70891,562.72
150.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-794.99,-0.016921,-0.016921,0.0014074,0.0014074,0.0025997,0.0025997,567.72,46.452,46.452,2.7608,2.7608,3.7048,3.7048,0.68816,0.0,29.559,0.059532,0,-794.99,0.68447,567.72
150.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-794.41,0.020577,0.020577,-0.0017109,-0.0017109,-0.00093525,-0.00093525,567.33,5.3494,5.3494,0.31858,0.31858,0.66856,0.66856,0.68814,0.0029544,29.539,-0.074153,0,-794.41,0.70314,567.33
151.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-785.46,0.090098,0.090098,-0.0073995,-0.0073995,-0.0040254,-0.0040254,560.83,-70.029,-70.029,-4.105,-4.105,-3.1457,-3.1457,0.68815,0.014699,29.2,-0.32841,0,-785.46,0.62661,560.83
151.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-762.97,0.16182,0.16182,-0.012919,-0.012919,-0.0069515,-0.0069515,544.79,-141.32,-141.32,-8.0521,-8.0521,-6.0799,-6.0799,0.68819,0.10418,28.365,-0.57976,0,-762.97,0.62244,544.79
152.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-728.28,0.24394,0.24394,-0.01857,-0.01857,-0.0098152,-0.0098152,519.94,-234.01,-234.01,-12.718,-12.718,-8.8657,-8.8657,0.68824,0.021852,27.071,-0.88011,0,-728.28,0.55027,519.94
152.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-678.52,0.32031,0.32031,-0.022738,-0.022738,-0.011717,-0.011717,484.46,-310.57,-310.57,-15.736,-15.736,-10.071,-10.071,0.68831,0.10413,25.224,-1.1475,0,-678.52,0.53483,484.46
153.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-618.67,0.36548,0.36548,-0.023662,-0.023662,-0.011677,-0.011677,441.78,-361.62,-361.62,-16.715,-16.715,-9.9162,-9.9162,0.68838,0.057393,23.002,-1.3117,0,-618.67,0.51865,441.78
153.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-552.99,0.38569,0.38569,-0.022331,-0.022331,-0.010314,-0.010314,394.94,-380.59,-380.59,-15.739,-15.739,-8.8232,-8.8232,0.68844,0.12425,20.563,-1.3828,0,-552.99,0.50042,394.94
154.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-487.11,0.3682,0.3682,-0.018791,-0.018791,-0.0080821,-0.0080821,347.99,-348.95,-348.95,-12.736,-12.736,-6.8967,-6.8967,0.6885,0.47891,18.118,-1.3215,0,-487.11,0.49737,347.99
154.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-426.92,0.32006,0.32006,-0.014328,-0.014328,-0.0057458,-0.0057458,305.09,-301.61,-301.61,-9.6501,-9.6501,-5.1246,-5.1246,0.68854,0.38731,15.885,-1.1487,0,-426.92,0.49195,305.09
155.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-377.49,0.24594,0.24594,-0.0097429,-0.0097429,-0.0036734,-0.0036734,269.85,-180.67,-180.67,-5.1459,-5.1459,-2.9253,-2.9253,0.68857,1.4595,14.05,-0.88185,0,-377.49,0.48628,269.85
155.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-344.75,0.1251,0.1251,-0.0045341,-0.0045341,-0.0016381,-0.0016381,246.6,-74.502,-74.502,-1.9306,-1.9306,-1.1488,-1.1488,0.68859,0.92067,12.839,-0.45236,0,-344.75,0.5349,246.6
156.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-331.19,0.027124,0.027124,-0.00094521,-0.00094521,-0.00014603,-0.00014603,236.86,5.3445,5.3445,0.13059,0.13059,0.59807,0.59807,0.68859,0.22462,12.332,-0.09264,0,-331.19,0.49051,236.86
156.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-332.54,-0.030579,-0.030579,0.0010663,0.0010663,0.0030049,0.0030049,237.67,57.03,57.03,1.4206,1.4206,2.4681,2.4681,0.68858,0.0,12.374,0.10519,0,-332.54,0.3995,237.67
157.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341.14,-0.069454,-0.069454,0.0024852,0.0024852,0.0069208,0.0069208,243.79,101.76,101.76,2.6009,2.6009,4.3854,4.3854,0.68855,0.0,12.693,0.24985,0,-341.14,0.39491,243.79
157.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-356.83,-0.11086,-0.11086,0.004149,0.004149,0.011314,0.011314,255.0,148.0,148.0,3.957,3.957,6.8056,6.8056,0.68851,0.0,13.277,0.39927,0,-356.83,0.41145,255.0
158.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-380.57,-0.16408,-0.16408,0.0065527,0.0065527,0.017318,0.017318,271.99,207.29,207.29,5.9143,5.9143,10.578,10.578,0.68843,0.0,14.162,0.59082,0,-380.57,0.45627,271.99
158.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-413.21,-0.2074,-0.2074,0.0089844,0.0089844,0.022799,0.022799,295.26,254.56,254.56,7.8786,7.8786,14.322,14.322,0.68832,0.0,15.373,0.74327,0,-413.21,0.46351,295.26
159.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450.96,-0.22233,-0.22233,0.010501,0.010501,0.025476,0.025476,322.15,271.41,271.41,9.1575,9.1575,16.266,16.266,0.68817,0.0,16.773,0.79709,0,-450.96,0.45293,322.15
159.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-489.91,-0.22498,-0.22498,0.011543,0.011543,0.026778,0.026778,349.94,275.47,275.47,10.096,10.096,17.28,17.28,0.68801,0.0,18.22,0.80944,0,-489.91,0.47495,349.94
160.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-530.01,-0.23786,-0.23786,0.013208,0.013208,0.02931,0.02931,378.62,290.28,290.28,11.514,11.514,19.198,19.198,0.68783,0.0,19.713,0.85648,0,-530.01,0.53242,378.62
160.5,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-572.27,-0.24482,-0.24482,0.014671,0.014671,0.031149,0.031149,408.78,297.2,297.2,12.721,12.721,20.75,20.75,0.68761,0.0,21.283,0.87784,0,-572.27,0.55619,408.78
161.0,0.0,0.0,0.0,0.0,1.005,298,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-612.52,-0.21088,-0.21088,0.013511,0.013511,0.027564,0.027564,437.41,259.67,259.67,11.884,11.884,18.362,18.362,0.6874,0.0,22.774,0.75535,0,-612.52,0.52283,437.41
