time_s,ice_torque_nm,em1_speed_rpm,em1_torque_nm,em1_torque_ist_nm,em1_power_kw,em1_power_ist_kw,em1_elpower_kw,em1_elpower_ist_kw,em2_speed_rpm,em2_torque_nm,em2_torque_ist_nm,em2_power_kw,em2_power_ist_kw,em2_elpower_kw,em2_elpower_ist_kw,soc_1,ice_speed_soll_rpm,brake_perc,car_speed_kmph,car_acc_mpsh2,grade_perc,sun_speed_rpm,carrier_speed_rpm,ring_speed_rpm,brake_trq_nm,brake_pwr_kw
0.0,215.43774,1436.8822,93.98813,93.98813,14.142549,14.142549,17.008184,17.008184,-3.7242312,-392.64822,-392.64822,0.15313303,0.15313303,0.4616057,0.4616057,0.48819733,4868.8486,0.0,-0.19390461,-1.1412958,0.0,1436.8822,595.7227,-3.7242312,0.0,0.0
0.5,215.43774,8649.96018,103.5634384,1.9041915,63.1141649,-10.9450659,69.7345347,-9.0433063,-6.66876274,-392.643856,-167.9356543,0.274200847,0.1433956495,0.817737299,0.4290147919,0.488072951,4868.8486,0.0,-0.347213625,-0.22892799198,0.0,8649.96018,3595.41843,-6.66876274,0.0,0.0
1.0,215.43774,11910.7073,-94.5669656,-94.5669656,-118.0051013,-118.0051013,-113.7168812,-113.7168812,-26.7575182,-392.359608,-392.359608,1.099304266,1.099304266,3.23750118,3.23750118,0.488362236,4868.8486,0.0,-1.393148234,-0.776935923,0.0,11910.7073,4940.509700000001,-26.7575182,0.0,0.0
1.5,215.43774,11765.21535,-89.5991276,-89.5991276,-110.3905551,-110.3905551,-106.2893912,-106.2893912,-53.7974927,-391.914295,-391.914295,2.2078077,2.2078077,6.35078054,6.35078054,0.48884872,4868.8486,0.0,-2.8010027,-0.784044731,0.0,11765.21535,4864.181070000001,-53.7974927,0.0,0.0
2.0,215.43774,11798.5619,-89.430894,-89.430894,-110.4956669,-110.4956669,-106.3875381,-106.3875381,-80.8835604,-391.468991,-391.468991,3.31568001,3.31568001,9.3129709,9.3129709,0.489317823,4868.8486,0.0,-4.21125712,-0.782739467,0.0,11798.5619,4862.24142,-80.8835604,0.0,0.0
2.5,215.43774,11836.322,-89.4281852,-89.4281852,-110.8459449,-110.8459449,-106.7247426,-106.7247426,-107.9157821,-391.023679,-391.023679,4.41882123,4.41882123,12.1225687,12.1225687,0.489778032,4868.8486,0.0,-5.61870793,-0.781083234,0.0,11836.322,4862.169739999999,-107.9157821,0.0,0.0
3.0,215.43774,11874.08385,-89.428607,-89.428607,-111.2001018,-111.2001018,-107.0657436,-107.0657436,-134.8895185,-390.578372,-390.578372,5.51704917,5.51704917,14.78872485,14.78872485,0.490229965,4868.8486,0.0,-7.02311381,-0.779359156,0.0,11874.08385,4862.13293,-134.8895185,0.0,0.0
3.5,215.43774,11911.76205,-89.4291011,-89.4291011,-111.5535775,-111.5535775,-107.4060819,-107.4060819,-161.802581,-390.133062,-390.133062,6.61028247,6.61028247,17.3201351,17.3201351,0.490674036,4868.8486,0.0,-8.42436019,-0.777573014,0.0,11911.76205,4862.096820000001,-161.802581,0.0,0.0
4.0,215.43774,11949.3524,-89.429615,-89.429615,-111.9062514,-111.9062514,-107.7456575,-107.7456575,-188.652819,-389.687764,-389.687764,7.69844237,7.69844237,19.6886475,19.6886475,0.491109768,4868.8486,0.0,-9.8223362,-0.775725369,0.0,11949.3524,4862.06076,-188.652819,0.0,0.0
4.5,215.43774,11986.8519,-89.4301446,-89.4301446,-112.2581034,-112.2581034,-108.0844376,-108.0844376,-215.438124,-389.242374,-389.242374,8.7814493,8.7814493,21.4018795,21.4018795,0.491148928,4868.8486,0.0,-11.2169314,-0.773816347,0.0,11986.8519,4862.02491,-215.438124,0.0,0.0
5.0,214.401223,12021.8097,-89.1009989,-89.1009989,-112.1708284,-112.1708284,-107.994395,-107.994395,-242.165436,-388.797064,-388.797064,9.8595984,9.8595984,22.7830695,22.7830695,0.490880297,4868.8486,0.0,-12.6085067,-0.773626608,0.0,12021.8097,4860.96518,-242.165436,0.0,0.0
5.5,206.131838,12047.2675,-85.6003937,-85.6003937,-107.9911154,-107.9911154,-103.9072995,-103.9072995,-269.11653,-388.351758,-388.351758,10.9443535,10.9443535,24.0319444,24.0319444,0.490611689,4868.8486,0.0,-14.0117338,-0.78731473,0.0,12047.2675,4855.82177,-269.11653,0.0,0.0
6.0,196.488019,12084.45685,-81.5377665,-81.5377665,-103.1831752,-103.1831752,-99.209316,-99.209316,-296.616253,-387.906453,-387.906453,12.04888065,12.04888065,25.1792932,25.1792932,0.490343119,4868.8486,0.0,-15.4435251,-0.803507286,0.0,12084.45685,4855.239759999999,-296.616253,0.0,0.0
6.5,186.844196,12123.70895,-77.519464,-77.519464,-98.4167026,-98.4167026,-94.5572138,-94.5572138,-324.672378,-387.461141,-387.461141,13.1734198,13.1734198,26.2361258,26.2361258,0.490074565,4868.8486,0.0,-16.9042861,-0.819541857,0.0,12123.70895,4855.191049999999,-324.672378,0.0,0.0
7.0,177.200375,12163.7613,-73.5021489,-73.5021489,-93.6246116,-93.6246116,-89.8861993,-89.8861993,-353.281352,-387.015839,-387.015839,14.31774735,14.31774735,27.2115076,27.2115076,0.489806043,4868.8486,0.0,-18.3938315,-0.835489929,0.0,12163.7613,4855.15235,-353.281352,0.0,0.0
7.5,167.556553,12204.5836,-69.4848746,-69.4848746,-88.8044789,-88.8044789,-85.1929769,-85.1929769,-382.440149,-386.570525,-386.570525,15.481665,15.481665,28.14433,28.14433,0.489537562,4868.8486,0.0,-19.912004,-0.851349148,0.0,12204.5836,4855.11325,-382.440149,0.0,0.0
8.0,157.912735,12230.4764,-67.2065159,-67.2065159,-86.0673214,-86.0673214,-82.5317366,-82.5317366,-412.13684,-386.12522,-386.12522,16.6646124,16.6646124,29.4060158,29.4060158,0.489269094,4856.33831,0.0,-21.4581825,-0.864094054,0.0,12230.4764,4848.5479,-412.13684,0.0,0.0
8.5,148.268914,11461.0689,-73.1499472,-73.1499472,-87.8525539,-87.8525539,-84.3399284,-84.3399284,-441.899508,-385.679908,-385.679908,17.847459,17.847459,30.7134818,30.7134818,0.489000657,4512.40043,0.14308501695,-23.0077957,-0.843946538,0.0,11461.0689,4511.01357,-441.899508,3.510472,0.066916645
9.0,138.625091,10278.33195,-68.7506991,-68.7506991,-74.0359185,-74.0359185,-71.0173896,-71.0173896,-455.648778,-385.234606,-385.234606,18.38168,18.38168,31.2705758,31.2705758,0.488732256,4022.57292,9.28697365,-23.7236608,0.34341595,0.0,10278.33195,4010.83987,-455.648778,231.5599404,4.40492239
9.5,131.26085,9045.9131,-66.0608079,-66.0608079,-62.5850414,-62.5850414,-60.0396755,-60.0396755,-411.479552,-384.789307,-384.789307,16.5808792,16.5808792,29.2542361,29.2542361,0.488463881,3532.74541,23.28811,-21.4239601,2.17976525,0.0,9045.9131,3523.81146,-411.479552,581.740299,9.94382487
10.0,130.79124,7850.187639999999,-61.6461896,-61.6461896,-50.7954156,-50.7954156,-48.7747689,-48.7747689,-335.029442,-384.344073,-384.344073,13.4846241,13.4846241,26.3103841,26.3103841,0.488195527,3087.87054,19.2883303,-17.4435338,1.649060365,0.0,7850.187639999999,3070.89982,-335.029442,482.895179,6.84722054
10.5,130.79124,7637.98538,-53.8724371,-53.8724371,-43.0902056,-43.0902056,-41.408859,-41.408859,-310.908994,-383.898751,-383.898751,12.4990637,12.4990637,25.3880478,25.3880478,0.487927208,3008.3513,5.2391506853,-16.1876865,-0.2197739857,0.0,7637.98538,2996.68463,-310.908994,131.52445677,1.7043269456
11.0,130.79124,7675.173209999999,-54.3561687,-54.3561687,-43.6883855,-43.6883855,-41.981087,-41.981087,-324.966631,-383.453327,-383.453327,13.0490662,13.0490662,25.8777368,25.8777368,0.487658914,3008.3513,6.14040953,-16.9196067,-0.1035483265,0.0,7675.173209999999,3003.95062,-324.966631,153.1286966,2.087329033
11.5,130.79124,7651.15797,-54.7379943,-54.7379943,-43.857422,-43.857422,-42.1428333,-42.1428333,-306.985146,-383.008034,-383.008034,12.31286735,12.31286735,25.1466858,25.1466858,0.487390646,3008.3513,15.3974973,-15.9833882,1.121119025,0.0,7651.15797,3004.45696,-306.985146,384.660287,4.91808203
12.0,130.79124,7593.77436,-54.6595253,-54.6595253,-43.4663864,-43.4663864,-41.7688221,-41.7688221,-267.443571,-382.562758,-382.562758,10.71439505,10.71439505,23.456106,23.456106,0.487122417,3008.3513,12.7531582,-13.9246298,0.776262658,0.0,7593.77436,3003.66719,-267.443571,319.23468,3.59817058
12.5,130.79124,7585.69439,-54.2942942,-54.2942942,-43.1298041,-43.1298041,-41.4468353,-41.4468353,-262.148858,-382.117458,-382.117458,10.4898891,10.4898891,23.1812536,23.1812536,0.486854201,3008.3513,3.4012478908,-13.6489571,-0.4583166275,0.0,7585.69439,3003.39664,-262.148858,85.38620775,0.92536887724
13.0,130.79124,7624.49098,-54.160581,-54.160581,-43.2437044,-43.2437044,-41.5557475,-41.5557475,-289.138746,-381.672241,-381.672241,11.556357,11.556357,24.3120051,24.3120051,0.486586022,3008.3513,0.0,-15.0542037,-0.907707117,0.0,7624.49098,3003.781,-289.138746,0.0,0.0
13.5,130.79124,7668.70981,-54.171228,-54.171228,-43.5030401,-43.5030401,-41.80378,-41.80378,-320.480335,-381.226935,-381.226935,12.79409285,12.79409285,25.501372,25.501372,0.48631787,3008.3513,0.0,-16.6860249,-0.905423382,0.0,7668.70981,3003.88064,-320.480335,0.0,0.0
14.0,130.79124,7712.484050000001,-54.1721767,-54.1721767,-43.7521282,-43.7521282,-42.0419956,-42.0419956,-351.741962,-380.78163,-380.78163,14.0257171,14.0257171,26.5631933,26.5631933,0.48604975,3008.3513,0.0,-18.3136825,-0.903074151,0.0,7712.484050000001,3003.84204,-351.741962,0.0,0.0
