Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.851677
Total NOx (mg): 453913.885
Overall NOx (mg/km): 11111.267
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.721549,137540.691,14148.023,False
medium,433,14.371916,113046.818,7865.814,False
high,455,13.372204,118927.923,8893.666,False
extra_high,323,3.386009,84398.452,24925.645,False

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 7886.96, False
2, 17432.74, False
3, 18589.34, False
4, 18705.60, False
5, 13276.06, False
6, 13061.32, False
7, 13092.97, False
8, 13117.05, False
9, 13135.70, False
10, 13150.33, False
11, 8599.71, False
12, 8343.21, False
13, 8346.71, False
14, 8349.78, False
15, 8352.47, False
16, 8354.85, False
17, 8356.94, False
18, 8358.80, False
19, 8360.45, False
20, 7185.95, False
21, 6664.22, False
22, 6664.99, False
23, 6665.71, False
24, 6666.36, False
25, 6666.96, False
26, 6667.52, False
27, 6668.03, False
28, 6668.50, False
29, 6668.94, False
30, 6669.35, False
31, 6589.74, False
32, 11632.04, False
33, 11640.13, False
34, 11641.65, False
35, 11642.45, False
36, 11643.15, False
37, 11643.76, False
38, 16223.68, False
39, 27346.74, False
40, 27348.77, False
Partial (0.58 km), 27238.55, False
