Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,441.83206,2027.633,7.604267,7.604267,1.6145515,1.6145515,2.0054576,2.0054576,2.1490345,39.07082,39.07082,0.008792746,0.008792746,0.026437573,0.026437573,0.111940384,4065.0562,0.0,0.11189093,0.6041621,0.0,2027.633,844.9679,2.1490345,0.0,0.0
0.5,441.811919,7835.1026,-123.0761436,-123.0761436,-110.60308183,-110.60308183,-106.3867883,-106.3867883,15.8986604,39.07082,39.07082,0.0650491553,0.0650491553,0.1864640527,0.1864640527,0.112121697,4065.0562,0.0,0.827774471,0.781804277,0.0,7835.1026,3269.52715,15.8986604,0.0,0.0
1.0,440.523487,9648.858100000001,-182.050224,-182.050224,-183.952485,-183.952485,-177.682151,-177.682151,45.4115883,39.07082,39.07082,0.185800905,0.185800905,0.496584141,0.496584141,0.11277385,4065.0562,0.0,2.36438493,0.879418239,0.0,9648.858100000001,4041.47645,45.4115883,0.0,0.0
1.5,438.510298,9645.8958,-182.683714,-182.683714,-184.531977,-184.531977,-178.238845,-178.238845,75.8143069,39.07082,39.07082,0.310193213,0.310193213,0.772058328,0.772058328,0.113487952,4065.0562,0.0,3.94732294,0.878016964,0.0,9645.8958,4057.99581,75.8143069,0.0,0.0
2.0,436.497111,9604.225199999997,-181.872104,-181.872104,-182.918564,-182.918564,-176.641812,-176.641812,106.100418,39.07082,39.07082,0.434108436,0.434108436,1.01039381,1.01039381,0.1141984905,4065.0562,0.0,5.5241898,0.874021577,0.0,9604.225199999997,4058.34032,106.100418,0.0,0.0
2.5,434.483924,9562.0353,-181.033758,-181.033758,-181.275558,-181.275558,-175.016404,-175.016404,136.245824,39.07082,39.07082,0.55744795,0.55744795,1.21846289,1.21846289,0.1149041817,4065.0562,0.0,7.09373056,0.869902104,0.0,9562.0353,4058.38635,136.245824,0.0,0.0
3.0,432.470734,9581.9159,-178.955729,-178.955729,-179.565947,-179.565947,-173.383925,-173.383925,166.212785,39.07082,39.07082,0.680057369,0.680057369,1.40146967,1.40146967,0.1156045795,4092.82147,0.0,8.6539807,0.863550895,0.0,9581.9159,4084.15646,166.212785,0.0,0.0
3.5,430.457547,9677.6793,-178.109295,-178.109295,-180.503186,-180.503186,-174.375169,-174.375169,195.990975,39.07082,39.07082,0.801894449,0.801894449,1.56531282,1.56531282,0.1163040167,4148.17817,0.0,10.2044022,0.859266769,0.0,9677.6793,4141.39147,195.990975,0.0,0.0
4.0,428.444362,9769.2526,-177.277701,-177.277701,-181.360407,-181.360407,-175.277933,-175.277933,225.622713,39.07082,39.07082,0.923132267,0.923132267,1.71961417,1.71961417,0.1170054937,4203.5349,0.0,11.74719835,0.854935216,0.0,9769.2526,4196.79751,225.622713,0.0,0.0
4.5,426.431171,9860.8399,-176.438919,-176.438919,-182.194522,-182.194522,-176.157719,-176.157719,255.10311,39.07082,39.07082,1.04375097,1.04375097,1.86062003,1.86062003,0.1177088079,4258.89166,0.0,13.2821151,0.850518687,0.0,9860.8399,4252.121069999999,255.10311,0.0,0.0
