Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,288.16794,959.10004,-69.47101,-69.47101,-6.9774804,-6.9774804,-5.5972934,-5.5972934,4.956052,330.98257,330.98257,0.17177881,0.17177881,0.5160319,0.5160319,0.1552829,274.69806,0.0,0.2580402,1.4722718,0.0,959.10004,401.98242,4.956052,0.0,0.0
0.5,288.16794,905.249951,-124.866672,-124.866672,-11.82800985,-11.82800985,-8.70194989,-8.70194989,34.2319357,330.98257,330.98257,1.18649305,1.18649305,3.39460103,3.39460103,0.155315872,274.69806,0.04372308673,1.782308785,1.54123648,0.0,905.249951,396.668957,34.2319357,-1.0695282,0.0026085937
1.0,288.16794,552.71347,-120.587339,-120.587339,-6.98064309,-6.98064309,-4.33207011,-4.33207011,82.6026245,330.98257,330.98257,2.86304112,2.86304112,7.74803502,7.74803502,0.155315502,274.69806,2.832395563,4.30076122,1.1663463,0.0,552.71347,278.219218,82.6026245,-70.6066084,0.2594789446
1.5,288.16794,500.674761,-120.0807649,-120.0807649,-6.29594384,-6.29594384,-3.73965081,-3.73965081,112.9680435,330.98257,330.98257,3.9155192,3.9155192,10.2226397,10.2226397,0.155264758,274.69806,7.10249975,5.88175737,0.600954242,0.0,500.674761,274.295669,112.9680435,-177.424726,0.846559234
2.0,288.16794,472.863627,-120.1106838,-120.1106838,-5.9476035,-5.9476035,-3.45019553,-3.45019553,133.380643,330.98257,330.98257,4.62302822,4.62302822,11.777822,11.777822,0.155188911,274.69806,5.88266774,6.94455306,0.759941527,0.0,472.863627,274.64201,133.380643,-147.2574454,0.812840486
2.5,288.16794,422.472804,-120.279072,-120.279072,-5.3212087,-5.3212087,-2.95420394,-2.95420394,169.591863,330.98257,330.98257,5.87812417,5.87812417,14.3541271,14.3541271,0.155081367,274.69806,1.56885735569,8.82991473,1.32953318,0.0,422.472804,274.817486,169.591863,-39.392175558,0.2634595453
3.0,288.16794,350.500384,-120.338896,-120.338896,-4.4169704,-4.4169704,-2.29426294,-2.29426294,220.657047,330.98257,328.038043,7.64806448,7.57408993,17.1774954,17.0183022,0.154912227,274.69806,0.0,11.4886579,1.52738282,0.0,350.500384,274.685814,220.657047,0.0,0.0
3.5,288.16794,278.283271,-120.3087389,-120.3087389,-3.50602529,-3.50602529,-1.69758582,-1.69758582,272.063634,330.98257,300.659478,9.429838,8.5532544,18.7233172,16.9988842,0.154693049,274.69806,0.0,14.1651763,1.43763099,0.0,278.283271,274.651672,272.063634,0.0,0.0
4.0,288.16794,210.835699,-120.28496,-120.28496,-2.65574246,-2.65574246,-1.20014383,-1.20014383,320.249859,330.98257,275.21198,11.09999255,9.22076615,19.8480906,16.4980497,0.154470095,274.69806,0.0,16.6740246,1.35406027,0.0,210.835699,274.721816,320.249859,0.0,0.0
4.5,288.16794,146.9337575,-120.2672075,-120.2672075,-1.85054402,-1.85054402,-0.779911955,-0.779911955,365.908581,330.98257,255.815797,12.68254265,9.79571645,20.8025847,16.0744868,0.154247167,274.69806,0.0,19.0512768,1.28994112,0.0,146.9337575,274.791537,365.908581,0.0,0.0
5.0,286.14607,81.2178102,-119.540934,-119.540934,-1.018547024,-1.018547024,-0.399008933,-0.399008933,409.450332,330.98257,237.43318,14.1917177,10.17331025,21.8812265,15.69058305,0.154024268,274.69806,0.0,21.318307,1.22539736,0.0,81.2178102,272.870355,409.450332,0.0,0.0
5.5,276.789609,14.72102272,-115.7441329,-115.7441329,-0.17966708325,-0.17966708325,-0.0651929817,-0.0651929817,450.475946,330.98257,220.263916,15.6136828,10.3858153,23.077359,15.3535153,0.153801395,274.69806,0.0,23.454334,1.15083046,0.0,14.72102272,269.155112,450.475946,0.0,0.0
