Time01,ICE_Torque;Nm,EM1_Speed;rpm,EM1_Torque;Nm,EM1_Torque_ist;Nm,EM1_Power;kW,EM1_Power_ist;kW,EM1_elPower;kW,EM1_elPower_ist;kW,EM2_Speed;rpm,EM2_Torque;Nm,EM2_Torque_ist;Nm,EM2_Power;kW,EM2_Power_ist;kW,EM2_elPower;kW,EM2_elPower_ist;kW,SOC;1,ICE_Speed_soll;rpm,Brake;perc,Car_Speed;kmph,Car_Acc;mpsh2,Grade;perc,Sun_Speed;rpm,Carrier_Speed;rpm,Ring_Speed;rpm,Brake_Trq;Nm,Brake_Pwr;kW
0.0,166.38313,676.33044,-15.20032,-15.20032,-1.0765747,-1.0765747,-0.8127402,-0.8127402,0.8948286,17.779266,17.779266,0.001666028,0.001666028,0.005037107,0.005037107,0.08935261,949.4845,0.0,0.046589855,0.2678651,0.0,676.33044,281.94858,0.8948286,0.0,0.0
0.5,166.38313,1929.53963,-57.1888082,-57.1888082,-11.96891135,-11.96891135,-10.73850313,-10.73850313,6.3915159,17.779266,17.779266,0.01189998253,0.01189998253,0.0358453438,0.0358453438,0.0893891639,949.4845,0.0,0.33277858,0.290873832,0.0,1929.53963,806.627658,6.3915159,0.0,0.0
1.0,166.38313,2249.03731,-69.0695171,-69.0695171,-16.2672383,-16.2672383,-14.6646415,-14.6646415,16.5122575,17.779266,17.779266,0.0307431876,0.0307431876,0.092136718,0.092136718,0.0894969642,949.4845,0.0,0.85972181,0.294632551,0.0,2249.03731,945.482423,16.5122575,0.0,0.0
1.5,165.488754,2239.82079,-69.1607496,-69.1607496,-16.2221936,-16.2221936,-14.6168666,-14.6168666,26.7069411,17.779266,17.779266,0.0497240608,0.0497240608,0.1482186985,0.1482186985,0.0896114769,949.4845,0.0,1.39051488,0.293733951,0.0,2239.82079,947.599951,26.7069411,0.0,0.0
2.0,108.417093,2117.56622,-46.266153,-46.266153,-10.30043629,-10.30043629,-9.34819947,-9.34819947,35.4999416,17.779266,17.779266,0.0660952238,0.0660952238,0.196111566,0.196111566,0.0897115235,949.4845,0.0,1.84832834,0.187415022,0.0,2117.56622,901.863102,35.4999416,0.0,0.0
2.5,21.03691968,2079.25837,-8.34376568,-8.34376568,-1.81367497,-1.81367497,-1.487479308,-1.487479308,39.0220038,17.6714276,17.6714276,0.0722126756,0.0722126756,0.213960388,0.213960388,0.0897557135,949.4845,0.0,2.03170694,0.0192584464,0.0,2079.25837,887.979408,39.0220038,0.0,0.0
3.0,46.47331785,2299.10429,-17.13964255,-17.13964255,-4.20800077,-4.20800077,-3.789213894,-3.789213894,39.2094921,10.64723271,10.64723271,0.043580406,0.043580406,0.131425252,0.131425252,0.0897641555,949.4845,0.0,2.04146862,0.04141372224,0.0,2299.10429,979.568401,39.2094921,0.0,0.0
3.5,135.4888615,2365.11869,-56.5879258,-56.5879258,-14.0120784,-14.0120784,-12.7651801,-12.7651801,43.0540773,-0.330015846,-0.330015846,-0.002068349187,-0.002068349187,0.01317878406,0.01317878406,0.089833508,949.4845,0.0,2.24163951,0.178238059,0.0,2365.11869,1009.282291,43.0540773,0.0,0.0
4.0,167.86372,2245.85572,-71.0163648,-71.0163648,-16.7052095,-16.7052095,-15.03429165,-15.03429165,50.2421962,-9.58681208,-9.58681208,-0.0509602559,-0.0509602559,-0.0168546075,-0.0168546075,0.0899486378,949.4845,0.0,2.61589379,0.21111408,0.0,2245.85572,963.853194,50.2421962,0.0,0.0
4.5,167.257788,2198.80239,-69.8304291,-69.8304291,-16.0791757,-16.0791757,-14.4533492,-14.4533492,57.0305267,-17.7692074,-17.7692074,-0.1065479759,-0.1065479759,-0.0364195514,-0.0364195514,0.0900637598,949.4845,0.0,2.96933281,0.181841684,0.0,2198.80239,948.237608,57.0305267,0.0,0.0
