Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 41.207565
Total NOx (mg): -8.540
Overall NOx (mg/km): -0.207
Overall NOx pass (<=80 mg/km): True

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,17.105586,-6.397,-0.374,True
medium,433,12.477110,-0.506,-0.041,True
high,455,10.945886,-0.642,-0.059,True
extra_high,323,0.678984,-0.995,-1.466,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, -1.05, True
2, -0.76, True
3, -0.67, True
4, -0.58, True
5, -0.51, True
6, -0.45, True
7, -0.39, True
8, -0.35, True
9, -0.30, True
10, -0.26, True
11, -0.23, True
12, -0.20, True
13, -0.17, True
14, -0.15, True
15, -0.13, True
16, -0.11, True
17, -0.09, True
18, -0.08, True
19, -0.07, True
20, -0.06, True
21, -0.05, True
22, -0.04, True
23, -0.04, True
24, -0.03, True
25, -0.03, True
26, -0.03, True
27, -0.03, True
28, -0.03, True
29, -0.03, True
30, -0.03, True
31, -0.03, True
32, -0.03, True
33, -0.04, True
34, -0.04, True
35, -0.05, True
36, -0.05, True
37, -0.06, True
38, -0.07, True
39, -0.09, True
40, -0.11, True
Partial (0.93 km), -1.12, True
