speed_actual,speed_target,soc,ice_torque,nox,co,fuel,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc
0.0,0.0,0.7,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
1.7410572,0.0,0.7014816,-2.091657,-2.7066024e-05,-2.1146887e-05,0.0,False,0.0,252.01116943359375,0.0
1.197133,0.0,0.70006984,-5.4526563,5.5591292e-05,-0.00042840367,0.0,False,0.0,-421.0,0.0
0.6193022,0.0,0.70059997,0.4613319,6.876449e-06,-0.00030083538,0.0,False,0.0,32.348297119140625,0.0
0.6559145,0.0,0.70093626,0.23829691,0.00046146172,-0.00026960787,0.0,False,0.0,-132.99575805664062,0.0
0.28613734,0.0,0.7001412,-0.29370117,0.0003323284,-0.00026515746,0.0,False,0.0,-163.64346313476562,0.0
0.09474772,0.0,0.6997688,-0.2077547,0.00029763632,-8.490117e-05,0.0,False,0.0,63.78375244140625,0.0
0.35664564,0.0,0.6995843,-0.044342563,0.00031159908,0.00011433656,0.0,False,0.0,187.5721435546875,0.0
0.63420975,0.0,0.69947255,0.0042111445,0.00017185126,0.00015582389,0.0,False,0.0,20.813995361328125,0.0
0.36931163,0.0,0.69940466,0.058914375,9.6350246e-05,0.00019274134,0.0,False,0.0,-155.72705078125,0.0
0.20029539,0.0,0.6994135,0.037492003,1.9569894e-05,0.00018873895,0.0,False,0.0,14.4207763671875,0.0
0.4255049,0.0,0.6994506,0.027762905,-1.0694477e-05,0.00018987396,0.0,False,0.0,123.5389404296875,0.0
0.43273172,0.0,0.6993987,0.010746162,-3.8100326e-05,0.0001752384,0.0,False,0.0,-22.423736572265625,0.0
0.33706462,0.0,0.69934416,0.007937573,-5.0134113e-05,0.00016124501,0.0,False,0.0,-27.388397216796875,0.0
0.38871598,0.0,0.699326,0.0029078126,-6.104848e-05,0.00014275643,0.0,False,0.0,34.316192626953125,0.0
0.40910769,0.0,0.6992879,-0.00037805238,-6.698541e-05,0.00012571645,0.0,False,0.0,0.832794189453125,0.0
0.39002553,0.0,0.69924355,-0.0058667324,-7.196284e-05,0.00010906477,0.0,False,0.0,-12.386444091796875,0.0
0.4046074,0.0,0.69921,-0.011171844,-7.480137e-05,9.447402e-05,0.0,False,0.0,-0.17913818359375,0.0
0.4122049,0.0,0.6991751,-0.016715594,-7.676036e-05,8.136175e-05,0.0,False,0.0,-9.681793212890625,0.0
0.40596196,0.0,0.69914436,-0.02143329,-7.759993e-05,6.9966925e-05,0.0,False,0.0,-14.677032470703125,0.0
0.40892407,0.0,0.69912165,-0.025563568,-7.7819815e-05,5.9931113e-05,0.0,False,0.0,-10.73541259765625,0.0
0.41187578,0.0,0.6991024,-0.028794361,-7.751997e-05,5.1149782e-05,0.0,False,0.0,-12.71527099609375,0.0
0.40985253,0.0,0.6990866,-0.031345956,-7.682033e-05,4.3458647e-05,0.0,False,0.0,-14.67236328125,0.0
0.4092151,0.0038231,0.6990757,-0.03331013,-7.582085e-05,3.6768106e-05,0.0,False,0.0,-13.41180419921875,0.0
0.41735306,0.28411,0.69907033,-0.034852102,-7.4561496e-05,3.097362e-05,0.0,False,0.0,-10.20306396484375,0.0
0.9775428,0.88804,0.6991325,-0.036045294,-7.314223e-05,2.5970648e-05,0.0,False,0.0,189.6187744140625,0.0
1.9329491,1.85,0.6991838,-0.03703656,-7.154306e-05,2.1669586e-05,0.0,False,0.0,261.22100830078125,0.0
3.2295718,3.2641,0.6992225,-0.0378259,-6.980395e-05,1.7995762e-05,0.0,False,0.0,329.4310302734375,0.0
4.9210887,5.0431,0.69926035,-0.038505103,-6.800488e-05,1.4859571e-05,0.0,False,0.0,421.0,0.0
6.63993,7.0873,0.6993009,-0.039074164,-6.6165834e-05,1.2201276e-05,0.0,False,0.0,421.0,0.0
8.227091,9.1319,0.69934213,-0.039588153,-6.42868e-05,9.946206e-06,0.0,False,0.0,421.0,0.0
9.728611,10.929,0.6993852,-0.04001036,-6.240777e-05,8.064491e-06,0.0,False,0.0,421.0,0.0
11.261779,12.667,0.6993845,-0.04034078,-6.0508755e-05,6.451593e-06,0.0,False,0.0,421.0,0.0
12.929416,14.503,0.69929385,-0.04063449,-5.8669702e-05,5.122445e-06,0.0,False,0.0,421.0,0.0
14.785063,16.459,0.6990945,-0.04085477,-5.6850644e-05,4.0322457e-06,0.0,False,0.0,421.0,0.0
16.793812,18.392,0.6988328,-0.041001625,-5.5051572e-05,3.136191e-06,0.0,False,0.0,421.0,0.0
18.894144,20.25,0.6985702,-0.041130126,-5.329248e-05,2.4193473e-06,0.0,False,0.0,421.0,0.0
21.048323,22.03,0.69832563,-0.04116684,-5.1613348e-05,1.851846e-06,0.0,False,0.0,421.0,0.0
23.201504,23.73,0.69810224,-0.04116684,-4.9974195e-05,1.4038188e-06,0.0,False,0.0,421.0,0.0
25.290545,25.36,0.6978964,-0.04116684,-4.837502e-05,1.0752655e-06,0.0,False,0.0,421.0,0.0
27.266968,26.727,0.697693,-0.04109341,-4.6855803e-05,8.3631755e-07,0.0,False,0.0,421.0,0.0
28.09845,27.471,0.69757843,-0.040964913,-4.5376568e-05,6.8697517e-07,0.0,False,0.0,92.26611328125,0.0
29.052832,27.88,0.69736874,-0.040818058,-4.3977292e-05,6.1230395e-07,0.0,False,0.0,39.95013427734375,0.0
28.837997,28.114,0.69754326,-0.04063449,-4.2578013e-05,5.973697e-07,0.0,False,0.0,-227.44552612304688,0.0
29.049242,28.299,0.69777817,-0.040450923,-4.1298674e-05,6.1230395e-07,0.0,False,0.0,-14.734710693359375,0.0
28.801374,28.503,0.6979944,-0.040248998,-4.0019335e-05,7.019094e-07,0.0,False,0.0,-29.416046142578125,0.0
29.55899,28.711,0.6977181,-0.04001036,-3.8839942e-05,8.064491e-07,0.0,False,0.0,201.76824951171875,0.0
29.16125,28.915,0.6977294,-0.03979008,-3.770053e-05,9.4085726e-07,0.0,False,0.0,-80.93197631835938,0.0
29.948967,29.247,0.69758344,-0.03947801,-3.66011e-05,1.1200682e-06,0.0,False,0.0,224.96270751953125,0.0
29.863745,29.844,0.69758046,-0.039239373,-3.5581626e-05,1.2843449e-06,0.0,False,0.0,-13.234130859375,0.0
31.00254,30.54,0.6973853,-0.038945667,-3.4602133e-05,1.4934243e-06,0.0,False,0.0,334.07049560546875,0.0
31.362799,31.172,0.697254,-0.0386336,-3.3642627e-05,1.6875694e-06,0.0,False,0.0,96.55560302734375,0.0
32.118168,31.877,0.69701993,-0.03835825,-3.276308e-05,1.911583e-06,0.0,False,0.0,230.53192138671875,0.0
32.782333,32.792,0.69680196,-0.038046185,-3.1903524e-05,2.1355968e-06,0.0,False,0.0,197.42718505859375,0.0
33.883602,33.861,0.69651043,-0.037679046,-3.1103937e-05,2.344676e-06,0.0,False,0.0,316.761962890625,0.0
34.854595,35.03,0.6962511,-0.037385337,-3.034433e-05,2.5836239e-06,0.0,False,0.0,288.99017333984375,0.0
36.082195,36.25,0.6959417,-0.03703656,-2.9604713e-05,2.8076377e-06,0.0,False,0.0,376.05029296875,0.0
37.15021,37.478,0.6956603,-0.036779564,-2.8945053e-05,3.0316512e-06,0.0,False,0.0,359.03338623046875,0.0
38.425632,38.678,0.6953049,-0.03639407,-2.8305383e-05,3.2556648e-06,0.0,False,0.0,421.0,0.0
39.519417,39.839,0.694985,-0.036100365,-2.7685703e-05,3.4647442e-06,0.0,False,0.0,374.395263671875,0.0
40.78667,40.862,0.6946693,-0.035751585,-2.7106003e-05,3.703692e-06,0.0,False,0.0,394.1776123046875,0.0
41.71286,41.631,0.6944303,-0.035421163,-2.6566282e-05,3.8978374e-06,0.0,False,0.0,268.03741455078125,0.0
42.651386,42.245,0.6941511,-0.035109095,-2.602656e-05,4.1069165e-06,0.0,False,0.0,186.61126708984375,0.0
43.299835,42.734,0.69392014,-0.03474196,-2.5566798e-05,4.315996e-06,0.0,False,0.0,29.761016845703125,0.0
43.798206,43.143,0.6937985,-0.03441154,-2.5127025e-05,4.495207e-06,0.0,False,0.0,-46.355499267578125,0.0
43.92362,43.491,0.6939436,-0.034081116,-2.4707242e-05,4.674418e-06,0.0,False,0.0,-88.82577514648438,0.0
44.077606,43.796,0.6942292,-0.033750694,-2.4307448e-05,4.853629e-06,0.0,False,0.0,9.355438232421875,0.0
44.259926,44.066,0.6943877,-0.033456985,-2.3907654e-05,5.03284e-06,0.0,False,0.0,76.507080078125,0.0
44.583145,44.276,0.6942834,-0.03310821,-2.3567829e-05,5.1971165e-06,0.0,False,0.0,114.956298828125,0.0
44.70976,44.402,0.6941763,-0.032777786,-2.3228005e-05,5.3464587e-06,0.0,False,0.0,61.430938720703125,0.0
44.800304,44.44,0.69409204,-0.032447364,-2.294815e-05,5.4958014e-06,0.0,False,0.0,60.28271484375,0.0
44.773697,44.35,0.6940351,-0.032116942,-2.2648304e-05,5.630209e-06,0.0,False,0.0,36.06134033203125,0.0
44.62026,44.081,0.69399995,-0.031804875,-2.2388438e-05,5.7646175e-06,0.0,False,0.0,7.86578369140625,0.0
44.257576,43.514,0.69399595,-0.03149281,-2.2128574e-05,5.899026e-06,0.0,False,0.0,-42.545166015625,0.0
43.529636,42.671,0.69402593,-0.031199101,-2.1908687e-05,6.0185e-06,0.0,False,0.0,-129.77740478515625,0.0
42.539104,41.53,0.6940628,-0.030850323,-2.16888e-05,6.1379737e-06,0.0,False,0.0,-175.2608642578125,0.0
41.289486,40.209,0.6940629,-0.030556614,-2.1488904e-05,6.2425133e-06,0.0,False,0.0,-233.56124877929688,0.0
39.860188,38.817,0.6939631,-0.030226192,-2.1308997e-05,6.347053e-06,0.0,False,0.0,-257.13470458984375,0.0
38.341557,37.44,0.693914,-0.02995084,-2.1149079e-05,6.4366586e-06,0.0,False,0.0,-234.69174194335938,0.0
36.94734,36.148,0.694132,-0.029638775,-2.0989162e-05,6.5561326e-06,0.0,False,0.0,-165.6171112060547,0.0
35.802048,34.945,0.6943808,-0.029326709,-2.0849233e-05,6.6308035e-06,0.0,False,0.0,-111.35919189453125,0.0
34.708393,33.763,0.6945123,-0.029033,-2.0709305e-05,6.705475e-06,0.0,False,0.0,-130.04876708984375,0.0
