Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.264217
Total NOx (mg): 4322.571
Overall NOx (mg/km): 107.355
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.665662,3168.228,327.782,False
medium,433,14.078457,505.488,35.905,True
high,455,13.092026,467.978,35.745,True
extra_high,323,3.428072,180.877,52.764,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1064.73, False
2, 487.54, False
3, 514.04, False
4, 520.35, False
5, 314.32, False
6, 102.15, False
7, 72.87, True
8, 44.71, True
9, 31.09, True
10, 209.16, False
11, 64.99, True
12, 0.00, True
13, 0.21, True
14, 4.17, True
15, 6.11, True
16, 6.10, True
17, 5.78, True
18, 5.51, True
19, 73.41, True
20, 146.46, False
21, 0.00, True
22, 0.00, True
23, 0.00, True
24, 0.09, True
25, 3.76, True
26, 9.71, True
27, 15.88, True
28, 22.42, True
29, 29.23, True
30, 36.16, True
31, 109.42, False
32, 78.08, True
33, 60.73, True
34, 37.34, True
35, 28.07, True
36, 24.91, True
37, 24.00, True
38, 48.41, True
39, 68.35, True
Partial (0.92 km), 56.67, True
