Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.574222
Total NOx (mg): 454825.913
Overall NOx (mg/km): 11209.726
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.672894,138989.856,14369.005,False
medium,433,14.106991,112847.578,7999.408,False
high,455,13.208814,118769.939,8991.719,False
extra_high,323,3.585523,84218.540,23488.493,False

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 9109.59, False
2, 17625.36, False
3, 18895.59, False
4, 18859.00, False
5, 13282.63, False
6, 13190.24, False
7, 13216.87, False
8, 13236.89, False
9, 13252.25, False
10, 13004.05, False
11, 8717.94, False
12, 8461.08, False
13, 8463.97, False
14, 8466.50, False
15, 8468.72, False
16, 8470.67, False
17, 8472.40, False
18, 8473.94, False
19, 8475.30, False
20, 7041.95, False
21, 6781.87, False
22, 6782.52, False
23, 6783.12, False
24, 6783.68, False
25, 6784.19, False
26, 6784.66, False
27, 6785.10, False
28, 6785.50, False
29, 6785.87, False
30, 6786.22, False
31, 9135.81, False
32, 11616.30, False
33, 11617.06, False
34, 11748.29, False
35, 11748.92, False
36, 11749.48, False
37, 11749.99, False
38, 22979.03, False
39, 25461.39, False
40, 25462.83, False
Partial (0.26 km), 25425.73, False
