speed_actual,speed_target,soc,ice_torque,nox,co,fuel,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc
0.0,0.0,0.7,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
1.3552085,0.0,0.7018335,-2.091657,-2.7066024e-05,-2.1146887e-05,0.0,False,0.0,178.29412841796875,0.0
1.7130922,0.0,0.69993913,-5.4526563,5.5591292e-05,-0.00042840367,0.0,False,0.0,-33.684356689453125,0.0
1.7248228,0.0,0.6998394,36.8698,0.0025439165,0.0021559969,36.49890899658203,True,900.0,19.273651123046875,32.901512145996094
1.9393549,0.0,0.69969577,29.097242,-0.00081465935,0.0012511461,0.0,False,0.0,265.826171875,0.0
1.7588228,0.0,0.69876426,8.701859,0.0034124278,0.004592205,0.0,False,0.0,231.0814208984375,0.0
1.3650994,0.0,0.69874054,0.15995014,-0.00020365484,0.0014017131,0.0,False,0.0,-97.1114501953125,0.0
0.8004371,0.0,0.69904554,1.4301665,0.0009552867,0.0014611663,0.0,False,0.0,-264.58734130859375,0.0
0.2800399,0.0,0.6991843,0.360443,8.3786734e-05,0.00053074805,0.0,False,0.0,-196.81951904296875,0.0
0.08189118,0.0,0.69916785,0.61718106,0.00031359805,0.00060070003,0.0,False,0.0,42.51068115234375,0.0
0.09628247,0.0,0.69922435,0.23359758,4.087889e-06,0.0003627378,0.0,False,0.0,72.58798217773438,0.0
0.31442103,0.0,0.69934714,0.26116946,2.5866642e-05,0.00037732857,0.0,False,0.0,117.11456298828125,0.0
0.46606654,0.0,0.6994698,0.13961081,-7.246258e-05,0.00030225414,0.0,False,0.0,43.772247314453125,0.0
0.50684303,0.0,0.6995416,0.13338786,-7.062353e-05,0.00028993338,0.0,False,0.0,9.84063720703125,0.0
0.45479324,0.0,0.6995713,0.08870744,-9.8189295e-05,0.00024901357,0.0,False,0.0,-2.539306640625,0.0
0.4516337,0.0,0.6995869,0.07613304,-9.860908e-05,0.00022308771,0.0,False,0.0,19.641876220703125,0.0
0.49879858,0.0,0.6995918,0.054159965,-0.00010706471,0.0001899785,0.0,False,0.0,22.193939208984375,0.0
0.52166736,0.0,0.6995918,0.04151214,-0.0001078643,0.00016299232,0.0,False,0.0,9.5667724609375,0.0
0.5064619,0.0,0.6995909,0.027083702,-0.000110303044,0.00013657365,0.0,False,0.0,3.68096923828125,0.0
0.49820963,0.0,0.69958717,0.016143057,-0.00011004318,0.00011418722,0.0,False,0.0,10.348175048828125,0.0
0.5109761,0.0,0.69957745,0.005734758,-0.00010978331,9.396626e-05,0.0,False,0.0,14.349761962890625,0.0
0.5261157,0.0,0.69956106,-0.0026542943,-0.00010850397,7.650813e-05,0.0,False,0.0,11.458526611328125,0.0
0.52959746,0.0,0.6995413,-0.009850155,-0.00010710469,6.1021314e-05,0.0,False,0.0,7.5504150390625,0.0
0.5261642,0.0038231,0.69952166,-0.015742684,-0.0001053456,4.7505826e-05,0.0,False,0.0,7.284912109375,0.0
0.5290362,0.28411,0.6995042,-0.020699019,-0.00010350655,3.5603232e-05,0.0,False,0.0,10.592132568359375,0.0
0.8535435,0.88804,0.6995009,-0.024847653,-0.000101547565,2.5209001e-05,0.0,False,0.0,117.8974609375,0.0
1.6696135,1.85,0.69949996,-0.0283538,-9.95486e-05,1.6099113e-05,0.0,False,0.0,238.018310546875,0.0
2.9539511,3.2641,0.6995081,-0.03141938,-9.750965e-05,8.198899e-06,0.0,False,0.0,322.639404296875,0.0
4.618892,5.0431,0.69953555,-0.034081116,-9.54707e-05,1.3440819e-06,0.0,False,0.0,400.80072021484375,0.0
6.3284454,7.0873,0.69956654,-0.03641243,-9.3391776e-05,-4.5848124e-06,0.0,False,0.0,421.0,0.0
7.9129324,9.1319,0.69959384,-0.038450032,-9.135283e-05,-9.707258e-06,0.0,False,0.0,421.0,0.0
9.419032,10.929,0.69961756,-0.04034078,-8.929389e-05,-1.4082991e-05,0.0,False,0.0,421.0,0.0
10.958093,12.667,0.69959944,-0.041974537,-8.727493e-05,-1.7816552e-05,0.0,False,0.0,421.0,0.0
12.628781,14.503,0.6994953,-0.04344308,-8.527596e-05,-2.0997544e-05,0.0,False,0.0,421.0,0.0
14.482962,16.459,0.6992857,-0.044709697,-8.3316976e-05,-2.3700642e-05,0.0,False,0.0,421.0,0.0
