Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.807885
Total NOx (mg): 55201.009
Overall NOx (mg/km): 1352.704
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.828719,27591.569,2807.240,False
medium,433,14.207228,14931.717,1050.994,False
high,455,13.246619,11313.772,854.088,False
extra_high,323,3.525320,1363.950,386.901,False

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 4863.00, False
2, 3619.15, False
3, 4593.48, False
4, 4189.99, False
5, 3291.90, False
6, 2756.04, False
7, 2215.11, False
8, 927.57, False
9, 705.24, False
10, 526.03, False
11, 1389.35, False
12, 985.99, False
13, 1089.06, False
14, 1026.84, False
15, 955.67, False
16, 907.79, False
17, 880.77, False
18, 866.60, False
19, 859.27, False
20, 1422.13, False
21, 1034.42, False
22, 1183.17, False
23, 1198.39, False
24, 1169.63, False
25, 1139.30, False
26, 1115.81, False
27, 1098.48, False
28, 1085.58, False
29, 1075.76, False
30, 1068.12, False
31, 1008.24, False
32, 780.51, False
33, 719.93, False
34, 587.15, False
35, 520.74, False
36, 498.50, False
37, 493.44, False
38, 527.91, False
39, 412.44, False
40, 282.88, False
Partial (0.50 km), 261.22, False
