Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.381933
Total NOx (mg): 4679.147
Overall NOx (mg/km): 115.872
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.755207,2997.800,307.303,False
medium,433,14.072126,1030.400,73.223,True
high,455,13.112876,528.396,40.296,True
extra_high,323,3.441724,122.552,35.608,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1007.02, False
2, 529.42, False
3, 419.84, False
4, 305.09, False
5, 222.86, False
6, 128.16, False
7, 118.10, False
8, 106.25, False
9, 97.34, False
10, 177.76, False
11, 151.81, False
12, 48.83, True
13, 61.62, True
14, 70.75, True
15, 74.24, True
16, 75.19, True
17, 75.25, True
18, 75.05, True
19, 88.71, False
20, 194.88, False
21, 0.00, True
22, 0.00, True
23, 0.00, True
24, 0.00, True
25, 0.00, True
26, 0.60, True
27, 1.88, True
28, 1.86, True
29, 1.03, True
30, 0.10, True
31, 21.98, True
32, 87.09, False
33, 102.28, False
34, 91.85, False
35, 85.26, False
36, 82.22, False
37, 80.95, False
38, 21.24, True
39, 32.30, True
40, 37.41, True
