Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.331969
Total NOx (mg): 5068.802
Overall NOx (mg/km): 125.677
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.659957,3148.371,325.920,False
medium,433,14.097786,611.222,43.356,True
high,455,13.134175,1095.600,83.416,False
extra_high,323,3.440051,213.609,62.095,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1008.43, False
2, 488.84, False
3, 516.57, False
4, 522.75, False
5, 324.28, False
6, 113.91, False
7, 80.87, False
8, 46.85, True
9, 30.38, True
10, 209.58, False
11, 94.67, False
12, 0.00, True
13, 0.11, True
14, 3.28, True
15, 5.41, True
16, 5.86, True
17, 5.81, True
18, 5.66, True
19, 73.70, True
20, 163.49, False
21, 0.00, True
22, 2.60, True
23, 28.32, True
24, 55.14, True
25, 73.49, True
26, 87.16, False
27, 98.15, False
28, 107.59, False
29, 116.11, False
30, 124.05, False
31, 148.10, False
32, 121.64, False
33, 82.20, False
34, 44.64, True
35, 29.37, True
36, 23.59, True
37, 21.64, True
38, 35.01, True
39, 89.28, False
40, 79.59, True
