Time_s,Car_Speed_kmph
0.0,0.026276039
0.5,0.285067736
1.0,0.749740167
1.5,1.039379109
2.0,1.0847861
2.5,0.762352885
3.0,0.1644419096
3.5,-0.307943522
4.0,-0.643663925
4.5,-0.862549561
5.0,-0.988085814
5.5,-1.10173868
6.0,-1.17857565
6.5,-1.23086646
7.0,-1.36484388
7.5,-1.55250946
8.0,-1.72325749
8.5,-1.97578907
9.0,-2.31674054
9.5,-2.66482448
10.0,-3.04596687
10.5,-3.52612873
11.0,-4.09212038
11.5,-4.69485272
12.0,-5.28291754
12.5,-5.73741541
13.0,-6.0972647
13.5,-6.51939773
14.0,-7.00653935
14.5,-7.5015517
15.0,-7.99606234
15.5,-8.4903397
16.0,-8.98437605
16.5,-9.47798425
17.0,-9.8791946
17.5,-9.94890625
18.0,-9.81745915
18.5,-9.9210241
19.0,-10.24900815
19.5,-10.59498905
20.0,-10.8891371
20.5,-11.03457595
21.0,-11.0439316
21.5,-11.0280891
22.0,-11.04428345
22.5,-11.1383575
23.0,-11.2900677
23.5,-11.44892285
24.0,-11.6074124
24.5,-11.7658143
25.0,-11.9397386
25.5,-12.17251055
26.0,-12.4904824
26.5,-12.6567982
27.0,-12.6838117
27.5,-12.91981565
28.0,-13.1608141
28.5,-13.3663673
29.0,-13.61355815
29.5,-13.90842795
30.0,-14.21229755
30.5,-14.5142217
31.0,-14.7708037
31.5,-14.91346935
32.0,-14.98690415
32.5,-15.0414188
33.0,-15.0765458
33.5,-15.10894605
34.0,-14.9432493
34.5,-14.0676508
35.0,-12.50058325
35.5,-10.47532215
36.0,-8.12922525
36.5,-5.74413936
37.0,-3.39036198
37.5,-1.141769708
38.0,0.00451157635
38.5,-3.696759e-05
39.0,-0.00275063348
39.5,-0.00269788579
40.0,-0.00275026805
40.5,-0.00283928218
41.0,-0.00251276408
41.5,-0.00192666339
42.0,-0.0019170358
42.5,-0.00472929075
43.0,-0.0425897171
43.5,-0.1206200165
44.0,-0.186286
44.5,-0.1524616294
45.0,-0.0828054611
45.5,-0.0987493199
46.0,-0.169390843
46.5,-0.238233794
47.0,-0.323530861
47.5,-0.426305472
48.0,-0.524005195
48.5,-0.608853978
49.0,-0.679623608
49.5,-0.696562801
50.0,-0.662161575
50.5,-0.598931807
51.0,-0.539756489
51.5,-0.560749828
52.0,-0.710018106
52.5,-0.985258818
53.0,-1.30509312
53.5,-1.61312208
54.0,-1.86634023
54.5,-2.08183752
55.0,-2.22875513
55.5,-1.92801919
56.0,-1.146681764
56.5,-0.1883302294
57.0,0.129452031
57.5,0.302084537
58.0,0.511527898
58.5,0.851623016
59.0,1.2716019
59.5,1.40882095
60.0,1.29328479
60.5,1.23459979
61.0,1.2531898
61.5,1.28221608
62.0,1.3112403
62.5,1.34026236
63.0,1.36928216
63.5,1.39829973
64.0,1.42731496
64.5,1.45636976
65.0,1.51331156
65.5,1.67500233
66.0,1.97255392
66.5,2.45925564
67.0,3.09554262
67.5,3.75066165
68.0,4.47453694
68.5,5.45936913
69.0,6.70311118
69.5,8.00004883
70.0,9.2630166
70.5,10.52956815
71.0,11.73409515
71.5,12.88168265
72.0,13.98830665
72.5,14.6532727
73.0,14.94850935
73.5,15.4051944
74.0,16.009727
74.5,16.5131776
75.0,16.9147796
75.5,17.3102263
76.0,17.7122564
76.5,18.1147439
77.0,18.4566072
77.5,18.5721617
78.0,18.4972191
78.5,18.3989407
79.0,18.3578415
79.5,18.39894
80.0,18.4420793
80.5,18.4626967
81.0,18.4849906
81.5,18.5073081
82.0,18.527196
82.5,18.5384386
83.0,18.5424595
83.5,18.5454884
84.0,18.5485142
84.5,18.5515413
85.0,18.5566078
85.5,18.5690652
86.0,18.6382966
86.5,18.8984424
87.0,19.3185165
87.5,19.7580805
88.0,20.1964305
88.5,20.6343469
89.0,21.1317819
89.5,21.8539173
90.0,22.7649711
90.5,23.6984782
91.0,24.6298695
91.5,25.5599264
92.0,26.4886213
92.5,27.415854
93.0,28.3143688
93.5,29.1137511
94.0,29.8301555
94.5,30.5341225
95.0,31.2198496
95.5,31.8434126
96.0,32.4148998
96.5,32.9781561
97.0,33.4109535
97.5,33.3555496
98.0,32.8466662
98.5,32.1630085
99.0,31.367243
99.5,30.5504318
100.0,29.7593905
100.5,29.0179124
101.0,28.3381932
101.5,27.6828834
102.0,27.0216565
102.5,26.423088
103.0,25.9476556
103.5,25.6830989
104.0,25.5895931
104.5,25.5873002
105.0,25.6631822
105.5,25.7170881
106.0,25.7322455
106.5,25.7426504
107.0,25.7532083
107.5,25.7638166
108.0,25.8067822
108.5,25.965993
109.0,26.2563062
109.5,26.526193
110.0,26.7058692
110.5,26.924163
111.0,27.1712342
111.5,27.2706572
112.0,27.2379226
112.5,27.1889864
113.0,27.2666102
113.5,27.8165019
114.0,28.7514486
114.5,29.6891676
115.0,30.5853822
115.5,31.4752348
116.0,32.3636537
116.5,33.2502683
117.0,34.1399312
117.5,35.1464312
118.0,36.3033039
118.5,37.4947466
119.0,38.7142807
119.5,39.9402447
120.0,41.0628635
120.5,42.1659062
121.0,43.3154507
121.5,44.4902815
122.0,45.6602718
122.5,46.8271472
123.0,47.9908947
123.5,49.1513896
124.0,50.2804694
