Time_s,Car_Speed_kmph
0.0,0.016589224
0.5,0.0510256839
1.0,0.300122004
1.5,0.664001276
2.0,1.079459366
2.5,1.54488153
3.0,1.70422492
3.5,0.994621292
4.0,0.04051391324
4.5,0.00153003644
5.0,0.00205101008
5.5,0.00617908773
6.0,0.0381117187
6.5,0.0676751152
7.0,0.1177668859
7.5,0.227217261
8.0,0.358565833
8.5,0.473306027
9.0,0.586757957
9.5,0.700140252
10.0,0.774623445
10.5,0.702962994
11.0,0.516357191
11.5,0.324712899
12.0,0.1649238306
12.5,0.0507194604
13.0,-0.025584201
13.5,-0.071354118
14.0,0.00079438452
14.5,0.00103891006
15.0,-0.00134830524
15.5,-0.0013506137
16.0,-0.001167281637
16.5,0.00650291432
17.0,0.236551795
17.5,0.527145249
18.0,0.764421649
18.5,0.996800828
19.0,1.23452745
19.5,1.42110946
20.0,1.5408313
20.5,1.63968916
21.0,1.76161719
21.5,1.89856349
22.0,2.04755558
22.5,2.17751658
23.0,2.29138268
23.5,2.41023144
24.0,2.4921361
24.5,2.54951442
25.0,2.58646065
25.5,2.54358734
26.0,2.42172409
26.5,2.24440979
27.0,2.01767714
27.5,1.74832217
28.0,1.39793392
28.5,1.010480006
29.0,0.67518632
29.5,0.375220199
30.0,0.1202582698
30.5,-0.05331679214
31.0,-0.1683234456
31.5,-0.246552104
32.0,-0.299796855
32.5,-0.336036708
33.0,-0.360908759
33.5,-0.381211017
34.0,-0.35447558
34.5,-0.307240808
35.0,-0.30217662
35.5,-0.268965919
36.0,-0.201184433
36.5,-0.149537171
37.0,-0.1143836998
37.5,-0.090457024
38.0,-0.074171679
38.5,-0.0630872866
39.0,-0.0555428432
39.5,-0.0509511427
40.0,-0.1208051486
40.5,-0.207750282
41.0,-0.190499912
41.5,-0.138079555
42.0,-0.0221952069
42.5,-0.00146197288
43.0,0.001029726
43.5,0.00230998193
44.0,0.00282925445
44.5,0.00358046904
45.0,0.00446835174
45.5,0.002348539563
46.0,-0.00301954225
46.5,-0.0091857173
47.0,-0.0614796771
47.5,-0.112806036
48.0,-0.147738118
48.5,-0.171565295
49.0,-0.21207856
49.5,-0.321108313
50.0,-0.459251929
50.5,-0.539778429
51.0,-0.615291732
51.5,-0.716016437
52.0,-0.698802966
52.5,-0.395358215
53.0,0.0675512699
53.5,0.487940165
54.0,0.934325283
54.5,1.37202949
55.0,1.82219251
55.5,2.37232603
56.0,3.00781735
56.5,3.65479632
57.0,4.2353765
57.5,4.56700717
58.0,4.5154684
58.5,3.67365693
59.0,2.33798242
59.5,1.67555792
60.0,1.68176553
60.5,1.77922376
61.0,1.87666945
61.5,1.97405365
