Time_s,Car_Speed_kmph
0.0,0.054027762
0.5,0.426617628
1.0,1.077816607
1.5,1.72181739
2.0,2.33103213
2.5,2.81645422
3.0,3.22310375
3.5,3.70401004
4.0,4.23703925
4.5,4.76549961
5.0,5.31668794
5.5,5.882275
6.0,6.32279046
6.5,6.3012837
7.0,5.88314867
7.5,5.41393846
8.0,4.9463021
8.5,4.47884417
9.0,4.01962759
9.5,3.59099745
10.0,3.18814005
10.5,2.78832286
11.0,2.32870349
11.5,1.72885024
12.0,1.025356235
12.5,0.2424103486
13.0,-0.466345745
13.5,-1.09454615
14.0,-1.63110844
14.5,-2.01085482
15.0,-2.39444331
15.5,-2.95482214
16.0,-3.60725054
16.5,-4.25424776
17.0,-4.82444334
17.5,-5.34265257
18.0,-5.81446799
18.5,-5.85985975
19.0,-5.49114408
19.5,-5.07049324
20.0,-4.72902653
20.5,-4.67795754
21.0,-4.98007488
21.5,-5.44721058
22.0,-5.87720675
22.5,-6.25300965
23.0,-6.63292495
23.5,-7.0124423
24.0,-7.33437278
24.5,-7.61786001
25.0,-7.96127971
25.5,-8.343307
26.0,-8.72253285
26.5,-9.1014062
27.0,-9.44273095
27.5,-9.6553928
28.0,-9.761322
28.5,-9.8514999
29.0,-9.9437845
29.5,-9.96619
30.0,-9.8897353
30.5,-9.84471415
31.0,-9.9909603
31.5,-10.38465325
32.0,-10.767951
32.5,-11.063963
33.0,-11.4718388
33.5,-11.94949975
34.0,-12.3998056
34.5,-12.7698051
35.0,-13.07281715
35.5,-13.3667782
36.0,-13.69504565
36.5,-14.0002376
37.0,-14.1949012
37.5,-14.3108108
38.0,-14.37913115
38.5,-14.376135
39.0,-14.34664905
39.5,-14.4176237
40.0,-14.6268843
40.5,-14.9905938
41.0,-15.4534563
41.5,-15.9213621
42.0,-16.3889173
42.5,-16.8556424
43.0,-17.2688862
43.5,-17.6754279
44.0,-18.1772776
44.5,-18.7243608
45.0,-18.8330764
45.5,-17.383878
46.0,-14.610755
46.5,-11.577558
47.0,-8.4580111
47.5,-5.2665435
48.0,-2.4569778
48.5,-1.19877035
49.0,-1.24323857
49.5,-1.46606839
50.0,-1.69381573
50.5,-1.94030508
51.0,-2.23389081
51.5,-2.55039039
52.0,-2.83385012
52.5,-3.09600767
53.0,-3.3589318
53.5,-3.6193673
54.0,-3.77455618
54.5,-3.53224828
55.0,-2.94184511
55.5,-2.29118184
56.0,-1.60796492
56.5,-0.854154726
57.0,-0.078754711
57.5,0.507242875
58.0,1.022585532
58.5,1.53766753
59.0,2.06452978
59.5,2.59923643
60.0,3.13397053
60.5,3.7075688
61.0,4.34069112
61.5,4.99150631
62.0,5.49274839
62.5,5.4962883
63.0,5.09128904
63.5,4.65831715
64.0,4.24791514
64.5,3.84051196
65.0,3.46428434
65.5,3.20755375
66.0,3.05190256
66.5,2.9080913
67.0,2.70576254
67.5,2.34692606
68.0,1.98059978
68.5,1.89797529
69.0,2.01963122
69.5,2.15637518
70.0,2.29296029
70.5,2.42959845
71.0,2.61220489
71.5,2.96739645
72.0,3.46797583
72.5,3.98639305
73.0,4.3820363
73.5,4.3175097
74.0,3.85652493
74.5,3.34559534
75.0,2.83656147
75.5,2.32765275
76.0,1.81881276
76.5,1.3099867
77.0,0.780876585
77.5,0.19748286432
78.0,-0.292666324
78.5,-0.688608753
79.0,-1.087297621
79.5,-1.48735186
80.0,-1.88737183
80.5,-2.28737416
81.0,-2.70433096
81.5,-3.18499583
82.0,-3.67979109
82.5,-4.0322519
83.0,-4.04314433
83.5,-3.26434185
84.0,-1.80843624
84.5,-0.30053990692
85.0,-0.00223338627
85.5,-0.00224106884
86.0,-0.00293610127
86.5,-0.0040531794
87.0,-0.00447109475
87.5,-0.00444572229
88.0,-0.00317232727
88.5,0.000231019946
89.0,0.00201526637
89.5,0.00157403252
90.0,-0.00263482073
90.5,-0.00514971283
91.0,-0.00857403633
91.5,-0.1215449743
92.0,-0.623319364
92.5,-1.18049209
93.0,-1.76936679
93.5,-2.47459725
94.0,-3.27743773
94.5,-4.09337465
95.0,-4.95759341
95.5,-5.50377666
96.0,-5.58617147
96.5,-5.92720738
97.0,-6.34693575
97.5,-6.7658946
98.0,-7.15475692
98.5,-7.43035893
99.0,-7.59321942
99.5,-7.79235517
100.0,-8.09309171
100.5,-8.42779225
101.0,-8.76059615
101.5,-9.0931612
102.0,-9.4218517
102.5,-9.7422934
103.0,-10.0565991
103.5,-10.36873
104.0,-10.6802504
104.5,-10.99156905
105.0,-11.2993407
105.5,-11.591995
106.0,-11.87066475
106.5,-12.1469815
107.0,-12.4018139
107.5,-12.5762087
108.0,-12.68285265
108.5,-12.78099465
109.0,-12.87936755
109.5,-12.9776573
110.0,-13.0732334
110.5,-13.1669763
111.0,-13.26341015
111.5,-13.3615441
112.0,-13.4537754
112.5,-13.5245002
113.0,-13.5704317
113.5,-13.5901403
114.0,-13.6128202
114.5,-13.71914575
115.0,-13.948179
115.5,-14.243207
116.0,-14.48438
116.5,-14.684706
117.0,-14.92902915
117.5,-15.2277285
118.0,-15.55248235
118.5,-15.8807039
119.0,-16.2104393
119.5,-16.5463611
120.0,-16.8873893
120.5,-17.2288297
121.0,-17.5699325
121.5,-17.9106923
122.0,-18.2511023
122.5,-18.5911104
123.0,-18.878981
123.5,-18.9527896
124.0,-18.836281
124.5,-18.6927719
125.0,-18.5503316
125.5,-18.4080236
126.0,-18.3193551
126.5,-18.4305027
127.0,-18.6512081
127.5,-18.8534535
128.0,-19.1182194
128.5,-19.4297363
129.0,-19.7690667
129.5,-20.0962124
130.0,-20.3401771
130.5,-20.4959412
131.0,-20.6022968
131.5,-20.7016067
132.0,-20.8008
132.5,-20.8998928
133.0,-21.0106703
133.5,-21.1656086
134.0,-21.3576792
134.5,-21.5540763
135.0,-21.6923041
135.5,-21.6131478
136.0,-21.4142169
136.5,-21.4374257
137.0,-21.6657178
137.5,-21.9191864
138.0,-22.1747627
138.5,-22.4422797
139.0,-22.675427
139.5,-22.8484217
140.0,-22.9710167
140.5,-22.9098529
141.0,-22.7331582
141.5,-22.7508787
142.0,-22.9217008
142.5,-23.0164012
143.0,-23.0009523
143.5,-22.8779818
144.0,-22.6999557
144.5,-22.6093433
145.0,-22.6007186
145.5,-22.6025365
146.0,-22.6404073
146.5,-22.7025036
147.0,-22.7264374
147.5,-22.7257655
148.0,-22.726755
148.5,-22.7277312
149.0,-22.6972086
149.5,-22.5532339
150.0,-22.3123516
150.5,-22.0583889
151.0,-21.8311187
151.5,-21.6974362
152.0,-21.626733
152.5,-21.5162103
153.0,-21.3447613
153.5,-21.101226
154.0,-20.7789247
154.5,-20.3659964
155.0,-19.8829705
155.5,-19.3909016
156.0,-18.9372576
156.5,-18.5093409
157.0,-18.0422976
157.5,-17.5501384
158.0,-17.0602317
158.5,-16.5708561
159.0,-16.0819469
159.5,-15.593562
160.0,-15.1440765
160.5,-14.8327735
161.0,-14.63691075
161.5,-14.4569828
162.0,-14.2772027
162.5,-14.0975704
163.0,-13.9180827
163.5,-13.73873835
164.0,-13.55953515
164.5,-13.3804318
165.0,-13.1751849
165.5,-12.8714581
166.0,-12.4848458
166.5,-12.0880901
167.0,-11.6547131
167.5,-11.0861359
168.0,-10.4425473
168.5,-9.9277423
169.0,-9.5184542
169.5,-9.06759305
170.0,-8.56889565
170.5,-8.06392321
171.0,-7.55918451
171.5,-7.0546643
172.0,-6.55034823
172.5,-6.04587661
173.0,-5.48942404
173.5,-4.89835794
174.0,-4.36199453
174.5,-3.86106648
175.0,-3.31922456
175.5,-2.53703311
176.0,-1.51032757
176.5,-0.4712543835
177.0,0.3849532004
177.5,1.086154838
178.0,1.75362086
178.5,2.30941076
179.0,2.78022319
179.5,3.28017485
180.0,3.85165889
180.5,4.56195105
181.0,5.40092827
181.5,6.30801877
182.0,7.25951744
182.5,8.2171633
183.0,9.2290285
183.5,10.2767246
184.0,11.20563145
184.5,11.8695835
185.0,12.2379324
185.5,12.4723301
186.0,12.7560379
186.5,13.2040137
187.0,13.635627
187.5,14.06555135
188.0,14.5156091
188.5,15.0421733
189.0,15.63306165
189.5,16.2314208
190.0,16.7932268
190.5,17.2266289
191.0,17.5815041
191.5,18.0251005
192.0,18.6646263
192.5,19.519216
193.0,20.331828
193.5,20.7260811
194.0,20.7777679
194.5,20.7772698
195.0,20.9743375
195.5,21.6736659
196.0,22.7159838
196.5,23.8471253
197.0,25.0451754
197.5,26.2503795
198.0,27.2348249
198.5,27.4307225
199.0,26.8634356
199.5,25.8140373
200.0,24.4348473
200.5,23.0162944
201.0,21.6010954
201.5,20.1880743
202.0,18.9799704
202.5,18.5013286
203.0,18.631765
203.5,18.8454124
204.0,19.08501
204.5,19.4226089
205.0,19.8426243
205.5,20.2724733
