Time_s,Car_Speed_kmph
0.0,-0.117210336
0.5,-0.482852038
1.0,-1.119850073
1.5,-1.76954706
2.0,-2.41961983
2.5,-3.06961074
3.0,-3.71948736
3.5,-4.36922547
4.0,-5.01880078
4.5,-5.66627245
5.0,-5.33610996
5.5,-1.66480524587
6.0,-0.00314111494
6.5,-0.0327654482
7.0,-0.529117628
7.5,-1.184552675
8.0,-1.8591613
8.5,-2.55617785
9.0,-3.27548424
9.5,-4.01704488
10.0,-4.78082348
10.5,-5.56678111
11.0,-6.37451282
11.5,-7.1936154
12.0,-8.01267288
12.5,-8.8313303
13.0,-9.64957265
13.5,-10.46736285
14.0,-11.284662
14.5,-12.1014327
15.0,-12.91763655
15.5,-13.7332368
16.0,-14.54819445
16.5,-15.36247295
17.0,-16.1760343
17.5,-16.9888413
18.0,-17.8008571
18.5,-18.6120448
19.0,-19.4223675
19.5,-20.2317876
20.0,-21.0402701
20.5,-21.8477775
21.0,-22.6542741
21.5,-23.4648241
22.0,-24.4010513
22.5,-25.5839609
23.0,-27.0136073
23.5,-28.5481594
24.0,-29.9878149
24.5,-31.3934884
25.0,-32.7567086
25.5,-34.0788664
26.0,-35.363632
26.5,-36.6377576
27.0,-37.9322852
27.5,-39.2388075
28.0,-40.5520592
28.5,-41.8651811
29.0,-43.1667378
29.5,-44.4018475
30.0,-45.2342703
30.5,-45.7614546
31.0,-46.7102968
31.5,-47.6398266
32.0,-48.567682
32.5,-49.4930048
33.0,-50.4157062
33.5,-51.3357445
34.0,-52.2530788
34.5,-53.1676695
35.0,-54.0794753
35.5,-54.9884591
36.0,-55.8945806
36.5,-56.7978036
37.0,-57.6980902
37.5,-58.5954022
38.0,-59.4897057
38.5,-60.3809647
39.0,-61.1885203
39.5,-61.9847213
40.0,-62.869512
40.5,-63.7489092
41.0,-64.625039
41.5,-65.4979291
42.0,-66.3675465
42.5,-67.2338615
43.0,-68.0963661
43.5,-68.994717
44.0,-69.8466539
44.5,-70.698703
45.0,-71.5479131
45.5,-72.3936586
46.0,-73.2359017
46.5,-74.0746154
47.0,-74.9097753
47.5,-75.7383035
48.0,-74.9792309
48.5,-68.5523033
49.0,-57.4438012
49.5,-45.8825133
50.0,-36.1192771
50.5,-32.2354307
51.0,-33.2849149
51.5,-35.1087617
52.0,-36.9404812
52.5,-38.7678653
53.0,-40.5911818
53.5,-42.4102602
54.0,-44.22492
54.5,-46.0349843
55.0,-47.8326472
55.5,-49.588538
56.0,-51.2975776
56.5,-52.960276
57.0,-54.5791107
57.5,-56.1568479
58.0,-57.6959641
58.5,-59.1986562
59.0,-60.6668017
59.5,-62.1010885
60.0,-63.5024796
60.5,-64.8725695
