Time_s,Car_Speed_kmph
0.0,0.032821048
0.5,0.2357438164
1.0,0.577064864
1.5,0.90982772
2.0,1.2426639
2.5,1.57544492
3.0,1.89097299
3.5,2.14471084
4.0,2.32098803
4.5,2.39323804
5.0,2.40099602
5.5,2.46029855
6.0,2.575675
6.5,2.71358193
7.0,2.85164994
7.5,2.94480239
8.0,2.94365934
8.5,2.90017051
9.0,2.94196647
9.5,3.11841286
10.0,3.3602783
10.5,3.56104486
11.0,3.71751596
11.5,3.86928093
12.0,4.06504505
12.5,4.28981727
13.0,4.43653669
13.5,4.43788527
14.0,4.41469441
14.5,4.64268277
15.0,5.09340039
15.5,5.57174249
16.0,6.04893549
16.5,6.5259395
17.0,7.00276464
17.5,7.47939829
18.0,7.95582774
18.5,8.43202795
19.0,8.9018747
19.5,9.34943815
20.0,9.707988
20.5,9.7996515
21.0,9.70690815
21.5,9.65238735
22.0,9.6145084
22.5,9.56516425
23.0,9.4319645
23.5,9.2288539
24.0,9.0219622
24.5,8.90280405
25.0,8.87520725
25.5,8.82880065
26.0,8.7815972
26.5,8.73440205
27.0,8.68723015
27.5,8.640082
28.0,8.59295655
28.5,8.54604195
29.0,8.6236032
29.5,9.1682058
30.0,10.1060808
30.5,11.09246085
31.0,12.084041
31.5,13.1021441
32.0,14.1173707
32.5,14.9728724
33.0,15.59342015
33.5,15.9473336
34.0,16.129169
34.5,16.3669832
35.0,16.6805839
35.5,17.0282639
36.0,15.13728615
36.5,5.34842875255
37.0,0.00228025789
37.5,0.0483542797
38.0,0.969221663
38.5,2.02035846
39.0,2.87434201
39.5,3.71161322
40.0,4.55719198
40.5,5.4323923
41.0,6.42142627
41.5,7.56132904
42.0,8.72928095
42.5,9.8689939
43.0,10.99962565
43.5,12.08972715
44.0,13.1457347
44.5,14.1963849
45.0,15.2461799
45.5,16.295058
46.0,17.3429563
46.5,18.3898135
47.0,19.4357213
47.5,20.4810141
48.0,21.5255387
48.5,22.5689363
49.0,23.6762132
49.5,25.0267182
50.0,26.5532404
50.5,28.021799
51.0,29.4242462
51.5,30.7822494
52.0,32.0925241
52.5,33.3474415
53.0,34.4618746
53.5,35.4003598
54.0,36.2886934
54.5,37.5106592
55.0,39.077499
55.5,40.6957357
56.0,42.3078824
56.5,43.9160392
57.0,45.50701
57.5,47.0466778
58.0,48.4795125
58.5,49.6653951
59.0,50.7408228
59.5,52.1686633
60.0,53.9299801
60.5,55.7333122
61.0,57.4148125
61.5,58.6618017
62.0,59.4209353
62.5,60.047617
63.0,60.9031498
63.5,61.8793949
64.0,62.4781246
64.5,63.0446615
65.0,63.6035861
65.5,64.1549223
66.0,64.6977487
66.5,65.2327084
67.0,65.759487
67.5,66.2778091
68.0,66.791953
68.5,67.2983846
69.0,67.7980921
69.5,68.2907455
70.0,68.7765169
70.5,69.2555541
71.0,69.7274531
71.5,70.1926914
72.0,70.6498275
72.5,71.092099
73.0,71.5208942
73.5,71.9429333
74.0,72.3752988
74.5,72.847303
75.0,73.389429
75.5,74.1082197
76.0,75.0316847
76.5,75.999447
77.0,76.9493151
77.5,77.8817425
78.0,78.8113185
78.5,79.9329189
79.0,81.2147914
79.5,82.51926
80.0,83.7959891
80.5,85.0190504
81.0,86.2097245
81.5,87.395235
82.0,88.5400436
82.5,89.555896
83.0,90.459589
83.5,91.3299087
84.0,92.1834685
84.5,93.030853
85.0,93.8737304
85.5,94.7120839
86.0,95.545898
86.5,96.3756159
87.0,97.2809262
87.5,98.1046999
88.0,98.5544055
88.5,98.9401699
89.0,99.3217496
89.5,99.7010914
90.0,100.078266
90.5,100.4532165
91.0,100.7749875
91.5,100.890442
92.0,100.916658
92.5,101.0353255
93.0,101.1282279
93.5,101.2182491
94.0,101.309581
94.5,101.3982674
95.0,101.4850505
95.5,101.5712984
96.0,101.6782191
96.5,101.6138076
97.0,101.5294489
97.5,101.769385
98.0,102.0442125
98.5,102.3214343
99.0,102.5710519
99.5,102.7291044
100.0,102.8152031
100.5,102.8927716
101.0,102.9704585
101.5,103.0471775
102.0,103.1229876
102.5,103.197906
103.0,103.2768561
103.5,103.3740815
104.0,103.4864531
104.5,103.5995509
105.0,103.8838365
105.5,104.8284103
106.0,106.1670615
106.5,107.25669
107.0,108.0053544
107.5,108.4897256
108.0,108.771052
108.5,109.000907
109.0,109.2070928
109.5,109.4082534
110.0,109.583711
110.5,109.6673658
111.0,109.6782779
111.5,109.681014
112.0,109.6848858
112.5,109.6889354
113.0,109.7531311
113.5,109.8396925
114.0,109.8664838
114.5,109.8648479
115.0,109.8663345
115.5,109.8676159
116.0,109.8687954
116.5,109.8699599
117.0,109.8823895
117.5,109.9002354
118.0,109.9062754
118.5,109.9058776
119.0,109.9515464
119.5,110.1733996
120.0,110.5387471
120.5,110.9125549
121.0,111.279962
121.5,111.6423084
122.0,111.9787074
122.5,112.232874
123.0,112.570514
123.5,113.4616198
124.0,114.7810005
124.5,116.1201325
125.0,117.3123585
125.5,117.9708918
126.0,118.3111776
126.5,118.9656316
127.0,119.8274776
127.5,120.5202515
128.0,121.0718475
128.5,121.6975811
129.0,122.3533758
129.5,123.0172616
130.0,123.6242658
130.5,124.0463734
131.0,124.3140479
131.5,124.5620429
132.0,124.80805
132.5,125.0506715
133.0,125.2427514
133.5,125.2463665
134.0,125.0974064
134.5,124.9339065
