Time_s,Car_Speed_kmph
0.0,0.12877488
0.5,0.976342454
1.0,2.71510971
1.5,4.49321739
2.0,6.27169469
2.5,8.04135812
3.0,9.7787145
3.5,11.51680755
4.0,13.2856516
4.5,15.0131733
5.0,16.5574129
5.5,17.8976523
6.0,19.0347096
6.5,19.9687427
7.0,20.7254351
7.5,21.4406139
8.0,22.156133
8.5,22.8707818
9.0,23.5844954
9.5,24.2972443
10.0,25.0090008
10.5,25.7197372
11.0,26.4294272
11.5,27.1380416
12.0,27.845555
12.5,28.5519393
13.0,29.2424161
13.5,29.860867
14.0,30.399253
14.5,30.9060997
15.0,31.4123283
15.5,31.9176868
16.0,32.4221224
16.5,32.9256213
17.0,33.4281711
17.5,33.9297577
18.0,34.4389966
18.5,35.0045898
19.0,35.5756424
19.5,36.1461597
20.0,36.7112193
20.5,37.3357296
21.0,38.0346851
21.5,38.8068335
22.0,39.6516632
22.5,40.5431986
23.0,41.4360416
23.5,42.3266181
24.0,43.2150328
24.5,44.1012497
25.0,44.9852269
25.5,45.8669292
26.0,46.7463136
26.5,47.6160947
27.0,48.4484054
27.5,49.2372473
28.0,49.9828966
28.5,50.6854458
29.0,51.3449946
29.5,51.9639343
30.0,52.5669225
30.5,53.1682875
31.0,53.7678402
31.5,54.3655476
32.0,54.9613957
32.5,55.5553669
33.0,56.1474508
33.5,56.7376311
34.0,57.3258951
34.5,57.9122283
35.0,58.496618
35.5,59.0790516
36.0,59.6595137
36.5,60.2379961
37.0,60.8144817
37.5,61.3889624
38.0,61.9614236
38.5,62.5151716
39.0,63.0067085
39.5,63.5683412
40.0,64.1335786
40.5,64.6936868
41.0,63.9732814
41.5,58.6806276
42.0,50.8589638
42.5,47.115919
43.0,47.2094334
43.5,47.8262354
44.0,48.4413274
44.5,49.0547116
45.0,49.6663724
45.5,50.2762945
46.0,50.8844613
46.5,51.4908557
47.0,52.0954632
47.5,52.7112234
48.0,53.5260682
48.5,54.6400613
49.0,55.8283407
49.5,57.0106679
50.0,58.1890597
50.5,59.3635255
51.0,60.534001
51.5,61.700421
52.0,62.8627214
52.5,64.0208399
53.0,65.1747137
53.5,66.3242867
54.0,67.469496
54.5,68.6388604
55.0,69.7989684
55.5,70.9101545
56.0,71.7087536
56.5,71.985199
57.0,71.998643
57.5,72.0073841
58.0,72.0165849
58.5,72.0257571
59.0,72.0348915
59.5,72.043987
60.0,72.053049
60.5,72.0620698
61.0,72.0710562
61.5,72.0800049
62.0,72.0889141
