Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.682562
Total NOx (mg): 4299.113
Overall NOx (mg/km): 105.675
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.800937,3219.934,328.533,False
medium,433,14.153192,569.189,40.216,True
high,455,13.192943,290.833,22.045,True
extra_high,323,3.535491,219.157,61.988,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1040.66, False
2, 488.99, False
3, 535.30, False
4, 529.88, False
5, 328.50, False
6, 103.46, False
7, 88.48, False
8, 52.34, True
9, 32.94, True
10, 52.13, True
11, 251.01, False
12, 0.00, True
13, 0.10, True
14, 6.92, True
15, 11.73, True
16, 12.77, True
17, 12.89, True
18, 12.89, True
19, 12.92, True
20, 215.21, False
21, 0.00, True
22, 0.00, True
23, 0.00, True
24, 0.00, True
25, 0.00, True
26, 0.00, True
27, 0.00, True
28, 1.42, True
29, 5.96, True
30, 10.54, True
31, 47.58, True
32, 61.53, True
33, 56.19, True
34, 39.04, True
35, 28.93, True
36, 23.69, True
37, 21.62, True
38, 25.76, True
39, 89.63, False
40, 80.20, False
Partial (0.26 km), 68.44, True
