speed_actual,speed_target,soc,ice_torque,nox,fuel,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc,T_gas_eo_K,T_Sub_DPF_K,T_gas_tp_K
0.0,0.0,0.7,0.0,0.0,0.0,False,0.0,0.0,0.0,298.0,298.0,298.0
0.6889063,0.0,0.702257,-2.091657,-2.7066024e-05,0.0,False,0.0,49.538604736328125,0.0,294.80203,298.69354,296.38446
1.0974472,0.0,0.6997199,-5.4526563,5.5591292e-05,0.0,False,0.0,18.35504150390625,0.0,298.87827,303.49564,296.2231
0.73028564,0.0,0.7005447,0.4613319,6.876449e-06,0.0,False,0.0,-44.532501220703125,0.0,299.31647,299.5225,294.96588
0.8050413,0.0,0.7008173,0.23829691,0.00046146172,0.0,False,0.0,6.00347900390625,0.0,299.74277,300.56714,297.21716
0.56771326,0.0,0.7000221,-0.29370117,0.0003323284,0.0,False,0.0,-44.091949462890625,0.0,299.76215,300.3076,297.88477
0.36656088,0.0,0.6996842,-0.2077547,0.00029763632,0.0,False,0.0,-23.5179443359375,0.0,299.4006,299.95154,298.27057
0.27115017,0.0,0.69950193,-0.044342563,0.00031159908,0.0,False,0.0,-6.640838623046875,0.0,298.8538,299.66907,298.56067
0.21943296,0.0,0.6994131,0.0042111445,0.00017185126,0.0,False,0.0,1.2506103515625,0.0,298.22137,299.36185,298.609
0.17924891,0.0,0.6994089,0.058914375,9.6350246e-05,0.0,False,0.0,12.574188232421875,0.0,297.8308,299.20477,298.701
0.15938728,0.0,0.6994448,0.037492003,1.9569894e-05,0.0,False,0.0,18.75604248046875,0.0,297.56927,299.0945,298.70496
0.17609628,0.0,0.6994689,0.027762905,-1.0694477e-05,0.0,False,0.0,23.702423095703125,0.0,297.45297,299.04874,298.75955
0.239842,0.0,0.6994658,0.010746162,-3.8100326e-05,0.0,False,0.0,23.270294189453125,0.0,297.39474,299.0115,298.81067
0.3195761,0.0,0.69944793,0.007937573,-5.0134113e-05,0.0,False,0.0,19.125,0.0,297.38965,298.98682,298.8828
0.3744425,0.0,0.69942653,0.0029078126,-6.104848e-05,0.0,False,0.0,12.9210205078125,0.0,297.4037,298.95886,298.94067
0.4106944,0.0,0.6994014,-0.00037805238,-6.698541e-05,0.0,False,0.0,8.707672119140625,0.0,297.43158,298.9314,298.98816
0.43903005,0.0,0.69937336,-0.0058667324,-7.196284e-05,0.0,False,0.0,5.851776123046875,0.0,297.461,298.90195,299.01828
0.46186763,0.0,0.69934666,-0.011171844,-7.480137e-05,0.0,False,0.0,3.782257080078125,0.0,297.4902,298.873,299.0374
0.4784138,0.0,0.69932306,-0.016715594,-7.676036e-05,0.0,False,0.0,2.18408203125,0.0,297.5157,298.84427,299.0476
0.4884884,0.0,0.69930285,-0.02143329,-7.759993e-05,0.0,False,0.0,1.1336669921875,0.0,297.53754,298.8169,299.05338
0.49280855,0.0,0.6992854,-0.025563568,-7.7819815e-05,0.0,False,0.0,0.57745361328125,0.0,297.55533,298.7909,299.057
0.49268383,0.0,0.69927067,-0.028794361,-7.751997e-05,0.0,False,0.0,0.453277587890625,0.0,297.5698,298.76675,299.0604
0.48946884,0.0,0.6992586,-0.031345956,-7.682033e-05,0.0,False,0.0,0.63751220703125,0.0,297.58127,298.74435,299.06433
0.48433453,0.0038231015,0.69924974,-0.03331013,-7.582085e-05,0.0,False,0.0,1.0230712890625,0.0,297.59033,298.72397,299.06964
0.47891963,0.28411,0.6992448,-0.034852102,-7.4561496e-05,0.0,False,0.0,1.795135498046875,0.0,297.59753,298.70566,299.0762
0.5331312,0.88804,0.69924843,-0.036045294,-7.314223e-05,0.0,False,0.0,23.1885986328125,0.0,297.60312,298.68927,299.0841
0.7267831,1.8499999,0.69926125,-0.03703656,-7.154306e-05,0.0,False,0.0,64.327392578125,0.0,297.60754,298.67468,299.09296
1.140427,3.2641,0.6992802,-0.0378259,-6.980395e-05,0.0,False,0.0,121.95184326171875,0.0,297.6112,298.66187,299.10294
1.8712163,5.0431004,0.699303,-0.038505103,-6.800488e-05,0.0,False,0.0,197.20611572265625,0.0,297.614,298.65063,299.11383
3.0001633,7.0873003,0.69933516,-0.039074164,-6.6165834e-05,0.0,False,0.0,276.14019775390625,0.0,297.61642,298.641,299.12518
4.5044203,9.1319,0.6993889,-0.039588153,-6.42868e-05,0.0,False,0.0,345.00775146484375,0.0,297.61844,298.63257,299.13724
6.1726804,10.929,0.69945186,-0.04001036,-6.240777e-05,0.0,False,0.0,385.622314453125,0.0,297.62024,298.62546,299.14957
7.7923594,12.667,0.6995062,-0.04034078,-6.0508755e-05,0.0,False,0.0,395.24029541015625,0.0,297.62195,298.61945,299.16223
9.350914,14.503,0.69955325,-0.04063449,-5.8669702e-05,0.0,False,0.0,403.89324951171875,0.0,297.62363,298.61444,299.17514
