controller,n,total_nox_g_mean,total_nox_g_std,nox_mg_per_km_mean,nox_mg_per_km_std,total_fuel_burned_g_mean,total_fuel_burned_g_std,rmse_speed_kmph_mean,rmse_speed_kmph_std,mae_speed_kmph_mean,mae_speed_kmph_std,delta_soc_mean,delta_soc_std,engine_off_pct_mean,engine_off_pct_std,total_distance_km_mean,total_distance_km_std
PPO,10,4.453167057037353,0.8231183483102492,95.92905715107918,17.66093813162849,4672.63211029768,61.6097675031186,0.7571828448380576,0.15951434227015532,0.5926868707399142,0.131103443558005,-0.028479623794555663,0.005704512497129228,0.0,0.0,46.41531982421875,0.1238333302600131
SAC,10,4.3896583080291744,1.062284433413725,94.50900666415691,22.380037833130235,3694.9836953639983,509.1792437132475,1.6650896257788674,0.6934637692323549,1.3074547377552102,0.7186987112056673,0.0035125553607940675,0.013404518369580096,6.740987705772037,12.857887392812184,46.389213180541994,0.8896889035089386
