Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1712.71, False
2, 777.30, False
3, -46.21, True
4, 526.51, False
5, 1966.65, False
6, 37.06, True
7, 62.05, True
8, 43.71, True
9, 103.94, False
10, 579.44, False
11, 59.83, True
12, 23.81, True
13, 2.38, True
14, -3.68, True
15, -0.85, True
16, 6.85, True
17, 96.44, False
18, 25.50, True
19, 22.11, True
20, 33.13, True
21, -5.39, True
22, -0.92, True
23, -5.15, True
24, -6.26, True
25, -4.85, True
Partial (0.98 km), 51.91, True
