Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 19.353295
Total NOx (mg): -8.540
Overall NOx (mg/km): -0.441
Overall NOx pass (<=80 mg/km): True

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.768919,-6.397,-0.655,True
medium,433,0.376089,-0.506,-1.345,True
high,455,5.793966,-0.642,-0.111,True
extra_high,323,3.414321,-0.995,-0.292,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, -1.45, True
2, -1.39, True
3, -1.09, True
4, -0.82, True
5, -0.49, True
6, -0.36, True
7, -0.29, True
8, -0.23, True
9, -0.18, True
10, -0.14, True
11, -0.71, True
12, -0.07, True
13, -0.07, True
14, -0.08, True
15, -0.09, True
16, -0.10, True
17, -0.20, True
18, -0.31, True
19, -0.36, True
Partial (0.28 km), -0.39, True
