Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 40.788252
Total NOx (mg): 4597.614
Overall NOx (mg/km): 112.719
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.863669,3182.267,322.625,False
medium,433,14.178896,586.804,41.386,True
high,455,13.218257,555.617,42.034,True
extra_high,323,3.527431,272.927,77.373,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 1032.77, False
2, 462.23, False
3, 507.97, False
4, 514.05, False
5, 363.81, False
6, 105.83, False
7, 87.43, False
8, 53.32, True
9, 33.46, True
10, 25.64, True
11, 282.98, False
12, 0.00, True
13, 0.00, True
14, 1.72, True
15, 8.16, True
16, 10.84, True
17, 11.72, True
18, 12.04, True
19, 12.20, True
20, 237.42, False
21, 0.18, True
22, 0.00, True
23, 0.00, True
24, 6.73, True
25, 22.20, True
26, 31.74, True
27, 37.14, True
28, 39.99, True
29, 41.42, True
30, 42.15, True
31, 57.59, True
32, 69.79, True
33, 77.72, True
34, 53.00, True
35, 34.74, True
36, 25.01, True
37, 21.70, True
38, 25.71, True
39, 93.57, False
40, 108.85, False
Partial (0.52 km), 85.34, False
