#{"t_start": 1778314501.3482716, "env_id": "None"}
r,l,t
818.621745,3599,942.078188
-2892.002349,3599,1940.418033
-4845.52578,3599,2942.909905
-2588.145038,3599,3919.106308
-1547.827627,3599,4907.187046
-1705.179974,3599,5882.483464
-603.388753,3599,6858.547736
-458.475266,3599,7830.898955
-18258.365989,3599,8791.597878
-1401.806885,3599,9735.294719
-16145.343699,3599,10701.590062
-2986.62881,3599,11657.929703
-3689.371122,3599,12629.475896
-6268.409382,3599,13582.587412
-9482.389135,3599,14579.163479
-9496.070777,3599,15557.241922
-2073.396775,3599,16515.945299
110.390717,3599,17472.717968
-44035.140952,3599,18427.865568
-957.547033,3599,19386.661394
-4306.268893,3599,20356.410747
-2109.761535,3599,21315.132044
-1106.439823,3599,22279.769666
-2906.310858,3599,23266.694829
-1570.700117,3599,24251.917417
-587.415182,3599,25211.141505
-1018.734657,3599,26174.563629
-1111.585402,3599,27144.615539
-1171.809518,3599,28107.665309
-57.163365,3599,29082.161028
-1390.831276,3599,30036.97619
-1641.033404,3599,31011.048574
-2351.458609,3599,31973.451572
237.592948,3599,32947.937042
43.638363,3599,33914.493685
-53.018912,3599,34892.362762
36.996195,3599,35855.798083
