speed_actual,speed_target,soc,ice_torque,nox,fuel,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc,em1_torque_ist_nm,em2_torque_ist_nm,sun_speed_rpm,ring_speed_rpm
47.48547,46.055,0.7490254,62.035004,0.00015601516,13.451496,True,1413.0243,88.18411,2.441308,-25.934579849243164,88.00865936279297,2214.45947265625,843.835205078125
47.46283,46.063,0.7489929,62.6681,0.0001450479,13.47342,True,1413.7863,87.98047,2.4336576,-26.084930419921875,87.2165298461914,2225.908203125,841.9042358398438
47.47048,46.079,0.74894565,62.76049,0.000147596,13.602684,True,1414.7408,97.47278,2.3926258,-26.222511291503906,97.31999969482422,2225.535400390625,839.9517822265625
47.51127,46.12,0.7488914,63.631607,0.0001373738,13.668325,True,1415.8665,102.30762,2.357006,-26.478225708007812,101.80917358398438,2232.13330078125,839.9093017578125
47.641285,46.228,0.7488191,64.079025,0.00014390051,13.853978,True,1417.2689,118.20685,2.2820501,-26.778478622436523,118.29620361328125,2230.720947265625,840.78662109375
47.88042,46.435,0.7487322,65.388565,0.00013257563,14.017648,True,1418.9939,133.88,2.1953077,-27.245025634765625,133.9679412841797,2234.739501953125,844.1500244140625
48.230316,46.745,0.7486342,66.03262,0.00014080107,14.144361,True,1420.4792,147.94916,2.1159232,-27.628446578979492,148.65823364257812,2228.816162109375,849.4137573242188
48.698044,47.162,0.74852383,66.89014,0.00013591349,14.275803,True,1421.9146,163.5122,2.0316572,-27.969303131103516,164.36309814453125,2221.612060546875,856.82763671875
49.228813,47.652,0.7484127,67.205894,0.00014491379,14.243637,True,1422.739,167.7669,1.9897759,-28.15584945678711,168.8148193359375,2210.1533203125,866.0545043945312
49.837097,48.212,0.7482898,67.16643,0.00014808774,14.307745,True,1423.5347,179.32275,1.930368,-28.174942016601562,180.0319061279297,2195.403564453125,875.9957885742188
50.468533,48.821,0.74816465,67.478195,0.00014796853,14.267548,True,1424.3887,180.862,1.9091427,-28.248571395874023,181.18882751464844,2185.13232421875,887.1008911132812
51.14548,49.476,0.74802464,67.37294,0.00015191734,14.371603,True,1425.5309,190.83807,1.8689066,-28.28666114807129,190.06959533691406,2169.874267578125,898.3338012695312
