Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 39.740194
Total NOx (mg): 17059.381
Overall NOx (mg/km): 429.273
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.582925,2295.440,239.534,False
medium,433,13.844535,10325.093,745.788,False
high,455,12.870682,4012.824,311.780,False
extra_high,323,3.442052,426.024,123.770,False

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 704.99, False
2, 0.00, True
3, 0.00, True
4, 0.00, True
5, 561.09, False
6, 406.86, False
7, 291.69, False
8, 179.07, False
9, 110.17, False
10, 309.72, False
11, 157.19, False
12, 580.81, False
13, 711.16, False
14, 101.91, False
15, 1411.80, False
16, 123.17, False
17, 1641.49, False
18, 90.96, False
19, 2377.29, False
20, 962.76, False
21, 704.19, False
22, 557.68, False
23, 504.00, False
24, 490.33, False
25, 488.18, False
26, 485.58, False
27, 480.95, False
28, 476.61, False
29, 474.94, False
30, 476.93, False
31, 325.15, False
32, 231.54, False
33, 108.62, False
34, 51.19, True
35, 30.80, True
36, 22.76, True
37, 338.12, False
38, 16.14, True
39, 48.22, True
Partial (0.52 km), 48.95, True
